# Baisan - Guilford Center Meeting House historical - TSCA - ITRDB VT009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13991
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13991.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; vt009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/vt009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-01-05
#--------------------
# File_Last_Modified_Date
#   Date: 2013-01-05
#--------------------
# Title
#   Study_Name: Baisan - Guilford Center Meeting House historical - TSCA - ITRDB VT009
#--------------------
# Investigators
#   Investigators: Baisan, C.H.(https://orcid.org/0000-0002-7362-1591)
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of Tsuga canadensis raw ring widths was made 
# # from the Guilford Center Meeting House in VT by C. Baisan. 
# # Construction was in 1789. It was moved and repaired in 1837 
# # using local timber (hemlock).
# # 
# # While we cannot say much about the original forest from which 
# # these timbers originated, it is not a stretch to consider 
# # detrending these raw data with closed-canopy or forest interior 
# # conditions in mind given eastern hemlock?s basic life-history 
# # traits and typical growth patterns.
# # 
# # For the Pederson et al. (2012) paper, these data were combined 
# # with the Pack Forest (Tsuga canadensis) data that are accessible 
# # in the ITRDB.
# #  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Guilford Center Meeting House
#   Location: Vermont
#   Northernmost_Latitude: 42.7923
#   Southernmost_Latitude: 42.7923
#   Easternmost_Longitude: -72.6244
#   Westernmost_Longitude: -72.6244
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: VT009
#   First_Year: 1453
#   Last_Year: 1834
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GCM11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GCM11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GCM15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GCM15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GCM15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GCM15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GCM11_raw	GCM15a_raw	GCM15b_raw
1453	NA	0.56	NA
1454	NA	0.33	0.41
1455	NA	0.34	0.41
1456	NA	0.55	0.53
1457	NA	0.59	0.58
1458	NA	0.68	0.65
1459	NA	0.52	0.59
1460	NA	0.59	0.6
1461	NA	0.09	0.11
1462	NA	0.07	0.05
1463	NA	0.17	0.13
1464	NA	0.36	0.3
1465	NA	0.57	0.55
1466	NA	0.76	1
1467	NA	0.53	0.57
1468	NA	0.24	0.18
1469	NA	0.36	0.39
1470	NA	0.53	0.65
1471	NA	0.27	0.36
1472	NA	0.38	0.41
1473	NA	0.48	0.57
1474	NA	0.48	0.66
1475	NA	0.75	0.83
1476	NA	0.73	0.85
1477	NA	0.37	0.39
1478	NA	0.59	0.56
1479	NA	0.71	0.79
1480	NA	0.92	0.81
1481	NA	0.56	0.59
1482	NA	0.33	0.62
1483	NA	0.27	0.39
1484	NA	0.33	0.71
1485	NA	0.36	0.89
1486	NA	0.5	0.73
1487	NA	0.56	0.73
1488	NA	0.42	0.41
1489	NA	0.4	0.42
1490	NA	0.48	0.48
1491	NA	0.48	0.36
1492	NA	0.69	0.57
1493	NA	0.53	0.35
1494	NA	0.35	0.25
1495	NA	0.35	0.31
1496	NA	0.15	0.16
1497	NA	0.28	0.45
1498	NA	0.37	0.44
1499	NA	0.17	0.27
1500	NA	0.32	0.38
1501	NA	0.37	0.49
1502	NA	0.39	0.34
1503	NA	0.13	0.13
1504	NA	0.21	0.25
1505	NA	0.37	0.41
1506	NA	0.48	0.31
1507	NA	0.42	0.4
1508	NA	0.41	0.36
1509	NA	0.16	0.17
1510	NA	0.29	0.29
1511	NA	0.23	0.41
1512	NA	0.2	0.33
1513	NA	0.12	0.25
1514	NA	0.25	0.37
1515	NA	0.35	0.52
1516	NA	0.44	0.72
1517	NA	0.15	0.21
1518	NA	0.08	0.12
1519	NA	0.15	0.2
1520	NA	0.21	0.42
1521	NA	0.35	0.53
1522	NA	0.45	0.61
1523	NA	0.5	0.37
1524	NA	0.34	0.28
1525	NA	0.54	0.4
1526	NA	0.74	0.48
1527	NA	0.76	0.55
1528	NA	0.43	0.32
1529	NA	0.39	0.25
1530	NA	0.53	0.38
1531	NA	0.57	0.37
1532	NA	0.2	0.03
1533	NA	0.41	0.23
1534	NA	0.58	0.3
1535	NA	0.47	0.28
1536	NA	0.59	0.43
1537	NA	0.52	0.25
1538	NA	0.3	0.23
1539	NA	0.62	0.35
1540	NA	0.37	0.34
1541	NA	0.52	0.34
1542	NA	0.25	0.31
1543	NA	0.32	0.26
1544	NA	0.16	0.31
1545	NA	0.19	0.28
1546	NA	0.34	0.45
1547	NA	0.11	0.11
1548	NA	0.23	0.25
1549	NA	0.23	0.26
1550	NA	0.11	0.19
1551	NA	0.19	0.33
1552	NA	0.55	0.69
1553	NA	0.67	0.71
1554	NA	0.41	0.68
1555	NA	0.39	0.45
1556	NA	0.27	0.38
1557	NA	0.21	0.39
1558	NA	0.21	0.32
1559	NA	0.32	0.37
1560	NA	0.51	0.27
1561	NA	0.25	0.22
1562	NA	0.32	0.21
1563	NA	0.33	0.31
1564	NA	0.19	0.24
1565	NA	0.27	0.49
1566	NA	0.19	0.51
1567	NA	0.29	0.67
1568	NA	0.19	0.44
1569	NA	0.09	0.32
1570	NA	0.09	0.52
1571	NA	0.24	0.39
1572	NA	0.37	0.52
1573	NA	0.16	0.43
1574	NA	0.36	0.76
1575	NA	0.32	0.74
1576	NA	0.38	0.71
1577	NA	0.24	0.44
1578	NA	0.32	0.54
1579	NA	0.28	0.42
1580	NA	0.39	0.67
1581	NA	0.43	0.83
1582	NA	0.48	0.55
1583	NA	0.3	0.35
1584	NA	0.36	0.48
1585	NA	0.78	0.61
1586	NA	0.78	0.68
1587	NA	0.66	0.54
1588	NA	0.72	0.76
1589	NA	0.78	0.64
1590	NA	0.7	0.63
1591	NA	0.9	0.39
1592	NA	0.64	0.48
1593	NA	0.92	0.46
1594	NA	1.3	0.6
1595	NA	1.08	0.44
1596	NA	0.99	0.45
1597	NA	1.05	0.37
1598	NA	0.94	0.42
1599	NA	0.97	0.4
1600	NA	1.04	0.4
1601	NA	1.02	0.42
1602	NA	1.14	0.46
1603	NA	0.98	0.43
1604	NA	0.7	0.38
1605	NA	0.63	0.31
1606	NA	0.34	0.12
1607	NA	0.34	0.24
1608	NA	0.47	0.34
1609	NA	0.46	0.52
1610	NA	0.86	0.72
1611	NA	1.21	0.65
1612	NA	1.3	0.7
1613	NA	1.12	0.79
1614	NA	0.75	0.39
1615	NA	0.63	0.55
1616	NA	1.02	0.79
1617	NA	0.9	0.91
1618	NA	1.09	0.92
1619	NA	0.71	0.8
1620	NA	0.63	0.62
1621	NA	0.85	1.03
1622	NA	1	0.71
1623	NA	0.92	0.63
1624	NA	0.78	0.49
1625	NA	0.66	0.54
1626	NA	0.64	0.63
1627	NA	0.76	0.87
1628	NA	0.74	0.81
1629	NA	0.37	0.54
1630	NA	0.59	0.47
1631	NA	0.38	0.56
1632	NA	0.35	0.55
1633	NA	0.57	1
1634	NA	0.97	1.11
1635	NA	0.79	1.04
1636	NA	0.78	1
1637	NA	0.99	1.44
1638	NA	1.01	1.26
1639	NA	0.89	0.82
1640	NA	0.72	0.72
1641	NA	0.71	0.6
1642	NA	0.65	0.72
1643	NA	0.8	0.77
1644	NA	0.62	0.65
1645	NA	0.4	0.33
1646	NA	0.49	0.35
1647	NA	0.48	0.47
1648	NA	0.38	0.44
1649	NA	0.28	0.29
1650	NA	0.33	0.37
1651	NA	0.53	0.52
1652	NA	0.53	0.6
1653	NA	0.57	0.53
1654	NA	0.48	0.68
1655	NA	0.4	0.49
1656	NA	0.43	0.34
1657	NA	0.39	0.28
1658	NA	0.29	0.26
1659	NA	0.27	0.25
1660	NA	0.38	0.38
1661	NA	0.43	0.4
1662	NA	0.3	0.39
