# Stahle - Yoakum Log House - QUST - ITRDB TX036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4957
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4957.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tx036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tx036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tx036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tx036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Stahle - Yoakum Log House - QUST - ITRDB TX036
#--------------------
# Investigators
#   Investigators: Stahle, D.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yoakum Log House
#   Location: Texas
#   Northernmost_Latitude: 29.25
#   Southernmost_Latitude: 29.25
#   Easternmost_Longitude: -97.08
#   Westernmost_Longitude: -97.08
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: TX036
#   First_Year: 1668
#   Last_Year: 1847
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## YOK01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YOK23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YOK23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	YOK01A_raw	YOK02A_raw	YOK03A_raw	YOK04B_raw	YOK05A_raw	YOK06A_raw	YOK07A_raw	YOK08A_raw	YOK10A_raw	YOK11A_raw	YOK13A_raw	YOK14A_raw	YOK15A_raw	YOK16A_raw	YOK17A_raw	YOK18A_raw	YOK19A_raw	YOK20A_raw	YOK21A_raw	YOK22A_raw	YOK23A_raw
1668	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	1.44	NA	NA	1.09	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	2.23	NA	NA	0.72	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	NA	NA	0.97	NA	0.43	NA	NA	2.22	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	NA	NA	1.62	NA	1.09	NA	NA	2.04	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	NA	NA	1.39	NA	0.69	NA	NA	2.28	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	NA	NA	0.78	0.97	1.02	NA	NA	1.92	NA	NA	NA	1.37	NA	NA	NA	3.78	NA	NA	NA	NA	NA
1675	NA	NA	0.19	0.22	0.5	NA	0.49	0.69	NA	0.59	NA	0.74	1.09	NA	NA	1.11	0.55	NA	NA	NA	NA
1676	NA	NA	0.49	0.41	1.34	NA	0.78	1.33	NA	0.7	NA	0.94	1.38	NA	NA	0.82	0.25	NA	NA	NA	NA
1677	NA	NA	1.22	0.66	1.34	NA	1.4	2.32	NA	1.3	NA	1.24	1.72	NA	NA	1.34	0.56	NA	NA	NA	NA
1678	NA	NA	1.27	0.41	1.05	NA	0.84	1.75	NA	1.08	NA	1.01	1.11	NA	NA	1.02	0.48	NA	NA	NA	NA
1679	NA	NA	0.79	0.49	0.63	NA	0.56	1.41	NA	0.6	NA	0.99	1.09	NA	NA	0.45	0.41	NA	NA	NA	NA
1680	NA	NA	1.04	0.86	1.74	NA	1.14	1.66	NA	0.98	NA	1.29	1.51	NA	NA	1.21	0.7	NA	NA	NA	NA
1681	NA	NA	1.89	0.45	1.26	NA	0.74	1.85	NA	1.27	NA	0.86	1.52	NA	NA	0.94	0.48	NA	NA	NA	NA
1682	NA	NA	1.89	0.58	0.82	1.63	0.56	0.93	NA	0.86	NA	1.26	1.52	NA	NA	0.81	0.42	NA	NA	NA	NA
1683	NA	NA	2.11	1.1	1.36	1.46	0.92	1.62	NA	1.39	NA	1.46	1.82	NA	NA	1.59	0.72	NA	NA	NA	NA
1684	NA	NA	0.85	0.77	0.85	0.86	0.77	1.26	NA	0.81	NA	0.89	1.08	NA	NA	0.99	0.48	NA	NA	NA	NA
1685	NA	NA	0.62	0.47	0.49	0.64	0.39	0.41	NA	0.38	0.88	0.35	0.74	NA	NA	0.49	0.27	0.45	NA	NA	NA
1686	NA	NA	0.52	0.45	0.32	1.13	0.44	0.32	NA	0.58	2.36	1	0.43	NA	NA	0.62	0.4	0.38	NA	NA	NA
1687	NA	NA	0.87	0.64	0.48	1.12	0.62	0.45	NA	0.6	1.57	1.15	0.77	NA	NA	0.73	0.42	0.98	NA	NA	NA
1688	NA	NA	0.84	0.62	0.55	0.69	0.65	0.39	0.29	0.68	1.13	0.72	0.53	NA	NA	0.59	0.37	0.64	NA	NA	NA
1689	NA	0.27	0.43	0.32	0.59	0.59	0.42	0.38	0.33	0.51	0.88	0.47	0.63	NA	NA	0.48	0.36	0.47	NA	NA	NA
1690	NA	0.27	0.62	0.25	0.59	0.56	0.37	0.35	0.34	0.29	0.6	0.43	0.69	NA	NA	0.33	0.35	0.55	NA	NA	0.9
1691	NA	0.42	0.39	0.27	0.59	0.53	0.37	0.46	0.36	0.31	0.48	0.5	0.47	NA	NA	0.51	0.21	0.46	NA	NA	0.48
1692	NA	0.39	0.96	0.58	0.65	1.07	0.62	0.54	0.82	0.7	0.95	0.62	0.69	NA	NA	0.64	0.35	0.56	NA	NA	0.7
1693	NA	0.77	1.36	0.3	0.91	1.36	0.56	1.27	1.49	0.88	1.73	0.67	0.9	NA	1	0.55	0.59	0.71	NA	NA	0.91
1694	NA	0.69	1.13	0.54	1.02	1.28	0.61	1.37	1.21	1.04	1.51	0.76	1.09	NA	0.98	0.89	0.59	0.89	NA	NA	0.94
1695	NA	1.23	1.77	0.8	1.37	1.81	1.08	1.82	2.1	1.8	1.33	1.16	1.54	NA	1.22	1.13	0.93	0.94	NA	NA	1.52
1696	NA	0.37	0.51	0.31	0.44	0.67	0.45	0.71	0.51	0.44	0.55	0.47	0.52	NA	0.64	0.39	0.32	0.44	NA	NA	0.63
1697	NA	0.52	0.97	0.47	0.52	0.86	0.45	0.71	1.27	0.73	1.03	0.75	0.53	NA	0.54	0.62	0.44	0.49	NA	NA	0.91
1698	1.47	0.31	0.34	0.41	0.37	0.59	0.35	0.36	0.88	0.53	0.68	0.43	0.34	NA	0.38	0.34	0.23	0.43	NA	NA	0.74
1699	0.41	0.28	0.16	0.21	0.23	0.46	0.29	0.26	0.52	0.3	0.37	0.28	0.28	NA	0.32	0.26	0.18	0.46	NA	NA	0.36
1700	1.11	0.34	0.2	0.21	0.32	0.88	0.3	0.42	0.94	0.55	0.56	0.37	0.45	NA	0.37	0.36	0.29	0.44	0.23	NA	0.25
1701	4.55	0.59	0.39	0.48	1.06	1.41	0.47	0.94	1.64	1.28	0.95	0.63	0.76	NA	0.83	0.72	0.38	0.95	0.54	NA	0.85
1702	2.44	0.62	0.48	0.37	0.66	0.65	0.41	0.77	1.13	0.56	0.84	0.56	0.54	NA	0.67	0.47	0.28	1.17	0.37	NA	0.54
1703	1.08	0.26	0.2	0.22	0.33	0.29	0.24	0.45	0.48	0.22	0.36	0.26	0.23	NA	0.56	0.3	0.15	0.5	0.31	NA	0.36
1704	1.11	0.22	0.16	0.25	0.41	0.3	0.19	0.38	0.87	0.18	0.41	0.23	0.26	NA	0.64	0.2	0.19	0.6	0.44	NA	0.57
1705	0.44	0.14	0.2	0.24	0.33	0.27	0.21	0.21	0.35	0.21	0.36	0.27	0.2	NA	0.47	0.21	0.1	0.4	0.23	NA	0.28
1706	0.73	0.73	0.94	0.82	0.93	0.67	0.38	0.49	1.8	0.99	0.88	0.86	0.89	NA	0.86	0.67	0.4	1.04	0.92	1.47	0.85
1707	0.51	0.52	0.85	0.36	0.48	0.66	0.42	0.47	1	0.8	0.94	0.87	0.61	NA	0.42	0.33	0.35	0.96	0.57	1.4	0.66
1708	0.59	0.36	0.58	0.58	0.56	0.45	0.46	0.36	0.77	0.68	0.81	0.98	0.56	NA	0.7	0.33	0.22	1.07	0.55	1.1	0.5
1709	0.36	0.25	0.37	0.46	0.41	0.3	0.19	0.45	0.55	0.29	0.69	0.5	0.34	NA	0.56	0.31	0.17	0.69	0.36	0.5	0.21
1710	0.36	0.52	0.5	0.77	0.78	0.75	0.6	0.5	0.43	0.68	0.66	0.78	0.86	NA	0.85	0.49	0.31	0.66	0.22	1.05	0.48
1711	0.7	0.29	0.57	0.97	0.5	0.69	0.63	0.49	0.23	0.99	0.75	0.61	0.86	0.87	0.35	0.32	0.15	0.65	0.13	1.79	0.47
1712	0.37	0.2	0.28	0.38	0.26	0.39	0.24	0.44	0.19	0.34	0.49	0.28	0.31	0.28	0.31	0.31	0.12	0.44	0.18	0.6	0.17
1713	0.28	0.22	0.27	0.34	0.4	0.4	0.28	0.34	0.24	0.26	0.46	0.32	0.16	0.31	0.35	0.3	0.12	0.52	0.14	0.66	0.17
