# Harley - Lilly-Dickey Woods - QUVE - ITRDB IN021
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30566
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30566.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in021-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in021-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in021.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in021.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Harley - Lilly-Dickey Woods - QUVE - ITRDB IN021
#--------------------
# Investigators
#   Investigators: Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Van Aken, K.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Eastern Deciduous Forest, Climate response, Palmer Drought Severity Index NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Maxwell, J. T. and Harley, G.L.
#   Journal_Name: Climate Dynamics
#   Published_Title: Increased tree-ring network density reveals more precise estimations of sub-regional hydroclimate variability and climate dynamics in the Midwest, USA
#   Published_Date_or_Year: 2017
#   Volume: 49
#   Pages: 1479-1493
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00382-016-3396-9
#   Full_Citation: None
#   Abstract: Understanding the historic variability in the hydroclimate provides important information on possible extreme dry or wet periods that in turn inform water management plans. Tree rings have long provided historical context of hydroclimate variability of the U.S. However, the tree-ring network used to create these countrywide gridded reconstructions is sparse in certain locations, such as the Midwest. Here, we increase (n = 20) the spatial resolution of the tree-ring network in southern Indiana and compare a summer (June-August) Palmer Drought Severity Index (PDSI) reconstruction to existing gridded reconstructions of PDSI for this region. We find both droughts and pluvials that were previously unknown that rival the most intense PDSI values during the instrumental period. Additionally, historical drought occurred in Indiana that eclipsed instrumental conditions with regard to severity and duration. During the period 1962-2004 CE, we find that teleconnections of drought conditions through the Atlantic Meridional Overturning Circulation have a strong influence (r = -0.60, p < 0.01) on secondary tree growth in this region for the late spring-early summer season. These findings highlight the importance of continuing to increase the spatial resolution of the tree-ring network used to infer past climate dynamics to capture the sub-regional spatial variability. Increasing the spatial resolution of the tree-ring network for a given region can better identify sub-regional variability, improve the accuracy of regional tree-ring PDSI reconstructions, and provide better information for climatic teleconnections.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lilly-Dickey Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.2361
#   Southernmost_Latitude: 39.2361
#   Easternmost_Longitude: -86.2204
#   Westernmost_Longitude: -86.2204
#   Elevation_m: 215
#--------------------
# Data_Collection
#   Collection_Name: IN021
#   First_Year: 1869
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus velutina Lam.
#   Common_Name: black oak
#   Tree_Species_Code: QUVE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDV01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDV11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDV11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDV01A_raw	LDV01B_raw	LDV02A_raw	LDV02B_raw	LDV03A_raw	LDV03B_raw	LDV04A_raw	LDV04B_raw	LDV05A_raw	LDV05B_raw	LDV08A_raw	LDV08B_raw	LDV09A_raw	LDV09B_raw	LDV10A_raw	LDV10B_raw	LDV11A_raw	LDV11B_raw
1869	NA	NA	NA	NA	2.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	1.949	1.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	2.844	2.798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	2.487	2.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	3.174	3.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	2.667	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	2.69	2.819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	3.333	3.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	2.936	3.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	2.95	2.944	1.322	1.295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	2.933	2.973	0.673	0.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	4.137	3.978	0.95	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	1.549	1.823	NA	NA	2.764	3.275	1.255	1.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	1.009	1.156	NA	NA	3.187	2.802	2.104	2.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	1.655	1.732	NA	NA	1.605	1.576	1.853	1.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	1.201	1.308	NA	NA	2.688	2.812	1.332	1.285	0.966	0.91	NA	NA	NA	NA	NA	NA	NA	NA
1885	1.197	1.406	NA	NA	3.68	4.579	0.936	0.969	0.987	0.977	NA	NA	NA	NA	2.15	NA	NA	NA
1886	1.21	1.235	NA	NA	2.798	2.772	0.787	0.811	0.847	0.814	NA	NA	NA	NA	2.196	NA	NA	NA
1887	0.894	1.086	NA	NA	1.941	1.918	0.681	0.761	0.798	0.745	NA	NA	NA	NA	1.255	NA	NA	NA
1888	1.029	1.187	NA	NA	2.125	2.029	0.955	1.148	0.779	0.934	NA	NA	NA	NA	1.708	NA	NA	NA
1889	1.835	1.774	NA	NA	2.156	2.148	0.799	0.954	0.732	0.649	NA	NA	NA	NA	2.463	NA	NA	NA
1890	1.986	2.045	NA	NA	2.247	2.267	0.99	1.222	1.331	1.402	NA	NA	NA	NA	3.04	NA	NA	NA
1891	2.359	2.726	4.503	4.293	3.096	3.173	0.928	1.231	1.455	1.321	2.647	NA	NA	NA	4.935	NA	NA	NA
1892	2.396	2.391	4.037	3.956	3.118	3.129	0.762	0.758	1.479	1.476	4.206	4.785	NA	NA	3.653	NA	NA	NA
1893	1.88	1.881	3.362	3.172	2.837	2.872	0.738	1.099	1.22	1.206	4.214	4.373	NA	NA	2.593	NA	NA	NA
1894	1.567	1.618	2.858	3.083	2.822	2.78	0.956	0.835	1.232	1.174	5.484	4.729	NA	NA	2.94	NA	NA	NA
1895	1.142	1.193	2.446	2.369	2.153	2.104	0.759	0.633	0.995	0.991	4.658	4.316	NA	NA	2.815	NA	NA	NA
1896	1.958	2.163	3.387	3.47	2.461	2.425	0.801	0.79	2.153	2.232	5.632	4.352	NA	NA	3.375	NA	NA	NA
1897	2.947	3.196	3.661	3.423	2.967	3.048	2.44	2.14	1.533	1.423	3.702	4.464	NA	NA	3.981	NA	NA	NA
1898	2.764	3.143	2.095	2.322	2.038	2.117	1.255	0.898	1.402	1.287	3.332	2.902	2.424	NA	2.019	NA	NA	NA
1899	3.641	2.859	2.069	2.092	2.436	2.305	1.613	1.251	1.331	1.243	5.445	5.425	3.323	NA	2.358	NA	NA	NA
1900	2.309	2.033	1.595	1.932	2.133	2.121	2.148	1.593	1.291	1.351	6.297	5.045	4.36	NA	2.709	5.168	NA	1.796
1901	1.72	1.631	2.06	2.188	2.009	1.849	1.932	1.456	1.501	1.307	3.544	3.614	3.428	NA	2.281	3.464	NA	2.307
1902	1.871	2.13	2.681	2.454	2.607	2.439	2.188	2.096	1.329	1.55	6.884	6.469	3.253	NA	2.175	3.446	NA	1.551
1903	1.574	1.696	3.158	3.497	2.936	2.73	2.173	2.091	1.312	1.201	8.171	8.857	3.517	NA	2.112	3.1	NA	1.947
1904	1.653	1.598	2.712	2.789	3.156	2.877	2.155	2.2	1.829	1.693	7.308	7.929	3.969	NA	2.732	3.461	NA	2.099
1905	1.481	1.395	3.06	2.96	2.939	2.926	1.94	2.041	1.22	1.099	8.134	8.386	3.593	NA	2.32	2.54	NA	1.698
1906	1.485	1.382	2.899	2.824	3.254	3.232	1.79	1.679	1.189	1.268	8.498	8.338	3.646	NA	2.143	2.828	NA	1.988
1907	1.788	1.794	3.343	3.395	3.762	3.376	2.484	2.001	1.37	1.334	6.33	6.28	4.449	NA	2.325	3.153	NA	2.264
1908	1.493	1.659	2.81	2.729	3.505	3.698	2.048	1.518	1.072	1.135	5.097	5.106	3.753	NA	1.745	2.635	NA	1.894
1909	1.263	1.114	2.455	2.619	3.377	3.303	2.6	2.587	1.488	1.286	4.906	5.268	4.078	NA	1.737	2.195	NA	2.032
1910	1.233	1.262	2.655	2.671	3.084	3.152	2.848	2.788	1.016	1.256	5.308	5.585	3.447	NA	1.644	2.055	NA	2.189
1911	0.92	1.162	2.253	2.254	2.811	2.883	1.376	1.361	1.036	1.016	4.747	4.713	2.708	NA	1.403	1.792	NA	1.596
1912	1.046	1.042	2.78	2.818	3.485	3.629	1.857	1.916	1.151	0.996	7.801	8.129	3.9	NA	1.814	2.723	NA	2.18
1913	1.004	1.015	2.366	2.41	2.619	2.502	1.421	1.487	0.634	0.701	5.505	5.498	3.002	NA	1.646	1.997	NA	2.148
1914	0.948	0.958	1.912	1.904	1.985	2.054	1.089	1.043	0.795	0.943	3.723	3.54	2.391	NA	1.344	1.45	NA	1.712
1915	1.473	1.682	3.008	2.962	3.257	3.114	2.147	2.091	1.344	1.085	5.494	5.826	3.71	NA	2.245	2.974	NA	4.033
1916	2.225	2.062	3.574	3.458	3.62	3.467	2.085	2.241	1.366	1.316	6.332	6.488	4.232	NA	2.623	2.919	NA	4.657
1917	2.04	2.185	3.309	3.214	3.011	2.747	2.003	1.979	1.226	1.277	5.133	5.511	4.16	NA	2.409	2.255	NA	3.961
1918	1.798	1.859	2.669	2.617	2.49	2.632	1.683	1.719	0.997	1.115	5.483	5.39	3.867	NA	2.038	2.583	NA	3.35
1919	1.58	1.674	1.792	1.731	2.028	2.209	1.857	1.771	0.894	0.811	4.655	4.493	3.057	NA	1.766	2.101	NA	2.144
1920	1.634	1.634	2.294	2.443	1.55	1.42	1.75	1.676	0.65	0.777	4.16	4.211	3.066	NA	1.547	1.653	NA	2.519
1921	1.915	1.867	2.337	2.264	1.803	1.665	1.598	1.608	0.888	0.804	4.259	4.003	2.604	NA	1.763	2.731	NA	2.307
1922	1.814	1.817	2.219	2.369	1.656	1.421	1.827	1.822	0.907	0.699	4.463	4.49	2.581	NA	1.381	1.803	NA	2.289
1923	1.625	1.684	2.356	2.123	1.68	1.79	2.279	2.444	0.959	0.902	4.921	4.541	2.644	NA	1.361	1.65	NA	2.683
1924	1.727	1.822	3.247	3.113	2.186	1.806	2.652	2.571	1.118	1.304	5.211	5.784	3.428	NA	1.732	1.951	NA	3.237
1925	1.646	1.488	2.693	2.648	2.011	1.825	1.627	1.63	0.96	0.837	5.798	5.398	2.158	NA	1.372	1.573	NA	2.012
1926	1.786	1.916	3.155	3.645	3.172	3.181	1.773	2.045	1.172	1.025	6.525	7.217	3.234	NA	1.533	1.547	NA	2.054
1927	2.633	2.793	3.212	3.237	4.718	3.95	2.767	2.881	1.462	1.527	5.935	5.835	3.49	NA	2.024	1.877	NA	2.421
