# Wise - Brokenback Canyon - PIPO - ITRDB WY058
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27621
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27621.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy058-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy058-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy058.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy058.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Wise - Brokenback Canyon - PIPO - ITRDB WY058
#--------------------
# Investigators
#   Investigators: Wise, E.K.; Knight, T.A.; Bigio, E.R.(https://orcid.org/0000-0002-6530-9493)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Brokenback Canyon
#   Location: Wyoming
#   Northernmost_Latitude: 44.13
#   Southernmost_Latitude: 44.13
#   Easternmost_Longitude: -107.4
#   Westernmost_Longitude: -107.4
#   Elevation_m: 1750
#--------------------
# Data_Collection
#   Collection_Name: WY058
#   First_Year: 1567
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BBC24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC19C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC19C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC31B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC31B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BBC24A_raw	BBC13A_raw	BBC19B_raw	BBC24B_raw	BBC17A_raw	BBC17B_raw	BBC19C_raw	BBC15A_raw	BBC19A_raw	BBC05A_raw	BBC16B_raw	BBC31B_raw	BBC31A_raw	BBC05B_raw	BBC01A_raw	BBC22B_raw
1567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.294	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.955	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.499	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.319	NA	NA	NA	NA	NA
1574	NA	NA	0.461	NA	NA	NA	NA	NA	NA	NA	0.371	NA	NA	NA	NA	NA
1575	NA	NA	0.568	NA	NA	NA	NA	NA	NA	NA	0.365	NA	NA	NA	NA	NA
1576	NA	NA	0.377	NA	NA	NA	NA	NA	NA	NA	0.404	NA	NA	NA	NA	NA
1577	NA	NA	0.455	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA
1578	NA	NA	0.537	NA	NA	NA	NA	NA	NA	NA	1.177	NA	NA	NA	NA	NA
1579	NA	NA	1.088	NA	NA	NA	NA	NA	NA	NA	1.479	NA	NA	NA	NA	NA
1580	NA	NA	1.307	NA	NA	NA	NA	NA	NA	NA	1.143	NA	NA	NA	NA	NA
1581	NA	NA	0.886	NA	NA	NA	NA	NA	NA	NA	0.493	NA	NA	NA	NA	NA
1582	NA	NA	0.394	NA	NA	NA	NA	NA	NA	NA	1.083	NA	NA	NA	NA	NA
1583	NA	NA	0.456	NA	NA	NA	NA	NA	NA	NA	1.437	NA	NA	NA	NA	NA
1584	NA	NA	0.566	NA	NA	NA	NA	NA	NA	NA	1.116	NA	NA	NA	NA	NA
1585	NA	NA	0.329	NA	NA	NA	NA	NA	NA	NA	1.214	NA	NA	NA	NA	NA
1586	NA	NA	0.646	NA	NA	NA	NA	NA	NA	NA	1.492	NA	NA	NA	NA	NA
1587	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	1.683	NA	NA	NA	NA	NA
1588	NA	NA	0.922	NA	NA	NA	NA	NA	NA	NA	2.468	NA	NA	NA	NA	NA
1589	NA	NA	0.976	NA	NA	NA	NA	NA	NA	NA	2.51	NA	NA	NA	NA	NA
1590	NA	NA	1.127	NA	NA	NA	NA	NA	NA	NA	2.798	NA	NA	NA	NA	NA
1591	NA	NA	0.758	NA	NA	NA	NA	NA	NA	NA	2.701	NA	NA	NA	NA	NA
1592	NA	NA	1.168	NA	NA	NA	NA	NA	NA	NA	2.617	NA	NA	NA	NA	NA
1593	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA	2.225	NA	NA	NA	NA	NA
1594	NA	NA	0.578	NA	NA	NA	NA	NA	NA	NA	2.402	NA	NA	NA	NA	NA
1595	NA	NA	0.632	NA	NA	NA	NA	NA	NA	NA	2.173	NA	NA	NA	NA	NA
1596	NA	NA	0.128	NA	NA	NA	NA	NA	NA	NA	1.343	NA	NA	NA	NA	NA
1597	NA	NA	0.602	NA	NA	NA	NA	NA	NA	NA	1.844	NA	NA	NA	NA	NA
1598	NA	NA	0.837	NA	NA	NA	NA	NA	NA	NA	2.721	NA	NA	NA	NA	NA
1599	NA	NA	1.177	NA	NA	NA	NA	NA	NA	NA	2.602	NA	NA	NA	NA	NA
1600	NA	NA	1.265	NA	NA	NA	NA	NA	NA	NA	2.195	NA	NA	NA	NA	NA
1601	NA	NA	1.427	NA	NA	NA	NA	NA	NA	NA	2.214	NA	NA	NA	NA	NA
1602	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	1.864	NA	NA	NA	NA	NA
1603	NA	NA	0.369	NA	NA	NA	NA	NA	NA	NA	1.571	NA	NA	NA	NA	NA
1604	NA	NA	0.488	NA	NA	NA	NA	NA	NA	NA	1.573	NA	NA	NA	NA	NA
1605	NA	NA	0.389	NA	NA	NA	0.313	NA	NA	NA	1.465	NA	NA	NA	NA	NA
1606	NA	NA	0.802	NA	NA	NA	0.636	NA	NA	NA	1.485	NA	NA	NA	NA	NA
1607	NA	NA	0.543	NA	NA	NA	0.807	NA	NA	NA	1.526	NA	NA	NA	NA	NA
1608	NA	NA	0.778	NA	NA	NA	0.866	NA	0.818	NA	2.051	NA	NA	NA	NA	NA
1609	NA	NA	0.628	NA	NA	NA	0.716	NA	0.795	NA	1.838	NA	NA	NA	NA	NA
1610	NA	NA	1.209	NA	NA	NA	0.617	NA	1.301	NA	2.385	NA	NA	NA	NA	NA
1611	NA	NA	0.655	NA	NA	NA	0.377	NA	0.894	NA	2.228	NA	NA	NA	NA	NA
1612	NA	NA	1.395	NA	NA	NA	0.545	NA	1.565	NA	2.883	NA	NA	NA	NA	NA
1613	NA	NA	1.167	NA	NA	NA	1.161	NA	2.149	NA	2.608	NA	NA	NA	NA	NA
1614	NA	NA	0.714	NA	NA	NA	0.918	NA	1.541	NA	2.122	NA	NA	NA	NA	NA
1615	NA	NA	0.752	NA	NA	NA	1.201	NA	1.985	NA	2.271	NA	NA	NA	NA	NA
1616	NA	NA	0.713	NA	NA	NA	1.373	NA	2.069	NA	2.558	NA	NA	NA	NA	NA
1617	NA	NA	0.803	NA	NA	NA	1.266	NA	1.794	NA	2.097	NA	NA	NA	NA	NA
1618	NA	NA	0	NA	NA	NA	0.128	0.682	0.048	NA	0.166	NA	NA	NA	NA	NA
1619	NA	NA	0.117	NA	NA	NA	0.548	1.03	0.499	NA	0.373	NA	NA	NA	NA	NA
1620	NA	NA	0.35	NA	NA	NA	0.792	1.364	1.001	NA	1.024	NA	NA	NA	NA	NA
1621	NA	NA	0.637	NA	NA	NA	0.979	2.457	1.445	NA	1.026	NA	NA	NA	NA	NA
1622	NA	NA	0.889	NA	NA	NA	1.029	1.814	1.748	NA	1.276	NA	NA	NA	NA	NA
1623	NA	NA	0.865	NA	NA	NA	1.108	1.88	1.391	NA	1.339	NA	NA	NA	NA	NA
1624	NA	NA	0.812	NA	NA	NA	1.375	1.855	1.941	NA	1.316	NA	NA	NA	NA	NA
1625	NA	NA	0.968	NA	NA	2.959	0.81	2.51	1.963	NA	1.358	NA	NA	NA	NA	NA
1626	NA	NA	0.781	NA	NA	2.453	0.86	1.462	1.858	NA	1.128	NA	NA	NA	NA	NA
