# Hughes - Merced Grove - SEGI - ITRDB CA705
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32174
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32174.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca705-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca705-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca705.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca705.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-01-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-01-03
#--------------------
# Title
#   Study_Name: Hughes - Merced Grove - SEGI - ITRDB CA705
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167); Touchan, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: R. Touchan, B. Black, E. Shamir, M.K. Hughes, and D.M. Meko
#   Journal_Name: Climate Dynamics
#   Published_Title: A multimillennial snow water equivalent reconstruction from giant sequoia tree rings
#   Published_Date_or_Year: 2021
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00382-020-05548-0
#   Full_Citation: None
#   Abstract: The first dendroclimatic reconstruction of May 1 snow water equivalent (SWE) was developed from a Sequoiadendron giganteum regional tree-ring chronology network of 23 sites in central California for the period 90-2012 CE. The reconstruction is based on a significant relationship between May 1 SWE and tree-ring growth and shows climate variability from interannual to intercentennial time scales. A regression-based reconstruction equation explains up to 55% of the variance of SWE for 1940-2012. Split-sample validation supports our use of a reconstruction model based on the full period of reliable observational data (1940-2012). Thresholds for May 1 SWE low (15 percentile) and high (80 percentile) years were selected based on the exploratory scatterplots relationship between observed and reconstructed data for the period 1940-2012. The longest period of consecutive low-SWE years in the reconstruction is 2 years and the frequency of the lowest SWE years is highest during the period 710-809 CE. The longest high-SWE period, defined by consecutive wet years, is 3 years (558-560 CE). SWE and its reconstruction positively correlate with northeastern Pacific sea surface temperatures, the low-frequency variability of which may provide some predictive ability. Ultimately, the instrumental record and reconstruction suggest that unlike other sites in the region, twentieth century SWE variability in these Sequoia groves has remained within historical boundaries and relatively buffered from extremes and severe declines, though this is likely to change in coming decades with potentially negative effects on water availability for these trees.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Merced Grove
#   Location: California
#   Northernmost_Latitude: 37.75
#   Southernmost_Latitude: 37.75
#   Easternmost_Longitude: -119.83
#   Westernmost_Longitude: -119.83
#   Elevation_m: 1615
#--------------------
# Data_Collection
#   Collection_Name: CA705
#   First_Year: 1590
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Sequoiadendron giganteum (Lindl.) Buchholz
#   Common_Name: giant sequoia
#   Tree_Species_Code: SEGI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MER01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER11A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER11A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER11A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER11A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER13A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER13A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER16A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER16A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MER18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MER18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MER01A_raw	MER01B_raw	MER02A_raw	MER02B_raw	MER02C_raw	MER03A_raw	MER03B_raw	MER04A_raw	MER04B_raw	MER04C_raw	MER11A1_raw	MER11A2_raw	MER11B_raw	MER12A_raw	MER12B_raw	MER13A1_raw	MER13B_raw	MER14A_raw	MER15B_raw	MER16A2_raw	MER16B_raw	MER17A_raw	MER17B_raw	MER18A_raw
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA
1611	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1614	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
1615	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1617	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1619	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1620	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1621	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1625	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
