# Woodhouse - Capulin Volcano - PIED - ITRDB NM576
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5287
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5287.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm576-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm576-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm576.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm576.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Woodhouse - Capulin Volcano - PIED - ITRDB NM576
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Brown, P.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Capulin Volcano
#   Location: New Mexico
#   Northernmost_Latitude: 36.77
#   Southernmost_Latitude: 36.77
#   Easternmost_Longitude: -103.95
#   Westernmost_Longitude: -103.95
#   Elevation_m: 2380
#--------------------
# Data_Collection
#   Collection_Name: NM576
#   First_Year: 1626
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## cpi091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi241_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi241; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpx251_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpx251; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpi222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpi222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	cpi091_raw	cpi092_raw	cpi061_raw	cpi062_raw	cpi232_raw	cpi242_raw	cpi241_raw	cpi072_raw	cpi052_raw	cpi051_raw	cpi011_raw	cpi012_raw	cpi071_raw	cpi082_raw	cpi081_raw	cpi042_raw	cpi102_raw	cpi021_raw	cpi022_raw	cpi211_raw	cpi212_raw	cpi032_raw	cpi031_raw	cpx251_raw	cpi221_raw	cpi222_raw
1626	NA	NA	NA	NA	NA	NA	NA	0.305	NA	NA	NA	NA	NA	0.666	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	0.552	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	0.321	NA	NA	NA	NA	NA	0.488	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	NA	0.507	NA	NA	NA	NA	NA	0.828	0.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	NA	0.377	NA	NA	NA	NA	NA	0.95	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	NA	0.416	NA	NA	NA	NA	NA	0.539	0.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	NA	0.523	NA	NA	NA	NA	NA	0.779	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	NA	NA	NA	NA	NA	NA	NA	0.651	NA	NA	NA	NA	NA	0.925	0.765	NA	NA	NA	NA	NA	NA	NA	0.579	NA	NA	NA
1634	NA	NA	NA	NA	NA	NA	NA	0.368	NA	NA	NA	NA	NA	1.039	0.507	NA	NA	NA	NA	NA	NA	NA	0.497	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	NA	0.459	0.726	NA	NA	NA	NA	0.944	0.546	NA	NA	NA	NA	NA	NA	NA	0.511	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	NA	0.516	0.797	NA	NA	NA	NA	0.813	0.512	NA	NA	NA	NA	NA	NA	NA	0.638	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	NA	0.53	0.853	NA	NA	NA	NA	0.949	0.537	NA	NA	NA	NA	NA	NA	0.671	0.613	NA	NA	NA
1638	NA	NA	NA	NA	NA	NA	NA	0.296	0.385	NA	NA	NA	NA	0.897	0.428	NA	NA	NA	NA	NA	NA	0.157	0.087	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	NA	0.423	1.127	NA	NA	NA	NA	1.317	0.638	NA	NA	NA	NA	NA	NA	0.282	0.238	NA	NA	NA
1640	NA	NA	NA	NA	NA	NA	NA	0.452	0.695	NA	NA	NA	NA	0.704	0.535	NA	NA	NA	NA	NA	NA	0.35	0.339	NA	NA	NA
1641	NA	NA	NA	NA	NA	NA	NA	0.416	0.293	NA	NA	NA	NA	0.899	0.413	NA	NA	NA	NA	NA	NA	0.243	0.137	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	0.56	1.002	NA	NA	NA	NA	1.052	0.745	NA	NA	NA	NA	NA	NA	0.449	0.396	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	0.348	0.844	NA	NA	NA	1.011	0.942	0.52	NA	NA	NA	NA	NA	NA	0.506	0.422	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	0.38	0.828	NA	NA	NA	0.748	1.286	0.473	NA	NA	NA	NA	NA	NA	0.297	0.208	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	NA	0.339	0.683	NA	NA	NA	0.753	1.058	0.489	NA	NA	NA	NA	NA	NA	0.194	0.177	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	NA	0.507	0.756	NA	NA	NA	0.595	1.189	0.5	NA	NA	NA	NA	NA	NA	0.317	0.366	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	NA	0.338	0.654	NA	NA	NA	0.269	0.953	0.362	NA	NA	NA	NA	NA	NA	0.257	0.334	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	NA	0.468	0.555	NA	NA	NA	0.611	0.906	0.439	NA	NA	NA	NA	NA	NA	0.219	0.275	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	0.75	1.185	NA	NA	NA	0.59	0.924	0.625	NA	NA	NA	NA	NA	NA	0.432	0.473	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	0.388	0.595	NA	NA	NA	0.241	0.461	0.461	NA	NA	NA	NA	NA	NA	0.034	0.044	0.435	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	0.361	1.062	NA	NA	NA	0.382	0.423	0.581	NA	NA	NA	NA	NA	NA	0.223	0.217	0.347	NA	NA
1652	NA	NA	NA	NA	NA	NA	NA	0.425	1.501	NA	NA	NA	0.358	0.721	0.752	NA	NA	NA	NA	NA	NA	0.151	0.211	0.384	NA	NA
1653	NA	NA	NA	NA	NA	NA	NA	0.402	0.951	NA	NA	NA	0.375	0.496	0.709	NA	NA	NA	NA	NA	NA	0.308	0.372	0.27	NA	NA
1654	NA	NA	NA	NA	NA	NA	NA	0.047	0.042	NA	NA	NA	0.179	0.092	0.31	0.021	NA	NA	NA	NA	NA	0	0	0.065	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	0.455	0.923	NA	NA	NA	0.463	0.503	0.536	0.276	NA	NA	NA	NA	NA	0.369	0.394	0.279	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	0.378	1.287	NA	NA	NA	0.386	0.506	0.607	0.399	NA	NA	NA	NA	NA	0.565	0.548	0.276	NA	NA
1657	NA	NA	NA	NA	NA	NA	NA	0.387	1.208	NA	NA	NA	0.44	0.84	0.641	0.34	NA	NA	NA	NA	NA	0.469	0.527	0.499	NA	NA
1658	NA	NA	NA	NA	NA	NA	NA	0.307	1.017	NA	NA	NA	0.418	0.706	0.552	0.312	NA	NA	NA	NA	NA	0.458	0.604	0.417	NA	NA
1659	NA	NA	NA	NA	NA	1.001	NA	0.302	0.926	NA	NA	NA	0.474	1.055	0.564	0.393	NA	NA	NA	NA	NA	0.381	0.467	0.407	NA	NA
1660	NA	NA	NA	NA	NA	0.906	0.839	0.397	0.964	NA	NA	NA	0.482	1.074	0.619	0.357	NA	NA	NA	NA	NA	0.591	0.774	0.355	NA	NA
1661	NA	NA	NA	NA	NA	0.661	1.006	0.352	0.769	NA	NA	NA	0.456	0.787	0.493	0.411	NA	NA	NA	NA	NA	0.603	0.689	0.414	NA	NA
1662	NA	NA	NA	NA	NA	0.667	0.708	0.307	0.586	NA	NA	NA	0.303	0.725	0.472	0.388	NA	NA	NA	NA	NA	0.423	0.667	0.42	NA	NA
1663	NA	NA	NA	NA	NA	0.556	0.73	0.241	0.632	NA	NA	NA	0.258	0.409	0.292	0.223	NA	NA	NA	NA	NA	0.274	0.455	0.318	NA	NA
1664	NA	NA	NA	NA	NA	0.371	0.644	0.283	0.639	NA	NA	NA	0.279	0.44	0.304	0.217	NA	NA	NA	NA	NA	0.232	0.352	0.215	NA	NA
1665	NA	NA	NA	NA	NA	0.447	0.966	0.266	0.477	NA	NA	NA	0.279	0.515	0.364	0.243	NA	NA	NA	NA	NA	0.229	0.307	0.269	NA	NA
1666	NA	NA	NA	NA	NA	0.24	0.193	0.026	0	NA	NA	NA	0.026	0	0.05	0.023	NA	NA	NA	NA	NA	0	0.024	0.064	NA	NA
1667	NA	NA	NA	NA	NA	0.273	0.223	0.248	0.16	NA	NA	NA	0.197	0.092	0.097	0.121	NA	NA	NA	NA	NA	0.194	0.218	0.125	NA	NA
1668	NA	NA	NA	NA	NA	0.162	0.154	0.206	0.131	NA	NA	NA	0.16	0	0.105	0.157	NA	NA	NA	NA	NA	0.185	0.154	0.105	NA	NA
1669	NA	NA	NA	NA	NA	0.33	0.247	0.248	0.253	NA	NA	NA	0.196	0.151	0.272	0.269	NA	NA	NA	NA	NA	0.248	0.239	0.199	NA	NA
1670	NA	NA	NA	NA	NA	0.315	0.211	0.283	0.363	NA	NA	NA	0.27	0.279	0.302	0.277	NA	NA	NA	NA	NA	0.246	0.305	0.25	NA	NA
1671	NA	NA	NA	NA	NA	0.65	0.734	0.362	0.506	NA	NA	NA	0.291	0.482	0.381	0.253	NA	NA	NA	NA	NA	0.411	0.39	0.293	NA	NA
