# Larson - Ironbound Island - PIRUE - ITRDB ME050
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33695
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33695.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me050-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me050-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me050.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me050.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Ironbound Island - PIRUE - ITRDB ME050
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Flinner, N.L.; Labarge, S.G.; Wilding, T.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Larson, E.R. Allen, S., Flinner, N.L., Labarge, S.G., Wilding, T.C.
#   Journal_Name: Tree-Ring Research
#   Published_Title: The need and means to update chronologies in a dynamic environment
#   Published_Date_or_Year: 2013
#   Volume: 69
#   Pages: 21-27
#   Issue: 1
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: The International Tree-Ring Data Bank (ITRDB) provides public access to over 3000 tree-ring data sets collected over the past century, yet 809 of these sites have end dates between AD 1950 and 1980. These data cannot be calibrated with at least the past 30-40 years of instrumental data when used in climate reconstructions. We developed new tree-ring data sets at five sites in Maine, USA, to update earlier collections. Four of the five collections were successfully updated, with environmental changes at the fifth site limiting our success. Our results highlight the limits to tree longevity in a dynamic world and the need to increase and formalize efforts toward updating chronologies. We initiate a discussion to set forth explicit guidelines that help create consistent efforts to updating chronologies and provide a guide to beginning dendrochronologists who are particularly well suited to contribute to this area of work. The research was carried out through an introductory dendrochronology course taught at the University of Wisconsin-Platteville and offers a model to help direct the increasing availability of human resources to the rapidly growing field of dendrochronology.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ironbound Island 2
#   Location: Maine
#   Northernmost_Latitude: 44.39166
#   Southernmost_Latitude: 44.39166
#   Easternmost_Longitude: -68.137593
#   Westernmost_Longitude: -68.137593
#   Elevation_m: 43
#--------------------
# Data_Collection
#   Collection_Name: ME050
#   First_Year: 1830
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea rubens Sarg.
#   Common_Name: red spruce
#   Tree_Species_Code: PCRU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## IRB001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB002b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB002b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB003b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB003b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB004b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB004b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB005b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB005b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB006b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB006b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB007b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB007b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IRB007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IRB007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	IRB001_raw	IRB002b_raw	IRB002A_raw	IRB003a_raw	IRB003b_raw	IRB004b_raw	IRB005a_raw	IRB005b_raw	IRB006a_raw	IRB006b_raw	IRB007b_raw	IRB007a_raw
1830	NA	NA	NA	NA	NA	NA	0.502	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	0.376	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	0.788	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	0.941	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	0.428	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	0.273	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	0.203	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	0.216	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	0.215	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	0.239	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	0.176	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	0.879	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	1.652	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	4.09	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	2.101	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	1.951	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	1.933	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	2.911	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	3.447	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	3.186	NA	NA	NA	1.828	0.889
1851	NA	NA	NA	NA	NA	NA	3.425	NA	NA	NA	2.329	1.124
1852	NA	NA	NA	NA	NA	NA	3.938	NA	NA	NA	3.42	1.303
1853	NA	NA	NA	NA	NA	NA	4.523	NA	NA	NA	2.607	1.261
1854	NA	NA	NA	NA	NA	NA	4.045	NA	NA	NA	2.758	1.047
1855	NA	NA	NA	NA	NA	NA	3.394	NA	NA	NA	2.2	1.099
1856	NA	NA	NA	NA	NA	NA	4.622	NA	NA	NA	2.457	1.291
1857	NA	NA	NA	NA	NA	NA	4.656	NA	NA	NA	3.462	2.23
1858	NA	NA	NA	NA	NA	NA	5.83	NA	NA	NA	4.833	2.775
1859	NA	NA	NA	NA	NA	NA	5.519	NA	NA	NA	4.262	2.471
1860	NA	NA	NA	NA	NA	NA	5.38	NA	NA	NA	4.322	2.836
1861	NA	NA	NA	NA	NA	NA	4.635	NA	NA	NA	2.928	2.819
1862	NA	NA	NA	NA	NA	NA	4.729	2.191	NA	NA	3.349	2.386
1863	NA	NA	NA	NA	NA	NA	5.128	2.124	NA	0.981	3.593	3.098
1864	NA	NA	NA	3.802	NA	NA	4.74	3.6	NA	2.526	3.453	2.432
1865	NA	NA	NA	3.568	NA	NA	3.874	3.035	NA	4.172	3.321	1.823
1866	NA	NA	NA	2.008	1.4	NA	2.856	2.513	NA	2.689	3.602	2.355
1867	NA	NA	NA	2.047	2.419	NA	2.685	3.188	NA	2.756	2.637	2.623
1868	NA	NA	NA	2.16	2.333	NA	2.45	2.718	NA	3.589	1.262	2.795
1869	NA	NA	NA	2.504	3.089	NA	2.943	2.85	NA	3.64	4.732	3.42
1870	NA	NA	NA	2.139	3.026	NA	2.538	2.152	NA	3.042	3.462	3.856
1871	NA	NA	NA	1.716	2.525	NA	2.316	1.944	NA	2.443	3.058	3.439
1872	NA	NA	NA	1.63	2.017	NA	2.024	1.76	NA	1.431	2.471	3.406
1873	NA	NA	NA	2.039	1.943	NA	1.678	1.566	NA	1.308	2.419	2.873
1874	NA	NA	NA	1.721	2.171	NA	1.891	2.163	2.812	1.264	2.103	2.774
1875	NA	2.883	NA	1.159	1.971	NA	1.801	2.401	2.932	1.06	1.98	1.769
1876	NA	2.491	NA	0.695	1.519	NA	1.632	1.662	2.441	0.936	2.116	1.968
1877	NA	2.416	NA	1.491	2.389	NA	1.916	1.388	2.388	1.345	2.246	2.355
1878	NA	1.945	NA	2.419	2.883	NA	1.938	1.318	1.963	1.429	2.678	3.159
1879	NA	2.187	NA	2.765	2.716	NA	1.907	1.591	2.133	1.086	3.29	3.753
1880	NA	2.577	NA	2.562	2.435	NA	2.058	1.999	2.559	1.166	4.114	3.951
1881	NA	2.751	NA	2.399	2.727	6.619	1.614	2.066	2.782	1.526	3.267	3.982
1882	NA	2.49	NA	2.532	1.65	5.688	1.498	1.616	2.544	0.943	2.366	3.115
1883	NA	2.791	NA	2.887	1.959	5.67	1.857	1.712	2.786	1.144	2.568	3.805
1884	NA	2.391	NA	2.534	1.843	4.004	1.763	1.604	2.411	1.042	2.253	3.213
1885	NA	2.166	NA	1.89	1.438	1.782	1.434	1.303	2.149	0.883	2.156	2.78
1886	NA	2.608	NA	2.229	1.844	6.351	1.549	1.376	2.586	1.221	2.126	2.313
1887	NA	2.482	2.03	1.894	1.323	4	1.329	0.932	2.442	1.156	2.078	2.235
1888	5.426	3.001	2.54	2.645	1.776	2.849	1.161	0.943	2.962	1.064	2.043	2.062
1889	4.671	3.477	2.402	2.735	2.03	5.169	1.457	1.041	3.495	1.141	2.938	3.333
1890	3.705	3.724	2.651	2.345	2.174	3.206	1.246	1.121	3.698	1.399	2.814	3.494
1891	3.322	3.936	2.983	2.886	2.135	3.765	1.239	1.091	3.958	1.422	2.67	3.687
1892	2.422	3.385	3.431	2.493	2.052	5.047	1.57	0.846	3.396	1.082	2.14	3.222
1893	2.412	3.351	3.72	2.137	1.671	4.472	1.492	0.847	3.372	1.13	2.097	3.235
1894	2.757	3.66	2.656	1.499	1.955	4.467	1.75	0.833	3.671	1.379	2.073	2.579
1895	2.075	3.257	1.973	2.582	1.58	5.691	1.702	1.065	3.254	1.325	2.12	2.545
1896	2.044	3.022	2.139	2.19	1.665	5.556	1.955	1.085	2.998	1.268	1.964	3.201
1897	1.921	3.013	1.283	2.622	2.68	3.28	1.85	0.852	2.971	1.192	1.869	3.675
1898	2.051	2.649	1.268	2.748	2.876	4.106	2.181	1.165	2.619	1.731	2.194	3.191
1899	1.837	2.671	0.885	2.432	3.104	1.835	1.546	1.035	2.711	1.796	1.529	2.766
1900	1.655	2.863	1.242	2.989	3.31	2.659	1.746	1.55	2.832	1.515	1.66	3.314
1901	1.604	2.559	0.897	2.167	3.144	1.82	1.304	0.745	2.515	1.016	1.129	2.614
1902	2.163	2.752	1.345	2.2	3.534	2.67	1.419	0.646	2.736	1.419	1.456	2.833
