# Copenheaver - Zoar State Forest (terrace) - FAGR - ITRDB VA030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9962
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9962.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-07-14
#--------------------
# File_Last_Modified_Date
#   Date: 2010-07-14
#--------------------
# Title
#   Study_Name: Copenheaver - Zoar State Forest (terrace) - FAGR - ITRDB VA030
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Journal of the Torrey Botanical Society
#   Published_Title: Dendroclimatic analysis of a bottomland hardwood forest:  Floodplain vs. terrace responses.
#   Published_Date_or_Year: 2007
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Copenheaver, C.A., M.W. Yancey, E. Pantaleoni, and V.R. Emrick. 2007. 
Dendroclimatic analysis of a bottomland hardwood forest: 
Floodplain vs. terrace responses.  
Journal of the Torrey Botanical Society 134:505-511.


#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Zoar State Forest (terrace)
#   Location: Virginia
#   Northernmost_Latitude: 37.7833
#   Southernmost_Latitude: 37.7833
#   Easternmost_Longitude: -77.1
#   Westernmost_Longitude: -77.1
#   Elevation_m: 14
#--------------------
# Data_Collection
#   Collection_Name: VA030
#   First_Year: 1858
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus grandifolia Ehrh.
#   Common_Name: American beech
#   Tree_Species_Code: FAGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## zhbe01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zube15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zube15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe17b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe17b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## zhbe19b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: zhbe19b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	zhbe01a_raw	zhbe04b_raw	zhbe18a_raw	zhbe06a_raw	zhbe03b_raw	zhbe10b_raw	zhbe02a_raw	zhbe02b_raw	zhbe04a_raw	zhbe08a_raw	zhbe12b_raw	zhbe13a_raw	zhbe13b_raw	zhbe14a_raw	zhbe14b_raw	zhbe16a_raw	zube15b_raw	zhbe16b_raw	zhbe07a_raw	zhbe06b_raw	zhbe15a_raw	zhbe18b_raw	zhbe17b_raw	zhbe17a_raw	zhbe09b_raw	zhbe10a_raw	zhbe20a_raw	zhbe08b_raw	zhbe09a_raw	zhbe07b_raw	zhbe03a_raw	zhbe05a_raw	zhbe05b_raw	zhbe01b_raw	zhbe19b_raw
1858	NA	NA	NA	NA	2.124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	2.331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	1.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	1.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	0.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	0.909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	0.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	0.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	1.352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	2.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	1.685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.712	NA	NA	NA	NA
1871	NA	NA	NA	NA	0.878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.389	NA	NA	NA	NA
1872	NA	NA	NA	NA	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1873	NA	NA	NA	NA	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA
1874	NA	NA	NA	NA	0.524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595	NA	NA	NA	NA
1875	NA	NA	NA	NA	0.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.276	NA	NA	NA	NA
1876	NA	NA	NA	NA	0.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996	NA	NA	NA	NA
1877	NA	NA	NA	NA	0.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1878	NA	NA	NA	NA	1.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA
1879	NA	NA	NA	NA	1.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.861	NA	NA	NA	NA
1880	NA	NA	NA	NA	0.659	NA	NA	NA	NA	NA	NA	1.383	NA	NA	NA	NA	NA	NA	NA	1.759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455	NA	NA	NA	NA
1881	NA	NA	NA	NA	1.236	NA	NA	NA	NA	NA	NA	1.406	1.565	NA	NA	NA	NA	NA	NA	2.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.251	NA	NA	NA	NA
1882	NA	NA	NA	NA	0.602	NA	NA	NA	NA	NA	NA	1.394	1.381	NA	NA	NA	NA	NA	NA	2.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA
1883	NA	NA	NA	NA	0.537	NA	NA	NA	NA	NA	NA	0.94	1.308	NA	NA	NA	NA	NA	NA	1.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595	NA	NA	NA	NA
1884	NA	NA	NA	NA	0.894	NA	NA	NA	NA	NA	NA	0.665	1.684	NA	NA	NA	NA	NA	NA	1.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925	NA	NA	NA	NA
1885	NA	0.474	NA	NA	0.684	NA	NA	NA	NA	NA	NA	0.837	1.599	NA	NA	NA	NA	NA	NA	1.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.704	NA	NA	NA	NA
1886	NA	0.537	NA	NA	0.596	NA	NA	NA	NA	NA	NA	1.096	1.597	NA	NA	NA	NA	NA	NA	1.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA
1887	NA	0.442	NA	NA	0.829	NA	NA	NA	NA	NA	NA	1.133	1.644	NA	NA	NA	NA	NA	NA	1.343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.733	NA	NA	NA	NA
1888	1.064	0.686	NA	NA	0.945	NA	NA	NA	NA	NA	1.396	1.156	3.223	NA	NA	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA
1889	1.689	0.99	NA	NA	2.597	NA	NA	NA	NA	NA	1.031	0.68	2.236	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	1.733	NA	1.894	NA	NA	NA	NA
1890	1.37	0.617	NA	NA	1.597	NA	NA	NA	NA	NA	1.319	0.685	2.864	NA	0.91	NA	NA	NA	NA	1.741	NA	NA	NA	NA	NA	NA	NA	NA	1.207	NA	1.385	1.24	NA	NA	NA
1891	1.243	0.862	NA	NA	1.472	NA	2.471	NA	NA	NA	1.592	0.677	2.369	NA	0.469	NA	NA	NA	NA	1.465	NA	NA	NA	1.787	NA	NA	NA	NA	1.366	NA	1.635	1.568	NA	1.25	NA
1892	1.288	0.805	NA	NA	0.826	NA	1.575	NA	NA	NA	0.879	1.098	1.983	0.611	0.45	NA	NA	NA	NA	1.24	NA	NA	NA	2.136	NA	NA	NA	NA	1.078	NA	1.064	1.21	NA	1.099	NA
1893	1.063	0.642	NA	NA	1.318	NA	1.9	NA	NA	NA	1.223	1.524	1.758	0.468	0.35	NA	NA	NA	NA	1.031	NA	NA	NA	1.646	NA	NA	NA	NA	0.829	NA	1.208	1.089	NA	2.09	NA
1894	0.932	0.513	NA	NA	0.909	NA	0.932	NA	NA	NA	1.406	0.682	1.138	0.651	0.276	NA	NA	NA	NA	1.659	NA	NA	NA	1.033	NA	NA	NA	NA	0.613	NA	0.939	0.73	NA	1.184	NA
1895	1.391	0.906	NA	NA	1.4	NA	1.539	NA	NA	NA	1.147	0.613	2.017	1.093	0.449	NA	NA	NA	NA	1.458	NA	NA	NA	0.929	NA	NA	NA	NA	0.703	NA	1.23	0.828	NA	1.269	NA
1896	1.124	0.731	NA	NA	0.959	NA	1.918	NA	NA	NA	1.013	0.724	1.472	0.592	0.43	NA	NA	NA	NA	1.223	NA	NA	NA	1.401	NA	NA	NA	NA	0.641	NA	0.963	0.886	NA	1.434	NA
1897	1.093	0.878	NA	NA	1.27	NA	1.371	NA	NA	NA	1.076	0.837	0.903	0.578	0.38	NA	NA	NA	NA	0.714	NA	NA	NA	1.63	NA	NA	NA	NA	0.524	NA	1.8	1.1	NA	1.085	NA
1898	0.838	0.521	NA	NA	0.779	NA	0.734	NA	NA	NA	0.986	0.775	0.549	0.577	0.343	NA	NA	NA	NA	1.01	NA	NA	NA	1.411	NA	NA	NA	NA	0.336	NA	0.649	0.581	NA	0.932	NA
1899	1.559	0.598	NA	NA	0.776	NA	0.59	NA	NA	NA	0.487	0.68	1.695	0.552	0.188	NA	NA	NA	1.46	0.931	NA	NA	NA	0.578	NA	NA	NA	NA	0.097	NA	0.829	1.024	NA	1.145	NA
1900	0.734	0.645	NA	NA	0.989	NA	0.911	NA	NA	NA	0.699	0.414	0.791	0.815	0.323	NA	NA	NA	1.165	1.277	NA	NA	NA	1.26	NA	NA	0.786	NA	0.268	NA	0.859	0.813	NA	1.036	NA
1901	0.787	0.565	NA	NA	1.757	NA	1.039	NA	0.783	1.817	0.795	0.737	1.388	1.458	0.521	NA	NA	NA	1.478	0.343	NA	NA	NA	0.803	NA	NA	0.523	NA	0.195	NA	1.154	1.664	NA	1.001	NA
1902	0.838	0.67	NA	NA	2.122	NA	1.039	NA	0.782	1.455	0.778	0.701	1.192	0.808	0.628	NA	NA	NA	1.42	1.66	NA	NA	NA	1.542	NA	NA	0.52	NA	0.354	NA	1.814	1.614	NA	0.838	NA
1903	1.138	0.861	NA	NA	1.807	NA	1.056	NA	1.082	1.648	1.503	1.434	1.799	0.673	0.561	NA	NA	NA	1.359	1.129	NA	NA	NA	1.145	0.414	NA	0.692	NA	0.496	NA	1.557	1.285	NA	0.857	NA
