# Druckenbrod - Montpelier National Natural Landmark Forest - QUAL - ITRDB VA026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3126
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3126.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va026l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va026l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va026l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va026l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2003-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2003-02-05
#--------------------
# Title
#   Study_Name: Druckenbrod - Montpelier National Natural Landmark Forest - QUAL - ITRDB VA026
#--------------------
# Investigators
#   Investigators: Druckenbrod, D.L.; Mann, M.E.(https://orcid.org/0000-0003-3067-296X); Stahle, D.W.; Cleaveland, M.K.; Therrell, M.D.; Shugart, H.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Montpelier National Natural Landmark Forest
#   Location: Virginia
#   Northernmost_Latitude: 38.2
#   Southernmost_Latitude: 38.2
#   Easternmost_Longitude: -78.15
#   Westernmost_Longitude: -78.15
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: VA026
#   First_Year: 1713
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LTN01B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN01C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN01C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN02B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN06A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN06B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN07A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN07B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN11C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN13A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN13B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN13C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN13D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN13D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN14A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN14B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN14C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN14C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN14D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN14D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN15A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN15B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN15C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN35A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN35B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN35B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN36A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN37A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LTN37B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: LTN37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LTN01B_raw	LTN01C_raw	LTN02B_raw	LTN06A_raw	LTN06B_raw	LTN07A_raw	LTN07B_raw	LTN11C_raw	LTN13A_raw	LTN13B_raw	LTN13C_raw	LTN13D_raw	LTN14A_raw	LTN14B_raw	LTN14C_raw	LTN14D_raw	LTN15A_raw	LTN15B_raw	LTN15C_raw	LTN35A_raw	LTN35B_raw	LTN36A_raw	LTN37A_raw	LTN37B_raw
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.772	NA	NA	0.384	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	0.636	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327	NA	NA	0.278	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	0.554	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878	NA	NA	0.516	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451	NA	NA	0.428	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.627	NA	NA	0.413	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.112	NA	NA	0.087	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.304	NA	NA	0.585	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.343	NA	NA	0.542	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362	NA	NA	0.441	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.324	NA	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.266	NA	NA	0.263	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	0.319	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361	0.194	NA	0.154	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196	0.128	NA	0.269	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.053	0.062	NA	0.107	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.052	NA	0.155	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111	0.103	NA	0.241	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.093	0.074	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.165	NA	0.304	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096	0.128	NA	0.231	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.09	NA	0.232	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157	0.098	NA	0.121	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.141	0.098	NA	0.144	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162	0.105	NA	0.286	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	0.264	NA	0.442	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247	0.178	NA	0.443	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064	0.079	NA	0.358	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175	0.126	NA	0.496	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	0.1	NA	0.146	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157	0.126	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.106	NA	0.319	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.161	0.077	NA	0.295	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156	0.091	NA	0.196	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172	0.078	NA	0.266	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.294	0.145	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	0.543	NA	1.789	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	1.186	NA	2.087	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.176	0.82	NA	1.174	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.324	1.545	1.283	2.037	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196	1.448	1.33	1.939	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	0.792	NA	NA	NA	NA	NA	NA	NA	0.207	1.267	1.039	1.523	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	0.786	NA	NA	NA	NA	NA	NA	NA	0.29	1.53	1.395	1.574	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	0.661	NA	NA	NA	NA	NA	NA	NA	0.106	1.407	1.213	1.597	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	1.191	NA	NA	NA	NA	NA	NA	NA	0.199	1.35	1.122	1.67	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	1.325	NA	NA	NA	NA	NA	NA	NA	0.284	1.149	1.058	1.035	NA	NA	NA	NA	NA	NA	NA	0.673
1760	NA	NA	NA	NA	1.261	NA	NA	NA	NA	NA	NA	NA	0.258	1.194	1.03	0.736	NA	NA	NA	NA	NA	NA	NA	1.06
1761	NA	NA	NA	NA	0.238	NA	NA	NA	NA	NA	NA	NA	0.303	1.104	1.22	0.775	NA	NA	NA	NA	NA	NA	NA	0.811
1762	NA	NA	NA	NA	0.412	NA	NA	NA	NA	NA	NA	NA	0.246	0.566	0.799	0.597	NA	NA	NA	NA	NA	NA	NA	1.097
1763	NA	NA	NA	NA	0.825	NA	NA	NA	NA	NA	NA	NA	0.472	0.941	1.048	0.908	NA	NA	NA	NA	NA	NA	NA	1.089
1764	NA	NA	NA	2.775	0.975	NA	NA	NA	NA	NA	NA	NA	0.33	1.081	1.026	0.995	NA	NA	NA	NA	NA	NA	NA	0.757
