# O'Neill - Dog Canyon - PIPO - ITRDB AZ619
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38241
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38241.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az619-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az619.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az619.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-06-19
#--------------------
# File_Last_Modified_Date
#   Date: 2023-06-19
#--------------------
# Title
#   Study_Name: O'Neill - Dog Canyon - PIPO - ITRDB AZ619
#--------------------
# Investigators
#   Investigators: O'Neill, Leo; Fulé, Peter
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Wu, Weiguang; Ying Zhu; Yifei Wang
#   Published_Date_or_Year: 2023
#   Published_Title: Spatio-Temporal Pattern, Evolution and Influencing Factors of Forest Carbon Sinks in Zhejiang Province, China
#   Journal_Name: Forests
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/f14030445
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Dog Canyon
#   Location: Arizona
#   Northernmost_Latitude: 36.437
#   Southernmost_Latitude: 36.437
#   Easternmost_Longitude: -112.092
#   Westernmost_Longitude: -112.092
#   Elevation_m: 2675
#--------------------
# Data_Collection
#   Collection_Name: AZ619
#   First_Year: 1663
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DG-002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG-020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG-020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DG-002_raw	DG-003_raw	DG-005_raw	DG-006_raw	DG-007_raw	DG-008_raw	DG-009_raw	DG-010_raw	DG-012_raw	DG-013_raw	DG-014_raw	DG-015_raw	DG-016_raw	DG-017_raw	DG-018_raw	DG-019_raw	DG-020_raw
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA
1682	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA
1683	NA	NA	NA	3.78	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA
1684	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1.16	2.7	NA	1.88	NA	NA	NA
1685	NA	NA	NA	3.37	NA	NA	NA	NA	NA	NA	1.31	2.9	NA	2.18	NA	NA	NA
1686	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA	0.97	3.01	NA	1.91	NA	NA	NA
1687	NA	NA	NA	3.67	NA	NA	NA	NA	NA	NA	1.37	3.35	NA	2.35	NA	NA	NA
1688	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	1.42	2.46	NA	2.02	NA	NA	NA
1689	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1.33	3.96	NA	1.81	NA	NA	NA
1690	NA	NA	NA	3.3	NA	NA	NA	NA	NA	NA	0.47	2.75	NA	1.59	NA	NA	NA
1691	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA	0.49	2.2	NA	1.21	NA	NA	NA
1692	NA	NA	NA	4.07	NA	NA	NA	NA	NA	NA	1.08	2.41	NA	2.06	NA	NA	NA
1693	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	0.98	2.65	NA	1.75	NA	NA	NA
1694	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	0.78	2.72	NA	2.12	NA	NA	NA
1695	NA	NA	NA	2.6	NA	NA	NA	NA	NA	NA	0.98	2.41	NA	1.99	NA	NA	NA
1696	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA	0.7	2.28	NA	1.82	NA	NA	NA
1697	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA	0.7	2.62	NA	1.63	NA	NA	NA
1698	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA	1.01	2.84	NA	1.97	NA	NA	NA
1699	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA	1.69	2.6	NA	1.87	NA	NA	NA
1700	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	1.41	2.13	NA	1.28	NA	NA	NA
1701	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	1.21	2.7	NA	1.9	NA	NA	NA
1702	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	0.83	2.45	NA	1.67	NA	NA	NA
1703	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	0.83	1.87	NA	1.05	NA	NA	NA
1704	NA	NA	NA	1.88	NA	NA	NA	NA	NA	NA	0.38	2.66	NA	1.6	NA	NA	NA
1705	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	0.72	2.34	NA	2.1	NA	NA	NA
1706	NA	NA	NA	2.65	NA	NA	NA	NA	NA	NA	0.66	2.07	NA	1.73	NA	NA	NA
1707	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	0.73	2.11	NA	1.67	NA	NA	NA
1708	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA	0.35	1.44	NA	1.33	NA	NA	NA
1709	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	0.8	1.92	NA	1.14	NA	NA	NA
1710	NA	NA	NA	2.52	NA	NA	NA	NA	NA	NA	0.82	1.67	NA	1.29	NA	NA	NA
1711	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	1.05	1.66	NA	1.46	NA	NA	NA
1712	NA	NA	NA	2.27	NA	NA	NA	NA	NA	NA	0.81	1.76	NA	1.16	NA	NA	NA
1713	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	1.29	1.99	NA	1.57	NA	NA	NA
1714	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	1.18	1.93	NA	1.54	NA	NA	NA
1715	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	1.05	2.38	NA	1.93	NA	NA	NA
1716	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	1.4	2.04	NA	1.72	NA	NA	NA
1717	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	1.31	2.17	NA	1.4	NA	NA	NA
1718	NA	NA	1.31	1.48	NA	2.31	NA	NA	NA	NA	2.58	3.15	NA	2.73	NA	NA	NA
1719	NA	NA	2.23	2.28	NA	2.18	NA	NA	NA	NA	2.75	3.35	NA	3.09	NA	NA	NA
