# Meko - Bear Canyon - PIPO - ITRDB AZ567
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22117
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22117.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az567-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az567-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az567.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az567.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-07-07
#--------------------
# File_Last_Modified_Date
#   Date: 2016-07-07
#--------------------
# Title
#   Study_Name: Meko - Bear Canyon - PIPO - ITRDB AZ567
#--------------------
# Investigators
#   Investigators: Meko, D.M.(https://orcid.org/0000-0002-5171-2724); Touchan, R.; Leavitt, S.W.(https://orcid.org/0000-0002-7291-208X); Griffin, D.(https://orcid.org/0000-0002-1547-3615)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: David W. Stahle, Edward R. Cook, Dorian J. Burnette, Jose Villanueva, Julian Cerano, Jordan N. Burns, Daniel Griffin, Benjamin I. Cook, Rodolfo Acuna, Max C.A. Torbenson, Paul Sjezner, Ian M. Howard
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: The Mexican Drought Atlas: Tree-ring reconstructions of the soil moisture balance during the late pre-Hispanic, colonial, and modern eras
#   Published_Date_or_Year: 2016
#   Volume: 149
#   Pages: 34-60
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2016.06.018
#   Full_Citation: None
#   Abstract: Mexico has suffered a long history and prehistory of severe sustained drought. Drought over Mexico is modulated by ocean-atmospheric variability in the Atlantic and Pacific, raising the possibility for long-range seasonal climate forecasting, which could help mediate the economic and social impacts of future dry spells. The instrumental record of Mexican climate is very limited before 1920, but tree-ring chronologies developed from old-growth forests in Mexico can provide an excellent proxy representation of the spatial pattern and intensity of past moisture regimes useful for the analysis of climate dynamics and climate impacts. The Mexican Drought Atlas (MXDA) has been developed from an extensive network of 252 climate sensitive tree-ring chronologies in and near Mexico. The MXDA reconstructions extend from 1400 CE-2012 and were calibrated with the instrumental summer (JJA) self-calibrating Palmer Drought Severity Index (scPDSI) on a 0.5 latitude/longitude grid extending over land areas from 14 to 34N and 75-120W using Ensemble Point-by-Point Regression (EPPR) for the 1944-1984 period. The grid point reconstructions were validated for the period 1920-1943 against instrumental gridded scPDSI values based on the fewer weather station observations available during that interval. The MXDA provides a new spatial perspective on the historical impacts of moisture extremes over Mexico during the past 600-years, including the Aztec Drought of One Rabbit in 1454, the drought of El Ano de Hambre in 1785-1786, and the drought that preceded the Mexican Revolution of 1909-1910. # The El Nino/Southern Oscillation (ENSO) is the most important ocean-atmospheric forcing of moisture variability detected with the MXDA. In fact, the reconstructions suggest that the strongest central equatorial Pacific sea surface temperature (SST) teleconnection to the soil moisture balance over North America may reside in northern Mexico. This ENSO signal has stronger and more time-stable correlations than computed for either the Atlantic Multidecadal Oscillation or Pacific Decadal Oscillation. The extended Multivariate ENSO Index is most highly correlated with reconstructed scPDSI over northern Mexico, where warm events favor moist conditions during the winter, spring, and early summer. This ENSO teleconnection to northern Mexico has been strong over the past 150 years, but it has been comparatively weak and non-stationary in the MXDA over central and southern Mexico where eastern tropical Pacific and Caribbean/tropical Atlantic SSTs seem to be more important. The ENSO teleconnection to northern Mexico is weaker in the available instrumental PDSI, but analyses based on the millennium climate simulations with the Community Earth System Model suggest that the moisture balance during the winter, spring, and early summer over northern Mexico may indeed be particularly sensitive to ENSO forcing. Nationwide drought is predicted to become more common with anthropogenic climate change, but the MXDA reconstructions indicate that intense "All Mexico" droughts have been rare over the past 600 years and their frequency does not appear to have increased substantially in recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bear Canyon
#   Location: Arizona
#   Northernmost_Latitude: 32.377
#   Southernmost_Latitude: 32.377
#   Easternmost_Longitude: -110.685
#   Westernmost_Longitude: -110.685
#   Elevation_m: 1877
#--------------------
# Data_Collection
#   Collection_Name: AZ567
#   First_Year: 1837
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BEA203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA212B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA212B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA51B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA51B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA51B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA51B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA52B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA52B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA53C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA53C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA53D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA53D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA54B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA54B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA55A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA55A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA55B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA55B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA57B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA57B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA58C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA58C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA58D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA58D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA59B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA59B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BEA59D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BEA59D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BEA203A_raw	BEA204A_raw	BEA206A_raw	BEA208A_raw	BEA209A_raw	BEA212B_raw	BEA213A_raw	BEA51B_raw	BEA51B2_raw	BEA52B_raw	BEA53C_raw	BEA53D_raw	BEA54B_raw	BEA55A_raw	BEA55B_raw	BEA57B_raw	BEA58C_raw	BEA58D_raw	BEA59B_raw	BEA59D_raw
1837	NA	NA	1.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	1.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	2.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	1.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	1.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	1.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	2.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	2.754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	2.753	NA	NA	NA	NA	NA	NA	2.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	2.425	NA	NA	NA	NA	NA	NA	1.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	1.082	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	2.624	NA	NA	NA	NA	NA	NA	1.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	1.649	NA	NA	2.396	NA	NA	NA	1.757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	1.496	NA	NA	2.258	NA	NA	NA	1.925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	1.625	NA	NA	2.06	NA	NA	NA	0.891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	2.54	NA	NA	2.806	NA	NA	NA	1.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	2.552	NA	NA	2.032	NA	NA	NA	1.533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	2.734	NA	NA	2.1	NA	NA	NA	1.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	2.569	NA	NA	1.497	NA	NA	NA	1.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	1.995	NA	NA	2.827	NA	NA	NA	1.996	NA	NA	NA	NA	NA	NA	NA	3.018	NA	NA
1857	NA	NA	1.662	NA	NA	1.631	NA	NA	NA	1.572	NA	NA	NA	NA	NA	NA	NA	2.225	NA	NA
1858	NA	NA	1.057	NA	NA	1.002	NA	NA	NA	1.277	NA	NA	NA	NA	NA	NA	NA	0.996	NA	NA
1859	NA	NA	2.089	NA	NA	1.129	NA	NA	NA	1.089	NA	NA	NA	NA	NA	NA	NA	1.621	NA	NA
1860	NA	NA	1.637	NA	NA	1.223	NA	NA	NA	1.466	NA	NA	NA	NA	NA	2.631	NA	1.346	NA	NA
1861	NA	NA	1.509	NA	NA	1.762	NA	NA	NA	1.255	NA	NA	NA	NA	NA	1.587	NA	0.571	NA	NA
1862	NA	NA	1.733	NA	NA	1.673	NA	NA	NA	1.458	NA	NA	NA	NA	NA	1.779	NA	0.744	NA	NA
1863	NA	NA	0.753	NA	NA	1.664	NA	NA	NA	0.752	NA	NA	NA	NA	NA	0.942	NA	1.368	NA	NA
1864	NA	NA	0.591	NA	NA	0.8	NA	NA	NA	0.33	NA	NA	NA	NA	NA	1.127	NA	1.06	NA	NA
1865	NA	NA	1.885	NA	NA	1.706	NA	NA	NA	1.39	NA	NA	NA	NA	NA	0.802	NA	0.65	NA	NA
1866	NA	NA	2.823	NA	3.762	1.97	NA	NA	NA	1.831	NA	NA	NA	NA	NA	2.753	NA	0.694	NA	NA
1867	NA	NA	1.484	NA	2.444	1.549	NA	NA	NA	1.763	NA	NA	NA	NA	NA	1.887	NA	2.292	NA	NA
1868	NA	NA	1.917	NA	2.62	1.809	NA	NA	NA	2.914	NA	NA	NA	NA	NA	2.235	2.766	1.451	NA	NA
1869	NA	NA	2.251	NA	2.605	1.342	NA	NA	NA	2.377	NA	NA	NA	NA	NA	1.39	2.8	2.089	NA	NA
1870	NA	NA	1.289	NA	2.456	1.708	NA	NA	NA	2.021	NA	NA	NA	NA	NA	2.335	2.796	1.426	NA	NA
1871	NA	NA	1.429	NA	2.59	1.381	NA	NA	NA	1.195	NA	NA	NA	NA	NA	1.968	2.76	1.433	NA	NA
1872	NA	NA	1.414	NA	2	1.683	NA	NA	NA	1.066	NA	NA	NA	NA	NA	1.947	2.735	1.112	NA	NA
1873	NA	NA	1.425	NA	2.035	1.122	NA	NA	NA	1.348	NA	NA	NA	1.378	NA	1.388	1.809	1.491	NA	NA
1874	NA	NA	1.853	NA	2.262	1.488	NA	NA	NA	1.562	NA	NA	NA	1.053	NA	1.67	2.212	1.329	NA	NA
1875	NA	NA	1.843	NA	9.24	1.987	NA	NA	NA	2.131	NA	NA	NA	2.364	NA	1.945	2.214	1.426	NA	NA
1876	NA	NA	1.098	NA	7.472	1.977	NA	NA	NA	1.393	NA	NA	NA	1.324	NA	1.351	8.466	1.132	NA	NA
1877	NA	2.303	1.552	NA	3.587	1.403	NA	NA	NA	1.77	NA	NA	NA	0.915	NA	1.641	6.505	1.696	NA	NA
1878	NA	3.583	1.262	NA	5.121	2.089	NA	NA	NA	2.53	NA	NA	NA	0.736	NA	1.751	3.786	1.471	NA	NA
1879	NA	2.665	1.143	NA	2.092	1.56	NA	NA	NA	0.899	NA	NA	NA	0.818	NA	1.186	4.455	1.758	NA	NA
1880	NA	1.949	0.61	NA	0.14	1.919	NA	NA	NA	1.224	NA	NA	NA	1.558	NA	1.317	1.928	0.893	NA	NA
1881	NA	1.603	1.032	NA	0.834	2.367	NA	NA	NA	0.966	NA	NA	NA	1.147	NA	1.318	0.547	0.068	NA	NA
1882	NA	2.811	2.071	NA	0.967	2.261	NA	NA	NA	1.326	NA	NA	NA	0.445	NA	1.243	0.672	0.174	NA	NA
1883	NA	4.045	1.891	NA	1.479	3.013	NA	NA	NA	1.901	NA	NA	NA	0.492	NA	1.747	1.018	0.477	NA	NA
1884	NA	3.777	2.083	NA	0.844	1.815	NA	NA	NA	2.253	NA	NA	NA	1.229	NA	1.396	0.938	0.42	NA	NA
1885	NA	2.522	2.065	NA	1.946	2.976	NA	NA	NA	2.708	NA	NA	2.776	1.304	NA	2.304	1.533	0.738	NA	NA
1886	NA	1.577	2.096	NA	1.284	2.588	NA	NA	NA	2.343	NA	NA	2.54	1.109	NA	1.837	1.524	0.881	NA	NA
1887	NA	1.012	1.347	NA	0.891	1.933	NA	NA	NA	1.178	NA	NA	2.243	1.949	NA	1.632	0.625	0.712	NA	NA
1888	NA	1.076	1.368	NA	1.118	1.36	NA	NA	NA	1.828	NA	NA	3.057	1.744	NA	1.159	0.982	0.978	NA	NA
1889	NA	2.018	1.827	NA	0.985	1.966	NA	NA	NA	1.945	NA	NA	3.189	0.813	NA	1.378	0.906	0.602	NA	NA
1890	NA	1.929	2.056	NA	1.863	1.653	NA	NA	NA	1.901	NA	NA	3.739	0.546	NA	1.212	1.218	0.733	NA	NA
1891	NA	1.547	1.865	NA	1.457	1.2	NA	NA	NA	1.746	NA	NA	2.396	0.489	NA	1.08	1.462	0.944	NA	NA
1892	NA	1.958	1.322	NA	1.26	1.233	NA	NA	NA	1.705	NA	NA	2.519	0.44	NA	0.969	1.962	1.185	NA	NA
1893	NA	3.093	2.076	NA	3.224	2.325	NA	NA	NA	1.932	NA	NA	2.251	0.9	NA	1.79	2.729	1.068	NA	NA
1894	NA	1.976	1.402	NA	1.713	1.931	NA	NA	NA	1.379	NA	NA	2.008	0.65	NA	1.45	2.267	0.768	NA	NA
1895	NA	2.004	1.428	NA	2.486	1.681	NA	NA	NA	1.139	NA	NA	2.704	0.627	NA	1.725	2.1	1.067	NA	NA
1896	NA	1.973	1.75	NA	1.987	1.246	NA	NA	NA	1.34	NA	NA	3.161	0.623	NA	1.714	2.215	1.139	NA	NA
1897	NA	2.131	1.608	NA	2.6	1.454	NA	NA	NA	1.148	NA	NA	3.185	0.474	NA	1.292	2.184	1.289	NA	NA
1898	NA	3.096	1.762	NA	2.982	2.885	NA	NA	NA	1.254	NA	NA	2.362	0.426	NA	1.77	2.878	1.732	NA	NA
1899	NA	3.284	2.458	NA	3.189	3.033	NA	NA	NA	1.831	NA	NA	3.799	0.82	NA	2.053	3.104	1.764	NA	NA
1900	1.531	1.66	1.231	NA	1.263	1.529	NA	0.831	0.315	0.754	NA	NA	1.518	0.465	NA	1.173	0.998	0.79	NA	NA
1901	1.948	3.227	2.634	NA	2.409	2.272	NA	1.708	0.817	2.145	NA	NA	3.058	1.238	0.168	1.952	2.337	1.461	NA	NA
1902	1.98	1.408	0.729	NA	1.331	1.072	NA	0.423	0.091	1.163	NA	NA	1.581	0.698	0.158	1.116	0.812	0.689	NA	NA
1903	3.093	3.389	2.298	NA	2.996	1.75	NA	1.597	0.606	2.604	NA	NA	4.096	1.752	0.537	2.232	2.797	1.984	NA	NA
1904	0.877	1.097	2.047	NA	0.973	0.125	NA	0.126	0	0.301	NA	NA	0.809	0.275	0	0.557	0.684	0.437	NA	NA
1905	2.394	3.177	2.09	NA	2.278	1.329	NA	0.609	0.172	1.461	NA	NA	3.489	0.59	0.704	1.382	1.981	1.35	NA	NA
1906	2.966	3.341	1.285	NA	2.699	1.803	NA	1.403	0.501	2.469	NA	NA	3.287	0.552	1.166	1.388	2.015	1.908	NA	NA
1907	2.713	3.15	2.134	NA	2.307	1.656	NA	1.904	0.854	2.753	NA	NA	3.498	0.792	1.401	2.09	2.047	1.703	NA	NA
