# Maxwell - Meltzer Woods - LITU - ITRDB IN039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34648
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34648.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in039-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in039-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in039.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in039.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Meltzer Woods - LITU - ITRDB IN039
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Climate response of tulip poplar NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: David LeBlanc, Justin Maxwell, Neil Pederson, Adam Berland, Tessa Mandra
#   Journal_Name: Ecosphere
#   Published_Title: Radial growth responses of tulip poplar (Liriodendron tulipifera) to climate in the eastern United States
#   Published_Date_or_Year: 2020
#   Volume: 11
#   Pages: 
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1002/ecs2.3203
#   Full_Citation: None
#   Abstract: Tulip poplar is an important component of the eastern deciduous forest and one of the few diffuse-porous tree species with indeterminate apical growth in North America for which there are substantial dendroecological data. This dendroecological study evaluated correlations between radial growth of tulip poplar and monthly, seasonal, and annual climate variables and how these correlations varied across time and spatial climate gradients. The strongest and most spatially consistent correlations were with climate variables related to site water balance, especially precipitation. Growth was positively correlated with climate variables related to site water balance during the months of May through July of the year the annual ring forms and during the previous year growing season and autumn. Growth was negatively correlated with prior year growing season maximum temperature, but positively correlated with prior winter minimum temperature. There was some evidence of temporal variation in growth-climate associations between 1900 and 2016, but the climate variables with the strongest associations were consistent across different time periods. Correlations with climate variables related to water stress increased from east to west as precipitation decreased, but there was no spatial trend in correlations with growing season temperature from north to south as temperature increases. Strength of positive correlations with winter temperature increased from north to south. Growth of tulip poplar will likely be adversely affected if drought frequency or severity increases during the twenty-first century. Increased winter temperature would likely have a positive influence on growth during the subsequent growing season in some parts of the species range. Radial growth of tulip poplar is most affected by climate conditions during a narrow time period early in the growing season, similar to results obtained for multiple oak species and a few other diffuse-porous species in eastern North America. Simulation modelers might consider the phenology of these correlations to formulate more biologically realistic tree climate response functions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Meltzer Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.505057
#   Southernmost_Latitude: 39.505057
#   Easternmost_Longitude: -85.669107
#   Westernmost_Longitude: -85.669107
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: IN039
#   First_Year: 1902
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWT01A_raw	MWT01B_raw	MWT02A_raw	MWT02B_raw	MWT03A_raw	MWT03B_raw	MWT04A_raw	MWT04B_raw	MWT05A_raw	MWT05C_raw	MWT06A_raw	MWT06B_raw	MWT07A_raw	MWT07B_raw	MWT08A_raw	MWT08B_raw	MWT09A_raw	MWT09B_raw	MWT10A_raw	MWT10B_raw
1902	NA	NA	3.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	3.706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.862	NA	NA	NA	NA
1904	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.888	NA	NA	NA	NA
1905	NA	NA	2.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.117	NA	NA	NA	NA
1906	NA	NA	4.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.287	NA	NA	4.378	NA
1907	NA	4.203	2.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.808	NA	NA	2.881	NA
1908	NA	3.008	2.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.922	1.542	NA	NA	2.548	NA
1909	NA	3.083	1.933	NA	NA	NA	NA	NA	NA	NA	NA	2.675	NA	NA	1.967	1.634	NA	NA	2.352	NA
1910	NA	3.279	1.648	NA	NA	NA	NA	NA	NA	NA	NA	2.841	NA	NA	3.465	2.177	NA	NA	2.412	NA
1911	NA	1.901	0.808	NA	NA	NA	NA	NA	NA	NA	NA	1.978	NA	NA	2.387	1.425	NA	NA	0.99	NA
1912	NA	4.331	1.579	NA	NA	NA	NA	NA	NA	NA	NA	3.853	NA	NA	3.288	3.187	NA	NA	2.256	NA
1913	NA	4.62	2.324	NA	NA	NA	NA	NA	NA	NA	NA	3.403	NA	NA	4.209	4.089	NA	NA	2.813	NA
1914	NA	2.295	1.347	NA	NA	NA	NA	NA	NA	NA	NA	1.534	2.529	NA	2.089	2.019	NA	NA	1.836	NA
1915	NA	5.269	3.286	NA	NA	NA	NA	NA	NA	NA	NA	4.455	6.485	NA	3.72	4.252	NA	NA	2.753	NA
1916	NA	5.549	3.055	NA	NA	NA	NA	NA	NA	NA	NA	3.568	4.354	NA	4.379	4.687	NA	NA	2.27	NA
1917	NA	4.126	1.713	NA	NA	NA	NA	NA	NA	NA	NA	3.206	4.499	NA	4.556	4.393	NA	NA	1.318	NA
1918	NA	2.047	1.317	NA	NA	NA	NA	NA	NA	NA	NA	2.115	1.956	NA	3.386	2.589	NA	NA	1.715	NA
1919	NA	1.8	0.306	NA	NA	NA	NA	NA	NA	NA	NA	3.137	2.031	NA	4.086	1.457	NA	NA	3.073	NA
1920	2.432	2.16	0.951	NA	NA	NA	NA	NA	NA	NA	NA	2.465	2.823	NA	5.506	1.86	NA	NA	3.095	NA
1921	2.664	2.009	0.569	NA	1.233	NA	NA	NA	NA	NA	NA	1.327	2.413	NA	3.881	1.698	NA	NA	2.174	NA
1922	3.398	3.433	0.718	NA	2.256	NA	NA	NA	NA	NA	NA	3.805	3.72	NA	4.384	2.537	NA	NA	2.498	NA
1923	2.563	4.038	1.765	NA	3.517	NA	NA	NA	NA	NA	NA	3.146	2.916	NA	5.829	3.524	NA	NA	3.348	NA
1924	4.398	4.783	1.667	NA	3.169	NA	NA	NA	NA	NA	5.383	4.717	4.515	NA	6.227	5.046	NA	NA	5.545	NA
1925	3.912	2.555	1.081	NA	4.283	NA	NA	NA	NA	NA	4.209	3.53	2.727	NA	4.666	5.075	NA	NA	4.12	NA
1926	5.22	5.747	3.058	NA	7.656	NA	NA	7.337	NA	NA	6.383	5.964	5.64	NA	4.822	6.952	NA	NA	4.786	NA
1927	3.238	4.217	2.588	NA	3.35	NA	NA	4.314	NA	NA	3.96	2.361	3.822	NA	5.679	5.226	3.213	NA	4.258	NA
1928	5.311	4.689	2.033	NA	5.408	NA	NA	5.411	NA	NA	3.922	2.695	2.341	NA	5.186	5.718	2.42	NA	3.465	NA
1929	3.371	3.563	1.463	NA	6.351	NA	NA	5.952	NA	NA	3.972	2.328	1.391	NA	4.894	4.935	3.732	NA	3.137	NA
1930	3.149	2.127	0.36	NA	3.235	NA	NA	3.291	NA	NA	2.644	1.959	1.085	NA	3.067	2.832	1.638	NA	0.858	NA
1931	2.711	2.064	1.211	NA	6.372	NA	NA	7.7	NA	NA	1.55	1.558	1.393	NA	2.384	1.714	1.744	NA	0.475	NA
1932	2.709	4.531	2.062	NA	7.146	NA	NA	6.963	NA	NA	2.481	3.16	5.164	NA	3.819	2.807	2.66	NA	2.423	NA
1933	2.697	3.347	2.029	NA	6.139	NA	NA	5.555	NA	NA	2.206	2.74	5.246	NA	3.172	2.793	4.674	NA	3.357	NA
1934	2.769	2.868	2.089	NA	4.187	NA	NA	3.01	NA	NA	2.065	1.587	3.763	NA	2.522	2.181	2.759	NA	1.948	NA
1935	2.552	5.042	4.25	NA	9.507	NA	NA	6.434	0.852	NA	4.025	4.352	5.444	NA	4.192	4.88	5.852	NA	5.07	NA
1936	4.437	1.078	0.914	NA	1.246	1.512	NA	2.81	0.754	0.997	1.062	0.856	0.928	NA	1.25	0.902	1.581	NA	0.516	0.263
1937	6.229	3.402	6.027	NA	5.518	6.623	NA	9.959	0.73	0.921	1.248	3.132	1.998	NA	1.922	1.546	6.677	NA	2.426	0.695
1938	7.036	6.602	7.157	NA	9.436	10.328	NA	8.689	1.727	2.042	4.656	5.4	5.227	NA	4.642	4.362	10.721	NA	9.253	3.511
1939	7.449	6.269	7.311	NA	9.147	9.754	NA	9.336	1.768	1.479	6.045	5.684	4.506	NA	4.116	4.209	6.792	NA	6.543	4.925
1940	4.49	4.01	3.41	4.344	3.321	5.321	NA	4.13	1.459	1.202	3.537	1.86	3.381	2.565	2.87	2.395	3.465	NA	3.313	3.896
1941	3.927	3.269	1.987	3.003	2.568	3.79	NA	3.182	1.127	0.622	1.23	0.923	3.485	2.055	1.371	1.128	2.511	NA	2.528	2.477
1942	8.846	5.503	4.528	8.238	4.556	7.773	NA	6.871	1.283	0.727	1.597	1.143	5.628	3.296	2.07	1.729	5.225	NA	4.969	4.148
1943	7.633	5.949	6.657	5.296	6.046	6.824	NA	6.4	1.708	0.919	2.691	3.787	6.941	5.992	3.618	2.48	6.468	NA	4.327	3.516
1944	5.19	4.058	3.107	2.407	4.703	4.039	NA	4.826	1.075	1.047	1.69	2.133	2.71	5.182	2.813	1.377	4.985	NA	2.87	2.959
1945	6.763	7.18	6.495	5.445	5.458	6.788	NA	6.386	0.857	0.768	2.573	2.28	6.406	5.652	5.045	1.496	7.385	NA	6.267	3.642
1946	7.343	4.78	3.993	4.243	4.639	5.332	NA	5.52	1.519	1.887	2.597	2.737	3.606	6.033	4.219	2.478	6.521	6.916	4.493	4.374
1947	8.225	6.412	6.122	7.477	5.584	7.07	5.944	6.076	1.179	2.592	2.766	4.536	6.244	5.832	3.57	3.069	6.884	5.504	3.816	4.566
1948	6.732	4.855	4.114	5.519	4.189	5.907	7.15	5.879	0.904	3.321	3.397	5.22	5.007	5.725	4.142	4.298	5.78	6.086	3.404	3.216
1949	8.642	5.862	5.767	7.237	6.418	7.329	6.933	7.358	1.468	4.596	6.446	7.474	5.11	7.422	4.19	6.195	8.375	5.752	4.202	4.238
1950	8.577	6.229	3.973	6.222	6.767	8.731	7.955	7.477	3.3	3.574	8.808	5.602	5.103	5.766	6.38	7.3	10.029	6.563	4.119	4.912
1951	8.774	6.232	4.481	6.494	6.689	8.802	6.458	8.1	2.294	2.489	10.388	6.979	5.014	5.842	6.541	8.494	8.601	4.254	5.02	4.067
1952	6.235	5.125	4.724	3.978	4.404	5.158	5.993	5.224	1.764	2.141	5.395	4.254	2.755	3.244	4.478	6.735	5.396	4.163	2.938	3.53
1953	5.209	4.595	3.837	2.339	3.888	4.519	2.721	4.631	0.776	1.322	3.809	2.831	2.394	2.635	4.06	4.672	4.164	1.709	2.854	3.02
1954	2.515	2.474	1.339	1.267	2.052	1.924	7.253	1.918	1.097	1.074	1.566	1.686	1.47	1.297	3.011	2.331	1.923	4.688	1.618	2.291
1955	5.722	4.502	2.383	3.857	4.92	3.992	6.134	4.008	1.282	1.473	3.311	3.512	3.963	3.124	4.323	4.077	3.335	7.578	2.971	3.802
1956	4.627	4.943	2.799	5.938	5.044	5.216	6.768	5.649	1.605	1.516	3.617	3.238	5.579	3.775	6.223	3.281	4.447	6.474	4.936	3.474
1957	6.439	4.938	3.996	6.086	5.8	7.884	8.674	6.423	2.276	1.895	4.569	5.201	7.346	6.448	7.209	3.805	5.948	5.926	4.615	3.573
1958	6.724	4.949	8.023	5.189	6.249	8.434	3.602	8.132	2.85	2.191	3.992	6.108	7.599	6.551	6.474	3.866	8.738	3.777	4.443	3.587
1959	3.623	2.725	3.804	1.742	4.181	4.927	2.665	4.945	1.947	2.471	1.963	4.204	4.483	5.382	3.156	1.751	6.812	4.281	1.974	3.341
