# Pederson - Greenbrook Sanctuary - CYGL - ITRDB NJ003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13945
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13945.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nj003-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nj003-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nj003.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nj003.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-20
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-20
#--------------------
# Title
#   Study_Name: Pederson - Greenbrook Sanctuary - CYGL - ITRDB NJ003
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Mashig, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of CAGL raw ring widths was made by N. Pederson in Greenbrook Sanctuary in Tenafly, NJ. These data were collected for a dendroecological study of southern temperate trees growing at or near a northern range margin. They are growing on top of the Palisades along the Hudson River on thin soils and in a fairly dense forest with closed-canopy conditions. Detrending of these raw data should be conducted with closed-canopy or forest interior conditions in mind.
# # 
# # The raw data in this collection contains values of -8888 for years where the rings were distorted or otherwise not useful for dendroclimatology. The latest version of ARSTAN reads these as dummy variables and can in-fill these gaps. 
# #  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenbrook Sanctuary
#   Location: New Jersey
#   Northernmost_Latitude: 41.0
#   Southernmost_Latitude: 41.0
#   Easternmost_Longitude: -74.13
#   Westernmost_Longitude: -74.13
#   Elevation_m: 61
#--------------------
# Data_Collection
#   Collection_Name: NJ003
#   First_Year: 1818
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Carya glabra (Mill.) Sweet
#   Common_Name: pignut hickory
#   Tree_Species_Code: CYGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TPH02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH02c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH02c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH08c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH08c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH09c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH09c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH10c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH10c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPH12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPH12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TPH02a_raw	TPH02b_raw	TPH02c_raw	TPH03a_raw	TPH03b_raw	TPH04a_raw	TPH05b_raw	TPH06b_raw	TPH07a_raw	TPH08b_raw	TPH08c_raw	TPH09b_raw	TPH09c_raw	TPH10a_raw	TPH10b_raw	TPH10c_raw	TPH12a_raw	TPH12b_raw
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.493	NA	2.466	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.355	0.966	0.965	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.654	2.119	1.807	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.386	2.642	1.76	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.777	1.471	1.319	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.453	1.289	1.088	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.907	0.98	1.09	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.883	1.097	0.835	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	1.972	1.73	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.642	2.012	1.934	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.741	1.558	1.654	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.166	1.211	1.807	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.478	1.208	1.306	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.257	0.719	0.813	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	0.799	1.368	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.714	0.966	1.385	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781	0.435	0.592	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.588	0.993	1.181	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399	0.936	1.18	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	1.121	1.275	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.774	1.1	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.169	1.454	1.784	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	0.765	0.969	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.967	1.244	1.582	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	1.879	2.285	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.593	0.941	1.018	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.222	1.361	1.661	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.03	1.166	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.579	1.351	1.605	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.907	5.372	2.636	1.432	1.555	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.987	2.912	2.091	1.015	1.375	NA	NA
1849	NA	NA	NA	1.697	NA	NA	NA	NA	NA	NA	NA	1.368	1.521	0.836	0.604	0.658	NA	NA
1850	NA	NA	NA	1.66	NA	NA	NA	NA	NA	NA	NA	1.376	1.364	0.953	0.706	0.78	NA	NA
1851	NA	NA	NA	0.879	NA	NA	NA	NA	NA	NA	NA	1.383	1.095	0.498	0.443	0.463	NA	NA
1852	NA	NA	NA	0.874	NA	NA	NA	NA	NA	1.427	1.093	1.069	0.954	0.413	0.436	0.548	NA	NA
1853	NA	NA	NA	0.992	NA	NA	NA	NA	NA	1.384	1.551	1.435	1.604	0.695	0.568	0.718	NA	NA
1854	NA	NA	NA	0.659	NA	NA	NA	NA	NA	1.733	1.996	1.892	1.801	0.788	0.798	0.919	NA	NA
1855	NA	NA	NA	0.378	NA	NA	NA	NA	NA	1.453	2.033	1.83	2.065	1.055	0.922	1.096	NA	NA
1856	NA	NA	NA	0.309	NA	NA	NA	NA	NA	1.553	1.596	1.535	1.658	0.902	0.709	0.891	1.235	NA
1857	NA	NA	NA	0.427	NA	NA	NA	NA	NA	1.409	2.241	1.893	1.788	0.968	0.619	0.862	1.27	NA
1858	NA	NA	NA	0.286	NA	NA	NA	NA	NA	0.838	1.682	1.19	1.535	0.917	0.546	0.703	0.797	NA
1859	NA	NA	NA	0.429	NA	NA	NA	NA	NA	0.965	1.63	1.347	1.446	1.152	0.722	0.947	0.967	NA
1860	NA	NA	NA	0.452	NA	NA	NA	NA	NA	0.763	1.585	1.134	1.273	0.914	0.659	0.768	0.682	NA
1861	NA	NA	NA	0.651	NA	NA	NA	NA	NA	1.038	1.609	1.267	1.66	1.111	0.759	0.936	0.67	NA
1862	NA	NA	NA	0.789	NA	NA	NA	NA	NA	1.11	1.72	1.521	1.637	1.608	1.114	1.444	0.973	NA
1863	NA	NA	NA	0.378	NA	NA	NA	NA	NA	0.979	1.467	1.554	1.79	1.386	1.065	1.361	1.138	NA
1864	NA	NA	NA	0.418	NA	NA	NA	NA	NA	1.116	1.114	1.271	1.238	0.903	0.92	0.925	0.633	NA
1865	NA	NA	NA	0.498	NA	NA	NA	NA	NA	1.032	1.291	1.202	1	1.192	1.062	1.046	0.822	NA
1866	NA	NA	NA	0.434	NA	NA	NA	NA	NA	1.208	1.224	1.242	1.11	1.453	1	1.001	0.659	NA
1867	NA	NA	NA	0.447	NA	NA	NA	NA	NA	1.233	1.413	1.419	1.571	1.484	0.879	0.951	0.599	NA
1868	NA	NA	NA	0.285	NA	NA	NA	NA	NA	0.618	0.711	0.982	0.925	0.706	0.59	0.628	0.494	NA
1869	NA	NA	NA	0.274	NA	NA	NA	NA	NA	1.079	1.52	1.329	1.44	1.526	0.875	0.925	0.736	NA
1870	NA	NA	NA	0.317	0.395	NA	NA	NA	NA	0.868	1.309	1.36	1.354	1.428	0.876	0.925	0	NA
1871	NA	NA	NA	0.258	0.267	NA	NA	NA	NA	1.125	1.503	1.611	1.337	1.565	1.171	1.065	0	NA
1872	NA	NA	NA	0.234	0	NA	NA	NA	NA	1.244	1.785	1.791	1.506	1.636	1.448	1.462	0	NA
1873	NA	NA	NA	0.097	0	NA	NA	NA	NA	1.009	1.44	1.602	1.206	0.784	0.641	0.762	0	NA
1874	NA	NA	NA	0.138	0	NA	NA	NA	NA	1.312	1.509	1.629	1.694	1.513	1.43	1.349	0	NA
1875	NA	NA	NA	0.079	0	NA	NA	NA	NA	1.022	0.79	1.414	1.407	1.323	1.408	1.133	0	NA
1876	NA	NA	NA	0.061	0	NA	NA	NA	NA	0.557	0.52	0.675	0.658	1.029	0.987	0.9	0	NA
1877	NA	NA	NA	0.116	0	NA	NA	NA	NA	0.555	0.332	0.395	0.458	1.19	1.124	0.802	0	NA
1878	NA	NA	NA	0.228	0	NA	NA	NA	NA	0.694	0.703	0.682	0.647	1.763	1.136	1.099	0	NA
1879	NA	NA	NA	0.427	0	NA	NA	NA	NA	0.756	0.736	1.093	0.984	1.313	1.045	1.139	0	NA
1880	NA	0.948	NA	0.288	0	NA	NA	NA	NA	0.385	0.585	0.616	0.686	0.796	0.599	0.74	0	NA
1881	NA	0.752	NA	0.208	0	NA	NA	NA	NA	0.7	0.756	0.944	1.088	1.601	1.23	1.323	0	NA
1882	NA	1.293	NA	0.161	0	NA	NA	NA	NA	0.847	1.004	1.021	0.989	0.816	0.699	1.013	0	NA
1883	NA	1.078	NA	0.365	0.266	NA	NA	NA	NA	0.959	0.936	1.141	0.95	0.723	0.569	0.783	0	NA
1884	NA	0.932	NA	0.538	0.348	NA	NA	NA	NA	0.886	1.571	1.436	1.352	0.694	0.802	0.762	0	NA
1885	NA	1.345	NA	0.932	0.321	NA	NA	NA	NA	1.02	1.631	1.431	1.543	0.692	0.961	0.926	0	NA
1886	NA	1.378	NA	0.34	0.346	NA	NA	NA	NA	0.673	0.844	0.998	1.041	0.575	0.828	0.863	0	NA
