# Swetnam - Cat Mesa - PIPO - ITRDB NM556
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5073
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5073.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm556-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm556-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm556.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm556.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Swetnam - Cat Mesa - PIPO - ITRDB NM556
#--------------------
# Investigators
#   Investigators: Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184); Caprio, A.C.; Lynch, A.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cat Mesa
#   Location: New Mexico
#   Northernmost_Latitude: 35.78
#   Southernmost_Latitude: 35.78
#   Easternmost_Longitude: -106.62
#   Westernmost_Longitude: -106.62
#   Elevation_m: 2515
#--------------------
# Data_Collection
#   Collection_Name: NM556
#   First_Year: 1572
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CAT011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAT192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAT192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CAT011_raw	CAT022_raw	CAT032_raw	CAT061_raw	CAT062_raw	CAT072_raw	CAT091_raw	CAT092_raw	CAT101_raw	CAT102_raw	CAT131_raw	CAT132_raw	CAT152_raw	CAT161_raw	CAT162_raw	CAT171_raw	CAT172_raw	CAT181_raw	CAT182_raw	CAT191_raw	CAT192_raw
1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.13	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.97	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	6.13	NA	NA	NA	NA	NA	NA	NA	3.95	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	6.1	NA	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	6.61	NA	NA	NA	NA	NA	NA	NA	3.07	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	4.28	4.83	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	3.79	4.24	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	2.88	3.31	1.97	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	3.1	3.08	1.16	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	2.68	2.96	1.75	NA	NA	NA	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	2.35	3.41	2.11	NA	NA	NA	NA	NA	NA	3.63	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	2.73	3.64	3.45	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	3.01	4.25	3.65	NA	NA	NA	NA	NA	NA	3.92	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	2.21	3.43	1.09	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	3.06	4.25	1.35	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	2.31	4.26	1.48	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	1.49	2.82	1.36	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	1.94	2.59	1.31	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	1.51	3.13	2.06	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	1.49	2.62	2.22	NA	NA	NA	NA	NA	NA	1.79	NA	NA	NA	NA	NA	4.59	NA	NA
1605	NA	NA	NA	1.5	2.82	1.31	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	4.5	4	NA	NA
1606	NA	NA	NA	2.43	3.3	1.64	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	5.3	5.41	NA	NA
1607	NA	NA	NA	1.47	2.87	1.21	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	1.05	1.03	NA	NA
1608	NA	NA	NA	2.57	3.18	1.98	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	2.59	2.01	NA	NA
1609	NA	NA	NA	1.58	3.46	1.36	NA	NA	NA	NA	NA	NA	3.43	NA	NA	NA	NA	4.1	3.49	NA	NA
1610	NA	NA	NA	2.31	4.63	3.01	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	NA	4.94	4.47	NA	NA
1611	NA	NA	NA	2.18	3.39	2.62	NA	NA	NA	NA	3.73	NA	1.94	NA	NA	NA	NA	6.04	5.35	NA	NA
1612	NA	NA	NA	2.9	4.75	3.04	NA	NA	NA	NA	4.82	NA	1.56	NA	NA	NA	NA	7.05	6.94	NA	NA
1613	NA	NA	NA	1.39	3.09	2.27	NA	NA	NA	NA	2.59	NA	0.23	NA	NA	NA	NA	6.64	6.24	NA	NA
1614	NA	NA	NA	1.36	2.08	1.81	NA	NA	NA	NA	4.59	NA	1.46	NA	NA	NA	NA	7.64	6.76	NA	NA
1615	NA	NA	NA	2	3.21	2	NA	NA	NA	NA	3.83	NA	2.02	NA	NA	NA	NA	7.05	6.81	NA	NA
1616	NA	NA	NA	0.98	2.38	1.75	NA	NA	NA	NA	3.07	NA	0.7	NA	NA	NA	NA	4.85	5.8	NA	NA
1617	NA	NA	NA	0.85	1.81	1.86	NA	NA	NA	NA	3.56	NA	1.55	NA	NA	NA	NA	5.23	6.34	NA	NA
1618	NA	NA	NA	1.93	3.3	2.59	NA	NA	NA	NA	3.54	NA	2.32	NA	NA	NA	NA	5.9	7.17	NA	NA
1619	NA	NA	NA	1.38	2.16	1.34	NA	NA	NA	NA	1.5	NA	1.12	NA	NA	NA	NA	3.32	4.15	NA	NA
1620	NA	NA	NA	1.29	2.36	1.78	NA	NA	NA	NA	0.94	1.1	1.18	NA	NA	NA	NA	3.29	4.8	NA	NA
1621	NA	NA	NA	1.55	2.71	2.37	NA	NA	NA	NA	2.18	2.23	2.11	NA	NA	NA	NA	5.21	5.29	NA	NA
1622	NA	NA	NA	0.99	2.22	1.61	NA	NA	NA	NA	2.12	1.38	1.37	NA	NA	NA	NA	4.5	4.73	NA	NA
1623	NA	NA	NA	1.03	2.21	1.6	NA	NA	NA	NA	2.38	2.16	0.8	NA	NA	NA	NA	3.01	3.26	NA	NA
