# de Graauw - Diamond Barn - QUAL - ITRDB WV019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28235
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28235.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv019-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv019-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Diamond Barn - QUAL - ITRDB WV019
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Diamond Barn; DB). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Diamond Barn
#   Location: West Virginia
#   Northernmost_Latitude: 38.15
#   Southernmost_Latitude: 38.15
#   Easternmost_Longitude: -80.2
#   Westernmost_Longitude: -80.2
#   Elevation_m: 700
#--------------------
# Data_Collection
#   Collection_Name: WV019
#   First_Year: 1684
#   Last_Year: 1786
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DBW205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBW205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBN204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBN204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS207A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS207A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBW105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBW105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE303A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE303A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS305A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS305A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBN106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBN106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBE105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBE105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBW106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBW106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBN105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBN105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS310A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS310A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBW104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBW104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBN205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBN205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBN104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBN104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBW204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBW204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DBW205A_raw	DBE206A_raw	DBN204A_raw	DBS207A_raw	DBE209A_raw	DBW105A_raw	DBS103A_raw	DBE208A_raw	DBE106A_raw	DBE303A_raw	DBS305A_raw	DBE104A_raw	DBS208A_raw	DBN106A_raw	DBE105A_raw	DBW106A_raw	DBN105A_raw	DBS310A_raw	DBW104A_raw	DBN205A_raw	DBN104A_raw	DBS104A_raw	DBW204A_raw
1684	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	NA	NA	1.374	1.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	NA	NA	0.28	1.114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	NA	NA	0.56	1.088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	0.768	1.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.838	NA	NA	NA
1689	NA	NA	0.786	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.062	NA	NA	NA
1690	NA	NA	0.806	1.399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA
1691	NA	NA	1.34	2.886	NA	NA	NA	NA	NA	0.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.821	NA	NA	NA
1692	NA	NA	1.379	1.715	NA	NA	NA	NA	NA	0.711	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.608	NA	NA	NA
1693	NA	NA	1.281	1.512	NA	NA	NA	NA	NA	0.783	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.776	NA	NA	NA
1694	NA	NA	0.601	2.13	NA	NA	NA	NA	NA	1.765	NA	NA	1.517	NA	NA	NA	NA	NA	NA	0.902	NA	NA	NA
1695	NA	NA	0.755	1.431	NA	NA	NA	NA	NA	1.151	NA	NA	1.297	NA	NA	NA	NA	NA	NA	1.249	NA	NA	NA
1696	NA	NA	1.074	1.634	NA	NA	NA	NA	NA	1.598	NA	NA	1.657	NA	NA	NA	NA	NA	NA	1.229	NA	NA	NA
1697	NA	NA	0.619	0.789	NA	NA	NA	NA	NA	0.538	NA	NA	0.822	NA	NA	NA	NA	1.533	NA	0.713	NA	NA	NA
1698	NA	NA	0.259	0.49	NA	NA	NA	NA	NA	0.389	NA	NA	1.093	NA	NA	NA	NA	1.389	NA	0.724	NA	NA	NA
1699	NA	NA	0.518	0.329	NA	NA	NA	NA	NA	0.393	0.653	NA	1.082	NA	NA	NA	NA	1.38	NA	0.64	NA	NA	NA
1700	NA	NA	1.057	0.372	NA	NA	NA	NA	NA	1.264	0.882	NA	1.239	NA	NA	NA	NA	1.741	NA	1.25	NA	NA	NA
1701	NA	NA	0.719	0.507	NA	NA	NA	NA	NA	1.875	1.745	NA	1.421	NA	NA	NA	NA	1.485	NA	1.092	NA	NA	NA
1702	NA	2.659	0.922	0.615	NA	NA	NA	NA	NA	1.471	1.192	NA	1.431	NA	NA	NA	NA	1.371	NA	0.977	NA	NA	NA
1703	NA	2.23	1.035	0.709	1.955	NA	NA	NA	NA	1.507	1.167	NA	1.292	NA	NA	NA	NA	1.42	NA	1.015	NA	NA	NA
1704	2.03	3.47	1.405	0.973	2.345	NA	NA	NA	NA	2.208	1.176	NA	1.589	NA	NA	NA	NA	1.461	NA	1.211	NA	NA	NA
1705	1.546	3.07	1.322	1.448	2.524	NA	NA	NA	NA	2.012	1.397	NA	1.335	NA	NA	NA	NA	1.424	NA	1.244	NA	NA	NA
1706	1.522	2.647	1.465	1.858	2.528	NA	NA	NA	NA	1.822	1.174	NA	1.396	NA	NA	NA	NA	1.546	NA	1.161	NA	NA	NA
1707	1.527	3.207	1.833	2.207	2.225	NA	NA	NA	NA	1.719	1.284	NA	1.232	NA	NA	NA	NA	1.466	NA	1.441	NA	NA	1.116
1708	1.479	1.846	1.295	1.379	1.534	NA	NA	NA	NA	0.94	0.987	NA	1.181	NA	NA	NA	NA	1.223	NA	0.837	NA	NA	0.487
1709	1.666	1.268	1.46	0.814	0.892	NA	NA	NA	NA	0.6	1.433	NA	1.189	NA	NA	NA	NA	1.285	NA	0.696	NA	NA	0.496
1710	1.705	4.542	3.097	3.058	3.062	NA	NA	NA	NA	0.764	2.206	NA	1.416	NA	NA	NA	NA	2.027	NA	1.678	NA	NA	1.347
1711	1.264	2.598	1.516	1.358	1.79	NA	NA	NA	NA	0.804	1.773	NA	0.943	NA	NA	NA	NA	1.622	NA	1.103	NA	NA	1.484
1712	1.682	2.73	1.852	2.648	1.25	NA	NA	NA	NA	0.826	1.474	NA	1.081	NA	NA	NA	NA	1.513	NA	1.149	NA	NA	1.769
1713	1.222	1.855	0.888	1.327	1.073	NA	NA	NA	NA	0.625	1.4	NA	1.018	NA	NA	NA	NA	1.386	NA	0.592	NA	NA	1.078
1714	1.73	2.089	1.269	1.593	1.394	NA	NA	NA	NA	0.629	1.311	NA	1.24	NA	NA	NA	1.15	1.398	NA	0.729	NA	NA	1.095
1715	2.049	0.797	0.82	0.847	0.76	NA	NA	0.857	NA	0.418	1.583	NA	0.831	NA	NA	NA	0.917	1.459	NA	0.632	NA	NA	1.116
1716	2.394	3.261	1.806	1.861	2.108	NA	NA	1.733	NA	1.155	2.1	NA	1.191	NA	NA	NA	2.025	1.648	NA	1.486	NA	NA	1.523
1717	1.939	2.76	1.646	1.599	1.599	NA	1.131	1.338	NA	0.953	1.823	NA	1.252	NA	NA	NA	1.339	3.979	NA	1.124	NA	2.135	1.732
1718	1.528	2.08	1.34	1.856	1.613	NA	1.335	0.985	1.65	1.258	1.392	NA	1.23	NA	NA	NA	1.099	2.377	NA	0.784	NA	2.137	1.629
1719	2.18	2.823	2.012	2.337	3.127	NA	1.439	1.102	1.691	1.439	2.063	NA	1.672	NA	NA	NA	1.627	2.461	NA	1.209	NA	1.972	1.836
1720	1.807	2.015	1.705	2.059	1.817	NA	1.215	1.178	1.66	1.327	1.535	NA	1.239	NA	NA	NA	1.717	1.922	NA	0.846	NA	1.521	1.563
1721	1.647	1.632	1.616	2.235	2.435	NA	1.317	1.189	1.497	0.993	1.422	NA	1.38	NA	NA	NA	1.247	1.913	NA	0.728	1.762	1.869	1.334
1722	2.104	2.448	1.482	2.058	2.248	NA	1.54	1.16	2.236	1.32	1.763	NA	1.334	NA	NA	NA	1.068	1.828	NA	1.325	2.119	2.153	1.789
1723	1.548	1.758	1.128	1.756	1.959	NA	1.364	0.946	1.567	0.681	1.696	NA	1.092	1.847	NA	NA	1.192	1.461	2.535	0.963	2.28	1.558	1.665
1724	1.418	1.796	1.219	1.367	1.892	NA	1.139	0.97	1.285	0.57	1.686	1.104	1.233	1.513	NA	NA	1.147	1.542	1.474	0.608	2.143	1.76	1.128
1725	2.232	3.072	2.484	2.176	2.413	NA	1.681	1.367	1.757	1.198	2.308	1.788	1.809	2.408	NA	NA	1.915	1.831	3.261	1.113	3.387	2.74	2.454
1726	1.285	2.429	1.837	1.894	1.786	NA	1.241	1.089	1.757	0.959	1.692	1.09	1.289	1.805	NA	NA	1.768	1.266	2.438	0.954	2.43	2.633	1.858
1727	1.375	2.037	1.567	2.08	1.961	NA	1.479	1.154	2.197	1.438	1.623	1.372	1.094	1.815	NA	NA	1.913	1.346	1.474	0.978	2	2.56	2.017
1728	1.342	1.351	1.536	1.43	2.251	NA	1.399	1.17	1.974	1.141	1.623	1.12	0.943	1.61	NA	NA	2.294	1.21	1.328	0.846	1.468	2.358	1.893
1729	1.039	1.323	1.233	1.298	1.941	NA	1.218	0.774	1.725	1.174	1.508	1.314	0.896	1.622	NA	NA	1.963	1.061	1.032	0.586	1.304	1.955	1.654
1730	1.455	0.849	0.758	0.615	1.434	NA	1.069	0.892	1.236	0.496	1.465	1.414	0.99	1.583	NA	1.454	1.395	1.234	1.537	0.413	1.319	0.682	1.603
1731	1.366	2.327	1.444	1.002	2.062	NA	1.282	1.111	1.356	0.84	1.961	1.075	0.95	2.078	NA	2.182	1.513	1.079	2.229	1.102	2.309	1.061	1.925
