# Larson - Wedel - QUMA - ITRDB WI056
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33958
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33958.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi056-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi056-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi056.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi056.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Wedel - QUMA - ITRDB WI056
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wedel
#   Location: Wisconsin
#   Northernmost_Latitude: 42.74
#   Southernmost_Latitude: 42.74
#   Easternmost_Longitude: -89.856
#   Westernmost_Longitude: -89.856
#   Elevation_m: 260
#--------------------
# Data_Collection
#   Collection_Name: WI056
#   First_Year: 1827
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WDL001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDL010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDL010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WDL001A_raw	WDL001B_raw	WDL002A_raw	WDL002B_raw	WDL003A_raw	WDL003B_raw	WDL004A_raw	WDL004B_raw	WDL005A_raw	WDL005B_raw	WDL006A_raw	WDL006B_raw	WDL007A_raw	WDL007B_raw	WDL008A_raw	WDL008B_raw	WDL009A_raw	WDL009B_raw	WDL010A_raw	WDL010B_raw
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	0.646	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.396	0.644	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544	0.887	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.689	1.875	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.683	1.278	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.043	1.845	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.972	1.47	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058	0.835	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.322	1.587	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.154	1.355	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.553	2.053	NA	NA
1838	NA	1.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	1.312	NA	NA
1839	NA	2.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.516	1.556	NA	NA
1840	NA	3.249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.025	1.282	NA	NA
1841	NA	2.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.086	1.903	NA	NA
1842	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.028	1.175	NA	NA
1843	NA	1.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.963	0.955	NA	NA
1844	NA	0.963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.423	0.729	NA	NA
1845	NA	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.551	NA	NA
1846	NA	0.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.194	0.771	NA	NA
1847	NA	0.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.858	0.9	NA	NA
1848	NA	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.806	0.752	NA	NA
1849	NA	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.405	1.144	NA	NA
1850	NA	0.783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.069	0.878	NA	NA
1851	NA	1.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.899	2.202	NA	NA
1852	NA	2.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.825	1.735	NA	NA
1853	NA	1.673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.367	1.745	NA	NA
1854	NA	1.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.383	NA	NA	NA	NA	2.434	1.735	NA	NA
1855	NA	1.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.448	NA	NA	NA	NA	1.736	1.556	NA	NA
1856	NA	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.108	NA	NA	0.605	NA	1.587	1.133	NA	NA
1857	NA	0.932	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.225	NA	NA	0.368	NA	1.567	1.418	NA	NA
1858	NA	1.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.617	NA	NA	0.52	NA	2.201	1.894	NA	NA
1859	NA	1.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.575	NA	NA	0.488	NA	1.524	1.367	NA	NA
1860	NA	1.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	0.867	NA	1.196	1.069	NA	NA
1861	NA	1.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.992	NA	NA	1.066	NA	1.821	1.29	NA	NA
1862	NA	1.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.765	NA	NA	1.725	NA	1.559	1.304	NA	NA
1863	NA	1.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.907	NA	NA	1.354	NA	1.583	1.628	NA	NA
1864	NA	0.783	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.005	NA	NA	1.409	NA	0.922	0.932	NA	NA
1865	NA	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.165	NA	NA	1.493	NA	1.301	1.482	NA	NA
1866	NA	0.889	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.389	NA	NA	1.543	NA	1.683	1.981	NA	NA
1867	NA	1.492	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.617	NA	NA	1.97	NA	2.321	2.106	NA	NA
1868	NA	1.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.933	NA	NA	1.248	0.931	1.405	1.439	NA	NA
1869	NA	1.449	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655	NA	NA	1.016	0.965	2.349	1.979	NA	NA
1870	NA	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	0.741	0.666	1.357	1.449	NA	NA
1871	NA	1.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	NA	1.164	1.395	2.012	1.916	NA	NA
1872	0.966	1.196	2.146	NA	NA	NA	NA	NA	NA	NA	NA	0.815	NA	NA	1.429	1.535	1.6	1.809	NA	NA
1873	0.622	1.037	1.079	NA	NA	NA	NA	NA	NA	NA	NA	0.531	NA	NA	1.217	2.509	0.905	0.815	NA	NA
1874	2.413	1.207	1.446	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	1.059	2.647	1.072	0.836	NA	NA
1875	2.847	1.609	2.043	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	1.375	2.123	1.587	1.164	NA	NA
1876	1.905	1.705	2.93	NA	NA	NA	NA	1.628	NA	NA	NA	0.688	NA	NA	1.249	1.708	1.533	1.249	NA	NA
1877	2.381	1.587	1.976	NA	NA	NA	NA	1.23	NA	NA	NA	0.71	NA	NA	1.24	1.459	1.483	1.187	NA	NA
1878	1.64	1.006	1.46	NA	NA	NA	NA	0.952	NA	NA	NA	0.528	NA	NA	0.961	0.879	0.497	0.602	NA	NA
1879	2.265	1.609	1.568	1.627	NA	NA	NA	3.143	NA	NA	NA	0.912	NA	NA	1.07	1.769	1.047	0.837	NA	NA
1880	1.662	2.021	1.882	3.027	NA	NA	NA	1.789	NA	NA	NA	0.772	NA	NA	1.142	1.057	1.104	1.217	NA	NA
1881	2.466	2.095	1.969	4.636	3.545	NA	NA	1.672	NA	NA	NA	0.921	NA	NA	1.249	1.406	1.362	1.283	NA	NA
1882	1.926	1.662	2.074	5.979	2.275	NA	NA	1.556	NA	NA	NA	0.707	NA	NA	1.017	1.692	1.439	1.64	NA	NA
1883	2.72	2.063	2.096	5.407	2.254	NA	1.916	1.471	1.129	NA	NA	0.776	NA	NA	1.152	1.378	1.356	1.647	NA	NA
1884	1.545	1.164	1.037	3.166	0.857	NA	0.741	0.921	0.583	NA	NA	0.516	NA	NA	0.815	0.752	0.92	0.87	NA	NA
1885	2.751	1.99	2.879	5.196	2.424	NA	2.349	2.508	1.386	NA	NA	1.249	NA	NA	0.974	1.345	1.23	1.753	NA	NA
1886	1.863	1.058	1.037	2.477	1.852	NA	0.973	1.101	0.79	NA	NA	0.899	NA	NA	0.91	0.729	0.762	0.88	NA	NA
1887	2.297	1.842	1.735	3.715	3.524	NA	1.418	1.429	0.766	NA	NA	0.86	NA	NA	1.187	1.188	0.995	1.334	NA	NA
1888	2.455	2.117	1.545	3.969	3.217	NA	1.672	1.344	0.862	NA	NA	1.501	NA	NA	1.057	0.96	1.236	1.694	NA	NA
1889	2.423	2	1.779	2.434	2.963	NA	0.826	0.974	0.578	NA	0.911	0.971	NA	NA	0.817	0.982	1.387	1.589	NA	NA
