# Graybill - Horsetooth Reservior A - PIPO - ITRDB CO538
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3368
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3368.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co538-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co538-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co538.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co538.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1997-01-06
#--------------------
# File_Last_Modified_Date
#   Date: 1997-01-06
#--------------------
# Title
#   Study_Name: Graybill - Horsetooth Reservior A - PIPO - ITRDB CO538
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Horsetooth Reservior A
#   Location: Colorado
#   Northernmost_Latitude: 40.53
#   Southernmost_Latitude: 40.53
#   Easternmost_Longitude: -105.13
#   Westernmost_Longitude: -105.13
#   Elevation_m: 1706
#--------------------
# Data_Collection
#   Collection_Name: CO538
#   First_Year: 1670
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HTP011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTP112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTP112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HTP011_raw	HTP012_raw	HTP021_raw	HTP022_raw	HTP031_raw	HTP041_raw	HTP042_raw	HTP051_raw	HTP052_raw	HTP061_raw	HTP062_raw	HTP071_raw	HTP072_raw	HTP081_raw	HTP082_raw	HTP091_raw	HTP092_raw	HTP101_raw	HTP102_raw	HTP111_raw	HTP112_raw
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.63	NA	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	0.97	NA	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83	1.86	NA	NA	NA	NA	NA	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	1.79	NA	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	1.37	NA	NA	NA	NA	NA	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	2.11	NA	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	2.14	NA	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	1.88	NA	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	0.99	NA	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.5	NA	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	2.42	NA	NA	NA	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	1.67	NA	NA	2.02	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	2.71	NA	NA	1.32	NA	NA	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	1.82	NA	NA	1.83	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	1.52	NA	NA	1.11	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	1.49	NA	NA	1.06	2.51	NA	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	1.09	NA	NA	1.08	2.46	NA	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	1.46	NA	NA	1.8	2.64	NA	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	1.35	NA	NA	1.82	2.24	NA	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	0.78	NA	NA	2.08	2.66	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	0.83	NA	NA	2.03	1.98	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	0.93	NA	NA	2.46	2.2	NA	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	0.56	NA	NA	1.98	1.68	NA	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.35	NA	NA	2.67	2.49	NA	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.65	NA	NA	1.61	1.44	NA	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.34	NA	NA	1.01	1.03	NA	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.51	NA	NA	1.01	1.14	NA	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.55	NA	NA	2.03	1.59	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.61	NA	NA	1.54	1.3	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.36	NA	NA	1.21	1.01	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	0.88	NA	NA	1.54	1.41	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	1.04	NA	NA	1.61	1.71	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.23	1.04	0.89	NA	NA	1.53	2.11	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.66	0.48	0.8	NA	NA	1.07	0.98	NA	1.12
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.08	0.34	0.56	NA	NA	0.98	1.14	NA	0.65
1695	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	1.35	1.31	0.26	0.51	NA	NA	0.75	0.85	NA	0.81
1696	NA	NA	NA	NA	NA	NA	NA	2.31	NA	NA	NA	1.36	1.46	0.46	0.59	NA	NA	0.68	0.97	NA	1.33
1697	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	1.36	1.24	0.43	0.65	NA	NA	0.95	0.94	1.92	1.36
1698	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	0.97	0.91	0.67	0.43	NA	NA	0.84	1	1.78	1.25
1699	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	1.19	1.11	0.69	0.51	NA	NA	1.16	1.25	1.88	1.66
1700	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	1.19	1.14	0.93	0.67	NA	NA	1.57	1.47	2.58	2.48
1701	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	1.09	1.12	0.53	0.72	NA	NA	1.59	1.33	2.17	2.47
1702	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	1.44	1.38	0.69	0.83	NA	NA	1.59	1.05	2.82	2.33
1703	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	0.95	0.94	0.45	0.36	NA	NA	1.11	0.77	1.78	1.24
1704	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	1.23	0.9	0.49	0.56	NA	NA	1.05	1.07	2.03	1.21
1705	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	1.4	1.21	0.69	0.65	NA	NA	0.99	1.21	3.27	1.86
1706	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	1.18	1.03	0.31	0.27	NA	NA	0.84	0.69	2.36	1.2
1707	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	1.55	0.83	0.45	0.54	NA	NA	0.64	0.67	1.9	1.68
1708	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	1.13	0.71	0.26	0.38	NA	NA	0.66	0.53	1.53	1.37
1709	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	1.3	0.77	0.42	0.41	NA	0.36	0.52	0.38	2.53	1.45
1710	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	1.35	1.19	0.63	0.45	0.58	0.54	0.81	0.68	3.25	1.54
