# D'Arrigo - Burnt Over - PCGL - ITRDB AK060
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3047
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3047.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak060-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak060-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak060.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak060.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-01-17
#--------------------
# File_Last_Modified_Date
#   Date: 2006-01-17
#--------------------
# Title
#   Study_Name: D'Arrigo - Burnt Over - PCGL - ITRDB AK060
#--------------------
# Investigators
#   Investigators: D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Mashig, E.; Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904); Jacoby, G.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Burnt Over
#   Location: Alaska
#   Northernmost_Latitude: 65.22
#   Southernmost_Latitude: 65.22
#   Easternmost_Longitude: -162.25
#   Westernmost_Longitude: -162.25
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: AK060
#   First_Year: 1621
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BO01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO07c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO07c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO22b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO22b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO25b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO25b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO26b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO26b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BO27b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BO27b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BO01a_raw	BO01b_raw	BO02a_raw	BO02b_raw	BO03a_raw	BO04a_raw	BO04b_raw	BO05a_raw	BO05b_raw	BO06a_raw	BO07a_raw	BO07b_raw	BO07c_raw	BO10a_raw	BO10b_raw	BO21a_raw	BO21b_raw	BO22a_raw	BO22b_raw	BO25a_raw	BO25b_raw	BO26a_raw	BO26b_raw	BO27b_raw
1621	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	NA	NA	NA	NA	NA	NA	NA	0.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	NA	NA	NA	NA	NA	NA	NA	0.476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	NA	NA	NA	NA	NA	NA	NA	0.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1625	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	0.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.187	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.308	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	NA	0.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.414	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	NA	0.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.387	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	NA	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391	NA	NA	NA	NA
1633	NA	NA	NA	NA	0.414	NA	NA	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326	NA	NA	NA	NA
1634	NA	NA	NA	NA	0.725	NA	NA	0.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325	NA	NA	NA	NA
1635	NA	NA	NA	NA	0.431	NA	NA	0.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261	NA	NA	NA	NA
1636	NA	NA	NA	NA	0.436	NA	NA	0.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.331	NA	NA	NA	NA
1637	NA	NA	NA	NA	0.575	NA	NA	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362	NA	NA	NA	NA
1638	NA	NA	NA	NA	0.982	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.331	NA	NA	NA	NA
1639	NA	NA	NA	NA	0.69	NA	NA	0.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268	NA	NA	NA	NA
1640	NA	NA	NA	NA	0.492	NA	NA	0.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.251	NA	NA	NA	NA
1641	NA	NA	NA	NA	0.445	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355	NA	NA	NA	NA
1642	NA	0.425	NA	NA	0.416	NA	NA	0.173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	NA	NA	NA	NA
1643	NA	0.435	NA	NA	0.433	NA	NA	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.195	NA	NA	NA	NA
1644	NA	0.181	NA	NA	0.46	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.219	NA	NA	NA	NA
1645	NA	0.263	NA	NA	0.434	NA	NA	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135	NA	NA	NA	NA
1646	NA	0.394	NA	NA	0.37	NA	NA	0.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163	NA	NA	NA	NA
1647	NA	0.305	NA	NA	0.439	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.168	NA	NA	NA	NA
1648	NA	0.253	NA	NA	0.412	NA	NA	0.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138	NA	NA	NA	NA
1649	NA	0.501	NA	NA	0.409	NA	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.132	NA	NA	NA	NA
1650	NA	0.568	NA	NA	0.391	NA	NA	0.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.238	NA	NA	NA	NA
1651	NA	1.729	NA	NA	0.32	NA	NA	0.247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA
1652	NA	0.81	NA	NA	0.329	NA	NA	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092	NA	NA	NA	NA
1653	NA	0.551	NA	NA	0.441	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.141	NA	NA	NA	NA
1654	NA	1.044	NA	NA	0.311	NA	NA	0.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.161	NA	NA	NA	NA
1655	NA	0.52	NA	NA	0.224	NA	NA	0.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133	NA	NA	NA	NA
1656	NA	0.29	NA	NA	0.309	NA	NA	0.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA
1657	NA	0.217	NA	NA	0.282	NA	NA	0.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	NA	NA	NA	NA
1658	NA	0.127	NA	NA	0.287	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA
1659	NA	0.077	NA	NA	0.236	NA	NA	0.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA
1660	NA	0.068	NA	NA	0.348	NA	NA	0.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.211	NA	NA	NA	NA
1661	NA	0.059	NA	NA	0.277	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.194	NA	NA	NA	NA
1662	NA	0.134	NA	NA	0.246	NA	NA	0.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242	NA	NA	NA	NA
1663	NA	0.088	NA	NA	0.176	NA	NA	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.299	NA	NA	NA	NA
1664	NA	0.079	NA	NA	0.199	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1665	NA	0.106	NA	NA	0.266	NA	NA	0.578	0.617	NA	NA	NA	NA	NA	0.325	NA	NA	NA	NA	0.212	NA	NA	NA	NA
1666	NA	0.122	NA	NA	0.18	NA	NA	0.437	0.477	NA	NA	NA	NA	NA	0.138	NA	NA	NA	NA	0.292	NA	NA	NA	NA
1667	NA	0.141	NA	NA	0.263	NA	NA	0.651	0.565	NA	NA	NA	NA	NA	0.215	NA	NA	NA	NA	0.334	NA	NA	NA	NA
1668	NA	0.145	NA	NA	0.197	NA	NA	0.568	0.6	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	0.238	NA	NA	NA	NA
1669	NA	0.143	NA	NA	0.32	NA	NA	0.663	0.604	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	0.165	NA	NA	NA	NA
1670	NA	0.123	NA	NA	0.216	NA	NA	0.613	0.576	NA	0.369	NA	NA	NA	0.126	NA	NA	NA	NA	0.198	NA	NA	NA	NA
