# Graybill - Ord Mountain - PIPO - ITRDB AZ533
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3394
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3394.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az533-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az533-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az533.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az533.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Ord Mountain - PIPO - ITRDB AZ533
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ord Mountain
#   Location: Arizona
#   Northernmost_Latitude: 33.9
#   Southernmost_Latitude: 33.9
#   Easternmost_Longitude: -111.4
#   Westernmost_Longitude: -111.4
#   Elevation_m: 2133
#--------------------
# Data_Collection
#   Collection_Name: AZ533
#   First_Year: 1570
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ORD011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORD092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORD092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ORD011_raw	ORD012_raw	ORD021_raw	ORD022_raw	ORD023_raw	ORD031_raw	ORD032_raw	ORD041_raw	ORD042_raw	ORD051_raw	ORD052_raw	ORD061_raw	ORD062_raw	ORD071_raw	ORD072_raw	ORD081_raw	ORD082_raw	ORD091_raw	ORD092_raw
1669	0.73	0.58	0.55	0.89	NA	0.15	0.18	0.2	0.37	0.37	0.48	0.2	0.16	0.15	0.23	NA	NA	0.3	0.2
1670	0.1	0	0.03	0	NA	0	0	0.25	0	0	0	0	0	0	0.55	NA	NA	0	0
1671	0.71	0.85	0.4	0.59	NA	0.23	0.37	0.3	0.17	0.71	0.54	0.39	0.24	0.36	0.74	NA	NA	1.23	1.09
1672	0.48	0.62	0.4	0.5	NA	0.27	0.27	0.32	0.18	0.51	0.59	0.38	0.36	0.62	0.98	NA	NA	1.1	0.92
1673	1.07	0.99	1.22	0.69	NA	0.65	0.52	0.22	0.22	0.87	0.95	0.77	0.63	0.95	1.16	NA	NA	1.83	1.97
1674	1	0.88	0.85	0.74	NA	0.7	0.68	0.46	0.19	1.07	0.83	0.75	0.67	1.11	0	NA	NA	2.13	1.85
1675	1.16	0.88	0.78	0.75	NA	0.74	0.4	0.55	0.12	1.12	1.35	0.56	0.51	1	1.05	NA	NA	2.3	2.13
1676	0.89	0.61	0.48	0.35	NA	0.23	0.12	0.88	0.23	0.69	0.64	0.24	0.19	0.41	0.38	NA	NA	1.51	1.4
1677	1.17	0.9	0.81	0.73	NA	0.4	0.34	0.77	0.34	1.04	1.1	0.97	0.68	1.02	0.95	NA	NA	1.22	1.58
1678	1.27	1.1	0.83	1.09	NA	0.39	0.13	1.07	0.75	1.08	0.89	0.31	0.3	0.74	0.59	NA	NA	1.81	2.33
1679	0.89	0.87	1.03	0.95	NA	0.49	0.45	0	0.84	1.14	1.03	0.61	0.64	1	0.89	NA	NA	1.19	1.56
1680	1.21	1.24	1.23	1.34	NA	0.57	0.47	1.93	0.93	1.94	1.7	1.32	1.18	1.49	0.88	NA	NA	1.14	1.51
1681	0.91	0.96	1.04	1.16	NA	0.76	0.6	1.16	1.16	1.91	1.69	2.19	2.47	1.5	1.55	NA	NA	1.29	2.19
1682	0.74	0.88	0.77	0.93	NA	0.38	0.45	1.34	0.97	1.13	1.44	1.67	1.41	0.86	1.1	NA	NA	0.76	1.19
1683	0.61	0.71	0.48	0.73	NA	0.26	0.34	1.05	0.84	1.62	1.73	1.72	1.27	0.86	1.12	NA	NA	1.36	1.82
1684	0.23	0.18	0.12	0.12	NA	0	0.03	0.11	0.59	0.76	0.72	0.73	0.48	0.32	0.14	NA	NA	0.77	1.1
1685	0.15	0.17	0	0.07	NA	0	0.05	0	0	0.24	0.4	0.25	0.17	0.14	0.1	NA	NA	0.41	1.04
1686	0.48	0.54	0.37	0.41	NA	0.19	0.24	0.23	0.16	0.85	0.81	0.61	0.28	0.3	0.22	NA	NA	0.52	0.6
1687	0.61	0.77	0.4	0.47	NA	0.2	0.25	0.35	0.16	1.13	1.01	1.14	0.57	0.51	0.43	NA	NA	0.79	1.2
1688	0.83	0.84	0.81	0.84	NA	0.37	0.44	0.81	0.15	1.21	1.24	1.47	1.08	0.91	0.95	NA	NA	1.18	1.34
1689	1.01	0.88	0.91	1.15	NA	0.31	0.38	0.67	0.17	0.9	0.85	1.56	1.47	1.05	1.07	NA	NA	0.77	0.99
1690	1.29	1.16	1.31	1.11	NA	0.48	0.37	0.88	0.24	1.4	1.45	1.78	1.09	1.15	1.19	NA	NA	1.28	1.27
1691	1.36	1.38	1.17	1.05	NA	0.6	0.58	0.88	0.4	1.53	1.27	1.91	1.57	1.19	1.47	NA	NA	1.5	1.91
1692	0.26	0.59	0.45	0.52	NA	0.24	0.28	0.6	0.22	0.51	0.87	1.14	1.31	0.75	0.65	NA	NA	0.59	0.88
1693	0.25	0.38	0.68	0.87	NA	0.26	0.21	0.7	0.34	0.5	0.59	1.07	1.07	0.5	0.46	NA	NA	0.54	0.99
1694	0.3	0.39	0.56	0.85	NA	0.44	0.27	0.49	0.35	0.84	1.14	1.28	1.27	0.73	0.66	NA	NA	0.4	0.94
1695	0.58	0.59	0.37	0.54	NA	0.45	0.41	0.49	0.44	0.84	0.9	1.13	0.86	0.78	0.71	NA	NA	0.4	1.25
1696	0.46	0.5	0.21	0.27	NA	0.34	0.26	0.44	0.2	0.59	0.73	0.87	0.52	0.26	0.21	NA	NA	0.37	0.52
1697	0.44	0.47	0.11	0.16	NA	0.67	0.53	0.61	0.25	1.01	0.8	1.03	0.62	0.5	0.22	NA	NA	0.59	0.75
1698	0.68	0.51	0.25	0.17	NA	0.31	0.27	0.46	0.17	0.63	0.74	0.43	0.29	0.21	0.28	NA	NA	0.73	0.77
1699	0.91	0.74	0.5	0.33	NA	0.73	0.39	0.95	0.39	1.43	1.59	1.51	0.97	0.84	0.88	NA	NA	1.18	0.89
1700	0.93	0.72	0.63	0.4	NA	0.33	0.21	0.5	0.21	1.38	1.13	0.78	0.41	0.43	0.55	NA	NA	1.04	1.11
1701	0.65	0.6	0.91	0.59	NA	0.3	0.25	0.69	0.39	0.63	0.97	0.55	0.46	0.55	0.51	NA	NA	0.88	0.76
1702	0.69	0.69	0.75	0.52	NA	0.41	0.32	0.54	0.36	0.93	1.35	0.79	0.56	0.67	0.59	NA	NA	0.8	0.97
1703	0.45	0.58	0.41	0.31	NA	0.31	0.25	0.28	0.21	0.64	1.32	0.46	0.38	0.43	0.21	NA	NA	0.64	0.98
1704	0.75	0.64	0.87	0.61	NA	0.59	0.5	0.57	0.31	1.44	1.84	0.76	0.53	1.12	0.92	NA	NA	0.59	1.39
1705	0.57	0.55	0.82	0.88	NA	0.72	0.37	0.65	0.39	1.62	2.39	0.97	0.86	1.14	1.31	NA	NA	0.76	1.24
1706	0.8	0.67	0.83	0.5	NA	0.69	0.41	0.55	0.44	2.1	2.5	0.78	0.62	1.39	1.4	NA	NA	1.37	1.34
1707	0.75	0.77	0.55	0.36	NA	0.62	0.43	0.57	0.23	1.25	1.63	0.66	0.47	0.68	0.73	NA	NA	0.65	0.83
1708	0.57	0.51	0.66	0.33	NA	0.54	0.45	0.29	0.28	0.92	0.87	0.83	0.6	0.5	0.42	NA	NA	0.7	0.65
1709	0.49	0.69	0.55	0.4	NA	0.41	0.41	0.22	0.26	0.94	1.23	0.53	0.38	0.65	0.56	NA	NA	0.96	0.85
1710	0.69	0.81	0.71	0.71	NA	1.08	0.71	0.89	0.39	1.49	1.69	0.99	0.83	1.25	1.03	NA	NA	0.85	1.57
1711	0.38	0.45	0.55	0.4	NA	0.43	0.5	0.59	0.4	0.91	0.9	0.84	0.68	0.55	0.51	NA	NA	0.87	0.84
1712	0.57	0.58	0.71	0.45	NA	0.38	0.32	0.61	0.49	0.7	1.04	1.13	0.79	0.32	0.44	NA	NA	0.8	1.16
1713	0.55	0.56	0.45	0.42	NA	0.48	0.35	0.55	0.37	0.86	1.22	1.14	0.81	0.42	0.72	NA	NA	0.47	0.87
1714	0.75	0.85	0.64	0.59	NA	0.5	0.44	0.82	0.56	1.09	1.08	1.27	1.26	1.05	1.2	NA	NA	0.96	1.14
1715	0.58	0.47	0.25	0.25	NA	0.12	0.12	0.33	0.24	0.82	0.96	0.89	1.02	0.53	0.72	NA	NA	0.62	0.73
1716	0.55	0.65	0.48	0.31	NA	0.45	0.24	0.36	0.3	0.93	0.92	0.95	0.66	0.68	0.83	NA	NA	0.64	0.76
1717	0.71	0.72	0.56	0.46	NA	0.39	0.29	0.9	0.45	1.18	0.84	1.65	1.07	0.74	1.27	NA	NA	0.94	0.75
1718	0.92	0.9	0.82	0.52	NA	0.59	0.36	1.33	0.69	1.43	1.23	1.6	0.79	0.84	0.98	NA	NA	0.93	0.87
1719	0.62	0.67	0.9	0.6	NA	0.53	0.49	0.76	0.54	1	0.72	1.43	0.97	0.75	0.83	NA	NA	0.85	0.72
1720	1.04	0.92	0.93	0.97	NA	0.67	0.71	0.37	0.6	1.3	1.23	1.51	1.09	0.74	0.76	NA	NA	1.04	0.91
1721	0.59	0.74	0.32	0.58	NA	0.36	0.36	0.61	0.42	1.01	0.85	1.12	0.58	0.52	0.77	NA	NA	0.91	1.15
1722	0.74	0.62	0.61	0.69	NA	0.57	0.59	0.37	0.18	0.78	0.72	0.94	0.73	0.46	0.24	NA	NA	1.07	0.93
1723	0.36	0.23	0.57	0.69	NA	0.66	0.7	0.56	0.39	0.67	0.72	1.41	0.82	0.55	0.48	NA	NA	0.82	0.63
1724	0.4	0.13	0	0.17	NA	0.21	0.08	0.15	0.11	0.45	0.44	0.46	0.19	0.14	0.12	NA	NA	0.36	0.38
1725	1.16	0.95	0.61	0.77	NA	0.87	0.71	0.8	0.6	1.42	1.42	1.3	0.8	0.74	0.82	NA	NA	1.02	0.97
1726	1.45	1.34	0.9	0.93	NA	1.75	1.09	1.43	0.79	2.08	1.6	1.86	1.42	1.23	0.93	NA	NA	1.34	1.23
1727	0.52	0.39	0.55	0.49	NA	0.74	0.52	0.53	0.4	0.77	0.62	0.94	0.85	0.56	0.44	NA	NA	0.57	0.88
1728	0.53	0.38	0.29	0.33	NA	0.61	0.38	0.26	0.07	0.71	0.66	1.01	0.63	0.29	0.43	NA	NA	0.41	0.66
1729	0.22	0.29	0	0	NA	0.19	0.17	0.13	0.12	0.23	0.52	0.46	0.18	0.27	0.2	NA	NA	0.43	0.36
1730	0.7	0.61	0.22	0.25	NA	0.33	0.39	0.38	0.33	1.1	0.94	0.7	0.38	0.73	0.63	NA	NA	0.5	0.55
1731	0.8	0.79	0.27	0.38	NA	0.56	0.41	0.45	0.42	0.77	0.81	0.57	0.33	0.83	0.77	NA	NA	0.47	0.45
1732	0.59	0.5	0.25	0.53	NA	0.25	0.23	0.34	0.33	0.56	0.61	0.51	0.37	0.44	0.32	NA	NA	0.3	0.28
1733	0.71	0.55	0.09	0.16	NA	0.36	0.35	0.18	0.19	0.45	0.53	0.64	0.42	0.29	0.24	NA	NA	0.31	0.38
1734	0.66	0.57	0.29	0.22	NA	0.39	0.15	0.19	0.22	0.75	0.72	0.53	0.32	0.35	0.42	NA	NA	0.57	0.82
1735	0	0	0	0.15	NA	0	0.03	0.1	0.07	0.16	0.16	0	0	0	0	NA	NA	0.06	0.1
1736	0.29	0.26	0	0.17	NA	0.27	0.29	0.13	0.15	0.24	0.28	0.16	0.11	0.12	0.05	NA	NA	0.46	0.39
1737	0.46	0.39	0.24	0.29	NA	0.4	0.32	0.29	0.29	1.12	0.71	0.47	0.35	0.3	0.22	NA	NA	0.33	0.41
1738	0.91	0.93	0.14	0.3	NA	0.23	0.17	0.37	0.29	1.11	0.52	0.66	0.44	0.45	0.29	NA	NA	0.76	0.76
1739	0.54	0.65	0.21	0.31	NA	0.24	0.23	0.21	0.36	0.61	0.53	0.38	0.38	0.27	0.19	NA	NA	0.65	0.71
1740	0.68	0.54	0.12	0.06	NA	0.37	0.35	0.51	0.34	0.94	0.75	0.41	0.36	0.29	0.14	NA	NA	0.53	0.73
1741	0.77	0.73	0.28	0.26	NA	0.21	0.25	0.6	0.34	1.13	0.78	0.36	0.44	0.33	0.36	NA	NA	0.56	0.88
1742	0.67	0.48	0	0.14	NA	0	0	0.36	0.22	0.47	0.6	0	0	0.17	0.1	NA	NA	0.53	0.69
1743	1.06	0.82	0.57	0.28	NA	0.56	0.49	0.92	0.43	1.18	0.84	0.6	0.62	0.46	0.44	NA	NA	0.9	1
1744	1	0.93	0	0.39	NA	0.5	0.39	0.97	0.54	0.99	1.17	0.58	0.64	0.54	0.69	NA	NA	0.65	0.87
1745	1.11	0.74	0.7	0.56	NA	0.69	0.53	1.25	0.65	1.29	1.31	0.85	0.64	0.63	0.6	NA	NA	0.79	0.9
1746	1.31	1	0.82	0.91	NA	0.91	0.59	1.69	0.77	1.43	1.57	0.92	0.81	0.71	1.03	NA	NA	1.65	1.73
1747	0.92	0.83	0.94	1.04	NA	1.13	0.76	1.18	0.89	1.37	1.03	1.11	1.07	0.71	0.86	NA	NA	1.54	1.56
1748	0	0	0	0	NA	0	0	0.07	0	0.16	0.05	0.21	0.22	0.05	0.02	NA	NA	0.17	0.06
1749	0.58	0.64	0.74	0.98	NA	0.74	0.44	0.77	0.78	0.87	0.97	1.11	0.66	0.62	0.67	NA	NA	0.93	0.66
1750	0.7	0.66	0.48	0.44	0.44	0.44	0.27	0.44	0.4	0.81	0.84	0.71	0.62	0.39	0.39	NA	NA	0.64	0.54
1751	0.76	0.63	0.5	0.46	0.45	0.3	0.24	0.56	0.31	0.36	0.45	0.46	0.44	0.3	0.19	NA	NA	0.67	0.47
1752	0	0.18	0	0	0	0	0	0.18	0	0	0	0	0	0.05	0	NA	NA	0.24	0.21
1753	0.66	0.63	0.48	0.42	0.42	0.26	0.24	0.56	0.24	0.4	0.44	0.41	0.24	0.28	0.15	NA	NA	0.7	0.66
1754	0.59	0.5	0.43	0.35	0.41	0.28	0.21	0.37	0.19	0.15	0.46	0.34	0.3	0.26	0.13	NA	NA	0.5	0.56
1755	0.91	0.75	0.75	0.61	0.56	0.36	0.3	0.45	0.21	0.58	0.44	0.28	0.28	0.29	0.18	NA	NA	0.89	0.72
1756	0.67	0.67	0.37	0.46	0.46	0.26	0.24	0.47	0.29	0.37	0.44	0.26	0.27	0	0.12	NA	NA	0.47	0.35
1757	0.97	0.91	0.59	0.58	0.59	0.31	0.22	0.34	0.27	0.44	0.62	0.37	0.35	0.16	0.14	NA	NA	0.77	0.62
1758	1.02	0.75	0.48	0.55	0.49	0.54	0.37	0.61	0.48	0.73	0.72	0.5	0.69	0.59	0.39	NA	NA	0.91	0.77
1759	0.8	0.55	0.72	0.68	0.58	0.64	0.42	0.81	0.47	0.58	0.62	0.64	0.56	0.4	0.4	NA	NA	0.68	0.7
1760	0.82	0.92	0.72	0.72	0.67	0.52	0.38	0.91	0.89	0.9	0.83	0.65	0.67	0.51	0.39	NA	NA	0.79	0.73
1761	0.64	0.93	0.34	0.49	0.56	0.26	0.12	0.87	0.58	0.83	0.62	0.51	0.61	0.33	0.17	NA	NA	0.99	0.99
1762	1.07	1.28	0.65	0.92	0.66	0.55	0.33	1.27	0.72	0.86	0.69	0.86	0.86	0.44	0.49	NA	NA	0.68	0.68
1763	0.6	0.84	0.54	0.48	0.51	0.35	0.22	0.68	0.29	0.46	0.33	0.59	0.42	0.15	0.17	NA	NA	0.76	0.81
1764	1.03	1.58	0.85	0.81	0.76	0.67	0.4	1.51	0.7	1.27	0.82	1.35	0.99	0.43	0.56	NA	NA	1.21	1.13
1765	0.61	1.16	0.67	0.88	0.96	0.25	0.14	1.35	0.3	0.83	0.63	0.46	0.47	0.12	0.16	NA	NA	1.56	1.7
1766	1.06	1.5	1.01	1.14	1.11	0.87	0.51	1.95	0.9	1.08	1	1.11	0.91	0.56	0.39	NA	NA	1.63	1.42
1767	0.64	1.01	0.7	0.66	0.69	0.47	0.28	1.96	0.82	1.32	0.59	0.89	0.88	0.32	0.24	NA	NA	1.01	1.39
1768	0.57	0.87	0.78	0.55	0.53	0.54	0.35	1.53	0.79	1.45	0.86	0.94	0.95	0.44	0.4	NA	NA	0.72	0.83
1769	0.57	0.68	0.23	0.25	0.27	0.47	0.43	1.15	0.45	1.23	0.83	0.68	0.75	0.5	0.24	NA	NA	0.54	0.95
1770	0.71	0.89	0.48	0.38	0.44	0.43	0.31	1.42	0.32	1.2	0.83	0.93	1.11	0.53	0.38	NA	NA	0.66	0.95
1771	0.66	1.03	0.51	0.63	0.7	0.5	0.41	1.79	0.5	1.32	1.2	1.14	1.06	0.66	0.42	NA	NA	1.04	1.24
1772	0.85	0.68	0.69	0.54	0.62	0.44	0.48	1.82	0.57	1.12	1.21	1.22	1.04	0.59	0.5	NA	NA	1.03	1.05
1773	0.45	0.61	0.16	0.18	0.2	0.11	0.02	0.98	0.4	0.53	0.63	0.45	0.37	0	0	NA	NA	0.47	0.67
1774	0.42	0.46	0.18	0.16	0.21	0.33	0.29	0.95	0.52	0.59	0.9	0.83	0.33	0.17	0.12	NA	NA	0.43	0.62
1775	0.61	0.9	0.6	0.46	0.53	0.38	0.42	1.5	0.67	0.77	1.14	0.9	0.47	0.26	0.12	NA	NA	0.73	1.04
1776	0.69	0.87	0.52	0.43	0.46	0.45	0.23	1.64	0.49	0.47	0.91	0.69	0.65	0.48	0.37	NA	NA	0.55	0.82
1777	1.07	0.85	0.73	0.55	0.63	0.33	0.31	1.93	0.66	0.95	1.07	0.61	0.49	0.39	0.32	NA	NA	0.8	0.76
1778	1.1	1.22	0.51	0.74	0.69	0.52	0.37	1.6	0.92	0.65	0.85	0.65	0.49	0.29	0.44	NA	NA	0.63	0.8
1779	0.76	0.69	0.38	0.57	0.6	0.53	0.19	1.03	0.75	0.4	0.65	0.75	0.64	0.48	0.31	NA	NA	0.51	0.51
1780	0.74	0.87	0.27	0.38	0.33	0.3	0.22	1.29	0.66	0.68	0.9	0.36	0.35	0.41	0.39	NA	NA	0.95	0.8
1781	0.88	0.96	0.24	0.33	0.31	0.17	0.13	1.91	0.85	0.64	0.73	0.54	0.58	0.13	0.12	NA	NA	0.88	0.78
1782	0.26	0.3	0.08	0.17	0.19	0.06	0	0.77	0.33	0.08	0.19	0.11	0.04	0	0	NA	NA	0.23	0.49
1783	0.54	0.72	0.47	0.58	0.55	0.46	0.35	1.14	0.62	0.39	0.58	0.56	0.46	0.17	0.2	NA	NA	0.64	0.68
1784	1.09	1.05	0.78	1.05	0.98	0.77	0.37	1.64	1.02	1.08	1.06	1.08	0.96	0.31	0.27	NA	NA	1.11	1.24
1785	0.66	0.59	0.55	0.77	0.84	0.32	0.25	0.81	0.38	0.25	0.45	0.54	0.49	0.12	0.15	NA	NA	0.96	0.73
1786	0.67	0.91	0.25	0.39	0.44	0.39	0.38	0.72	0.59	0.77	0.74	0.76	0.57	0.23	0.16	NA	NA	1.08	0.86
1787	1.1	1.29	0.34	0.4	0.4	0.5	0.26	1.46	0.86	0.85	1.01	1.01	0.9	0.58	0.34	NA	NA	1.52	1.56
1788	0.55	0.58	0.1	0.19	0.18	0.12	0.13	0.8	0.31	0.41	0.39	0.77	0.47	0.18	0.13	NA	NA	0.8	0.69
1789	0.7	0.76	0.22	0.27	0.33	0.45	0.43	1.19	0.73	0.46	0.71	1.19	0.76	0.31	0.23	NA	NA	0.74	0.61
1790	0.44	0.64	0.15	0.14	0.11	0.32	0.12	0.97	0.28	0.54	0.52	0.94	0.53	0.2	0.12	NA	NA	0.84	0.58
1791	0.73	1.03	0.4	0.3	0.37	0.46	0.34	1.38	0.84	0.66	0.72	1.2	0.54	0.42	0.25	NA	NA	0.91	0.82
1792	0.71	0.88	0.6	0.56	0.59	0.76	0.47	1.39	0.71	0.32	0.49	1.42	1.15	0.29	0.29	NA	NA	0.78	0.65
1793	0.83	1.35	0.8	0.83	0.97	0.77	0.45	1.49	0.75	0.94	1.23	1.71	1.61	0.4	0.38	NA	NA	1.09	1.12
1794	0.27	0.47	0.28	0.35	0.32	0.32	0.23	0.65	0.45	0.5	0.49	1.25	1.02	0.21	0.19	NA	NA	1.07	0.98
1795	0.34	0.36	0.33	0.55	0.64	0.55	0.29	0.58	0.52	0.47	0.7	1.14	0.97	0.27	0.15	NA	NA	0.65	0.69
1796	0.33	0.28	0.17	0.19	0.28	0.26	0.15	0.61	0.41	0.5	0.5	1.17	1.05	0.29	0.19	NA	NA	0.31	0.31
1797	0.5	0.4	0.43	0.41	0.41	0.58	0.31	0.76	0.59	0.38	0.65	1.29	1.43	0.31	0.41	NA	NA	0.7	0.64
1798	0.57	0.6	0.43	0.42	0.53	0.55	0.31	0.78	0.61	0.53	0.62	0.77	0.73	0.35	0.29	NA	NA	0.52	0.5
1799	0.68	0.98	0.28	0.31	0.37	0.56	0.36	1.12	0.78	0.73	0.82	1.42	1.18	0.6	0.6	NA	NA	0.97	0.88
1800	0.76	0.98	0.47	0.43	0.44	0.67	0.3	0.81	0.42	0.51	0.71	1.13	0.96	0.46	0.47	NA	NA	0.99	0.9
1801	0.57	0.56	0.25	0.32	0.24	0.39	0.27	0.47	0.39	0.24	0.37	0.61	0.4	0.29	0.24	NA	NA	0.39	0.6
1802	0.75	0.68	0.56	0.62	0.55	0.73	0.53	1.07	0.69	0.47	0.55	1.05	0.9	0.39	0.54	NA	NA	0.97	0.79
1803	0.76	0.79	0.66	0.63	0.74	0.61	0.4	1.02	0.45	0.32	0.35	1.07	0.92	0.48	0.48	NA	NA	0.8	0.87
1804	0.7	0.81	0.72	0.81	0.89	0.8	0.46	1.19	0.75	0.49	0.58	1.26	0.79	0.36	0.52	2.41	NA	0.73	0.62
1805	0.8	0.7	0.58	0.57	0.59	0.32	0.26	1.1	0.64	0.38	0.52	0.78	0.7	0.26	0.26	2.6	NA	0.79	0.86
1806	0.7	0.62	0.65	0.75	0.88	0.7	0.21	1.01	0.55	0.56	0.51	0.75	0.61	0.48	0.39	2.56	NA	0.7	0.77
1807	0.51	0.45	0.41	0.49	0.44	0.53	0.27	0.67	0.6	0.24	0.34	0.65	0.61	0.33	0.31	2.28	NA	0.58	0.52
