# Wolken - Babe Creek Toe Slope - PCMA - ITRDB AK135
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14812
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14812.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak135-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak135-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak135.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak135.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-08-27
#--------------------
# File_Last_Modified_Date
#   Date: 2013-08-27
#--------------------
# Title
#   Study_Name: Wolken - Babe Creek Toe Slope - PCMA - ITRDB AK135
#--------------------
# Investigators
#   Investigators: Wolken, J.M.; Mann, D.H.; Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Ecology
# # 
# # Cores Stored at:
# # University of Alaska Fairbanks
# # 
# # 
# # 
# # NOTES:
# # Data include raw treering measurements of annual ring width for multiple 
# # treering samples collected from the Toe slope location of the Babe Creek 
# # toposequence to study the climate-growth relationships of black spruce. 
# # Dated series were visually and then statistically crossdated with the 
# # program COFECHA. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Babe Creek Toe Slope
#   Location: Alaska
#   Northernmost_Latitude: 64.9997
#   Southernmost_Latitude: 64.9997
#   Easternmost_Longitude: 147.6663
#   Westernmost_Longitude: 147.6663
#   Elevation_m: 317
#--------------------
# Data_Collection
#   Collection_Name: AK135
#   First_Year: 1895
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 002502A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002502A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002502B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002502B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002503A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002503A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002504A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002504A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002504B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002504B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002505A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002505A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002506A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002506A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002506B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002506B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002507B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002507B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002508A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002508A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002508B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002508B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002509A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002509A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002509B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002509B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002510A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002510A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002510B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002510B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002511A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002511A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002511B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002511B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002513A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002513A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002514A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002514A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002514B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002514B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002515A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002515A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002515B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002515B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002516B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002516B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002517A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002517A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002518A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002518A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002518B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002518B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002519A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002519A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002519B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002519B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002520A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002520A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 002520B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 002520B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	002502A_raw	002502B_raw	002503A_raw	002504A_raw	002504B_raw	002505A_raw	002506A_raw	002506B_raw	002507B_raw	002508A_raw	002508B_raw	002509A_raw	002509B_raw	002510A_raw	002510B_raw	002511A_raw	002511B_raw	002513A_raw	002514A_raw	002514B_raw	002515A_raw	002515B_raw	002516B_raw	002517A_raw	002518A_raw	002518B_raw	002519A_raw	002519B_raw	002520A_raw	002520B_raw
1895	NA	NA	0.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	0.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	0.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	0.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	0.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	0.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	0.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	0.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	0.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	0.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	0.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	0.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	0.157	NA	NA	0.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	0.18	NA	NA	0.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	0.108	NA	NA	0.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	0.125	NA	NA	0.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	0.117	NA	NA	0.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	0.085	NA	NA	0.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	0.044	NA	NA	0.186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	0.109	NA	NA	0.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	0.145	NA	NA	0.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	0.11	NA	NA	0.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	0.081	NA	NA	0.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	0.076	NA	NA	0.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	0.124	NA	NA	0.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	0.12	NA	NA	0.311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	0.076	NA	NA	0.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	0.047	NA	NA	0.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	0.093	NA	NA	0.602	NA	NA	NA	NA	NA	0.615	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	0.174	NA	0.322	NA	NA	0.485	NA	NA	NA	NA	0.407	0.514	0.448	0.206	0.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	0.46	0.094	0.182	NA	NA	0.437	NA	NA	NA	NA	0.471	0.429	0.483	0.387	0.439	NA	NA	NA	NA	NA	0.122	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	0.946	0.685	0.174	NA	NA	0.451	NA	NA	NA	NA	0.431	0.378	0.344	0.392	0.428	NA	NA	NA	NA	NA	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	0.994	0.993	0.208	NA	NA	0.409	NA	NA	NA	NA	0.721	0.442	0.297	0.428	0.528	NA	NA	NA	NA	NA	0.537	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	1.353	1.236	0.306	NA	NA	0.462	NA	NA	NA	NA	0.938	0.49	0.33	0.46	0.462	NA	NA	NA	NA	NA	0.755	NA	NA	1.282	0.525	NA	NA	NA	NA	NA
1932	1.368	1.187	0.3	NA	NA	0.437	NA	NA	NA	NA	0.822	0.338	0.282	0.285	0.486	NA	NA	NA	NA	NA	0.65	NA	NA	0.788	0.54	NA	NA	NA	NA	NA
1933	1.035	1.093	0.335	0.157	NA	0.488	NA	NA	NA	NA	0.604	0.269	0.238	0.283	0.278	NA	NA	NA	NA	NA	0.714	NA	NA	0.738	0.538	NA	NA	NA	0.084	NA
1934	0.705	0.762	0.306	0.366	NA	0.409	NA	NA	NA	NA	0.507	0.223	0.242	0.194	0.304	NA	NA	NA	NA	NA	0.778	NA	NA	0.834	0.455	NA	NA	NA	0.181	NA
1935	0.922	1.179	0.337	0.457	NA	0.495	NA	NA	NA	NA	0.677	0.367	0.35	0.315	0.368	NA	NA	NA	NA	NA	0.865	NA	NA	0.925	0.702	NA	NA	NA	0.191	NA
1936	1.035	1.317	0.44	0.54	NA	0.431	NA	NA	NA	NA	0.589	0.334	0.284	0.345	0.374	NA	NA	NA	NA	NA	0.833	NA	NA	0.646	0.547	NA	NA	NA	0.225	NA
1937	0.945	1.024	0.532	0.688	NA	0.482	0.101	NA	NA	NA	0.577	0.304	0.396	0.42	0.488	NA	NA	NA	NA	NA	0.583	0.596	NA	0.676	0.456	NA	NA	NA	0.241	NA
1938	0.678	0.807	0.44	0.52	NA	0.659	0.325	NA	NA	NA	0.579	0.395	0.262	0.263	0.629	NA	NA	NA	NA	NA	0.669	0.468	NA	0.593	0.455	0.439	NA	NA	0.455	NA
1939	0.824	1.014	0.438	0.381	NA	0.717	0.517	NA	NA	NA	0.408	0.499	0.323	0.211	0.218	NA	NA	NA	NA	NA	0.932	0.52	NA	0.671	0.479	0.478	NA	NA	0.903	NA
1940	0.562	0.678	0.272	0.443	NA	0.543	0.588	NA	NA	0.325	0.282	0.301	0.241	0.233	0.262	NA	NA	NA	NA	NA	0.759	0.474	0.246	0.352	0.517	0.352	NA	NA	0.79	NA
