# Larson - Bohlin Horse Barn - QUSP - ITRDB WI017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33918
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33918.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Bohlin Horse Barn - QUSP - ITRDB WI017
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bohlin Horse Barn
#   Location: Wisconsin
#   Northernmost_Latitude: 42.89
#   Southernmost_Latitude: 42.89
#   Easternmost_Longitude: -90.64
#   Westernmost_Longitude: -90.64
#   Elevation_m: 310
#--------------------
# Data_Collection
#   Collection_Name: WI017
#   First_Year: 1757
#   Last_Year: 1854
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BHB001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHB001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHB001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHB001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHB001C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHB001C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHB009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHB009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BHB009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BHB009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BHB001A_raw	BHB001B_raw	BHB001C_raw	BHB009A_raw	BHB009B_raw
1757	2.917	NA	NA	NA	NA
1758	2.955	NA	NA	NA	NA
1759	3.079	NA	NA	NA	2.226
1760	2.687	NA	NA	NA	1.808
1761	2.347	NA	NA	NA	2.723
1762	1.892	NA	NA	NA	3.092
1763	1.389	NA	NA	NA	1.907
1764	1.249	NA	NA	NA	2.07
1765	1.441	NA	NA	NA	2.292
1766	1.713	NA	NA	NA	2.793
1767	1.901	NA	NA	NA	2.949
1768	1.753	NA	NA	NA	2.686
1769	2.188	NA	NA	NA	2.459
1770	1.256	1.481	NA	NA	1.633
1771	1.038	1.34	NA	1.58	1.255
1772	0.798	1.403	NA	1.691	1.096
1773	0.914	1.774	NA	1.964	1.279
1774	0.751	1.605	NA	2.542	1.415
1775	1.035	1.503	NA	3.145	1.39
1776	1.115	1.476	NA	2.741	1.158
1777	0.944	1.138	NA	2.665	0.96
1778	0.98	1.334	NA	1.877	0.427
1779	1.506	1.668	NA	0.862	0.65
1780	1.039	0.801	NA	1.288	0.577
1781	1.745	1.012	NA	1.032	0.965
1782	1.106	0.739	NA	1.41	0.691
1783	0.95	0.672	NA	0.899	0.708
1784	1.121	0.991	NA	0.788	0.766
1785	1.032	1.088	NA	1.059	0.737
1786	1.516	1.444	NA	1.511	0.928
1787	1.637	1.526	NA	1.936	1.129
1788	1.86	1.877	NA	2.456	1.4
1789	1.535	1.592	NA	2.656	1.413
1790	1.228	1.229	NA	2.13	1.411
1791	1.161	1.113	NA	1.891	0.531
1792	2.027	1.554	NA	0.651	0.786
1793	1.594	1.602	NA	1.615	1.085
1794	1.271	1.717	NA	1.722	1.189
1795	0.643	1.157	NA	1.502	0.919
1796	1.464	1.69	NA	0.75	1.095
1797	0.738	1.191	NA	1.158	1.484
1798	1.094	1.468	NA	1.749	1.248
1799	0.782	0.985	NA	1.223	1.065
1800	0.655	0.878	NA	0.864	0.771
1801	0.762	1.065	NA	0.652	1.158
1802	0.993	1.52	NA	1.397	1.497
1803	1.673	3.888	NA	1.726	1.535
1804	2.157	2.769	NA	1.971	1.392
1805	1.035	1.226	NA	2.045	1.034
1806	1.48	1.397	NA	1.621	1.207
1807	1.223	1.207	NA	2.092	0.953
1808	1.193	1.376	NA	1.855	0.889
1809	1.195	1.185	NA	2.085	0.74
1810	2.306	1.727	NA	2.25	0.762
1811	1.531	1.287	NA	2.518	0.867
1812	2.364	1.609	NA	2.305	0.777
1813	1.565	1.457	NA	1.592	0.697
1814	1.928	1.679	NA	2.011	0.822
1815	2.416	1.56	NA	1.781	0.908
1816	1.284	1.025	NA	1.383	0.754
1817	1.013	1.405	NA	1.943	0.941
1818	0.761	1.078	NA	1.352	0.902
1819	0.572	0.801	1.287	1.626	1.047
1820	0.571	0.847	1.277	1.203	0.918
1821	0.466	0.864	1.193	1.094	0.571
1822	0.653	1.166	1.343	1.409	0.656
1823	0.484	0.802	1.08	1.327	0.74
1824	0.635	0.93	1.268	1.895	1.013
1825	0.656	0.973	1.296	1.687	1.036
1826	0.677	0.865	1.19	1.617	1.054
1827	0.676	1.078	1.514	2.237	1.206
1828	0.656	0.991	1.27	2.285	0.888
1829	0.465	0.697	0.882	1.415	0.614
1830	0.571	1.012	0.993	1.46	0.741
1831	0.614	1.016	1.076	1.693	1.017
1832	0.74	1.04	1.506	1.755	1.098
1833	0.677	1.034	1.225	1.732	1.213
1834	0.825	1.038	1.647	2.01	1.26
1835	0.507	0.613	0.762	0.973	0.655
1836	0.359	0.486	0.527	0.613	0.677
1837	0.445	0.528	0.551	0.635	0.444
1838	0.317	0.381	0.549	0.571	0.677
1839	0.317	0.402	0.466	0.508	NA
1840	0.297	0.466	0.967	0.592	NA
1841	0.402	0.486	1.14	0.762	NA
1842	0.466	0.465	0.864	0.635	NA
1843	0.317	0.53	1.1	0.677	NA
1844	0.337	0.509	1.056	0.635	NA
1845	0.549	0.613	1.495	0.593	NA
1846	0.507	0.614	1.196	0.571	NA
1847	0.36	0.571	1.161	0.592	NA
1848	0.445	0.505	1.051	0.593	NA
1849	0.401	0.549	1.07	0.611	NA
1850	0.38	0.526	1.053	0.592	NA
1851	0.318	0.528	1.011	0.718	NA
1852	0.359	0.402	0.57	0.507	NA
1853	0.317	0.794	1.117	0.571	NA
1854	0.424	NA	0.937	0.465	NA
