# Graybill - Frosty Park - PIFL - ITRDB CO535
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3356
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3356.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES NAmerica 2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co535-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co535-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co535.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co535.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1997-01-06
#--------------------
# File_Last_Modified_Date
#   Date: 1997-01-06
#--------------------
# Title
#   Study_Name: Graybill - Frosty Park - PIFL - ITRDB CO535
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frosty Park
#   Location: Colorado
#   Northernmost_Latitude: 38.77
#   Southernmost_Latitude: 38.77
#   Easternmost_Longitude: -104.97
#   Westernmost_Longitude: -104.97
#   Elevation_m: 3218
#--------------------
# Data_Collection
#   Collection_Name: CO535
#   First_Year: 1320
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus flexilis E. James
#   Common_Name: limber pine
#   Tree_Species_Code: PIFL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FRL011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRL142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRL142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FRL011_raw	FRL012_raw	FRL021_raw	FRL022_raw	FRL031_raw	FRL032_raw	FRL033_raw	FRL041_raw	FRL042_raw	FRL051_raw	FRL052_raw	FRL061_raw	FRL062_raw	FRL071_raw	FRL072_raw	FRL081_raw	FRL082_raw	FRL091_raw	FRL092_raw	FRL101_raw	FRL102_raw	FRL111_raw	FRL112_raw	FRL121_raw	FRL122_raw	FRL131_raw	FRL132_raw	FRL141_raw	FRL142_raw
1313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA
1314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA
1315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA
1317	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA
1318	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA
1319	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA
1320	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.95
1321	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	1.97
1322	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	2.2
1323	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	1.69
1324	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	1.26
1325	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	1.38
1326	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	1.1
1327	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	2.01	1.11
1328	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	2.33	1.37
1329	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	2.16	1.28
1330	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	1.73	1.26
1331	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	1.69	1.36
1332	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	1.92	1.42
1333	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	1.97	1.35
1334	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	1.68	1.26
1335	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	1.11	0.97
1336	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	1.22	1.04
1337	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	1.6	1.21
1338	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	1.46	1.2
1339	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	1.84	1.51
1340	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA	1.57	1.16
1341	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	1.38	0.96
1342	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	1.19	0.96
1343	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	1.36	0.89
1344	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	1.36	0.99
1345	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	1.43	1.06
1346	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	1.42	1.14
1347	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	1.46	1.36
1348	NA	NA	NA	NA	0.59	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	1.27	1.37
1349	NA	NA	NA	NA	0.6	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.65	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	0.99	1.17
1350	NA	NA	NA	NA	0.82	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	1.25	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	1.28	1.53
1351	NA	NA	NA	NA	0.86	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.97	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	1.03	1.36
1352	NA	NA	NA	NA	0.67	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.75	NA	NA	NA	1.15	0.67	NA	NA	NA	NA	NA	1.16	1.39
1353	NA	NA	NA	NA	0.61	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.68	NA	NA	NA	1.11	0.77	NA	NA	NA	NA	NA	1.32	1.38
1354	NA	NA	NA	NA	0.4	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.72	NA	NA	NA	0.93	0.69	NA	NA	NA	NA	NA	0.93	1.04
1355	NA	NA	NA	NA	0.59	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.93	NA	NA	NA	0.94	0.71	NA	NA	NA	NA	NA	1.55	1.25
1356	NA	NA	NA	NA	0.64	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.89	NA	NA	NA	1.09	0.76	NA	NA	NA	NA	NA	1.86	1.57
1357	NA	NA	NA	NA	0.52	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.84	NA	NA	NA	1.12	0.8	NA	NA	NA	NA	NA	1.45	1.73
1358	NA	NA	NA	NA	0.57	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.98	NA	NA	NA	1.24	0.75	NA	NA	NA	NA	NA	1.59	1.89
