# Larson - Aslek Olson Lie House - QUSP - ITRDB WI015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33916
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33916.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi015-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi015-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi015.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Aslek Olson Lie House - QUSP - ITRDB WI015
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Aslek Olson Lie House
#   Location: Wisconsin
#   Northernmost_Latitude: 42.969
#   Southernmost_Latitude: 42.969
#   Easternmost_Longitude: -90.021
#   Westernmost_Longitude: -90.021
#   Elevation_m: 357
#--------------------
# Data_Collection
#   Collection_Name: WI015
#   First_Year: 1713
#   Last_Year: 1848
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AOL001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AOL005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AOL005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AOL001A_raw	AOL002A_raw	AOL002B_raw	AOL003A_raw	AOL003B_raw	AOL004A_raw	AOL004B_raw	AOL005A_raw
1713	NA	NA	NA	NA	0.719	NA	NA	NA
1714	NA	NA	NA	NA	0.888	NA	NA	NA
1715	NA	NA	NA	NA	0.587	NA	NA	NA
1716	NA	NA	NA	NA	0.602	NA	NA	NA
1717	NA	NA	NA	NA	0.393	NA	NA	NA
1718	NA	NA	NA	NA	0.282	NA	NA	NA
1719	NA	NA	NA	NA	0.388	NA	NA	NA
1720	NA	NA	NA	NA	0.454	NA	NA	NA
1721	NA	NA	NA	NA	0.639	NA	NA	NA
1722	3.544	NA	NA	NA	0.894	NA	NA	NA
1723	1.847	NA	NA	NA	0.792	NA	NA	NA
1724	2.64	NA	NA	NA	0.757	NA	NA	NA
1725	3.093	NA	NA	NA	1.061	NA	NA	NA
1726	2.538	NA	NA	NA	0.587	NA	NA	NA
1727	2.471	NA	NA	NA	1.154	NA	NA	NA
1728	1.916	NA	0.795	0.271	0.823	NA	NA	NA
1729	2.069	NA	0.575	0.34	0.933	NA	NA	NA
1730	2.233	NA	0.878	0.413	0.721	NA	NA	NA
1731	1.457	NA	0.63	0.326	0.636	NA	NA	NA
1732	1.852	NA	0.58	0.453	0.877	NA	NA	NA
1733	1.791	NA	0.889	0.5	0.677	NA	NA	NA
1734	1.66	NA	1.205	0.46	0.679	NA	NA	NA
1735	2.001	NA	1.28	0.544	0.821	NA	0.509	NA
1736	1.651	NA	0.866	0.461	0.799	NA	0.462	NA
1737	2.208	NA	1.121	0.544	0.825	NA	0.436	NA
1738	1.355	NA	1.059	0.398	0.579	NA	0.5	NA
1739	1.344	NA	1.201	0.5	0.817	NA	0.572	NA
1740	1.637	NA	1.676	0.61	0.747	NA	0.392	NA
1741	1.662	NA	1.104	0.729	0.883	NA	0.453	NA
1742	1.209	NA	0.958	0.71	0.591	NA	0.304	NA
1743	1.572	NA	1.513	0.837	0.74	NA	0.429	NA
1744	1.379	NA	0.936	0.504	0.55	NA	0.515	NA
1745	1.708	NA	1.159	0.924	0.85	NA	1.033	NA
1746	1.265	NA	1.157	0.842	0.846	NA	0.85	NA
1747	1.412	NA	1.21	0.947	0.944	NA	0.495	NA
1748	1.117	NA	0.952	0.772	0.765	NA	0.512	NA
1749	1.209	NA	1.203	0.866	0.775	NA	0.656	NA
1750	1.546	NA	1.072	0.785	0.88	2.372	0.679	NA
1751	1.57	NA	1.363	0.805	0.789	2.21	0.706	NA
1752	1.358	NA	0.962	0.79	0.911	1.243	0.437	NA
1753	1.533	NA	1.454	1.053	0.852	0.906	0.458	NA
1754	2.232	NA	1.578	1.098	0.939	1.349	0.758	NA
1755	1.125	NA	0.926	1.161	1.096	1.557	0.682	NA
1756	1.025	NA	1.028	1.374	1.145	1.331	0.61	NA
1757	0.878	NA	0.866	0.748	0.775	0.779	0.442	NA
1758	1.34	NA	1.064	0.849	0.75	1.243	0.589	NA
1759	1.514	NA	0.815	1.044	0.841	1.124	0.538	NA
1760	1.842	NA	1.28	0.946	0.726	0.79	0.387	NA
1761	1.602	1.206	1.122	1.079	0.976	0.474	0.413	NA
1762	1.718	1.027	1.117	1.154	0.895	0.63	0.431	NA
1763	1.041	1.016	0.948	0.944	0.826	0.629	0.565	NA
1764	1.096	1.056	0.879	1.143	0.917	0.743	0.679	NA
1765	1.278	0.741	0.79	0.971	0.898	0.896	0.855	NA
1766	1.723	0.719	0.715	0.945	0.853	0.937	0.593	NA
1767	1.505	0.634	0.526	0.865	0.54	1.4	0.699	NA
1768	1.214	0.592	0.591	0.771	0.515	1.597	0.622	NA
1769	1.71	0.677	0.686	1.029	1.171	1.317	0.62	NA
1770	1.379	0.572	0.531	0.804	0.908	0.991	0.564	NA
1771	1.206	0.507	0.523	0.807	1.262	1.108	0.715	NA
1772	1.618	0.824	0.587	0.74	0.947	1.036	0.794	NA
1773	2.193	1.29	0.798	0.994	1.01	1.221	0.882	NA
1774	2.3	1.628	1.243	1.291	1.213	1.176	1.274	NA
1775	2.059	1.587	1.087	1.095	0.881	1.415	1.245	NA
1776	0.959	0.867	0.641	0.894	0.807	1.094	1.128	NA
1777	1.396	1.354	0.877	0.964	0.852	0.828	0.978	NA
1778	1.374	1.121	0.875	0.852	0.681	0.749	0.969	NA
1779	2.118	1.566	1.19	1.052	0.927	1.033	1.03	NA
1780	2.014	1.287	0.917	0.759	0.649	0.552	0.656	NA
1781	1.617	1.396	1.047	0.927	0.853	0.675	0.803	NA
1782	1.825	1.437	1.032	0.907	0.845	0.488	0.676	NA
1783	1.416	1.164	0.839	0.906	0.884	0.593	0.645	NA
1784	1.813	1.418	0.998	1.037	1.218	0.465	0.63	NA
1785	1.558	1.164	0.975	0.846	1.103	0.554	0.713	NA
1786	1.46	1.122	1.047	0.946	0.766	0.447	0.483	0.516
1787	1.204	0.951	1.017	0.887	0.961	0.558	0.608	0.47
1788	2.065	1.291	1.105	0.93	1.015	0.705	0.611	0.549
1789	1.585	1.355	0.95	0.972	1.012	0.636	0.55	0.756
1790	1.474	1.482	1.063	0.843	0.868	0.509	0.589	0.839
1791	1.039	1.058	0.776	0.719	0.848	0.387	0.421	0.808
1792	1.253	1.397	1.248	0.801	0.914	0.418	0.499	1.054
1793	1.481	1.48	1.156	0.864	0.893	0.583	0.668	1.501
1794	1.357	1.077	0.941	0.823	0.924	0.625	0.867	1.389
1795	1.21	1.267	1.195	0.868	1.089	0.692	1.051	1.087
1796	1.145	1.079	0.985	0.739	0.84	0.924	1.02	1.456
1797	1.424	1.503	1.283	0.801	0.964	1.019	1.264	0.906
1798	1.139	1.333	0.981	0.739	0.834	0.693	0.829	1.012
1799	1.165	1.164	0.903	0.613	0.716	0.661	0.835	0.843
1800	1.19	0.719	0.659	0.547	0.715	0.609	0.567	0.856
1801	1.318	1.058	0.946	0.756	0.903	0.737	0.966	0.955
1802	1.272	0.804	0.937	0.715	0.92	0.833	1.141	1.042
1803	1.222	0.823	0.731	0.708	0.831	1.042	1.01	0.745
1804	1.138	0.741	0.713	0.61	0.815	0.861	0.939	0.807
1805	1.039	0.862	0.731	0.759	0.904	0.982	0.94	0.771
1806	1.151	0.845	0.736	0.632	0.824	1.103	1.166	1.061
1807	1.035	0.992	0.79	0.672	0.803	1.198	1.256	1.073
1808	0.776	0.611	0.582	0.801	0.719	0.726	1.174	0.501
1809	0.766	0.929	0.622	0.715	0.571	0.744	0.87	0.612
1810	1.371	1.058	0.71	0.67	0.674	0.937	1.209	0.773
