# Peltier - Southwest Ecological Memory Project Site J3-P8 - PIED - ITRDB NM625
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35511
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35511.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm625-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm625-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm625.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm625.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site J3-P8 - PIED - ITRDB NM625
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. Sites J3 (Juniper) and P8 (Pinyon) are co-located. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site J3-P8
#   Location: New Mexico
#   Northernmost_Latitude: 36.4
#   Southernmost_Latitude: 36.4
#   Easternmost_Longitude: -107.1
#   Westernmost_Longitude: -107.1
#   Elevation_m: 2246
#--------------------
# Data_Collection
#   Collection_Name: NM625
#   First_Year: 1850
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NMP0801A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0801A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0801B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0801B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0802A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0802A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0802C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0802C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0803A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0803A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0803B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0803B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0804A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0804A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0805A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0805A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0805B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0805B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0806A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0806A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0806B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0806B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0807A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0807A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0807B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0807B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0809A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0809A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0809B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0809B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0810A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0810A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0810B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0810B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0811A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0811A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0811B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0811B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0812A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0812A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0812B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0812B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0813A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0813A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0813B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0813B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0814A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0814A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0814B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0814B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0815A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0815A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NMP0815B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NMP0815B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NMP0801A_raw	NMP0801B_raw	NMP0802A_raw	NMP0802C_raw	NMP0803A_raw	NMP0803B_raw	NMP0804A_raw	NMP0805A_raw	NMP0805B_raw	NMP0806A_raw	NMP0806B_raw	NMP0807A_raw	NMP0807B_raw	NMP0809A_raw	NMP0809B_raw	NMP0810A_raw	NMP0810B_raw	NMP0811A_raw	NMP0811B_raw	NMP0812A_raw	NMP0812B_raw	NMP0813A_raw	NMP0813B_raw	NMP0814A_raw	NMP0814B_raw	NMP0815A_raw	NMP0815B_raw
1850	1.067	1.316	NA	NA	NA	NA	NA	NA	NA	NA	0.403	NA	NA	NA	NA	NA	NA	0.935	0.556	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.355	0.349	NA	NA	NA	NA	NA	NA	NA	NA	0.318	NA	NA	NA	NA	NA	NA	0.507	0.43	NA	NA	NA	NA	NA	NA	NA	NA
1852	0.89	0.731	NA	NA	NA	NA	NA	NA	NA	NA	0.546	NA	NA	NA	NA	NA	NA	0.788	0.734	NA	NA	NA	NA	NA	NA	NA	NA
1853	0.606	0.526	NA	NA	NA	NA	NA	NA	NA	NA	0.523	NA	NA	NA	NA	NA	NA	0.591	0.694	NA	NA	NA	NA	NA	NA	NA	NA
1854	0.528	0.479	NA	NA	NA	NA	NA	NA	NA	NA	0.459	NA	NA	NA	NA	NA	NA	0.424	0.551	NA	NA	NA	NA	NA	NA	NA	NA
1855	0.659	0.795	NA	NA	NA	NA	NA	NA	NA	NA	0.433	NA	NA	NA	NA	NA	NA	0.545	0.537	NA	NA	NA	NA	NA	NA	NA	NA
1856	0.377	0.418	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	0.449	0.341	NA	NA	NA	NA	NA	NA	NA	NA
1857	0.448	0.487	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.49	0.575	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.53	0.563	NA	NA	NA	NA	NA	NA	NA	NA	0.555	NA	NA	NA	NA	NA	NA	0.552	0.669	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.697	0.702	NA	NA	NA	NA	NA	NA	NA	NA	0.644	NA	NA	NA	NA	NA	NA	0.675	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.74	0.659	NA	NA	NA	NA	NA	NA	NA	NA	0.544	NA	NA	NA	NA	0.101	0.133	0.515	0.65	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.372	0.274	NA	NA	NA	NA	NA	NA	NA	NA	0.239	NA	NA	NA	NA	0.219	0.142	0.235	0.263	NA	NA	NA	NA	NA	NA	NA	NA
1862	1.086	0.877	NA	NA	NA	NA	NA	NA	NA	NA	0.456	NA	NA	NA	NA	0.151	0.239	0.633	0.719	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.777	0.688	NA	NA	NA	NA	NA	NA	NA	NA	0.515	NA	NA	NA	NA	0.25	0.255	0.698	0.762	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.443	0.494	NA	NA	NA	NA	NA	NA	NA	NA	0.488	NA	NA	NA	NA	0.319	0.395	0.545	0.516	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.647	0.819	NA	NA	NA	NA	NA	NA	NA	NA	0.522	NA	NA	NA	NA	0.14	0.127	0.757	0.697	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.646	0.604	NA	NA	NA	NA	NA	NA	NA	NA	0.778	NA	NA	NA	NA	0.598	0.705	0.948	0.73	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.665	0.763	NA	NA	NA	NA	NA	NA	NA	NA	0.557	NA	NA	NA	NA	0.606	0.678	1.016	0.911	NA	NA	NA	NA	NA	NA	NA	NA
1868	0.517	0.839	NA	NA	NA	NA	NA	NA	NA	NA	0.771	NA	NA	NA	NA	0.355	0.283	1.091	0.934	NA	NA	NA	NA	NA	NA	NA	NA
1869	0.83	1.428	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	0.521	0.474	0.951	0.925	NA	NA	NA	NA	NA	NA	NA	NA
1870	0.457	0.679	NA	NA	NA	NA	NA	NA	NA	0.847	0.523	NA	NA	NA	NA	0.63	0.545	0.508	0.627	NA	NA	NA	NA	NA	NA	NA	NA
1871	0.49	0.64	NA	NA	NA	NA	NA	NA	NA	0.698	0.425	NA	NA	NA	NA	0.859	0.761	0.484	0.598	NA	NA	NA	NA	NA	NA	NA	NA
1872	0.517	0.718	NA	NA	NA	NA	NA	NA	NA	0.689	0.545	NA	NA	NA	NA	1.162	1.104	0.499	0.839	NA	NA	NA	NA	NA	NA	NA	NA
1873	0.658	0.699	NA	NA	NA	NA	NA	NA	NA	0.564	0.421	NA	NA	NA	NA	0.952	0.935	0.443	0.874	NA	NA	NA	NA	NA	NA	NA	NA
1874	0.639	0.643	NA	NA	NA	NA	NA	NA	NA	0.419	0.336	NA	NA	NA	NA	0.506	0.476	0.388	0.597	NA	NA	NA	NA	NA	NA	NA	NA
1875	0.695	0.584	NA	NA	NA	NA	NA	NA	NA	0.448	0.548	NA	NA	NA	NA	0.441	0.362	0.485	0.682	NA	NA	NA	NA	NA	NA	NA	NA
1876	0.47	0.533	NA	NA	NA	NA	NA	NA	NA	0.39	0.347	NA	NA	NA	NA	0.867	0.816	0.365	0.527	NA	NA	NA	NA	NA	NA	NA	NA
1877	0.57	0.575	NA	NA	NA	NA	NA	NA	NA	0.428	0.442	NA	NA	NA	NA	0.996	0.759	0.56	0.765	NA	NA	NA	NA	NA	NA	NA	NA
1878	0.568	0.54	NA	NA	NA	NA	NA	NA	NA	0.544	0.582	NA	NA	NA	NA	0.697	0.53	0.695	0.812	NA	NA	NA	NA	NA	NA	NA	NA
1879	0.41	0.339	NA	NA	NA	NA	NA	NA	NA	0.317	0.307	NA	NA	NA	NA	0.618	0.532	0.469	0.645	NA	NA	NA	NA	NA	NA	NA	NA
1880	0.173	0.173	NA	NA	NA	NA	NA	NA	NA	0.101	0.189	NA	NA	NA	NA	0.398	0.479	0.214	0.343	0.559	NA	NA	NA	NA	NA	NA	NA
1881	0.266	0.259	NA	NA	NA	NA	NA	NA	NA	0.165	0.176	NA	NA	NA	NA	0.451	0.39	0.183	0.273	0.577	NA	NA	NA	NA	NA	NA	NA
1882	0.308	0.31	NA	NA	NA	NA	NA	NA	NA	0.149	0.147	NA	NA	NA	NA	0.387	0.357	0.193	0.171	0.413	NA	NA	NA	NA	NA	NA	NA
1883	0.055	0.075	NA	NA	NA	NA	NA	NA	NA	0.078	0.095	NA	NA	NA	NA	0.114	0.106	0.106	0.166	0.131	NA	NA	NA	NA	NA	NA	NA
1884	0.347	0.353	NA	NA	NA	NA	NA	NA	NA	0.345	0.413	NA	NA	NA	NA	0.171	0.158	0.314	0.366	0.425	NA	NA	NA	NA	NA	NA	NA
1885	0.843	0.755	NA	NA	NA	NA	NA	NA	NA	0.303	0.354	NA	NA	NA	NA	0.244	0.207	0.804	0.994	1.041	NA	NA	NA	NA	NA	NA	NA
1886	0.759	0.657	NA	NA	NA	NA	NA	NA	NA	0.232	0.242	NA	NA	NA	NA	0.625	0.539	0.682	0.791	1.046	NA	NA	NA	NA	NA	NA	NA
1887	0.426	0.486	NA	NA	NA	NA	NA	NA	NA	0.349	0.341	NA	NA	NA	NA	0.738	0.763	0.511	0.567	0.926	NA	NA	NA	NA	NA	NA	NA
1888	0.72	0.512	NA	NA	NA	NA	NA	NA	NA	0.332	0.286	NA	NA	NA	NA	0.585	0.781	0.878	0.659	0.902	NA	NA	NA	NA	NA	NA	NA
1889	0.655	0.661	NA	NA	NA	NA	NA	NA	NA	0.241	0.235	NA	NA	NA	NA	0.802	0.789	0.511	0.451	0.888	NA	NA	NA	NA	NA	NA	NA
1890	0.567	0.588	NA	NA	0.702	NA	0.302	NA	NA	0.604	0.603	NA	NA	NA	NA	0.746	0.656	0.379	0.149	0.822	0.485	NA	NA	NA	0.705	NA	NA
1891	0.847	0.857	NA	NA	0.601	NA	0.155	NA	NA	0.738	0.726	NA	NA	NA	NA	0.299	0.28	0.643	0.4	1.357	1.189	NA	NA	NA	0.925	NA	NA
1892	0.907	1.229	NA	NA	0.787	NA	0.361	NA	NA	0.545	0.454	NA	NA	NA	NA	0.706	0.611	0.603	0.445	1.534	1.078	NA	NA	NA	0.988	NA	NA
1893	0.644	0.718	NA	NA	0.638	NA	0.257	NA	NA	0.439	0.403	NA	NA	NA	NA	0.881	0.812	0.301	0.248	0.84	0.693	NA	NA	NA	0.568	NA	NA
1894	0.518	0.562	NA	NA	0.649	NA	0.116	NA	NA	0.613	0.587	NA	NA	NA	NA	0.629	0.608	0.413	0.293	0.882	0.835	NA	NA	NA	0.604	NA	NA
1895	0.813	0.967	NA	NA	0.969	NA	0.488	NA	NA	0.287	0.27	NA	NA	NA	NA	0.66	0.556	0.648	0.603	1.118	1.206	NA	NA	NA	1.057	NA	NA
1896	0.415	0.478	NA	NA	0.594	NA	0.356	NA	NA	0.868	0.769	NA	NA	NA	NA	0.863	0.739	0.159	0.184	0.627	0.457	NA	NA	NA	0.382	NA	NA
1897	0.975	0.981	NA	NA	0.73	NA	0.121	NA	NA	0.562	0.638	NA	NA	NA	NA	0.38	0.329	0.514	0.591	0.643	0.73	NA	NA	NA	0.638	NA	NA
1898	0.828	0.813	NA	NA	0.728	NA	0.164	NA	NA	0.4	0.429	NA	NA	NA	NA	0.821	0.807	0.454	0.431	0.548	0.853	NA	NA	NA	0.515	NA	NA
1899	0.367	0.422	NA	NA	0.678	NA	0.381	NA	NA	0.275	0.343	NA	NA	NA	NA	0.521	0.516	0.22	0.229	0.963	1.053	NA	NA	NA	0.494	NA	NA
1900	0.145	0.126	NA	NA	0.245	0.292	0.364	NA	NA	0	0	NA	NA	NA	NA	0.224	0.121	0	0	0.338	0.316	NA	NA	0.397	0.414	NA	NA
1901	0.36	0.393	NA	NA	0.547	0.647	0.187	NA	NA	0.352	0.44	NA	NA	NA	NA	0.239	0.316	0.273	0.246	1.203	0.868	NA	NA	0.638	0.494	NA	NA
1902	0.214	0.218	NA	NA	0.329	0.376	0.045	NA	NA	0.155	0.228	NA	NA	NA	NA	0.07	0.076	0.102	0.093	0.539	0.378	NA	NA	0.392	0.192	NA	NA
1903	0.812	0.804	NA	NA	1.038	1.351	0.384	NA	NA	0.523	0.53	NA	NA	NA	NA	0.539	0.454	0.702	0.669	2.153	1.346	NA	NA	1.036	0.994	NA	NA
1904	0.4	0.31	NA	NA	0.202	0.362	0	NA	NA	0.04	0.116	NA	NA	NA	NA	0.06	0.027	0.119	0.086	0.511	0.337	NA	NA	0.19	0.181	NA	NA
1905	1.133	1.264	NA	NA	1.713	2.446	0.534	NA	NA	0.829	0.784	NA	NA	NA	NA	0.736	0.824	1.205	1.114	2.095	1.727	NA	NA	1.353	1.144	NA	NA
1906	0.978	1.033	NA	NA	1.431	2.072	0.564	NA	NA	1.068	0.815	NA	NA	NA	NA	1.042	1.128	1.078	1.021	1.314	1.145	NA	NA	1.149	0.937	NA	NA
