# Larson - Weir White Oaks - QUMA - ITRDB WI058
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33960
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33960.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi058-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi058-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi058.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi058.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Weir White Oaks - QUMA - ITRDB WI058
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Weir White Oaks
#   Location: Wisconsin
#   Northernmost_Latitude: 42.577
#   Southernmost_Latitude: 42.577
#   Easternmost_Longitude: -89.905
#   Westernmost_Longitude: -89.905
#   Elevation_m: 258
#--------------------
# Data_Collection
#   Collection_Name: WI058
#   First_Year: 1788
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WWO001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWO010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWO010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WWO001A_raw	WWO001B_raw	WWO002A_raw	WWO002B_raw	WWO003A_raw	WWO003B_raw	WWO004A_raw	WWO004B_raw	WWO005A_raw	WWO005B_raw	WWO006A_raw	WWO006B_raw	WWO007A_raw	WWO007B_raw	WWO008A_raw	WWO008B_raw	WWO009A_raw	WWO009B_raw	WWO010A_raw	WWO010B_raw
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.765	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.276	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.487	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.423	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.339	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	0.282	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	0.448	NA	NA	NA	NA	NA	0.339	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	0.411	NA	NA	NA	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	0.424	NA	NA	NA	NA	NA	0.275	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	0.638	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	0.697	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	0.664	NA	NA	NA	NA	NA	0.317	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	0.569	NA	NA	NA	NA	NA	0.318	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	0.886	NA	NA	NA	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	0.627	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	0.576	NA	NA	NA	NA	NA	0.318	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	0.284	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	0.231	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	0.783	NA	NA	NA	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	0.212	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	0.848	NA	NA	NA	NA	NA	0.275	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	0.741	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	0.491	NA	NA	NA	NA	NA	0.593	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	1.059	NA	NA	0.738	NA	NA	NA	NA	NA	0.699	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	1.312	NA	NA	0.381	NA	NA	NA	NA	NA	0.741	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	0.943	0.91	NA	NA	0.403	NA	NA	NA	NA	NA	0.699	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	1.198	0.931	NA	NA	0.869	NA	NA	NA	NA	NA	0.571	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	2.161	0.974	NA	NA	0.57	NA	NA	NA	NA	NA	0.889	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	1.63	0.995	NA	NA	1.08	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	1.926	0.995	NA	NA	0.466	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	1.164	0.423	NA	NA	0.805	NA	NA	NA	NA	NA	0.423	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	1.609	0.55	NA	NA	0.528	NA	NA	NA	NA	NA	0.825	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	1.058	0.466	NA	NA	0.49	NA	NA	NA	NA	NA	0.699	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	1.143	0.805	NA	NA	0.442	NA	NA	NA	NA	NA	0.593	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	0.783	0.91	NA	NA	0.339	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	0.741	0.656	NA	NA	0.339	NA	NA	NA	NA	NA	0.487	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	1.037	0.889	NA	NA	0.698	NA	NA	NA	NA	NA	0.423	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	1.312	1.164	NA	NA	0.572	NA	NA	NA	NA	NA	0.931	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	1.545	1.164	NA	NA	0.572	NA	NA	NA	NA	NA	0.804	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	1.884	0.868	NA	NA	0.486	NA	NA	NA	NA	NA	0.741	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	1.185	1.143	NA	NA	1.081	NA	NA	NA	NA	NA	0.656	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	1.736	1.355	NA	NA	1.227	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	1.418	0.995	NA	NA	1.291	NA	NA	NA	NA	NA	0.677	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	1.27	0.91	NA	NA	1.609	NA	NA	NA	NA	NA	0.699	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.974	1.101	NA	NA	1.229	NA	NA	NA	NA	NA	0.487	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	2.307	1.841	NA	NA	1.205	NA	NA	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	1.99	1.418	NA	NA	0.889	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	2.561	1.757	NA	NA	0.995	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	2.879	1.99	NA	NA	0.593	NA	NA	NA	NA	NA	0.614	NA	NA	NA	NA	NA	0.661	NA
1852	NA	0.81	2.095	1.376	NA	NA	0.846	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	0.635	NA
1853	NA	1.146	2.604	2.455	NA	NA	1.292	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	0.774	NA
