# Graybill - Deer Mountain - PIPO - ITRDB CO532
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3349
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3349.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co532-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co532-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co532.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co532.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Deer Mountain - PIPO - ITRDB CO532
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Deer Mountain
#   Location: Colorado
#   Northernmost_Latitude: 40.37
#   Southernmost_Latitude: 40.37
#   Easternmost_Longitude: -105.58
#   Westernmost_Longitude: -105.58
#   Elevation_m: 2605
#--------------------
# Data_Collection
#   Collection_Name: CO532
#   First_Year: 1640
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DMO011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO053_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO053; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO064_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO064; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO083_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO083; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMO112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMO112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DMO011_raw	DMO012_raw	DMO021_raw	DMO022_raw	DMO031_raw	DMO032_raw	DMO041_raw	DMO042_raw	DMO051_raw	DMO052_raw	DMO053_raw	DMO061_raw	DMO062_raw	DMO063_raw	DMO064_raw	DMO071_raw	DMO072_raw	DMO081_raw	DMO082_raw	DMO083_raw	DMO092_raw	DMO093_raw	DMO101_raw	DMO102_raw	DMO111_raw	DMO112_raw
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	2.41	2.11	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	2.14	1.74	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	2.22	2.08	NA	NA	NA	NA	NA	NA	2.52	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	2	1.53	NA	NA	NA	NA	NA	NA	1.92	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	1.63	1.89	NA	NA	NA	NA	NA	NA	1.89	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	2.06	2.03	NA	NA	NA	NA	NA	NA	2.26	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	2.29	2.54	NA	NA	NA	NA	NA	NA	2.72	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	2.53	2.57	NA	NA	NA	NA	NA	NA	2.33	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	1.77	1.4	NA	NA	NA	NA	NA	NA	1.76	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	3.34	2.23	NA	NA	NA	NA	NA	NA	2.58	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	2.27	1.7	NA	NA	NA	NA	NA	NA	1.79	NA	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	2.55	2.01	NA	NA	NA	NA	NA	NA	2.05	0.86	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	1.53	1.04	NA	NA	NA	NA	NA	NA	1.34	0.75	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	1.59	1.34	NA	NA	NA	NA	NA	NA	1.5	0.95	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	2.34	2.62	NA	NA	NA	NA	NA	NA	1.63	1.15	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	1.42	1.24	NA	NA	NA	NA	NA	NA	1.24	0.97	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1649	1.53	1.3	NA	NA	NA	NA	NA	NA	0.83	0.75	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1650	2.22	1.61	NA	NA	NA	NA	NA	NA	1.05	0.86	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	2.47	2.11	NA	NA	NA	NA	NA	NA	1.75	1.28	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1652	1.9	2.12	NA	NA	NA	NA	NA	NA	1.65	1.19	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	0.91	0.88	NA	NA	NA	NA	NA	NA	0.96	0.53	0.62	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	0.15	0.05	NA	NA	NA	NA	NA	NA	0.28	0	0.07	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	1.98	1.56	NA	NA	NA	NA	NA	NA	1.43	0.86	1.47	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	1.97	1.86	NA	NA	NA	NA	NA	NA	1.85	0.9	1.58	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	1.97	1.9	1.68	NA	NA	NA	NA	NA	1.87	0.93	1.72	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	2.34	2.35	1.6	NA	NA	NA	NA	NA	1.76	0.84	1.71	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	2.05	1.89	1.96	NA	NA	NA	NA	NA	1.59	0.97	1.65	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	2.05	1.94	2.26	NA	NA	NA	NA	NA	1.88	1.22	1.79	NA	NA	NA	NA	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	2.38	2	1.97	NA	NA	NA	NA	NA	1.85	1.22	1.65	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	2.35	2.01	1.58	NA	NA	NA	NA	NA	1.58	1.05	1.57	NA	NA	NA	NA	3.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	1.89	1.52	1.13	NA	NA	NA	NA	NA	1.4	0.74	1.46	NA	NA	NA	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	1.27	0.99	1.4	NA	NA	NA	NA	NA	0.88	0.57	1.04	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	1.05	0.91	1.58	NA	NA	NA	NA	NA	1.11	1	1.34	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	0.52	0.32	1.64	NA	NA	NA	NA	NA	0.65	0.61	0.87	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	0.52	0.29	1.39	1.21	NA	NA	NA	NA	0.66	0.66	0.85	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	0.45	0.35	0.74	0.49	NA	NA	NA	NA	0.66	0.47	0.55	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	0.5	0.37	1.45	0.78	NA	NA	NA	NA	0.67	0.5	0.49	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	0.77	0.53	1.66	0.88	NA	NA	NA	NA	1.03	0.94	0.8	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	0.62	0.41	1.2	0.79	NA	NA	NA	NA	0.89	0.75	0.88	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
