# Harley - Hoot Woods - QURU - ITRDB IN014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30559
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30559.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in014-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in014-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in014.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in014.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Harley - Hoot Woods - QURU - ITRDB IN014
#--------------------
# Investigators
#   Investigators: Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Van Aken, K.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Eastern Deciduous Forest, Climate response, Palmer Drought Severity Index NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Maxwell, J. T. and Harley, G.L.
#   Journal_Name: Climate Dynamics
#   Published_Title: Increased tree-ring network density reveals more precise estimations of sub-regional hydroclimate variability and climate dynamics in the Midwest, USA
#   Published_Date_or_Year: 2017
#   Volume: 49
#   Pages: 1479-1493
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00382-016-3396-9
#   Full_Citation: None
#   Abstract: Understanding the historic variability in the hydroclimate provides important information on possible extreme dry or wet periods that in turn inform water management plans. Tree rings have long provided historical context of hydroclimate variability of the U.S. However, the tree-ring network used to create these countrywide gridded reconstructions is sparse in certain locations, such as the Midwest. Here, we increase (n = 20) the spatial resolution of the tree-ring network in southern Indiana and compare a summer (June-August) Palmer Drought Severity Index (PDSI) reconstruction to existing gridded reconstructions of PDSI for this region. We find both droughts and pluvials that were previously unknown that rival the most intense PDSI values during the instrumental period. Additionally, historical drought occurred in Indiana that eclipsed instrumental conditions with regard to severity and duration. During the period 1962-2004 CE, we find that teleconnections of drought conditions through the Atlantic Meridional Overturning Circulation have a strong influence (r = -0.60, p < 0.01) on secondary tree growth in this region for the late spring-early summer season. These findings highlight the importance of continuing to increase the spatial resolution of the tree-ring network used to infer past climate dynamics to capture the sub-regional spatial variability. Increasing the spatial resolution of the tree-ring network for a given region can better identify sub-regional variability, improve the accuracy of regional tree-ring PDSI reconstructions, and provide better information for climatic teleconnections.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hoot Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.25
#   Southernmost_Latitude: 39.25
#   Easternmost_Longitude: -86.89
#   Westernmost_Longitude: -86.89
#   Elevation_m: 187
#--------------------
# Data_Collection
#   Collection_Name: IN014
#   First_Year: 1892
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus rubra L.
#   Common_Name: red oak
#   Tree_Species_Code: QURU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HWR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HWR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HWR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HWR02A_raw	HWR02B_raw	HWR03A_raw	HWR03B_raw	HWR04A_raw	HWR04B_raw	HWR05A_raw	HWR05B_raw	HWR06A_raw	HWR06B_raw	HWR07A_raw	HWR07B_raw	HWR08A_raw	HWR08B_raw	HWR09A_raw	HWR09B_raw	HWR10A_raw	HWR10B_raw
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.143	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.184	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.974	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.331	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.232	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.499	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.972	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.891	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.985	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.269	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.265	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.198	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.309	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.307	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.833	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.717	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.651	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.555	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.533	1.848	NA	NA	NA	NA	NA	2.209
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333	2.614	NA	NA	NA	NA	NA	2.033
1913	1.556	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364	1.831	NA	NA	NA	NA	NA	1.169
1914	2.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.569	1.735	NA	NA	NA	NA	NA	1.073
1915	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.534	3.511	NA	NA	NA	NA	NA	2.123
1916	4.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.942	3.572	NA	NA	NA	NA	NA	2.461
1917	3.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.305	2.466	NA	NA	NA	NA	NA	2.456
1918	3.788	NA	NA	NA	NA	NA	1.808	NA	NA	NA	2.471	3.444	NA	NA	NA	NA	NA	2.782
1919	3.269	NA	NA	NA	NA	NA	1.337	NA	NA	NA	1.864	2.099	NA	4.635	NA	NA	NA	2.44
1920	4.11	NA	NA	NA	4.889	NA	2.55	NA	NA	NA	2.811	3.254	NA	4.228	NA	NA	NA	2.404
1921	4.8	NA	NA	NA	4.972	NA	1.577	NA	NA	NA	2.582	3.181	NA	3.879	NA	NA	NA	3.258
1922	3.864	NA	NA	NA	5.6	NA	2.032	NA	NA	NA	2.506	3.098	NA	4.755	NA	NA	NA	3.073
1923	3.419	NA	NA	NA	5.042	NA	1.796	NA	NA	NA	2.726	3.169	NA	5.052	NA	NA	NA	2.969
1924	4.195	NA	NA	NA	5.686	5.357	1.68	NA	NA	NA	3.463	2.982	NA	5.126	NA	NA	NA	3.243
1925	4.474	NA	NA	NA	5.148	4.88	1.988	NA	NA	NA	3.474	3.576	NA	4.18	NA	NA	NA	3.031
1926	5.348	NA	NA	NA	4.332	4.867	2.114	NA	NA	NA	3.361	3.63	5.622	5.01	NA	NA	NA	3.306
1927	3.919	NA	NA	NA	4.572	4.264	2.112	NA	NA	NA	2.033	2.56	4.324	4.176	NA	NA	NA	2.064
1928	4.398	NA	NA	NA	4.665	5.7	2.659	NA	NA	NA	2.823	3.471	5.312	5.847	NA	NA	NA	2.125
1929	4.09	NA	NA	NA	5.425	5.193	2.504	NA	NA	NA	2.939	2.956	5.409	5.27	NA	NA	NA	2.561
1930	3.579	NA	NA	NA	3.449	4.158	2.047	NA	NA	NA	2.489	2.521	3.735	3.717	NA	NA	NA	1.943
1931	4.065	NA	NA	NA	3.978	4.465	2.354	NA	NA	NA	2.864	2.685	3.916	4.128	NA	NA	NA	2.655
1932	5.175	NA	NA	NA	3.771	5.078	2.795	NA	NA	NA	2.955	2.698	4.881	5.246	NA	NA	NA	2.878
1933	2.95	NA	NA	NA	3.303	3.415	2.331	NA	NA	NA	2.993	1.894	4.066	3.451	NA	NA	NA	2.739
1934	5.084	NA	NA	NA	4.044	4.609	2.951	NA	NA	NA	2.885	2.602	5.629	4.568	NA	NA	NA	3.18
1935	4.488	NA	NA	NA	4.572	4.446	3.59	NA	NA	NA	3.201	2.896	6.417	5.017	NA	NA	NA	4.765
1936	2.324	NA	NA	NA	3.141	3.65	2.029	NA	NA	NA	2.702	2.169	3.749	2.486	5.57	NA	0.01	2.338
1937	6.306	NA	NA	NA	5.106	5.152	3.516	NA	NA	NA	4.488	3.227	5.187	4.384	3.447	NA	7.976	4.809
1938	6.328	NA	NA	NA	4.57	4.957	3.099	NA	NA	NA	4.068	3.789	5.373	4.939	5.539	3.441	8.528	4.89
1939	4.755	NA	NA	NA	4.041	4.049	2.589	NA	NA	NA	2.789	3.477	5.101	3.721	5.721	2.813	6.503	2.898
1940	3.943	NA	NA	NA	3.779	3.837	2.691	NA	NA	NA	2.44	2.978	3.412	3.047	5.175	2.207	5.309	2.66
1941	3.925	NA	NA	NA	4.247	4.253	2.892	NA	NA	NA	2.436	2.898	3.155	2.772	4.081	1.538	5.62	3.098
1942	3.521	NA	NA	NA	4.718	5.124	3.248	NA	NA	NA	3.915	2.72	4.471	3.969	3.617	1.413	5.47	3.602
1943	2.535	NA	NA	NA	2.844	3.937	2.95	NA	NA	NA	2.919	2.686	4.569	3.44	2.507	1.414	3.933	2.827
1944	2.439	NA	NA	4.876	3.251	3.754	2.496	NA	NA	NA	2.617	2.472	3.542	3.369	2.651	2.073	3.62	2.708
1945	4.142	NA	NA	6.428	4.101	3.957	3.537	NA	5.3	NA	2.256	2.066	2.879	3.953	3.338	3.717	7.081	3.701
1946	3.181	NA	NA	4.565	3.092	3.109	2.548	NA	4.116	NA	2.59	3.125	2.986	3.591	4.819	3.397	4.391	2.27
1947	4.709	NA	NA	6.096	4.271	5.37	3.44	NA	6.222	NA	2.717	3.425	4.386	5.736	4.847	5.332	5.633	3.464
1948	4.105	NA	NA	5.729	2.869	5.202	3.335	NA	5.519	5.23	2.566	2.731	3.739	4.098	6.211	4.253	4.365	3.318
1949	3.497	NA	NA	6.418	3.354	3.778	3.106	NA	5.289	5.335	2.745	2.755	3.532	3.967	7.05	5.095	4.668	3.18
1950	3.26	4.013	NA	6.999	3.232	3.438	3.629	NA	5.538	5.953	2.909	2.912	4.204	5.31	6.624	5.553	4.784	3.169
1951	3.541	3.346	NA	6.265	2.678	3.319	3.501	NA	5.385	5.196	2.885	3.228	4.245	4.735	5.167	4.877	3.545	2.686
1952	3.26	3.303	NA	5.408	1.89	2.138	3.178	NA	5.601	4.505	2.829	3.455	3.977	4.382	4.6	5.244	2.325	1.96
1953	2.552	2.423	NA	3.873	2.272	2.655	2.871	NA	3.432	4.735	2.262	2.333	3.241	2.947	5.314	5.196	3.284	2.124
1954	1.937	3.577	NA	3.344	2.537	2.231	2.689	NA	3.562	3.652	2.609	2.184	3.114	3.325	5.443	5.62	3.029	2.49
