# de Graauw - James Jarrett House - QUAL - ITRDB WV020
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28236
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28236.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv020-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv020-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv020.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv020.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - James Jarrett House - QUAL - ITRDB WV020
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log joists in stone building (James Jarrett House; JJJ). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: James Jarrett House
#   Location: West Virginia
#   Northernmost_Latitude: 37.77
#   Southernmost_Latitude: 37.77
#   Easternmost_Longitude: -80.63
#   Westernmost_Longitude: -80.63
#   Elevation_m: 509
#--------------------
# Data_Collection
#   Collection_Name: WV020
#   First_Year: 1674
#   Last_Year: 1792
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JJJ001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ014A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ014A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JJJ001A_raw	JJJ002A_raw	JJJ003A_raw	JJJ004A_raw	JJJ005A_raw	JJJ006A_raw	JJJ007A_raw	JJJ008A_raw	JJJ009A_raw	JJJ010A_raw	JJJ011A_raw	JJJ012A_raw	JJJ013A_raw	JJJ014A_raw	JJJ015A_raw
1674	NA	NA	NA	NA	1.234	NA	NA	1.228	NA	NA	NA	NA	NA	NA	NA
1675	NA	NA	NA	NA	0.765	NA	NA	1.521	NA	NA	NA	NA	NA	1.048	NA
1676	NA	NA	NA	NA	1.003	NA	NA	1.359	NA	NA	NA	NA	NA	1.256	NA
1677	NA	NA	NA	NA	1.271	NA	NA	1.357	NA	1.586	NA	1.178	NA	1.514	NA
1678	NA	NA	NA	NA	0.357	NA	NA	0.924	NA	0.649	NA	1.566	NA	1.349	NA
1679	NA	NA	NA	NA	0.576	NA	NA	0.602	1.383	0.478	NA	0.713	NA	1.23	NA
1680	NA	NA	NA	NA	0.76	NA	NA	0.87	1.196	0.819	NA	1.458	NA	1.456	NA
1681	NA	NA	NA	NA	0.721	NA	NA	0.733	1.43	0.487	NA	1.082	NA	0.727	NA
1682	NA	NA	NA	NA	0.647	NA	NA	0.381	1.578	0.634	NA	0.944	NA	1.046	NA
1683	NA	NA	NA	NA	1.18	NA	NA	0.928	2.28	0.941	1.163	1.34	NA	1.915	NA
1684	NA	NA	NA	NA	1.529	NA	NA	1.055	2.655	1.206	1.34	2.061	NA	1.886	NA
1685	NA	NA	NA	NA	0.931	NA	NA	0.834	2.192	0.894	1.471	2.023	NA	1.233	NA
1686	NA	NA	NA	NA	0.57	NA	NA	0.826	1.59	0.634	1.008	1.94	NA	1.142	NA
1687	NA	NA	NA	NA	0.688	NA	NA	1.209	1.53	0.606	0.956	2.065	NA	0.811	NA
1688	NA	NA	NA	NA	0.832	NA	NA	1.141	1.547	0.617	0.73	1.466	NA	0.941	NA
1689	NA	NA	1.336	NA	0.898	NA	NA	1.216	1.738	0.921	0.842	1.598	NA	0.978	NA
1690	NA	NA	1.448	NA	0.812	NA	NA	1	2.027	0.759	0.923	1.173	NA	0.879	NA
1691	NA	NA	1.942	NA	0.875	NA	NA	1.144	1.747	0.729	1.121	1.151	NA	1.081	NA
1692	NA	NA	2.102	NA	0.849	NA	NA	1.027	1.408	0.769	1.117	1.053	NA	1.012	NA
1693	NA	NA	1.153	NA	0.721	NA	NA	0.748	1.129	0.586	0.631	0.678	NA	0.877	0.519
1694	NA	NA	1.075	NA	0.867	NA	NA	1.108	1.448	0.804	1.21	1.6	NA	1.47	1.042
1695	NA	NA	1.212	1.181	1.117	1.223	NA	0.987	1.268	0.647	0.926	1.176	NA	1.472	0.925
1696	NA	1.368	1.331	1.324	0.994	1.12	NA	1.193	1.305	0.712	1.123	1.186	NA	1.342	1.354
1697	NA	1.738	1.652	1.654	0.701	0.975	NA	1.061	1.463	0.803	0.945	1.325	NA	1.178	0.898
1698	NA	1.108	1.155	0.673	0.471	0.873	NA	0.622	1.201	0.564	0.572	0.99	NA	0.868	0.959
1699	NA	0.876	0.677	0.786	0.545	0.768	NA	0.624	0.879	0.52	0.474	0.826	0.272	0.669	0.798
1700	NA	0.775	0.924	1.029	0.471	1.076	NA	0.903	1.256	0.603	0.714	1.206	0.446	0.749	0.918
1701	0.462	0.293	0.501	0.524	0.371	0.431	NA	0.267	0.486	0.228	0.318	0.546	0.104	0.529	0.47
1702	0.786	1.587	1.503	1.568	0.555	0.474	NA	0.56	2.406	0.904	0.647	0.643	0.359	0.76	2.236
1703	1.25	1.575	1.182	1.852	0.703	0.751	NA	0.716	1.587	0.943	0.514	0.815	0.329	0.864	1.676
1704	1.57	1.743	1.442	1.765	0.753	1.218	NA	1.039	1.395	1.052	0.764	0.768	0.507	0.991	1.661
1705	1.711	1.654	1.588	1.994	0.798	1.414	NA	1.164	1.451	1.313	0.926	1.513	0.588	1.092	1.498
1706	1.341	1.553	1.435	1.758	0.83	1.734	0.726	1.275	1.757	1.519	0.949	0.915	0.741	1.111	2.156
1707	1.454	1.698	1.754	1.616	1.104	2.14	1.061	1.534	1.537	1.76	1.242	1.611	1.031	1.302	2.06
1708	0.749	0.954	0.565	1.192	0.573	0.987	0.844	0.61	0.823	0.896	0.47	0.635	0.651	0.885	0.802
1709	0.874	1.272	0.601	0.683	0.596	1.087	0.905	0.753	0.728	0.916	0.756	1.302	0.584	1.366	0.886
1710	1.488	1.947	1.676	1.738	0.998	2.297	1.472	1.77	3.032	1.304	1.185	1.849	1.781	1.406	1.83
1711	1.036	1.238	0.94	1.5	0.702	1.356	0.71	1.167	1.63	1.025	1.018	0.96	1.125	1.44	1.599
1712	1.348	1.191	1.163	1.932	1.24	1.422	0.74	1.263	1.707	1.161	1.113	1.062	0.858	1.248	1.766
1713	1.195	1.048	0.945	1.062	1.204	1.393	1.027	1.417	1.444	1.333	0.801	0.955	0.7	1.005	1.145
1714	0.975	0.525	0.635	0.826	0.984	0.971	0.605	0.795	0.957	0.979	0.677	0.654	0.757	0.852	0.861
1715	0.833	0.842	0.803	1.264	1.11	1.239	0.97	1.112	1.198	0.788	0.629	0.545	0.864	0.935	0.79
1716	1.218	1.154	1.224	2.138	1.531	1.564	1.121	1.662	1.449	1.093	0.725	1.126	1.536	1.408	1.538
1717	1.368	0.975	1.394	2.217	1.428	1.636	1.124	1.241	1.275	1.272	0.925	1.014	1.606	1.595	1.194
1718	0.947	0.831	1.042	1.847	1.532	1.508	1.022	1.494	1.527	1.11	0.93	1.413	1.796	1.339	1.277
1719	1.531	1.271	1.144	1.969	1.777	1.63	1.294	1.423	1.975	1.083	1.235	1.054	2	1.792	1.618
1720	1.261	0.918	1.058	1.431	1.33	1.313	1.475	1.155	1.471	1.05	0.956	1.307	1.806	1.334	1.212
1721	1.453	1.065	1.036	1.11	1.371	1.409	1.402	1.206	1.357	0.885	1.127	1.147	1.558	1.212	1.41
1722	1.319	1.049	1.153	1.277	1.409	1.056	1.375	1.064	1.385	0.851	0.996	0.858	1.527	1.414	1.542
1723	1.191	0.808	0.995	1.677	2.488	1.138	1.46	0.794	1.164	0.572	0.658	0.718	1.248	1.18	1.489
1724	0.646	0.817	0.587	0.631	1.416	0.764	1.256	0.452	0.707	0.563	0.808	0.988	1.165	1.308	1.032
1725	1.454	1.2	1.591	1.497	2.371	1.579	1.776	1.176	1.823	1.121	1.353	1.07	1.752	1.581	1.9
1726	1.178	0.771	1.226	0.96	1.544	1.056	1.09	0.811	0.986	1.153	0.866	1.01	1.264	1.046	1.103
1727	1.808	1.032	1.441	0.922	1.859	1.464	1.269	1.383	1.635	1.462	1.251	1.235	1.75	1.213	1.524
1728	1.44	0.667	1.208	0.773	1.39	1.342	1.216	1.125	1.309	0.957	1.019	0.877	1.517	0.994	1.469
