# de Graauw - James Jarrett House - QUAL - ITRDB WV020
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28236
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28236.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv020-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv020-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv020.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv020.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - James Jarrett House - QUAL - ITRDB WV020
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log joists in stone building (James Jarrett House; JJJ). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: James Jarrett House
#   Location: West Virginia
#   Northernmost_Latitude: 37.77
#   Southernmost_Latitude: 37.77
#   Easternmost_Longitude: -80.63
#   Westernmost_Longitude: -80.63
#   Elevation_m: 509
#--------------------
# Data_Collection
#   Collection_Name: WV020
#   First_Year: 1674
#   Last_Year: 1792
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JJJ001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ014A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ014A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JJJ015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JJJ015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JJJ001A_raw	JJJ002A_raw	JJJ003A_raw	JJJ004A_raw	JJJ005A_raw	JJJ006A_raw	JJJ007A_raw	JJJ008A_raw	JJJ009A_raw	JJJ010A_raw	JJJ011A_raw	JJJ012A_raw	JJJ013A_raw	JJJ014A_raw	JJJ015A_raw
1729	1.628	0.793	1.392	1.063	1.324	1.236	1.215	1.164	1.039	1.039	1.387	0.946	1.243	0.709	1.095
1730	1.247	1.061	1.096	0.425	0.796	1.209	1.014	1.07	0.692	0.75	1.122	1.055	1.029	0.891	1.072
1731	1.502	0.775	1.22	0.94	0.925	1.217	1.09	1.162	1.359	0.889	1.107	1.159	1.316	1.078	1.077
1732	1.529	1.031	1.251	0.868	0.819	1.319	1.147	0.936	1.183	0.842	1.17	1.088	1.075	0.769	1.166
1733	1.624	0.685	1.356	0.93	0.892	1.536	1.17	1.151	0.995	0.804	1.267	1.16	1.196	0.887	1.214
1734	1.078	0.593	0.967	0.773	0.701	1.252	1.196	0.752	1.055	0.941	0.981	1.318	1.039	0.782	0.911
1735	1.284	0.696	0.977	0.902	1.05	1.106	1.152	0.996	1.297	0.713	0.814	0.907	1.171	0.68	0.798
1736	1.02	0.806	0.821	0.657	1.043	0.943	0.979	1.193	1.006	0.94	1.036	1.15	1.304	0.877	0.795
1737	1.135	0.487	0.823	0.632	0.763	1.153	0.971	0.992	0.994	0.839	0.665	0.788	1.242	0.698	0.608
1738	1.08	0.546	0.961	0.542	0.72	0.871	0.809	0.951	0.761	0.502	0.743	0.743	1.231	0.494	0.583
1739	1.224	0.702	1.017	0.754	0.955	1.113	1.026	1.022	0.996	0.666	0.847	1.041	1.433	0.706	0.772
1740	1.257	0.716	1.025	0.616	0.824	1.054	0.861	1.025	0.775	0.773	0.895	0.934	1.103	0.678	1.057
1741	0.924	0.902	0.98	0.729	0.921	1.081	0.892	1.032	0.912	0.84	1.153	1.208	1.165	0.795	1.063
1742	1.038	0.575	1.444	0.867	0.78	1.23	0.954	1.247	1.103	1.045	1.447	1.054	1.631	0.673	1.161
1743	0.745	0.336	0.817	0.551	0.605	0.819	0.713	0.845	0.715	0.559	0.743	0.722	0.837	0.416	0.727
1744	0.853	0.486	0.845	0.543	0.716	1.001	0.401	0.79	0.654	0.826	0.743	0.766	0.875	0.463	0.769
1745	0.678	0.756	0.688	0.744	0.659	0.896	0.766	0.798	0.673	0.946	0.845	0.937	1.224	0.594	0.864
1746	0.802	0.241	0.592	0.512	0.471	0.761	0.551	0.729	0.665	0.88	0.617	0.587	0.848	0.473	0.549
1747	1.039	0.491	0.788	0.712	0.639	0.837	0.909	0.684	0.807	1.037	0.848	0.653	0.934	0.827	0.716
1748	0.57	0.334	0.525	0.502	0.371	0.635	0.543	0.538	0.573	0.585	0.547	0.562	0.695	0.57	0.522
1749	0.744	0.382	0.523	0.677	0.363	0.838	0.67	0.618	0.314	0.678	0.815	0.798	0.704	0.809	0.77
1750	0.794	0.373	0.728	0.667	0.334	1.021	0.905	0.881	0.64	0.636	0.78	0.644	0.555	0.764	1.022
1751	0.623	0.35	0.61	0.589	0.319	0.792	0.814	0.624	0.462	0.527	0.569	0.592	0.521	0.806	0.723
1752	0.567	0.41	0.492	0.502	0.571	0.859	0.648	0.578	0.344	0.543	0.663	0.401	0.561	0.962	0.653
1753	0.7	0.234	0.563	0.543	0.685	1.026	0.632	0.755	0.387	0.849	0.822	0.952	0.626	1.121	0.721
1754	0.731	0.375	0.569	0.594	0.548	1.098	0.705	0.442	0.355	0.841	0.886	0.572	0.694	1.075	0.68
1755	0.419	0.262	0.531	0.443	0.62	0.764	0.417	0.462	0.384	0.528	0.485	0.443	0.433	0.763	0.419
1756	0.808	0.557	0.867	0.884	0.543	1.309	0.629	0.976	0.529	0.818	0.958	0.563	0.667	1.349	1.028
1757	0.516	0.315	0.587	0.505	0.489	1.191	0.589	0.703	0.296	0.608	0.871	0.542	0.531	0.895	0.841
1758	0.67	0.279	0.551	0.452	0.725	1.022	0.576	0.734	0.568	0.655	0.825	0.654	0.665	0.854	0.777
1759	0.529	0.366	0.374	0.434	0.441	0.834	0.434	0.673	0.331	0.493	0.542	0.447	0.498	1.097	0.611
1760	0.567	0.431	0.39	0.576	0.779	1.059	0.734	0.836	0.377	0.686	1.046	0.702	0.749	1.695	0.739
1761	0.745	0.365	0.358	0.377	0.635	0.814	0.574	0.45	0.372	0.79	0.774	0.529	0.689	1.172	0.93
1762	0.522	0.428	0.382	0.476	0.525	0.659	0.611	0.586	0.316	0.688	0.683	0.58	0.673	1.098	0.484
1763	0.783	0.308	0.319	0.38	0.656	0.74	0.573	0.855	0.441	0.731	0.758	0.663	0.668	1.237	0.746
1764	0.453	0.307	0.381	0.425	0.485	0.567	0.436	0.596	0.268	0.613	0.508	0.467	0.431	0.803	0.466
1765	0.58	0.392	0.216	0.507	0.416	0.662	0.45	0.824	0.338	0.614	0.532	0.54	0.508	0.95	0.469
1766	0.566	0.516	0.452	0.707	0.673	0.782	0.694	0.945	0.457	0.915	0.623	0.721	0.602	1.163	0.709
1767	0.404	0.38	0.357	0.608	0.534	0.6	0.63	0.588	0.438	0.699	0.795	0.528	0.537	1.037	0.754
1768	0.512	0.543	0.457	0.834	0.725	0.889	0.863	1.089	0.579	1.241	0.939	0.694	0.617	1.108	0.744
1769	0.542	0.521	0.279	0.494	0.576	0.495	0.793	0.814	0.453	0.728	0.761	0.617	0.552	1.018	NA
1770	0.483	0.474	0.543	0.713	0.526	0.612	0.596	0.751	0.326	0.771	0.69	0.434	0.615	0.923	NA
1771	0.383	0.375	0.325	0.417	0.438	0.486	0.523	0.453	0.485	0.58	0.52	0.422	0.752	0.74	NA
1772	0.566	0.675	0.242	0.917	0.941	0.759	0.83	0.979	0.48	0.817	0.95	0.77	0.893	0.676	NA
1773	0.441	0.477	0.311	0.733	0.635	0.507	0.528	0.425	0.473	0.817	0.698	0.791	0.694	0.71	NA
1774	0.443	0.471	0.302	0.545	0.542	0.596	0.611	0.576	0.768	0.941	0.685	0.671	0.706	0.652	NA
1775	0.213	0.511	0.306	0.451	0.679	0.575	0.459	0.501	0.553	0.85	0.889	0.671	0.68	0.611	NA
1776	0.396	0.628	0.279	0.427	0.931	0.748	0.586	0.489	0.923	0.737	0.617	0.709	0.685	0.576	NA
1777	0.339	0.349	0.265	0.435	0.909	0.488	0.46	0.533	0.457	0.696	0.7	0.517	NA	0.422	NA
1778	0.296	0.358	0.305	0.384	0.35	0.387	0.391	0.441	0.3	0.486	0.431	0.33	NA	0.412	NA
1779	0.34	0.528	0.345	0.417	0.78	0.677	0.443	0.559	0.432	NA	0.484	0.623	NA	0.498	NA
1780	0.385	0.428	0.19	0.368	0.738	0.489	0.44	0.474	0.4	NA	0.56	0.421	NA	0.497	NA
1781	0.302	0.43	0.303	0.417	NA	0.671	0.428	0.687	0.237	NA	0.868	0.413	NA	0.423	NA
1782	0.256	0.398	0.189	0.32	NA	0.297	0.38	0.499	0.258	NA	0.419	0.437	NA	0.676	NA
1783	0.117	0.827	0.257	0.514	NA	0.735	0.328	0.584	0.405	NA	0.606	0.509	NA	0.642	NA
1784	0.182	NA	0.151	0.41	NA	0.576	0.434	0.548	0.322	NA	0.396	0.484	NA	0.623	NA
1785	0.227	NA	0.305	0.36	NA	0.642	0.36	0.424	0.306	NA	0.251	0.425	NA	0.73	NA
1786	0.219	NA	0.157	0.337	NA	0.51	0.437	0.694	0.289	NA	0.476	0.455	NA	0.76	NA
1787	0.104	NA	0.227	0.66	NA	0.824	0.438	0.694	0.712	NA	0.743	0.49	NA	0.531	NA
1788	0.263	NA	0.291	0.436	NA	0.628	0.428	0.657	0.401	NA	0.587	0.475	NA	0.655	NA
1789	0.213	NA	0.419	0.524	NA	0.574	0.454	0.634	0.564	NA	0.385	0.458	NA	0.68	NA
1790	0.264	NA	NA	0.351	NA	0.532	0.335	0.419	0.346	NA	0.442	0.366	NA	0.539	NA
1791	0.293	NA	NA	0.409	NA	0.489	0.297	0.536	0.429	NA	0.415	0.341	NA	0.89	NA
1792	0.316	NA	NA	0.401	NA	0.649	0.579	0.851	0.556	NA	0.502	0.465	NA	NA	NA
