# Peterson - Mount Jefferson Low - TSME - ITRDB OR067
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4165
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4165.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or067-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or067-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or067.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or067.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Jefferson Low - TSME - ITRDB OR067
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Jefferson Low
#   Location: Oregon
#   Northernmost_Latitude: 44.67
#   Southernmost_Latitude: 44.67
#   Easternmost_Longitude: -121.83
#   Westernmost_Longitude: -121.83
#   Elevation_m: 1585
#--------------------
# Data_Collection
#   Collection_Name: OR067
#   First_Year: 1714
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HLMJ01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLMJ20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLMJ20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HLMJ01B_raw	HLMJ02B_raw	HLMJ03A_raw	HLMJ04A_raw	HLMJ05B_raw	HLMJ06A_raw	HLMJ08A_raw	HLMJ09A_raw	HLMJ10A_raw	HLMJ11B_raw	HLMJ12A_raw	HLMJ13B_raw	HLMJ14B_raw	HLMJ15A_raw	HLMJ16A_raw	HLMJ17A_raw	HLMJ18A_raw	HLMJ19A_raw	HLMJ20A_raw
1714	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	2.81	NA	2.2	NA	NA	NA	2.42	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	2.23	NA	1.76	NA	NA	NA	2.04	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	1.95	NA	2.22	NA	NA	NA	1.97	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	1.96	NA	2.41	NA	NA	NA	2.35	NA	NA	NA	NA	NA
1724	NA	1.22	NA	NA	NA	NA	NA	1.88	NA	1.22	NA	NA	NA	1.86	NA	NA	NA	NA	NA
1725	NA	1.86	NA	NA	NA	NA	NA	1.78	NA	1.06	NA	2.35	NA	1.4	NA	NA	NA	NA	NA
1726	NA	2.14	NA	NA	NA	NA	NA	2.03	NA	1.72	NA	2.01	NA	1.72	NA	NA	NA	NA	NA
1727	NA	1.49	NA	NA	NA	NA	NA	1.81	NA	1.64	NA	1.25	NA	1.65	NA	NA	NA	NA	NA
1728	NA	2.19	NA	NA	NA	NA	NA	1.56	NA	2.16	NA	0.91	NA	1.34	NA	NA	NA	NA	NA
1729	NA	1.7	NA	NA	NA	NA	NA	2.02	NA	1.87	NA	1.83	NA	1.44	NA	1.7	NA	NA	NA
1730	NA	1.27	NA	NA	NA	NA	NA	1.66	NA	1.75	NA	1.32	NA	1.12	NA	1.73	NA	NA	NA
1731	NA	1.33	NA	NA	NA	NA	NA	1.75	NA	2.37	NA	1.41	NA	1.34	2.78	1.32	NA	NA	NA
1732	NA	1.72	NA	NA	NA	NA	NA	2.38	NA	2.31	NA	1.62	NA	1.8	3.17	1.6	NA	NA	NA
1733	NA	1.64	NA	NA	NA	NA	NA	1.7	NA	2.29	NA	1.32	NA	1.63	2.77	1.5	NA	NA	NA
1734	NA	1.19	NA	NA	NA	NA	NA	1.7	NA	2.08	NA	1.22	NA	1.81	2.31	0.99	1.65	NA	NA
1735	NA	1.47	NA	NA	NA	NA	NA	1.77	NA	2.18	NA	1.58	NA	2.28	2.29	1.22	1.81	NA	NA
1736	NA	1.46	NA	NA	NA	NA	NA	1.68	3.82	2.14	1.4	1.54	NA	1.64	3.12	1.16	1.5	NA	NA
1737	3.4	1.85	NA	NA	NA	NA	NA	2.12	4.73	2.26	1.53	2.19	NA	2.12	2.98	1.55	1.98	NA	NA
1738	2.38	1.32	NA	NA	NA	NA	NA	2.02	3.4	1.92	1.96	1.59	NA	1.54	2.56	0.96	1.76	NA	NA
1739	2.73	1.73	NA	NA	NA	NA	NA	1.91	4.15	2.02	2.4	1.72	NA	1.59	2.93	1.04	1.7	NA	NA
1740	2.59	1.52	NA	NA	NA	NA	NA	1.51	2.55	1.6	2.41	1.64	NA	1.59	2.35	1.22	1.68	NA	3.04
1741	1.49	1.35	NA	NA	NA	NA	NA	1.44	2.4	1.04	1.15	1.37	NA	1.18	2.14	1.22	1.23	NA	2.85
1742	1.83	0.66	NA	NA	NA	NA	NA	1.25	1.77	0.75	1.58	1.22	NA	1.06	1.61	0.94	0.95	NA	0.57
1743	2	1.16	NA	NA	NA	NA	NA	1.76	2.14	1.25	1.87	1.31	NA	0.97	2.05	1.04	0.94	NA	1.64
1744	2.12	1.34	NA	NA	NA	NA	NA	1.03	2.17	1.39	1.32	1.51	NA	1.25	2.13	0.83	1.04	NA	1.78
1745	1.57	1.12	NA	NA	NA	NA	NA	1.23	2.31	1.76	1.21	1.55	NA	1.44	2.05	1.05	1.25	NA	1.12
1746	1.77	1.11	NA	NA	NA	NA	NA	1.31	2.29	1.87	1.69	2.08	NA	1.64	2.16	1.41	1.44	NA	2.04
1747	1.64	1.03	NA	NA	NA	NA	NA	1.23	2.35	1.67	1.8	1.87	NA	1.64	2.17	1.64	1.85	NA	2.06
1748	1.48	1.01	NA	NA	NA	NA	NA	1.06	2.43	1.68	1.79	2.16	NA	1.62	1.98	1.13	1.82	NA	1.72
1749	1.2	0.88	NA	NA	NA	NA	NA	1.18	2.44	1.6	1.43	2.3	NA	1.78	2.18	1.44	1.96	NA	1.77
1750	1.41	1.16	NA	NA	1.31	NA	NA	1.15	2.71	1.36	1.88	2.63	NA	1.94	2.56	1.85	2.12	NA	2.18
1751	1.21	1.3	NA	NA	1.21	NA	NA	1.41	3.05	1.43	1.91	2.59	NA	1.99	2.02	1.99	2.34	NA	1.95
1752	1.2	0.99	NA	NA	0.83	NA	NA	0.98	3.22	1.69	1.39	2.07	NA	1.42	1.79	1.36	1.91	NA	1.46
1753	0.64	0.83	NA	NA	1.5	NA	NA	1.03	2.7	1.78	1.33	1.4	NA	1.16	0.93	1.09	1.9	NA	1.38
1754	1.13	0.79	NA	NA	2.1	NA	NA	0.72	1.24	1.23	1.32	0.95	NA	0.49	0.76	0.81	1.08	NA	0.4
1755	1.37	1.49	NA	NA	2.85	NA	NA	1.19	2.08	1.55	2.06	2.26	NA	0.82	1.47	1.88	1.53	NA	1.81
1756	1.19	1.27	NA	NA	2.93	NA	NA	1.21	1.95	1.69	1.9	1.63	NA	0.87	1.61	1.88	1.24	NA	2.73
1757	1.28	0.84	NA	NA	1.72	NA	NA	1.4	1.55	1.49	1.64	1.72	NA	0.84	1.52	1.48	0.94	NA	1.81
1758	1.58	0.94	NA	NA	1.72	NA	NA	1.37	1.71	1.5	1.57	1.68	NA	1.05	1.65	1.74	1.3	NA	1.85
1759	0.82	0.61	NA	NA	1.24	NA	NA	1.34	1.62	1.4	1.25	1.7	NA	1.24	0.71	1.59	1.22	NA	1.35
1760	0.64	0.77	NA	NA	1.13	NA	NA	1.58	2.28	1.63	1.92	1.99	NA	1.63	1.27	1.52	1.22	NA	0.87
1761	1.2	0.79	1.41	NA	1.32	NA	NA	1.28	1.98	1.7	2.27	2.05	NA	1.21	0.97	1.6	1.8	NA	1.29
1762	1.26	0.82	1.75	NA	1.61	NA	NA	1.36	1.73	1.6	2.09	2.01	NA	1.42	1.63	1.68	1.67	NA	1.45
1763	1.14	0.88	1.52	NA	1.44	NA	NA	1.47	1.71	1.53	1.99	1.61	NA	1.44	1.73	1.58	1.68	NA	1.19
1764	0.85	0.78	1.08	NA	1.39	NA	NA	1.27	1.42	1.17	1.54	1.58	NA	1.29	1.34	1.3	1.5	NA	1.29
1765	0.97	0.83	1.43	NA	1.4	NA	NA	1.18	1.51	1.48	2.07	2.22	NA	1.33	1.68	1.64	1.57	NA	1.22
