# Edmondson - Fort McPherson - JUVI - ITRDB NE009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27579
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27579.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ne009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ne009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ne009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ne009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Edmondson - Fort McPherson - JUVI - ITRDB NE009
#--------------------
# Investigators
#   Investigators: Edmondson, J.R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Fort McPherson
#   Location: Nebraska
#   Northernmost_Latitude: 41.017
#   Southernmost_Latitude: 41.017
#   Easternmost_Longitude: -100.517
#   Westernmost_Longitude: -100.517
#   Elevation_m: 821
#--------------------
# Data_Collection
#   Collection_Name: NE009
#   First_Year: 1634
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus virginiana L.
#   Common_Name: eastern red-cedar
#   Tree_Species_Code: JUVI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MCP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP30B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP30B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP33A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP33A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP33B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP34A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP34A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP35A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP36A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP36B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP36B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MCP37B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MCP37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MCP01A_raw	MCP01B_raw	MCP02A_raw	MCP02B_raw	MCP04A_raw	MCP04B_raw	MCP07A_raw	MCP10A_raw	MCP11A_raw	MCP11B_raw	MCP12A_raw	MCP12B_raw	MCP14A_raw	MCP15B_raw	MCP17A_raw	MCP18A_raw	MCP18B_raw	MCP19A_raw	MCP19B_raw	MCP23A_raw	MCP23B_raw	MCP24A_raw	MCP24B_raw	MCP26A_raw	MCP26B_raw	MCP27A_raw	MCP28A_raw	MCP28B_raw	MCP29A_raw	MCP29B_raw	MCP30A_raw	MCP30B_raw	MCP31A_raw	MCP32A_raw	MCP33A_raw	MCP33B_raw	MCP34A_raw	MCP35A_raw	MCP36A_raw	MCP36B_raw	MCP37A_raw	MCP37B_raw
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291	0.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	0.292	0.679	0.646	0.74	0.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	0.47	0.889	0.658	0.731	0.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326	0.309	0.606	0.386	0.583	0.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.452	0.265	0.744	0.521	0.669	0.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.077	0.767	1.525	1.21	1.272	1.254	NA	NA	0.458	0.487	NA	NA	NA	NA	NA	NA
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.891	0.897	1.478	1.234	1.777	1.198	NA	NA	0.557	0.627	NA	NA	NA	NA	NA	NA
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.054	1.241	1.368	1.332	1.841	1.129	NA	NA	0.509	0.729	NA	NA	NA	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.959	0.909	1.143	1.497	1.888	1.231	NA	NA	0.532	0.609	0.425	NA	NA	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.748	0.589	1.402	1.2	2.261	1.314	NA	NA	0.414	0.856	0.456	NA	NA	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.216	0.902	1.55	1.617	2.417	1.43	NA	0.774	0.561	1.194	0.811	NA	NA	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.911	0.494	0.883	0.975	1.436	0.705	NA	0.42	0.396	0.673	0.642	NA	NA	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.363	0.744	1.524	1.532	2.027	1.587	NA	0.75	0.651	0.783	1.056	NA	NA	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.471	1.081	1.337	1.352	2.019	2.091	NA	0.749	0.688	0.697	0.727	NA	NA	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.109	0.654	0.795	0.785	1.176	1.102	NA	0.479	0.429	0.35	0.678	NA	NA	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.633	0.822	1.159	1.067	1.82	1.889	NA	0.68	0.518	0.384	0.799	NA	NA	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.423	1.147	1.138	1.293	1.923	1.725	NA	0.749	0.518	0.476	0.49	NA	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.283	1.441	1.52	2.183	1.82	NA	0.93	0.476	0.807	0.991	NA	NA	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773	0.82	0.938	1.391	0.943	0.787	NA	0.641	0.258	0.46	0.826	NA	NA	NA	NA	NA
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	0.693	0.591	0.705	0.928	0.616	NA	0.566	0.332	0.419	0.519	NA	NA	NA	NA	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	0.643	0.568	0.695	0.752	0.423	NA	0.501	0.344	0.611	0.857	NA	NA	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.697	1.279	1.681	1.801	1.523	0.771	NA	1.049	0.569	0.515	0.857	NA	NA	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.734	2.397	2.816	3.128	3.304	2.18	NA	1.975	1.178	0.865	0.975	NA	NA	NA	NA	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.946	2.801	2.689	3.13	3.047	2.415	NA	1.771	1.111	0.953	0.421	NA	NA	NA	NA	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.194	2.629	2.496	2.847	2.602	2.103	NA	1.777	1.142	0.957	0.611	NA	NA	NA	NA	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.019	1.842	1.289	1.508	1.527	1.416	NA	1.008	0.76	0.792	0.784	NA	NA	NA	NA	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.145	1.533	1.068	1.283	1.316	1.415	NA	0.886	0.543	0.588	1.439	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.301	1.198	1.145	1.572	1.325	1.43	NA	1.004	0.632	0.548	1.644	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.937	1.003	1.213	1.156	1.357	NA	0.786	0.374	0.514	1.886	NA	NA	NA	NA	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.899	0.717	0.918	1.026	0.918	1.373	NA	0.757	0.516	0.505	0.917	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.929	0.593	0.655	0.953	0.724	1.075	NA	0.858	0.466	0.31	0.868	NA	NA	NA	NA	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526	0.484	0.294	0.5	0.512	0.672	NA	0.711	0.251	0.172	0.793	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.606	0.628	0.492	0.881	0.802	0.91	NA	1.039	0.536	0.409	0.835	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.436	0.507	0.413	0.596	0.531	0.471	NA	0.67	0.436	0.419	0.5	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	0.083	0.001	0.009	0.217	0.136	NA	0.017	0.177	0.23	0.331	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.339	NA	0.196	0.127	0.148	0.242	0.374	0.3	NA	0.192	0.28	0.373	0.318	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.412	0.497	NA	0.556	0.411	0.252	0.388	0.522	0.429	NA	0.273	0.475	0.588	0.415	NA	NA	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.588	0.753	NA	0.673	0.668	0.474	0.842	0.675	0.702	NA	0.365	0.75	0.765	0.197	NA	NA	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.683	0.77	NA	0.504	0.476	0.453	0.624	0.675	0.611	NA	0.316	0.829	0.573	0.348	NA	NA	NA	NA	NA
1673	0.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.938	0.965	NA	1.175	1.285	1.136	1.519	2.007	1.498	NA	1.117	1.381	1.032	0.322	NA	NA	NA	NA	NA
