# Dean - Dead Juniper Wash - JUSP - ITRDB AZ103
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3069
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3069.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az103-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az103-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az103.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az103.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Dean - Dead Juniper Wash - JUSP - ITRDB AZ103
#--------------------
# Investigators
#   Investigators: Dean, J.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dead Juniper Wash
#   Location: Arizona
#   Northernmost_Latitude: 36.17
#   Southernmost_Latitude: 36.17
#   Easternmost_Longitude: -110.5
#   Westernmost_Longitude: -110.5
#   Elevation_m: 1920
#--------------------
# Data_Collection
#   Collection_Name: AZ103
#   First_Year: 1310
#   Last_Year: 1972
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus spp. L.
#   Common_Name: juniper
#   Tree_Species_Code: JUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 951301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951402_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951402; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951403_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951403; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951404_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951404; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951405_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951405; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951406_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951406; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951407_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951407; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951408_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951408; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951409_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951409; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951411_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951411; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 951413_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 951413; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	951301_raw	951402_raw	951403_raw	951404_raw	951405_raw	951406_raw	951407_raw	951408_raw	951409_raw	951411_raw	951413_raw
1310	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1311	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1312	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1313	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1314	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1315	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1316	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1317	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1318	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1319	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1320	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1321	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1322	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1323	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1324	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1325	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1326	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1327	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1328	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1329	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1330	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1331	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1332	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1333	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1334	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1335	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1336	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1337	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1338	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1339	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1340	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1341	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1342	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1343	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1344	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1345	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1346	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1347	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1348	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1349	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1350	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1351	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1352	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1353	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1354	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1355	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1356	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1357	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1358	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1359	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1360	0.13	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1361	0	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1362	0.2	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1363	0.41	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
1364	0.4	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
1365	0.32	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1366	0.6	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1367	0.82	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1368	0.92	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1369	1.1	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1370	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1371	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
1372	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1373	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1374	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1375	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1376	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1377	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1378	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
1379	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1380	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
