# Maxwell - UM Biological Station Flux Site - PPGR - ITRDB MI027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30575
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30575.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - UM Biological Station Flux Site - PPGR - ITRDB MI027
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Mandra, T.E.; Novick, K.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Tessa E. Mandra, Koong Yi, Steven A. Kannenberg, Tsun Fung Au, Scott M. Robeson, Neil Pederson, Peter E. Sauer, Kimberly A. Novick
#   Journal_Name: Journal of Geophysical Research: Biogeosciences
#   Published_Title: Higher CO2 Concentrations and Lower Acidic Deposition Have Not Changed Drought Response in Tree Growth But Do Influence iWUE in Hardwood Trees in the Midwestern United States
#   Published_Date_or_Year: 2019
#   Volume: 124
#   Pages: 3798-3813
#   Issue: 12
#   Report_Number: 
#   DOI: 10.1029/2019JG005298
#   Full_Citation: None
#   Abstract: Several important environmental influences of tree growth and carbon sequestration have changed over the past several decades in eastern North America, specifically, more frequent pluvial conditions, increased carbon dioxide (CO2) concentrations, and decreased acidic deposition. These factors could lead to changes in the relationship between tree growth and water availability, and perhaps even decouple the two, having large implications on how future climate change will impact forest productivity and carbon sequestration. Here, we examine the concurrent influence of the climatic water balance (precipitation minus potential evapotranspiration), CO2 concentrations, and sulfate and nitrogen deposition on radial tree growth, carbon isotopes, and intrinsic water-use efficiency (iWUE) for several hardwood tree species in the Midwestern United States. We found that when considering the simultaneous influence of these factors, the climatic water balance is the dominant influence on annual growth. Therefore, the recent pluvial period is the primary cause of the weakening relationship between radial growth and water availability. Even during pluvial periods, water availability is the primary control on growth, with increasing CO2 concentrations and decreased SO4 deposition being secondary factors. Importantly, the weakening in the climate-growth relationship is species specific, with Acer species having stable relationships with the climatic water balance, Liriodendron tulipifera showing a strengthening relationship, and Quercus species and Populus grandidentata exhibiting weakening. Thus, interannual variations in soil moisture unevenly impact tree growth and carbon sequestration. Our findings suggest that, despite recent pluvial conditions, increasing CO2 concentrations and decreasing acidic deposition have not buffered the impact of water availability on tree growth and carbon sequestration.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: University of Michigan Biological Station Flux Site
#   Location: Michigan
#   Northernmost_Latitude: 45.5598
#   Southernmost_Latitude: 45.5598
#   Easternmost_Longitude: -84.7138
#   Westernmost_Longitude: -84.7138
#   Elevation_m: 234
#--------------------
# Data_Collection
#   Collection_Name: MI027
#   First_Year: 1938
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus grandidentata Michx.
#   Common_Name: bigtooth aspen
#   Tree_Species_Code: PPGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## POGR3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR6A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR6A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POGR4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POGR4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	POGR3_raw	POGR5A_raw	POGR1A_raw	POGR1B_raw	POGR6A_raw	POGR2B_raw	POGR2A_raw	POGR4_raw
1938	NA	NA	NA	NA	NA	3.077	3.261	NA
1939	NA	NA	NA	NA	NA	3.435	4.024	NA
1940	NA	NA	NA	NA	NA	3.621	4.479	3.554
1941	NA	NA	NA	NA	NA	2.919	3.017	1.234
1942	NA	NA	NA	NA	NA	1.443	2.491	1.722
1943	NA	NA	NA	NA	NA	2.139	2.85	2.405
1944	NA	NA	NA	NA	NA	3.842	3.809	2.196
1945	NA	NA	NA	NA	NA	2.481	1.996	1.284
1946	NA	NA	NA	NA	NA	3.095	2.883	2.314
1947	NA	NA	NA	NA	NA	2.63	3.322	1.261
1948	NA	NA	NA	NA	NA	2.8	3.974	1.754
1949	NA	NA	NA	NA	NA	1.622	2.044	1.317
1950	1.793	2.562	2.033	NA	1.213	1.481	1.391	1.655
1951	1.466	2.014	1.837	NA	1.88	1.93	1.892	2.741
1952	1.304	1.688	1.51	NA	1.769	2.545	2.19	2.766
1953	1.432	1.476	0.987	NA	1.341	2.354	2.83	2.175
1954	2.346	1.528	1.055	NA	1.151	1.201	1.633	1.392
1955	2.244	1.901	0.981	1.682	0.984	1.794	1.955	1.75
1956	2.351	2.764	1.428	1.57	1.381	2.15	2.227	2.227
1957	3.133	2.534	1.913	1.344	1.564	1.123	1.486	2.14
1958	3.072	2.377	1.89	1.362	1.538	1.313	2.243	1.851
1959	1.766	2.657	2.858	1.688	1.481	1.937	1.806	1.995
1960	1.249	3.527	2.677	1.174	1.229	1.651	1.827	4.027
1961	1.83	1.717	1.64	0.945	1.63	1.595	1.872	2.814
1962	1.44	1.818	0.992	2.041	1.005	1.943	2.075	1.761
1963	0.938	1.497	1.374	1.844	1.226	1.879	2.267	1.515
1964	1.507	1.628	1.28	1.989	1.09	2.485	2.302	2.087
1965	1.32	0.821	0.959	1.494	0.911	1.75	1.999	1.773
1966	2.254	1.418	1.3	1.226	0.894	1.626	1.814	1.678
1967	1.881	1.872	1.569	2.058	1.232	1.545	2.443	2.331
1968	1.469	1.527	1.213	1.275	1.048	2.504	1.692	2.328
1969	1.181	1.673	1.138	1.158	0.93	1.638	2.252	2.02
1970	2.014	2.997	1.775	0.97	1.656	2.506	2.722	2.166
1971	1.51	2.699	1.471	1.19	1.832	1.687	1.686	1.373
1972	2.099	3.3	1.725	2.088	1.465	2.33	2.216	1.383
1973	2.05	2.763	1.369	2.139	1.037	1.93	1.558	1.73
1974	2.999	2.489	1.72	2.762	1.661	2.769	1.827	2.299
1975	2.495	2.702	1.721	2.004	1.491	3.126	2.101	2.895
1976	2.554	3.123	1.762	1.199	1.223	2.729	2.787	1.903
1977	1.342	1.855	1.518	0.785	0.929	2.331	2.222	1.727
1978	1.794	1.062	1.089	0.798	0.983	2.045	2.278	1.507
1979	2.491	1.249	1.062	1.231	1.364	2.009	1.834	1.377
1980	2.086	1.391	0.927	1.121	1.464	1.499	1.599	1.167
1981	1.965	1.02	0.813	1.08	1.413	2.019	2.654	1.548
1982	2.049	1.366	0.982	2.413	1.77	2.333	2.36	1.647
1983	1.699	1.023	0.806	1.663	1.648	1.735	2.016	1.258
1984	1.615	1.699	0.543	0.943	0.781	2.34	2.722	2.425
1985	2.333	3.336	0.872	1.171	0.98	2.878	2.894	3.11
1986	2.263	3.653	1.548	1.571	1.335	2.965	2.908	3.605
1987	2.194	2.549	1.407	1.29	1.001	1.934	1.707	2.557
1988	1.003	1.42	0.841	1.131	0.915	1.659	1.77	1.23
1989	1.314	1.376	1.251	0.623	0.857	1.446	1.455	1.562
1990	2.105	2.269	1.675	1.314	0.675	1.078	1.301	1.915
1991	1.255	1.547	1.115	1.328	0.565	1.392	1.213	1.723
1992	0.917	0.963	0.921	0.622	0.461	1.078	0.921	1.914
1993	0.568	0.725	0.338	0.338	0.156	0.895	0.79	1.124
1994	1.431	1.341	0.337	0.616	0.411	1.456	1.806	1.677
1995	1.114	1.991	0.824	0.974	0.582	2.982	1.855	1.834
1996	1.514	2.444	0.931	1.257	0.836	3.443	2.158	2.855
1997	1.385	1.019	0.616	0.607	0.638	2.71	3.035	2.313
1998	2.205	0.91	0.656	0.937	0.802	2.721	3.699	2.445
1999	2.317	0.8	0.57	1.034	0.945	2.092	2.112	3.072
2000	2.241	0.825	0.635	1.517	1.347	2.056	2.243	2.688
2001	3.035	0.828	0.848	1.419	1.251	2.502	2.204	1.489
2002	3.239	0.932	1.005	1.257	1.177	2.3	1.948	1.123
2003	2.569	1.263	1.233	1.895	0.971	2.323	1.846	1.134
2004	2.015	1.056	1.506	0.991	0.546	0.647	0.467	1.501
2005	2.102	0.911	1.02	0.749	0.576	0.94	0.821	1.462
2006	2.476	1.176	1.225	1.571	0.531	1.353	1.772	1.705
2007	3.127	1.015	1.219	1.817	1.066	1.988	1.977	2.465
2008	2.326	1.038	0.612	1.246	0.968	0.762	0.551	0.884
2009	1.666	0.831	0.676	1.098	0.862	1.06	0.679	0.902
2010	1.47	1.245	0.913	1.057	0.865	1.909	0.991	1.064
2011	1.397	1.376	0.901	0.911	0.628	1.87	1.465	1.392
2012	1.836	1.606	0.993	0.973	0.875	2.488	1.946	1.772
2013	1.409	1.528	1.039	1.12	0.739	1.91	1.295	1.651
2014	1.82	2.172	1.418	1.511	0.838	2	1.386	1.957
2015	2.396	2.494	1.872	1.446	1.088	2.155	1.661	2.256
2016	2.193	2.268	1.378	1.643	1.167	1.912	1.907	2.107
