# Graybill - North Slope - ABCO - ITRDB AZ529
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3388
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3388.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az529-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az529-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az529.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az529.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - North Slope - ABCO - ITRDB AZ529
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: North Slope
#   Location: Arizona
#   Northernmost_Latitude: 32.22
#   Southernmost_Latitude: 32.22
#   Easternmost_Longitude: -110.55
#   Westernmost_Longitude: -110.55
#   Elevation_m: 2441
#--------------------
# Data_Collection
#   Collection_Name: AZ529
#   First_Year: 1780
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies concolor (Gordon) Lindl. ex Hildebr.
#   Common_Name: white fir
#   Tree_Species_Code: ABCO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NSA011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSA102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSA102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NSA011_raw	NSA012_raw	NSA021_raw	NSA022_raw	NSA031_raw	NSA032_raw	NSA041_raw	NSA042_raw	NSA051_raw	NSA052_raw	NSA061_raw	NSA062_raw	NSA071_raw	NSA072_raw	NSA081_raw	NSA082_raw	NSA091_raw	NSA092_raw	NSA101_raw	NSA102_raw
1779	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	3.75	3.41	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	2.86	2.84	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	3.6	2.61	NA	NA	2.17	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	2.68	NA	NA	4.94	3.44	NA	NA	2.92	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	1.15	NA	NA	2.76	2.07	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	1.55	NA	NA	3.95	2.34	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	2.03	NA	NA	5	3.92	NA	NA	3.83	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	2.1	NA	NA	3.19	3.26	NA	NA	3.18	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	1.44	NA	NA	3.42	4.01	NA	NA	3.93	NA	NA	NA	NA	NA	NA	NA
1790	NA	2.71	NA	NA	NA	1.53	NA	NA	3.59	4.31	NA	NA	2.8	NA	NA	NA	NA	NA	NA	NA
1791	NA	2.61	NA	NA	NA	0.63	NA	NA	4.91	4.57	NA	NA	2.77	NA	NA	NA	NA	NA	NA	NA
1792	NA	2.62	NA	NA	0.61	0.18	NA	NA	5.08	4.3	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA
1793	NA	3.73	NA	NA	1.23	0.53	NA	NA	4.95	4.4	NA	NA	2.52	NA	NA	NA	NA	NA	NA	NA
1794	NA	2.82	NA	NA	0.69	0.36	NA	NA	1.91	1.39	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
1795	NA	3.04	NA	NA	1.07	0.94	NA	NA	3.65	4.02	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA
1796	NA	2.41	NA	NA	1.23	0.74	NA	NA	2.97	3.44	NA	NA	3.67	NA	NA	NA	NA	NA	NA	NA
1797	3.73	2.69	NA	NA	1.4	1.96	NA	NA	2.17	2.44	NA	NA	4.1	NA	NA	NA	NA	NA	NA	NA
1798	2.6	2.21	NA	NA	1	1.75	NA	NA	2.15	2.3	NA	NA	3.14	NA	NA	NA	NA	NA	NA	NA
1799	4	3.97	NA	NA	1.39	1.44	NA	NA	4.33	4.39	NA	NA	4.4	NA	NA	NA	NA	NA	NA	NA
1800	4.05	3.66	NA	3.72	1.46	1.29	NA	NA	3.75	3.32	NA	NA	3.02	NA	NA	NA	NA	NA	NA	NA
1801	4.23	3.37	NA	4.1	1.34	2.26	NA	2.65	3.19	3.22	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA
1802	5.29	4.26	NA	6.28	1.58	2.61	NA	3.09	4.03	4.92	NA	NA	4.06	NA	NA	NA	NA	NA	NA	NA
1803	4.9	3.76	NA	6.95	1.4	2.77	NA	2.2	4.09	3.35	NA	NA	3.3	NA	NA	NA	NA	NA	NA	NA
1804	5.07	4.06	NA	7.55	1.7	2.55	2.45	2.21	5.12	3.67	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA
1805	4.24	3.65	NA	7.11	1.73	2.03	1.6	1.54	4.68	2.78	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA
1806	5.46	3.89	NA	5.05	1.6	1.85	1.35	0.9	2.86	1.81	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA
1807	5.02	4.71	NA	4.53	1.53	1.77	2.57	1.97	4.42	3.82	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA
1808	4.63	4.79	NA	4.78	1.35	1.49	1.53	1.14	3.69	3.73	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA
1809	6.28	5.28	NA	3.7	1.43	1.5	1.24	1.53	3.83	4.82	NA	NA	2.83	NA	NA	NA	NA	NA	NA	NA
1810	6.56	5.32	NA	1.93	0.87	0.73	1.72	2.4	4.34	5.31	NA	NA	3.16	NA	NA	NA	NA	NA	NA	NA
1811	5.5	4.25	NA	2.31	1.13	1.1	1.3	2.29	3.95	3.7	NA	NA	2.4	NA	NA	NA	NA	NA	NA	NA
1812	5.07	3.53	NA	3.79	1.5	1.17	1.17	2	3.94	2.42	NA	NA	2.05	NA	NA	NA	NA	NA	NA	NA
1813	3.66	2.7	NA	2.24	1.38	1.12	1.06	1.61	2.2	1.68	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA
1814	3.74	3.76	NA	2.65	1.66	1.77	1.18	1.45	2.5	2.01	NA	NA	2.94	NA	NA	2.16	NA	NA	NA	NA
1815	3.8	3.3	NA	2.22	1.82	2	1.08	1.39	3.44	3.71	NA	NA	3.42	NA	NA	1.68	NA	NA	NA	NA
1816	4.26	3.75	NA	3.17	1.07	2.45	1.54	1.89	3.4	4.27	NA	NA	3.84	NA	NA	2.56	NA	NA	NA	NA
1817	3.41	2.93	NA	2.56	0.86	2.05	1.17	1.46	2.38	2.53	NA	NA	3	NA	NA	1.93	NA	NA	NA	NA
1818	3.53	3.88	NA	2.92	1.39	2.38	1.05	1.18	1.67	1.88	NA	NA	2.43	NA	NA	2.23	NA	NA	NA	NA
1819	2.5	2.7	NA	1.32	0.65	1.03	0.32	0.42	0.46	0.69	NA	NA	1.32	NA	NA	1.27	NA	NA	NA	NA
1820	2.88	2.45	NA	1.65	0.81	1.06	0.78	0.96	1.27	2.05	NA	NA	1.48	NA	NA	2.19	NA	NA	NA	NA
1821	4.68	4.46	NA	2.8	1.25	1.36	0.96	1.07	2.69	4.07	NA	NA	2.05	NA	NA	1.72	NA	NA	NA	NA
1822	3.39	4.01	NA	2.77	1.67	1.8	0.57	0.58	1.24	2.75	NA	NA	1.14	NA	NA	3.41	NA	NA	NA	NA
1823	2.66	3.77	NA	3.07	1.78	2.05	0.89	0.91	1.61	2.46	NA	NA	1.28	NA	NA	2.35	NA	NA	NA	NA
1824	3.34	3.96	NA	3.23	1.78	2.34	1.07	1.24	2.4	3.39	NA	NA	1.36	NA	NA	2.83	NA	NA	NA	NA
1825	3.73	3.98	NA	3.01	1.78	1.68	1.18	1.13	2.58	2.94	NA	NA	1.66	NA	NA	2.54	NA	NA	NA	NA
1826	4.51	4.48	NA	3.4	2	2.36	1.25	1.19	2	3.04	NA	3.62	2.99	NA	NA	3.27	NA	NA	NA	NA
1827	4.53	4.82	NA	3.23	1.98	1.97	1.48	1.45	2.74	3.48	NA	4.51	3.38	NA	NA	3.59	NA	NA	NA	NA
