# Maxwell - Pioneer Mothers Memorial Forest - ACSH - ITRDB IN042
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34651
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34651.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in042-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in042-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in042.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in042.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Pioneer Mothers Memorial Forest - ACSH - ITRDB IN042
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period). NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Pioneer Mothers Memorial Forest
#   Location: Indiana
#   Northernmost_Latitude: 38.536
#   Southernmost_Latitude: 38.536
#   Easternmost_Longitude: -86.455
#   Westernmost_Longitude: -86.455
#   Elevation_m: 221
#--------------------
# Data_Collection
#   Collection_Name: IN042
#   First_Year: 1884
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 104N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 104N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 104S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 104S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 105E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 105E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 203w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 203w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 203e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 203e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 205s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 205s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 205w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 205w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 206s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 206s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 206n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 206n; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 208s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 208s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 208w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 208w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 210e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 210e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 210w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 210w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 211e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 211e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 211w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 211w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 220e_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 220e; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 220s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 220s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 224n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 224n; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 224w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 224w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	104N_raw	104S_raw	105E_raw	203w_raw	203e_raw	205s_raw	205w_raw	206s_raw	206n_raw	208s_raw	208w_raw	210e_raw	210w_raw	211e_raw	211w_raw	220e_raw	220s_raw	224n_raw	224w_raw
1884	NA	NA	NA	1.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	1.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	0.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	2.095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	0.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	1.412	NA	1.882	NA	NA	NA	NA	NA	2.275	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	0.713	NA	1.111	NA	3.226	NA	NA	NA	1.451	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	1.288	NA	1.501	NA	3.8	3.709	NA	NA	2.055	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	1.504	NA	0.884	0.669	2.586	1.48	NA	NA	1.536	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	1.143	NA	0.842	0.633	1.976	3.36	NA	NA	0.976	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	1.954	NA	1.389	1.268	2.243	3.768	NA	NA	1.529	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	2.812	NA	2.146	1.237	3.041	3.618	NA	NA	1.704	NA	NA	NA	NA	NA	0.598	NA
1896	NA	NA	NA	3.313	NA	2.679	1.606	3.213	3.771	NA	NA	1.663	NA	NA	NA	NA	NA	0.678	NA
1897	NA	NA	NA	2.569	NA	2.291	1.35	2.729	2.996	NA	NA	1.514	NA	NA	NA	NA	NA	0.275	0.928
1898	NA	NA	NA	2.2	NA	3.418	2.114	2.794	2.225	NA	NA	1.735	NA	NA	NA	NA	NA	0.289	1.081
1899	NA	NA	NA	1.929	NA	1.825	1.275	2.87	2.405	NA	NA	1.923	NA	NA	NA	NA	NA	0.429	1.067
1900	NA	NA	NA	1.386	NA	2.005	2.162	2.955	3.6	NA	NA	1.873	NA	NA	NA	1.213	NA	0.49	1.055
1901	NA	NA	NA	0.983	1.763	1.25	1.682	1.536	3.133	NA	NA	1.306	NA	NA	NA	1.088	NA	0.437	1.131
1902	NA	NA	NA	2.324	1.086	2.651	2.707	2.715	2.205	NA	NA	2.426	NA	NA	NA	1.951	NA	1.071	3.125
1903	NA	NA	NA	1.843	1.722	1.972	1.427	2.062	2.012	NA	NA	1.818	NA	NA	NA	1.81	NA	1.161	1.781
1904	NA	NA	NA	1.314	1.587	1.96	1.673	2.096	2.169	NA	NA	1.521	NA	NA	NA	1.623	3.099	1.155	1.676
1905	NA	NA	NA	1.113	1.559	2.009	1.722	2.786	2.488	NA	NA	2.124	NA	NA	NA	1.83	1.864	1.295	1.761
1906	NA	NA	NA	1.036	0.767	1.404	1.446	2.194	1.678	NA	NA	2.026	NA	NA	NA	2.08	1.215	0.889	1.311
1907	NA	NA	NA	1.228	1.015	1.911	2.048	2.347	2.486	NA	NA	2.013	NA	NA	NA	1.628	0.871	1.294	1.392
1908	NA	NA	NA	1.336	0.631	1.381	1.141	1.21	2.268	NA	NA	1.373	NA	NA	NA	1.071	1.141	1.125	1.261
1909	NA	NA	NA	2.143	1.179	1.936	1.899	1.953	1.796	NA	NA	2.687	2.936	NA	NA	1.939	1.289	2.012	2.736
1910	NA	NA	NA	1.24	1.842	1.165	1.118	1.517	2.043	NA	NA	1.713	2.33	NA	NA	1.743	0.845	0.968	1.687
1911	NA	NA	NA	0.441	0.622	0.632	0.519	0.767	1.488	NA	NA	1.46	2.063	NA	NA	0.971	2.135	0.948	1.461
1912	NA	NA	NA	1.078	0.504	1.749	1.409	0.829	1.189	NA	NA	2.273	2.686	NA	NA	1.501	0.762	1.773	2.127
1913	NA	NA	NA	0.328	0.814	1.209	0.629	0.491	0.484	NA	NA	1.425	1.479	NA	NA	1.307	1.206	0.797	1.107
1914	1.252	NA	NA	0.491	0.532	1.388	0.604	0.462	1.259	NA	NA	1.703	2.068	NA	NA	1.653	1.304	1.269	1.543
1915	1.862	NA	NA	1.16	0.817	2.359	1.66	0.569	1.015	NA	NA	3.495	3.801	NA	NA	2.882	1.329	2.489	2.195
1916	1.363	NA	NA	1.102	1.435	1.933	1.268	0.534	0.393	NA	NA	4.108	4.62	NA	NA	2.964	3.11	2.173	2.207
1917	0.775	NA	NA	1.864	1.625	1.785	1.117	0.7	1.222	1.732	NA	3.413	3.386	NA	NA	2.936	2.601	1.774	2.126
1918	1.827	2.15	NA	0.7	0.61	1.186	0.79	0.284	0.488	1.306	NA	2.836	3.001	0.789	NA	2.724	2.139	1.732	1.93
1919	1.027	1.001	NA	1.128	0.918	1.419	0.976	0.591	0.482	0.526	NA	2.21	1.825	1.042	NA	2.651	2.06	1.26	1.547
1920	1.485	1.898	NA	1.334	0.63	1.259	0.9	0.775	0.733	1.039	NA	2.409	2.55	1.549	NA	2.613	2.103	1.941	2.351
1921	2.175	2.384	NA	0.642	0.597	1.176	0.434	0.37	0.377	0.499	0.494	1.313	1.732	1.724	NA	1.354	1.373	1.102	1.283
1922	1.927	2.48	NA	2.307	1.364	2.424	1.022	0.66	0.367	0.993	0.873	2.666	3.662	0.992	NA	3.028	2.398	1.609	2.237
1923	1.928	2.12	1.507	1.458	0.82	1.279	0.571	0.552	0.34	0.549	0.561	1.833	2.572	0.857	1.257	2.586	1.857	1.423	1.993
1924	1.322	1.285	0.566	1.136	0.704	1.533	1.26	0.259	0.397	1.394	0.9	2.065	2.027	0.883	1.11	2.758	1.672	1.935	2.238
1925	1.164	1.647	0.651	0.633	0.543	1.035	0.501	0	0.357	1.098	0.441	1.288	1.398	0.607	0.604	1.597	0.903	1.237	1.67
1926	0.565	0.825	0.558	2.985	1.79	1.668	1.163	0.408	0.337	1.112	1.274	3.837	3.703	1.217	1.483	3.034	2.648	2.468	3.855
1927	1.638	2.327	0.804	2.031	1.602	1.892	1.322	0.814	0.383	1.069	0.981	2.999	3.47	1.25	1.53	1.647	1.887	1.512	2.829
1928	1.501	2.818	0.371	3.017	2.056	2.176	1.053	1.382	0.698	0.449	1.124	2.69	3.469	1.077	1.224	2.124	1.998	1.306	2.834
1929	1.249	1.858	0.56	3.182	1.49	2.094	0.703	1.243	0.772	1.018	0.871	1.541	2.975	1.235	1.17	1.814	1.046	0.984	2.066
1930	0.715	1.434	0.414	2.163	1.197	1.483	1.631	0.851	0.957	1.037	0.612	1.722	2.362	0.791	0.88	2.222	2.098	1.261	1.747
1931	1.294	1.846	0.611	3.258	1.367	1.059	1.424	1.26	0.754	0.446	0.804	1.816	2.213	1.6	1.74	1.867	2.028	1.192	1.667
1932	1.277	2.214	0.342	2.665	1.574	1.132	1.531	0.931	0.854	0.469	0.903	1.929	2.463	1.257	0.987	1.77	1.96	1.118	1.564
1933	0.702	0.987	0.291	1.543	1.06	0.705	0.931	0.783	0.606	0.411	0.423	1.545	2.134	0.742	0.894	1.046	1.027	0.748	1.169
1934	1.092	1.834	0.674	2.757	1.866	0.833	1.207	1.393	0.944	0.936	0.998	1.613	1.985	0.851	0.87	1.886	1.904	1.138	1.108
1935	1.581	2.023	0.458	3.705	1.934	1.051	1.293	1.494	1.346	0.401	0.833	1.677	1.974	1.013	1.021	1.97	1.319	1.075	1.442
1936	0.612	0.933	0.376	1.436	0.866	0.564	0.586	0.774	0.808	1.265	0.432	1.362	1.433	0.497	0.52	1.085	0.655	0.837	1.112
1937	2.026	1.727	0.556	4.773	2.71	1.623	1.754	1.176	1.172	0.824	1.193	1.625	1.854	1.555	1.416	3.667	2.81	1.134	1.765
1938	2.514	3.818	0.966	6.528	4.265	0.85	2.876	1.578	1.666	0.833	1.035	3.015	3.504	1.709	1.359	3.489	2.391	1.11	2.883
1939	2.253	3.144	0.587	4.344	2.936	1.764	1.397	1.489	1.064	0.755	0.813	2.327	1.934	1.413	0.661	1.618	3.233	1.535	2.474
1940	1.376	1.606	0.519	3.342	2.153	1.409	1.239	1.426	1.189	0.54	0.461	1.884	1.656	0.864	0.65	1.716	2.181	1.945	2.018
1941	2.506	2.09	0.665	4.059	2.863	1.802	1.325	1.34	0.917	0.288	0.316	1.877	2.193	1.27	0.973	2.916	3.067	2.047	2.239
