# Lloyd - Grasshopper Hill - PCGL - ITRDB AK038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3890
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3890.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak038-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak038-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak038.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Lloyd - Grasshopper Hill - PCGL - ITRDB AK038
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Grasshopper Hill
#   Location: Alaska
#   Northernmost_Latitude: 64.92
#   Southernmost_Latitude: 64.92
#   Easternmost_Longitude: -163.67
#   Westernmost_Longitude: -163.67
#   Elevation_m: 150
#--------------------
# Data_Collection
#   Collection_Name: AK038
#   First_Year: 1790
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OA0004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA0013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA0013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA107_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA107; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA110AB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA110AB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA113AB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA113AB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA125_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA125; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA127_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA127; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA129_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA129; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA155_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA155; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA156_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA156; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## oa017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: oa017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA179-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA179-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA056_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA056; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA058C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA058C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OA075_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OA075; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OA0004_raw	OA0005_raw	OA0006_raw	OA0007_raw	OA0008_raw	OA0012_raw	OA0013_raw	OA107_raw	OA110AB_raw	OA111_raw	OA113AB_raw	OA125_raw	OA127_raw	OA129_raw	OA130_raw	OA155_raw	OA156_raw	oa017_raw	OA179-1_raw	OA056_raw	OA058C_raw	OA062_raw	OA070_raw	OA075_raw
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.658	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.738	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.764	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	NA	0.814	NA	NA	NA	NA	0.946	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	1.712	NA	NA	NA	NA	NA	NA	0.734	NA	NA	NA	NA	0.642	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	1.436	NA	NA	NA	NA	NA	NA	0.786	NA	NA	NA	NA	0.702	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	1.174	NA	NA	NA	NA	NA	NA	0.506	NA	NA	NA	NA	0.522	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	1.172	NA	NA	NA	NA	NA	NA	0.386	NA	NA	NA	NA	0.386	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	1.124	NA	NA	NA	NA	NA	NA	0.262	NA	NA	NA	NA	0.536	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	0.252	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	1.038	NA	NA	NA	NA	NA	NA	0.108	NA	NA	NA	NA	0.372	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	0.322	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	0.862	NA	NA	NA	NA	NA	NA	0.078	NA	NA	NA	NA	0.378	1.192	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	0.652	NA	NA	NA	NA	NA	NA	0.158	NA	NA	NA	NA	0.328	1.416	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	0.938	NA	NA	NA	NA	NA	NA	0.548	NA	NA	NA	NA	0.588	1.63	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	0.536	1.238	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	0.568	NA	NA	NA	NA	NA	NA	0.154	NA	NA	NA	NA	0.42	0.842	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	NA	NA	0.134	NA	NA	NA	NA	0.402	0.98	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	0.202	0.564	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	0.464	NA	NA	NA	NA	NA	NA	0.118	NA	NA	NA	NA	0.222	0.538	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	0.418	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	0.208	0.622	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	0.444	NA	NA	NA	NA	NA	NA	0.104	NA	NA	NA	NA	0.22	0.472	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	0.534	NA	NA	NA	NA	NA	NA	0.154	NA	NA	NA	NA	0.25	0.514	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	0.608	NA	NA	NA	NA	NA	NA	0.272	NA	NA	NA	NA	0.416	0.65	NA	NA	NA	NA	NA
1815	NA	NA	0.66	NA	NA	0.566	NA	NA	NA	NA	NA	NA	0.172	NA	NA	NA	NA	0.35	0.524	NA	NA	NA	NA	NA
1816	NA	NA	0.41	NA	NA	0.54	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	0.288	0.338	NA	NA	NA	NA	NA
1817	NA	NA	1.168	NA	NA	0.464	NA	NA	NA	NA	NA	NA	0.154	NA	NA	NA	NA	0.26	0.656	NA	NA	NA	NA	NA
1818	NA	NA	0.984	NA	NA	0.566	NA	NA	NA	NA	NA	NA	0.286	NA	NA	NA	NA	0.262	0.752	NA	NA	NA	NA	NA
1819	NA	NA	0.812	NA	NA	0.676	NA	NA	NA	NA	NA	NA	0.378	NA	NA	NA	NA	0.668	1.068	NA	NA	NA	NA	NA
1820	NA	NA	0.632	NA	NA	0.7	NA	NA	NA	NA	NA	NA	0.702	NA	NA	NA	NA	0.484	1.654	NA	NA	NA	NA	NA
1821	NA	NA	0.424	NA	NA	0.512	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	0.264	1.144	NA	NA	NA	NA	NA
1822	NA	NA	0.954	NA	NA	0.36	NA	NA	NA	NA	NA	NA	0.344	NA	NA	NA	NA	0.26	0.678	NA	NA	NA	NA	NA
1823	NA	NA	0.43	NA	NA	0.456	NA	NA	NA	NA	NA	NA	0.346	NA	NA	NA	NA	0.42	0.984	NA	NA	NA	NA	NA
1824	NA	NA	0.386	NA	NA	0.398	NA	NA	NA	NA	NA	NA	0.202	NA	NA	NA	NA	0.238	0.826	NA	NA	NA	NA	NA
1825	NA	NA	0.416	NA	NA	0.434	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	0.178	0.818	NA	NA	NA	NA	NA
1826	NA	NA	0.676	NA	NA	0.552	NA	NA	NA	NA	NA	0.538	0.502	NA	NA	NA	NA	0.212	0.856	NA	NA	NA	NA	NA
1827	NA	NA	0.35	NA	NA	0.672	NA	NA	NA	NA	NA	0.636	0.746	NA	NA	NA	NA	0.272	0.96	NA	NA	NA	NA	NA
1828	NA	NA	0.308	NA	NA	0.494	NA	NA	NA	NA	0.83	0.856	0.354	NA	NA	NA	NA	0.242	0.686	NA	NA	NA	NA	NA
1829	NA	NA	0.178	NA	NA	0.408	NA	NA	NA	NA	0.942	0.842	0.318	NA	NA	NA	NA	0.204	0.882	NA	NA	NA	NA	NA
1830	NA	NA	0.138	NA	NA	0.376	NA	NA	NA	NA	1.074	0.586	0.332	NA	NA	NA	NA	0.374	0.59	NA	NA	NA	NA	NA
1831	NA	NA	0.14	NA	NA	0.48	NA	NA	NA	NA	0.53	0.534	0.184	NA	NA	NA	NA	0.306	0.82	NA	NA	NA	NA	NA
1832	NA	NA	0.046	NA	NA	0.538	NA	NA	NA	NA	0.628	0.748	0.132	NA	NA	NA	NA	0.372	0.832	NA	NA	NA	NA	NA
1833	NA	NA	0.114	NA	NA	0.564	NA	NA	NA	NA	0.58	0.776	0.112	NA	NA	NA	NA	0.28	0.66	NA	NA	NA	NA	NA
1834	NA	NA	0.094	NA	NA	0.258	NA	NA	NA	NA	0.544	0.532	0.06	NA	NA	NA	NA	0.126	0.796	NA	NA	NA	NA	NA
1835	NA	NA	0.07	NA	NA	0.322	0.96	NA	NA	NA	0.67	0.88	0.094	NA	NA	NA	NA	0.396	0.798	NA	NA	NA	NA	NA
1836	NA	NA	0.082	NA	NA	0.348	0.72	NA	NA	NA	0.52	0.62	0.124	NA	NA	NA	NA	0.186	0.704	NA	NA	NA	NA	NA
1837	0.34	NA	0.09	NA	NA	0.468	0.64	NA	NA	NA	0.75	0.97	0.29	NA	NA	NA	NA	0.308	0.714	NA	NA	NA	NA	NA
