# Pearl - Orleans Swamp - CHTH - ITRDB MA032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/29080
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-29080.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ma032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ma032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-02-11
#--------------------
# File_Last_Modified_Date
#   Date: 2020-02-11
#--------------------
# Title
#   Study_Name: Pearl - Orleans Swamp - CHTH - ITRDB MA032
#--------------------
# Investigators
#   Investigators: Pearl, J.K.; Anchukaitis, K.J.(https://orcid.org/0000-0002-8509-8080); Pederson, N.(https://orcid.org/0000-0003-3830-263X); Donnelly, J.P.(https://orcid.org/0000-0002-3497-5944)
#--------------------
# Description_Notes_and_Keywords
#   Description: These data were collected as part of northeastern United States network of Atlantic white cedar. They were used to generate a gridded temperature reconstruction for the region. Two or three cores per tree were extracted from each tree and labelled as "A", "B" or "C" NOAA Template Raw Measurements file added 2020-05-11.
#--------------------
# Publication
#   Authors: Jessie K. Pearl, Kevin J. Anchukaitis, Neil Pederson, Jeffrey P. Donnelly
#   Journal_Name: Journal of Geophysical Research: Atmospheres
#   Published_Title: Multivariate Climate Field Reconstructions Using Tree Rings for the Northeastern United States
#   Published_Date_or_Year: 2020
#   Volume: 125
#   Pages: 
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2019JD031619
#   Full_Citation: None
#   Abstract: High-resolution paleoclimate records are essential for improving our understanding of internal variability and the detection and attribution of forced climate system responses. The densely populated northeastern United States is at risk from increasing temperatures, severe droughts, and extreme precipitation, but the region has limited annual and seasonal-resolution paleoclimate records beyond the instrumental record. Chamaecyparis thyoides, L. (B.S.P.), Atlantic white cedar, a wetland conifer found within 200 km of the Atlantic coastline of the United States, is a promising tree-ring proxy that can fill in these data gaps. Here, we develop and analyze a new network of Atlantic white cedar tree-ring chronologies across the northeastern United States and demonstrate that site selection is important for regional paleoclimate reconstructions. Ring width variability reflects winter through summer temperatures at inland and hydrologically stable sites in the northernmost section of the species' range. Ombrotrophic sites along the coast record hydrological signals and correlate with growing season precipitation. We demonstrate skillful regional climate field reconstructions for the last several centuries and show the increased skill from incorporating our moisture sensitive sites into broad-scale products like the North American Drought Atlas. This comprehensive understanding of the species' climate responses leads to a tree-ring network that provides the long-term multivariate climate context at multidecadal and centennial time scales for the large-scale ocean-atmospheric processes that influence the climate of the region. We use this network to examine the covariance of temperature and drought across the New England area over the past two centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS-1304262, AGS-1501856
#--------------------
# Site_Information
#   Site_Name: Orleans Swamp
#   Location: Massachusetts
#   Northernmost_Latitude: 41.755
#   Southernmost_Latitude: 41.755
#   Easternmost_Longitude: -69.977
#   Westernmost_Longitude: -69.977
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: MA032
#   First_Year: 1854
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Chamaecyparis thyoides (L.) B.S.P.
#   Common_Name: Atlantic white-cedar
#   Tree_Species_Code: CHTH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ORS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORS21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORS21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ORS01A_raw	ORS01B_raw	ORS02A_raw	ORS02B_raw	ORS03A_raw	ORS03B_raw	ORS04A_raw	ORS04B_raw	ORS05B_raw	ORS06_raw	ORS06B_raw	ORS07B_raw	ORS08A_raw	ORS08B_raw	ORS09A_raw	ORS09B_raw	ORS10A_raw	ORS10B_raw	ORS11A_raw	ORS12A_raw	ORS12B_raw	ORS13A_raw	ORS14A_raw	ORS14B_raw	ORS15A_raw	ORS15B_raw	ORS16A_raw	ORS16B_raw	ORS17A_raw	ORS17B_raw	ORS18A_raw	ORS18B_raw	ORS19A_raw	ORS19B_raw	ORS20A_raw	ORS21A_raw	ORS21B_raw
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.008
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.002
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.505
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.828
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.414
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.304	1.641
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.054	0.714
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.756	0.859
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.765	1.316
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.236	1.346
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	1.312
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.068	1.92
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.215	2.271
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.296	1.593
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.345	1.745
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.253	1.55
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.674	1.732
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.822	2.071
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.586	2.075
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.113	1.672
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.102	1.713
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.946	NA	NA	NA	2.165	2.002
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.665	NA	NA	NA	5.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.448	NA	NA	NA	2.414	1.636
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.992	NA	NA	NA	4.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.814	NA	NA	NA	2.089	1.164
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.142	NA	NA	2.862	3.551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	1.721	1.026
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	NA	3.408	3.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.411	NA	NA	NA	2.558	1.807
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.489	NA	NA	3.127	3.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.889	NA	NA	NA	2.063	1.612
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.578	NA	NA	3.168	4.091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.909	NA	NA	NA	1.888	1.694
1884	NA	NA	NA	NA	NA	NA	NA	NA	1.515	3.449	NA	NA	3.938	3.512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.071	NA	NA	0.459	2.079	1.584
1885	NA	NA	NA	NA	NA	NA	NA	NA	2.088	2.44	NA	NA	3.006	2.951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.107	NA	NA	0.565	1.579	1.434
1886	NA	NA	NA	NA	NA	1.423	NA	NA	1.859	2.007	NA	NA	2.524	2.086	NA	NA	NA	NA	NA	NA	NA	NA	1.173	1.404	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	0.594	1.428	1.078
1887	NA	NA	NA	NA	NA	1.411	NA	2.472	2.079	1.683	NA	NA	3.142	1.826	NA	NA	NA	NA	NA	NA	NA	NA	1.787	1.542	NA	NA	NA	NA	NA	0.982	1.752	2.139	NA	NA	0.95	1.523	1.636
1888	NA	1.893	NA	NA	NA	1.25	NA	2.464	2.262	1.721	NA	NA	2.605	1.785	NA	NA	NA	NA	NA	NA	NA	NA	1.875	1.977	NA	NA	NA	NA	NA	0.712	1.395	2.319	NA	NA	1.225	1.049	1.44
1889	NA	1.855	NA	NA	NA	1.191	NA	2.876	2.436	2.135	NA	NA	2.797	1.632	NA	NA	NA	NA	NA	NA	NA	NA	2.108	1.803	NA	NA	NA	NA	NA	0.835	1.284	1.935	NA	NA	1.533	1.254	1.553
1890	NA	1.821	NA	NA	NA	1.098	NA	2.91	2.121	1.842	NA	NA	2.15	1.555	NA	NA	NA	NA	NA	NA	NA	NA	1.994	2.169	NA	NA	NA	NA	NA	1.27	1.417	1.831	NA	0.568	1.756	1.044	1.381
1891	NA	2.665	NA	NA	NA	2.028	3.046	3.015	3.221	1.872	NA	NA	3.077	1.993	NA	NA	NA	NA	NA	NA	1.965	NA	3.187	2.584	NA	NA	NA	NA	NA	1.784	1.426	1.791	1.127	0.73	1.824	1.467	1.702
1892	NA	2.291	NA	NA	NA	1.438	2.372	2.371	2.052	1.83	NA	NA	3.189	1.965	NA	NA	NA	NA	NA	1.311	1.851	1.578	1.645	1.491	NA	NA	NA	NA	NA	2.083	1.505	1.786	1.509	0.823	1.687	1.445	1.239
1893	2.964	2.501	NA	NA	NA	1.777	2.496	2.866	1.853	1.721	NA	NA	2.959	2.098	NA	NA	NA	NA	NA	1.751	2.195	2.06	2.016	1.9	NA	NA	NA	NA	NA	2.43	1.65	1.684	1.498	0.903	1.799	1.667	1.308
1894	2.197	2.174	NA	NA	NA	1.59	2.172	2.367	1.45	1.305	NA	NA	2.418	1.891	NA	NA	2.027	2.005	NA	1.475	2.056	1.653	1.789	1.193	NA	NA	NA	NA	NA	2.371	1.191	1.484	1.455	1.293	1.581	1.45	1.281
1895	1.557	1.935	NA	NA	NA	1.539	2.209	2.732	1.591	0.923	NA	NA	2.241	1.908	NA	NA	2.284	2.113	NA	1.524	2.438	1.796	1.722	1.512	NA	NA	NA	NA	NA	2.247	1.186	1.427	1.36	1.384	1.437	1.214	1.023
1896	1.513	2.168	3.467	NA	NA	1.256	1.798	2.422	1.846	0.837	NA	NA	2.102	1.82	NA	NA	1.891	1.877	NA	1.431	2.252	1.18	1.616	1.521	NA	NA	NA	NA	NA	2.421	1.154	1.244	1.309	1.45	1.335	0.753	0.676
1897	0.927	1.744	3.737	NA	NA	1.305	2.245	3.15	1.758	0.756	NA	NA	2.487	1.618	NA	NA	2.115	2.06	NA	1.546	2.781	1.704	1.359	1.519	NA	NA	NA	NA	NA	2.46	1.277	0.926	1.881	1.82	1.655	1.049	0.952
1898	0.911	1.512	3.133	NA	NA	1.249	1.981	2.806	1.62	0.852	NA	NA	2.36	1.563	NA	NA	2.128	2.22	NA	1.268	2.323	1.237	1.498	1.418	NA	NA	NA	NA	NA	2.372	1.045	1.025	1.898	1.811	1.487	1.199	1.022
1899	0.916	1.613	2.821	NA	NA	0.859	1.643	2.405	1.315	0.9	NA	NA	1.957	1.598	NA	NA	1.896	1.838	NA	1.68	2.233	1.457	1.551	1.662	NA	NA	NA	NA	NA	2.375	1.003	0.908	2.131	1.891	1.31	1.054	0.922
1900	1.137	1.239	2.317	NA	0.858	0.752	1.778	2.2	1.295	0.811	1.173	NA	1.571	1.724	NA	NA	1.566	1.577	NA	1.582	2.276	1.231	1.672	1.453	NA	NA	NA	NA	NA	1.962	1.073	0.664	2.119	1.557	1.333	0.811	0.71
1901	1.467	1.286	2.301	NA	0.864	0.688	1.862	2.3	1.277	1.252	1.152	NA	1.743	2.091	NA	NA	2.29	2.332	NA	2.191	2.845	0.894	1.955	2.162	NA	NA	NA	NA	NA	2.983	1.334	1.007	2.502	1.788	1.579	1.036	0.892
