# Meko - Orland Hutterite Colony - QUMA - ITRDB SD015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3957
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3957.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd015-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd015-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd015.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Meko - Orland Hutterite Colony - QUMA - ITRDB SD015
#--------------------
# Investigators
#   Investigators: Meko, D.M.(https://orcid.org/0000-0002-5171-2724); Sieg, C.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Orland Hutterite Colony
#   Location: South Dakota
#   Northernmost_Latitude: 43.85
#   Southernmost_Latitude: 43.85
#   Easternmost_Longitude: -97.05
#   Westernmost_Longitude: -97.05
#   Elevation_m: 523
#--------------------
# Data_Collection
#   Collection_Name: SD015
#   First_Year: 1859
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ORL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL6A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL6A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL6B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL6B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL8A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL8A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL8B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL8B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL9A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL9A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ORL9B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ORL9B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ORL10A_raw	ORL10B_raw	ORL1A_raw	ORL1B_raw	ORL2A_raw	ORL2B_raw	ORL3A_raw	ORL3B_raw	ORL4A_raw	ORL4B_raw	ORL5A_raw	ORL5B_raw	ORL6A_raw	ORL6B_raw	ORL7A_raw	ORL7B_raw	ORL8A_raw	ORL8B_raw	ORL9A_raw	ORL9B_raw
1859	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76
1884	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68
1885	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55
1886	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38
1887	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29
1888	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.32
1889	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.25
1890	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.33
1891	0.52	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.27
1892	0.63	NA	NA	NA	3	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.42
1893	0.75	NA	NA	NA	2.81	3.35	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.53
1894	0.49	NA	NA	NA	1.66	1.24	0.76	NA	0.94	1.26	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.36
1895	0.62	NA	NA	NA	1.01	1.09	1.68	NA	1.1	1.16	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.27
1896	1.1	NA	NA	NA	1.65	1.7	1.1	NA	1.4	1.52	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.49
1897	1	NA	NA	NA	1.82	1.65	0.53	NA	1.9	1.76	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.58
1898	1.69	NA	NA	NA	2.76	3.52	0.93	NA	1.47	3.11	NA	NA	NA	NA	NA	1.76	NA	NA	0.7	0.51
1899	0.95	NA	NA	NA	2.12	2.08	1.4	NA	1.52	2.18	NA	NA	NA	NA	NA	2.68	NA	NA	1.38	1.7
1900	0.81	NA	NA	NA	1.68	0.9	0.52	NA	0.98	1.83	NA	NA	1.44	NA	NA	1	2.03	NA	1.01	1.63
1901	0.97	NA	NA	NA	2.6	2.85	1.21	NA	3.73	3.74	NA	NA	2.24	NA	NA	2.99	3.53	NA	1.25	1.79
1902	1.36	2.25	NA	NA	2.25	3.25	1.93	NA	2.92	3.11	NA	NA	2.39	NA	NA	3.19	2.74	NA	1.3	1.53
1903	1.01	3.36	NA	NA	3.78	5.01	2.6	NA	3.18	3.6	NA	1.48	1.96	2.88	NA	3.51	3.19	NA	1.26	1.62
1904	1.19	2.69	NA	1.38	2.89	4.25	2.24	NA	2.47	3.36	NA	0.9	1	1.1	NA	2.73	2.59	NA	1.35	1.44
1905	1.63	2.66	NA	2.7	2.72	3.44	2.92	NA	3.04	3.85	NA	1.34	1.32	1.34	NA	3.01	3.86	NA	1.95	1.94
1906	1.93	2.62	NA	1.65	2.6	3.02	2.23	NA	3.05	3.01	NA	1.18	1.16	0.98	NA	3.25	2.84	NA	1.33	1.23
1907	1.27	2	NA	1.94	2.44	3.37	2.1	NA	1.93	2.1	0.57	0.85	0.91	0.95	NA	2.74	2.15	3.49	0.81	1.15
1908	1.05	1.97	NA	2.08	2.7	4.41	2.31	NA	2.79	1.44	1.11	1.22	1.68	1.61	NA	4.05	3.04	4.72	1.12	1.43
1909	0.9	1.4	NA	1.93	2.92	3.82	2.37	NA	2.83	1.19	1.58	1.84	2.06	1.29	NA	4.42	2.34	4.61	1.32	1.51
1910	1.16	1.76	2.65	1.28	2.09	3.53	1.38	NA	1.68	1.43	1.49	1.39	1.08	0.8	2.59	2.17	2.37	2.42	1.11	1.51
1911	0.71	1.08	1.85	0.99	1.55	1.97	1.34	NA	1.42	1.12	1.53	1.38	1.66	0.54	3.59	2.21	1.93	2.1	0.65	0.99
