# Cleaveland - Crystal - PIPO - ITRDB NM529
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2941
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2941.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529d-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm529d-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm529d.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm529d.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Cleaveland - Crystal - PIPO - ITRDB NM529
#--------------------
# Investigators
#   Investigators: Cleaveland, M.K.; Harlan, T.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Crystal
#   Location: New Mexico
#   Northernmost_Latitude: 35.97
#   Southernmost_Latitude: 35.97
#   Easternmost_Longitude: -108.8
#   Westernmost_Longitude: -108.8
#   Elevation_m: 2755
#--------------------
# Data_Collection
#   Collection_Name: NM529
#   First_Year: 1652
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  total ring density
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CP163R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP163R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP168R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP168R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP181R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP181R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP191R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP191R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP201R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP201R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP203R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP203R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP211R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP211R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP221R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP221R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP233R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP233R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP283R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP283R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP293R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP293R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP294R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP294R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP304R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP304R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CP163R_raw	CP168R_raw	CP181R_raw	CP191R_raw	CP201R_raw	CP203R_raw	CP211R_raw	CP221R_raw	CP233R_raw	CP283R_raw	CP293R_raw	CP294R_raw	CP304R_raw
1652	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	0.54	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	0.51	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	0.44	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	0.46	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	0.44	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	0.45	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	0.43	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	0.45	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	0.46	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	0.45	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	0.44	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	0.43	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	0.43	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	0.47	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	0.45	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	0.47	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23
1685	0.5	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46
1686	0.47	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28
1687	0.46	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24
1688	0.42	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29
1689	0.42	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26
1690	0.42	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	0.28
1691	0.44	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	0.3
1692	0.42	0.39	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.39	0.29
1693	0.43	0.39	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.34	0.36
1694	0.44	0.42	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.36	0.29
1695	0.43	0.42	NA	NA	NA	0.45	NA	NA	NA	NA	0.37	0.36	0.29
1696	0.45	0.44	NA	NA	NA	0.44	NA	NA	NA	NA	0.42	0.35	0.31
1697	0.44	NA	NA	NA	NA	0.43	NA	NA	NA	NA	0.36	0.32	0.35
1698	0.43	NA	NA	NA	NA	0.43	NA	NA	NA	NA	0.37	0.35	0.25
1699	0.41	NA	NA	NA	NA	0.4	NA	NA	NA	NA	0.35	0.32	0.3
1700	0.45	NA	NA	NA	0.44	0.4	NA	NA	NA	NA	0.4	0.39	0.31
1701	0.42	NA	NA	NA	0.4	0.44	NA	NA	NA	NA	0.33	0.33	0.26
1702	0.42	NA	NA	NA	0.4	0.41	NA	NA	NA	NA	0.37	0.38	0.24
1703	0.46	NA	NA	NA	0.46	0.4	NA	NA	NA	NA	0.4	0.39	0.3
1704	0.47	NA	NA	NA	0.39	0.45	NA	NA	NA	NA	0.37	0.36	0.3
1705	0.47	NA	NA	NA	0.43	0.43	NA	NA	NA	NA	0.39	0.37	0.28
1706	0.48	NA	NA	NA	0.43	0.43	NA	NA	NA	NA	0.39	0.4	0.27
1707	0.44	NA	NA	NA	0.43	0.43	NA	NA	NA	NA	0.38	0.37	0.28
1708	0.47	NA	NA	NA	0.41	0.41	NA	NA	NA	NA	0.38	0.37	0.29
1709	0.47	NA	NA	NA	0.44	0.45	NA	NA	NA	NA	0.37	0.43	0.26
1710	0.45	NA	NA	NA	0.4	0.42	NA	NA	NA	NA	0.38	0.39	0.28
1711	0.5	NA	NA	NA	0.43	0.41	NA	NA	NA	NA	0.38	0.39	0.27
1712	0.48	NA	NA	NA	0.4	0.42	NA	NA	NA	NA	0.36	0.49	0.26
1713	0.46	NA	NA	NA	0.38	0.42	NA	NA	NA	NA	0.34	0.42	0.23
1714	0.5	NA	NA	NA	0.41	0.42	NA	NA	NA	NA	0.42	0.52	0.26
1715	0.5	NA	NA	NA	0.42	0.44	NA	NA	NA	NA	0.38	0.49	0.28
