# Bunn - Heather Meadows, Mt Baker - TSME - ITRDB WA134
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5542
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5542.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa134-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa134-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa134.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa134.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-11-30
#--------------------
# File_Last_Modified_Date
#   Date: 2007-11-30
#--------------------
# Title
#   Study_Name: Bunn - Heather Meadows, Mt Baker - TSME - ITRDB WA134
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Heather Meadows, Mt Baker
#   Location: Washington
#   Northernmost_Latitude: 48.87
#   Southernmost_Latitude: 48.87
#   Easternmost_Longitude: -121.68
#   Westernmost_Longitude: -121.68
#   Elevation_m: 1310
#--------------------
# Data_Collection
#   Collection_Name: WA134
#   First_Year: 1600
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bkr01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bkr14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bkr14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bkr01_raw	bkr02_raw	bkr03_raw	bkr04_raw	bkr05_raw	bkr06_raw	bkr07_raw	bkr08_raw	bkr09_raw	bkr10_raw	bkr11_raw	bkr12_raw	bkr13_raw	bkr14_raw
1600	NA	NA	NA	NA	0.669	0.985	NA	0.882	NA	0.586	NA	0.239	1.386	NA
1601	NA	NA	NA	NA	0.436	0.769	NA	0.577	NA	0.495	NA	0.246	0.412	NA
1602	NA	NA	NA	NA	0.472	0.706	NA	0.54	NA	0.49	NA	0.294	0.632	NA
1603	NA	NA	NA	NA	0.303	0.917	NA	0.61	NA	0.629	NA	0.193	0.927	NA
1604	NA	NA	NA	NA	0.276	0.816	NA	0.892	NA	0.516	NA	0.166	0.997	NA
1605	NA	NA	NA	NA	0.316	0.745	NA	0.521	NA	0.48	NA	0.264	0.558	NA
1606	NA	NA	NA	NA	0.306	0.951	NA	0.491	NA	0.467	NA	0.31	0.869	NA
1607	NA	NA	NA	NA	0.366	0.985	NA	0.526	NA	0.579	NA	0.372	0.743	NA
1608	NA	NA	NA	NA	0.267	0.807	NA	0.574	NA	0.592	NA	0.293	0.961	NA
1609	NA	NA	NA	NA	0.298	0.726	NA	0.59	NA	0.599	NA	0.328	0.839	NA
1610	NA	NA	NA	NA	0.213	0.917	NA	0.748	NA	0.404	NA	0.275	1.011	NA
1611	NA	NA	NA	NA	0.254	0.96	NA	0.295	NA	0.469	NA	0.154	0.35	NA
1612	NA	NA	NA	NA	0.153	0.79	NA	0.265	NA	0.489	NA	0.211	0.393	NA
1613	NA	NA	NA	NA	0.307	1.072	NA	0.331	NA	0.577	NA	0.223	0.378	NA
1614	NA	NA	NA	NA	0.336	1.125	NA	0.286	NA	0.622	NA	0.165	0.53	NA
1615	NA	NA	NA	NA	0.455	0.779	NA	0.275	NA	0.584	NA	0.175	0.569	NA
1616	NA	NA	NA	NA	0.367	1.242	NA	0.317	NA	0.57	NA	0.233	0.637	NA
1617	NA	NA	NA	NA	0.381	1.476	NA	0.329	NA	0.623	NA	0.157	0.61	NA
1618	NA	NA	NA	NA	0.436	1.07	NA	0.259	NA	0.554	NA	0.29	0.752	NA
1619	NA	NA	NA	NA	0.308	1.199	NA	0.406	NA	0.619	NA	0.197	0.887	NA
1620	NA	NA	NA	NA	0.288	0.906	NA	0.31	NA	0.526	NA	0.136	0.654	NA
1621	NA	NA	NA	NA	0.333	0.884	NA	0.247	NA	0.567	NA	0.21	0.739	NA
1622	NA	NA	NA	NA	0.438	0.863	NA	0.258	NA	0.522	NA	0.221	0.585	NA
1623	NA	NA	NA	NA	0.414	0.905	NA	0.251	NA	0.811	NA	0.241	0.686	NA
1624	NA	NA	NA	NA	0.491	0.777	NA	0.172	NA	0.324	NA	0.193	0.537	NA
1625	NA	NA	NA	NA	0.439	0.881	NA	0.573	NA	0.416	NA	0.162	0.579	NA
1626	NA	NA	NA	NA	0.533	0.704	0.634	0.625	NA	0.469	NA	0.24	0.595	NA
1627	NA	NA	NA	NA	0.682	0.652	0.861	0.765	NA	0.396	NA	0.364	0.639	NA
1628	NA	NA	NA	NA	0.378	0.836	0.93	0.426	NA	0.408	NA	0.316	0.54	NA
1629	NA	NA	NA	NA	0.46	0.991	0.922	0.541	NA	0.436	NA	0.357	0.875	NA
1630	NA	NA	NA	NA	0.759	1.141	1.344	0.709	NA	0.384	NA	0.393	0.985	NA
1631	NA	NA	NA	NA	0.628	1.052	0.902	0.576	NA	0.347	NA	0.2	0.89	NA
1632	NA	NA	NA	NA	0.516	1.012	0.742	0.474	NA	0.443	NA	0.294	1.109	NA
1633	NA	NA	NA	NA	0.422	1.41	1.016	1.061	NA	0.449	NA	0.485	0	NA
1634	NA	NA	NA	NA	0.564	1.091	1.185	1.04	NA	0.524	NA	0.376	0.671	NA
1635	NA	NA	NA	NA	0.519	0.695	0.752	0.817	NA	0.492	NA	0.279	0.456	NA
1636	NA	NA	NA	NA	0.34	0.779	0.531	0.326	NA	0.518	NA	0.201	0.631	NA
1637	NA	NA	NA	NA	0.282	0.81	0.65	0.173	NA	0.507	NA	0.223	0.419	NA
1638	NA	NA	NA	NA	0.393	0.769	0.738	0.27	NA	0.542	NA	0.293	0.672	NA
1639	NA	NA	NA	NA	0.4	0.709	0.66	0.247	NA	0.502	NA	0.188	0.629	NA
1640	NA	NA	NA	NA	0.619	0.884	0.666	0.216	NA	0.396	NA	0.256	0.733	NA
1641	NA	NA	NA	NA	0.384	0.705	0.37	0.156	NA	0.383	NA	0.178	0.549	NA
1642	NA	NA	NA	NA	0.833	0.788	0.913	0.295	NA	0.431	NA	0.281	0.613	NA
1643	NA	NA	NA	NA	0.758	0.726	0.789	0.239	NA	0.417	NA	0.262	0.583	NA
1644	NA	NA	NA	NA	0.794	0.773	0.909	0.343	NA	0.476	NA	0.346	0.627	NA
1645	NA	NA	NA	NA	0.684	0.947	0.927	0.348	NA	0.363	NA	0.24	0.848	NA
1646	NA	NA	NA	NA	0.589	0.925	0.768	0.383	NA	0.449	NA	0.158	0.62	NA
1647	NA	NA	NA	NA	0.855	0.731	0.816	0.242	NA	0.4	NA	0.176	0.991	NA
1648	NA	NA	NA	NA	0.874	0.508	1.058	0.166	NA	0.504	NA	0.231	0.791	NA
1649	NA	NA	NA	NA	0.703	1.252	1.157	0.43	NA	0.544	NA	0.212	1.08	NA
1650	NA	NA	NA	NA	0.747	0.947	0.83	0.188	NA	0.463	NA	0.175	0.717	NA
1651	NA	NA	NA	NA	0.793	1.074	0.973	0.367	NA	0.431	NA	0.212	0.894	NA
1652	NA	NA	NA	NA	0.693	0.76	1.023	0.269	NA	0.418	NA	0.252	0.841	NA
1653	NA	NA	NA	NA	0.353	0.619	0.852	0.207	NA	0.439	NA	0.245	0.518	NA
1654	0.246	NA	NA	NA	0.544	0.628	0.918	0.15	NA	0.399	NA	0.133	0.645	NA
1655	0.403	NA	NA	NA	0.564	0.731	1.129	0.294	NA	0.458	NA	0.263	0.65	NA
1656	0.646	NA	NA	NA	0.811	0.976	1.379	0.277	NA	0.439	NA	0.202	0.984	NA
1657	0.589	NA	NA	NA	0.851	0.728	1.229	0.226	NA	0.459	NA	0.141	1.154	NA
