# Maxwell - Feryne Cliffe Nature Preserve - LITU - ITRDB IL029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34635
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34635.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; il029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/il029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Feryne Cliffe Nature Preserve - LITU - ITRDB IL029
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Climate response of tulip poplar NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: David LeBlanc, Justin Maxwell, Neil Pederson, Adam Berland, Tessa Mandra
#   Journal_Name: Ecosphere
#   Published_Title: Radial growth responses of tulip poplar (Liriodendron tulipifera) to climate in the eastern United States
#   Published_Date_or_Year: 2020
#   Volume: 11
#   Pages: 
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1002/ecs2.3203
#   Full_Citation: None
#   Abstract: Tulip poplar is an important component of the eastern deciduous forest and one of the few diffuse-porous tree species with indeterminate apical growth in North America for which there are substantial dendroecological data. This dendroecological study evaluated correlations between radial growth of tulip poplar and monthly, seasonal, and annual climate variables and how these correlations varied across time and spatial climate gradients. The strongest and most spatially consistent correlations were with climate variables related to site water balance, especially precipitation. Growth was positively correlated with climate variables related to site water balance during the months of May through July of the year the annual ring forms and during the previous year growing season and autumn. Growth was negatively correlated with prior year growing season maximum temperature, but positively correlated with prior winter minimum temperature. There was some evidence of temporal variation in growth-climate associations between 1900 and 2016, but the climate variables with the strongest associations were consistent across different time periods. Correlations with climate variables related to water stress increased from east to west as precipitation decreased, but there was no spatial trend in correlations with growing season temperature from north to south as temperature increases. Strength of positive correlations with winter temperature increased from north to south. Growth of tulip poplar will likely be adversely affected if drought frequency or severity increases during the twenty-first century. Increased winter temperature would likely have a positive influence on growth during the subsequent growing season in some parts of the species range. Radial growth of tulip poplar is most affected by climate conditions during a narrow time period early in the growing season, similar to results obtained for multiple oak species and a few other diffuse-porous species in eastern North America. Simulation modelers might consider the phenology of these correlations to formulate more biologically realistic tree climate response functions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Feryne Cliffe Nature Preserve
#   Location: Illinois
#   Northernmost_Latitude: 37.5294
#   Southernmost_Latitude: 37.5294
#   Easternmost_Longitude: -88.9828
#   Westernmost_Longitude: -88.9828
#   Elevation_m: 186
#--------------------
# Data_Collection
#   Collection_Name: IL029
#   First_Year: 1888
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FCT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FCT13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FCT13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FCT01A_raw	FCT01B_raw	FCT02A_raw	FCT02B_raw	FCT03B_raw	FCT04A_raw	FCT04B_raw	FCT05a_raw	FCT05B_raw	FCT06A_raw	FCT06B_raw	FCT07A_raw	FCT07B_raw	FCT08A_raw	FCT08B_raw	FCT09A_raw	FCT09C_raw	FCT09B_raw	FCT10A_raw	FCT10B_raw	FCT11A_raw	FCT12A_raw	FCT12B_raw	FCT13A_raw
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.081	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.078	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.001	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.097	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.218	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.669	8.35	NA	NA
1894	NA	NA	NA	6.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.062	8.556	7.967	NA
1895	NA	NA	4.191	11.87	NA	NA	NA	NA	NA	9.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.555	6.69	5.255	NA
1896	NA	NA	2.655	10.704	NA	NA	NA	NA	NA	12.623	7.483	NA	NA	NA	NA	8.703	NA	NA	NA	NA	13.243	7.524	9.745	NA
1897	NA	NA	2.906	7.38	NA	NA	NA	NA	NA	9.776	6.31	NA	NA	NA	NA	3.748	NA	NA	NA	NA	9.992	4.866	10.4	NA
1898	NA	NA	3.232	10.383	NA	NA	NA	NA	NA	9.024	6.563	NA	NA	NA	NA	6.791	NA	NA	NA	NA	9.889	0.936	6.959	NA
1899	NA	NA	2.31	7.356	NA	NA	NA	NA	NA	7.769	7.08	NA	NA	NA	NA	6.951	9.018	NA	NA	NA	2.776	6.346	7.939	NA
1900	NA	NA	1.936	10.721	NA	NA	NA	NA	NA	4.499	4.478	NA	5.913	NA	NA	4.588	4.842	NA	NA	NA	4.436	2.477	12.536	NA
1901	NA	NA	0.879	4.694	NA	NA	NA	NA	NA	3.152	3.439	NA	1.888	NA	NA	1.451	1.441	NA	NA	NA	5.001	4.993	2.622	NA
1902	NA	NA	2.708	9.202	NA	NA	NA	NA	NA	11.341	10.101	NA	7.631	NA	NA	1.997	3.618	NA	1.623	NA	8.316	4.416	5.256	NA
1903	NA	NA	3.212	6.361	NA	NA	NA	NA	NA	7.623	6.219	NA	6.255	NA	NA	3.432	5.293	NA	1.945	3.58	4.469	0.614	5.117	NA
1904	NA	NA	2.665	7.792	NA	NA	NA	NA	NA	10.249	8.333	NA	6.754	NA	NA	5.215	5.07	NA	2.869	4.903	6.953	6.803	5.87	NA
1905	NA	NA	3.157	7.42	NA	NA	NA	NA	NA	8.481	7.084	NA	6	NA	NA	8.029	7.699	NA	3.952	4.538	7.777	4.379	4.779	NA
1906	NA	NA	3.169	5.697	NA	NA	NA	NA	NA	7.324	8.589	NA	7.111	NA	NA	2.87	3.812	NA	3.993	7.457	1.279	3.559	4.113	NA
1907	NA	NA	4.951	9.941	NA	NA	NA	NA	NA	9.528	8.38	NA	5.262	NA	NA	2.286	3.336	NA	3.583	4.434	10.22	5.212	6.337	4.851
1908	NA	NA	4.294	6.729	NA	NA	NA	NA	NA	5.723	5.326	1.67	1.824	NA	NA	3.185	3.601	NA	5.605	2.464	5.414	3.408	4.229	8.042
1909	NA	NA	3.506	8.669	NA	NA	NA	NA	NA	7.631	7.36	1.057	1.351	NA	NA	3.448	3.177	NA	3.735	0.299	4.992	3.787	3.478	5.001
1910	NA	NA	4.509	8.157	NA	NA	NA	NA	NA	6.97	7.34	0.693	0.733	NA	NA	4.677	3.392	NA	2.374	3.317	6.338	4.061	3.997	4.824
1911	NA	NA	1.145	3.632	NA	NA	NA	NA	1.64	1.959	4.123	0.898	0.826	NA	NA	1.125	1.185	NA	3.257	1.461	2.913	1.655	1.855	3.131
1912	NA	NA	3.099	5.898	NA	NA	NA	NA	3.933	5.998	6.438	1.419	1.348	NA	NA	2.684	3.139	NA	2.023	2.58	4.793	2.79	3.245	2.047
1913	NA	NA	2.338	5.767	NA	NA	NA	0.796	2.293	4.853	3.979	1.59	1.91	NA	NA	1.689	2.051	NA	3.101	1.104	2.84	1.469	1.538	3.944
1914	NA	NA	1.29	2.68	NA	NA	NA	0.859	1.477	2.087	1.932	1.331	1.436	NA	NA	2.031	1.883	NA	1.428	0.796	1.4	1.07	0.905	1.914
1915	NA	NA	3.815	8.256	NA	NA	NA	1.609	3.85	6.661	5.124	4.005	3.554	NA	NA	9.887	11.191	NA	3.275	2.877	3.519	2.635	2.986	6.517
1916	NA	NA	5.375	6.285	NA	NA	NA	2.715	3.335	5.131	4.071	3.31	3.102	NA	NA	7.963	7.969	NA	1.563	1.536	2.327	1.889	1.605	5.725
1917	NA	NA	3.804	6.203	NA	NA	NA	2.626	2.058	2.985	3.747	2.279	1.989	NA	NA	3.555	4.55	NA	1.653	1.14	1.635	1.653	1.612	3.861
1918	NA	NA	0.918	8.159	NA	NA	NA	2.749	1.774	2.86	3.732	1.576	1.553	NA	NA	2.975	3.164	NA	2.113	1.486	1.14	1.821	1.336	1.141
1919	NA	NA	2.367	10.664	NA	NA	NA	2.603	1.568	4.322	4.221	1.827	1.944	NA	NA	4.811	3.769	NA	3.281	2.006	1.341	2.19	1.458	1.334
1920	NA	NA	2.976	5.233	NA	NA	NA	2.261	1.274	2.736	2.019	1.156	1.145	NA	NA	3.751	3.677	NA	2.2	1.624	1.393	1.457	1.655	1.316
1921	NA	NA	3.562	6.148	NA	NA	NA	2.345	1.041	4.394	1.489	1.084	1.127	NA	NA	5.893	5.158	NA	1.393	1.186	1.466	1.329	1.62	1.477
1922	NA	NA	4.665	5.363	NA	NA	NA	3.088	1.335	3.063	0.644	1.14	1.169	NA	NA	3.632	3.851	NA	1.357	1.145	2.663	2.02	1.951	1.522
1923	NA	NA	2.08	6.354	NA	NA	NA	2.731	2.059	1.732	1.484	1.722	1.41	NA	NA	6.016	5.178	NA	1.855	0.292	3.514	1.583	1.592	1.417
1924	NA	NA	2.437	7.76	NA	NA	NA	3.778	4.108	2.983	2.56	2.929	2.798	NA	NA	6.402	7.25	NA	4.366	2.568	5.049	3.216	4.954	4.152
1925	NA	NA	3.335	7.291	NA	NA	NA	3.471	3.626	3.976	3.122	2.447	2.627	NA	NA	3.355	4.739	NA	2.826	6.262	2.476	2.283	3.35	2.805
1926	NA	NA	2.221	4.078	NA	NA	NA	0.973	0.643	0.841	1.095	0.791	0.826	NA	NA	1.235	1.185	NA	0.673	4.298	0.261	0.693	0.874	0.616
1927	NA	NA	1.764	1.543	NA	NA	NA	1.199	0.737	2.484	4.451	0.969	0.894	NA	NA	5.712	5.15	NA	0.982	1.448	0.428	1.225	1.883	0.938
1928	NA	2.045	3.39	3.797	NA	NA	NA	2.213	0.983	3.483	4.472	2.756	2.544	NA	NA	7.108	6.68	NA	2.329	2.34	2.054	2.181	3.456	2.897
1929	NA	2.78	2.499	4.927	NA	NA	NA	3.08	2.157	4.611	2.98	4.182	4.139	NA	NA	5.489	4.971	NA	2.566	3.258	2.74	2.13	2.875	3.774
1930	NA	4.455	1.166	2.799	NA	NA	NA	1.808	1.012	1.713	0.648	1.9	2.007	NA	NA	1.308	1.219	NA	1.188	1.358	1.481	1.085	1.164	1.233
1931	NA	5.404	1.104	3.868	5.856	NA	NA	1.598	1.162	1.817	0.856	1.999	2.345	NA	NA	1.21	1.532	NA	1.095	1.452	1.057	0.919	0.885	0.881
1932	NA	2.259	1.971	4.098	9.315	NA	NA	1.474	1.209	1.5	0.898	2.562	2.927	NA	NA	2.346	2.224	NA	1.391	1.604	1.268	1.765	1.712	0.8
1933	NA	1.731	3.589	5.159	3.169	NA	NA	1.309	1.505	1.336	0.583	0.559	0.61	NA	NA	4.231	4.012	NA	1.678	1.345	1.26	1.604	1.621	0.807
1934	NA	1.212	1.431	2.811	1.529	NA	NA	0.871	1.185	1.284	0.713	0.508	0.382	NA	NA	1.296	1.474	NA	0.364	0.579	0.562	1.14	0.981	0.458
1935	NA	1.844	1.788	3.151	1.549	NA	NA	2.285	2.063	1.825	1.121	1.005	1.085	NA	NA	4.172	4.565	NA	2.586	1.96	1.557	2.264	2.574	1.465
1936	NA	0.922	1.015	1.727	0.734	NA	NA	1.32	0.934	0.629	0.765	0.726	0.84	NA	NA	1.339	1.778	NA	1.468	0.653	0.904	1.076	0.97	0.802
1937	NA	1.507	1.691	0.961	1.042	NA	NA	4.044	1.783	1.107	1.565	1.695	1.499	NA	NA	2.949	2.623	NA	2.335	0.311	0.755	1.096	0.988	0.283
1938	NA	2.551	2.732	3.667	2.584	NA	NA	7.297	2.935	1.239	2.38	1.582	1.354	NA	NA	8.478	7.768	NA	2.065	1.299	1.504	1.303	1.683	0.496
1939	NA	2.524	3.231	5.015	3.353	NA	NA	6.496	3.323	1.956	2.508	0.703	0.827	NA	3.232	3.697	3.874	NA	0.966	1.593	1.384	1.093	1.09	0.877
1940	NA	2.671	2.755	3.032	3.515	NA	NA	3.824	3.731	1.639	2.221	1.094	1.262	NA	2.707	1.558	1.606	NA	1.086	0.869	0.568	0.51	0.724	0.652
