# Peterson - Mount Dana Medium - ABLA - ITRDB WA120
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4159
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4159.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa120-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa120-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa120.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa120.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Dana Medium - ABLA - ITRDB WA120
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Dana Medium
#   Location: Washington
#   Northernmost_Latitude: 47.85
#   Southernmost_Latitude: 47.85
#   Easternmost_Longitude: -123.48
#   Westernmost_Longitude: -123.48
#   Elevation_m: 1675
#--------------------
# Data_Collection
#   Collection_Name: WA120
#   First_Year: 1850
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MD0301B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0301B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0302A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0302A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0303A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0303A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0304A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0304A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0305B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0305B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0306B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0306B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0307B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0307B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0308B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0308B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0309A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0309A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0310B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0310B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0311A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0311A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0312A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0312A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0314B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0314B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0315A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0315A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0316B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0316B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0317A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0317A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0318B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0318B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0319B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0319B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0320B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0320B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0321A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0321A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0322A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0322A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0323B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0323B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0324A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0324A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MD0325B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MD0325B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MD0301B_raw	MD0302A_raw	MD0303A_raw	MD0304A_raw	MD0305B_raw	MD0306B_raw	MD0307B_raw	MD0308B_raw	MD0309A_raw	MD0310B_raw	MD0311A_raw	MD0312A_raw	MD0314B_raw	MD0315A_raw	MD0316B_raw	MD0317A_raw	MD0318B_raw	MD0319B_raw	MD0320B_raw	MD0321A_raw	MD0322A_raw	MD0323B_raw	MD0324A_raw	MD0325B_raw
1850	NA	0.46	0.84	NA	NA	NA	0.43	NA	NA	NA	NA	1.01	1.32	NA	0.72	NA	NA	NA	NA	0.1	0.3	NA	NA	0.49
1851	NA	0.71	1.6	NA	NA	NA	0.54	NA	NA	NA	NA	1.28	2.37	NA	1.16	NA	NA	NA	NA	0.22	0.43	NA	NA	0.65
1852	NA	0.48	1.27	NA	NA	NA	0.52	NA	NA	NA	NA	1.31	2.36	NA	0.91	NA	NA	NA	NA	0.19	0.42	NA	NA	0.58
1853	NA	0.61	0.8	NA	NA	NA	0.41	1.7	NA	NA	NA	1.03	1.71	NA	1.15	NA	NA	NA	NA	0.33	0.39	NA	NA	0.7
1854	NA	0.47	0.82	NA	NA	1.57	0.35	1.59	NA	NA	NA	0.97	1.25	NA	0.83	NA	NA	NA	NA	0.25	0.39	NA	NA	0.5
1855	NA	0.59	1.27	NA	NA	1.56	0.34	2.09	NA	NA	NA	1.11	1.79	NA	1.31	NA	NA	NA	NA	0.17	0.4	NA	NA	0.42
1856	NA	0.73	1.07	NA	NA	1.27	0.34	1.76	NA	NA	NA	0.91	1.52	NA	1.05	NA	NA	NA	NA	0.24	0.31	NA	NA	0.37
1857	NA	0.65	0.88	NA	NA	1.3	0.39	1.13	NA	NA	NA	0.98	1.42	NA	0.85	NA	NA	NA	NA	0.16	0.29	NA	NA	0.4
1858	NA	0.74	1.09	NA	NA	1.09	0.37	0.91	NA	NA	NA	1.14	1.75	NA	0.64	NA	NA	NA	NA	0.19	0.45	NA	NA	0.6
1859	NA	0.51	1.06	NA	1	0.74	0.38	0.76	NA	NA	NA	1.07	1.91	NA	0.68	NA	NA	NA	NA	0.11	0.49	NA	NA	0.56
1860	NA	0.65	1.25	NA	1.07	0.93	0.34	1.83	NA	NA	NA	1.35	2.13	NA	1.2	NA	NA	NA	NA	0.22	0.48	NA	NA	0.45
1861	NA	0.36	1.06	NA	0.66	1.27	0.44	1.37	NA	NA	NA	1.04	2.88	NA	0.69	NA	NA	NA	NA	0.17	0.34	NA	NA	0.45
1862	NA	0.47	0.76	NA	1.01	0.87	0.31	0.94	NA	NA	NA	0.82	1.83	NA	0.95	NA	NA	NA	NA	0.25	0.32	NA	NA	0.49
1863	NA	0.53	1.04	NA	2.08	1.29	0.49	1.61	NA	NA	NA	0.91	2.34	NA	1	NA	NA	NA	NA	0.38	0.78	NA	NA	0.6
1864	NA	0.4	0.74	NA	1.22	1.7	0.26	1.12	NA	NA	NA	0.71	1.27	NA	0.96	NA	NA	NA	NA	0.29	0.38	NA	NA	0.31
1865	NA	0.36	0.88	NA	2.03	2.46	0.4	1.18	NA	NA	NA	0.93	2.55	NA	1.04	NA	NA	NA	NA	0.23	0.58	NA	NA	0.5
1866	NA	0.31	0.83	NA	1.53	0.76	0.19	1.3	NA	NA	NA	0.64	1.72	NA	0.59	NA	NA	NA	NA	0.27	0.36	NA	NA	0.38
1867	NA	0.34	1.03	NA	1.43	0.98	0.27	1.06	NA	NA	NA	0.58	1.24	NA	0.99	NA	NA	NA	NA	0.29	0.3	NA	NA	0.3
1868	NA	0.53	1.24	NA	1.62	1.73	0.37	1.85	NA	NA	NA	0.69	1.5	NA	1.67	NA	NA	NA	NA	0.42	0.45	NA	NA	0.33
1869	NA	0.45	1.3	NA	1.31	1.88	0.37	1.98	NA	NA	NA	0.71	1.98	NA	1.86	NA	NA	NA	NA	0.61	0.42	NA	NA	0.43
1870	NA	0.56	1.53	NA	1.73	1.86	0.43	1.74	NA	NA	NA	0.8	1.7	NA	2	2.19	NA	NA	NA	0.51	0.44	NA	NA	0.44
1871	NA	0.67	1.46	NA	1.66	1.49	0.35	1.32	NA	NA	NA	0.78	1.5	NA	1.46	2.15	NA	NA	NA	0.45	0.36	NA	NA	0.49
1872	NA	0.62	1.47	NA	1.16	1.42	0.25	1.48	NA	NA	NA	0.71	1.64	NA	1.58	2.16	NA	NA	NA	0.62	0.44	NA	NA	0.65
1873	NA	0.58	1.53	NA	0.9	1.43	0.33	1.47	NA	NA	NA	0.83	1.73	NA	1.89	1.78	NA	NA	NA	0.42	0.51	NA	NA	0.79
1874	NA	0.58	1.46	NA	1.09	1.25	0.21	1.55	NA	NA	NA	1.12	1.85	NA	1.71	1.82	NA	NA	NA	0.36	0.51	NA	NA	0.63
1875	NA	0.65	1.1	NA	0.69	1.7	0.34	1.12	NA	NA	NA	0.87	1.19	NA	1.59	2.04	NA	NA	NA	0.6	0.55	NA	NA	0.7
1876	NA	0.41	1.09	NA	0.44	1.39	0.24	1.42	NA	NA	NA	0.68	1.35	NA	1.05	1.08	NA	NA	NA	0.45	0.35	NA	NA	0.5
1877	NA	0.55	1.17	NA	0.45	1.95	0.21	1.51	NA	NA	NA	0.86	1.67	NA	1.43	2.19	NA	NA	NA	0.71	0.52	NA	NA	0.64
1878	NA	0.6	1.32	NA	0.35	1.57	0.27	1.54	NA	NA	NA	0.91	1.87	NA	1.34	2.13	NA	NA	NA	0.36	0.55	NA	NA	0.7
1879	NA	0.63	1.5	NA	0.4	1.86	0.37	1.63	NA	NA	NA	0.73	1.95	NA	1.84	2.46	0.62	0.59	NA	0.32	0.79	NA	NA	0.91
1880	NA	0.39	1.07	NA	0.33	1.49	0.31	1.27	NA	NA	NA	0.58	1.46	NA	1.03	0.82	0.16	0.42	NA	0.2	0.56	NA	NA	0.65
1881	NA	0.43	1	NA	0.35	1.47	0.39	0.99	NA	NA	NA	0.67	1.3	NA	1.47	1.25	0.45	0.66	NA	0.34	0.58	NA	NA	0.72
1882	NA	0.45	1.11	NA	0.52	1.67	0.49	0.83	NA	NA	NA	0.8	1.62	NA	1.99	1.3	0.42	0.38	NA	0.32	0.64	NA	NA	1.21
1883	NA	0.73	1.23	NA	0.81	1.75	0.49	0.67	NA	NA	NA	0.88	1.28	NA	1.5	1.32	1.07	0.53	NA	0.52	0.67	NA	NA	1.22
1884	NA	0.58	1.62	NA	0.76	1.53	0.53	1.18	NA	NA	NA	0.77	1.67	NA	1.45	1.61	1.36	0.38	NA	0.48	0.53	NA	NA	0.97
1885	NA	0.39	1.32	NA	0.49	1.64	0.65	0.59	NA	NA	NA	0.91	1.15	NA	0.85	1.36	1.07	0.65	NA	0.55	0.47	NA	NA	1.04
1886	NA	0.77	1.85	NA	0.76	2.26	0.87	1.83	NA	NA	NA	1.2	1.52	NA	1.41	1.9	0.68	0.46	NA	0.58	0.67	NA	NA	1.47
1887	NA	0.71	1.52	NA	0.68	1.5	0.67	1.28	NA	NA	NA	1.14	0.9	NA	1.18	1.2	0.55	0.34	NA	0.33	0.46	NA	NA	1.14
1888	NA	0.61	1.03	NA	0.61	1.57	0.62	1.29	NA	NA	NA	1.15	0.9	NA	1.1	1.03	0.86	0.94	NA	0.65	0.4	NA	NA	1.02
1889	NA	1	1.23	NA	0.5	2	0.77	1.43	NA	NA	NA	1.05	1.48	NA	1.34	1.84	1.2	0.7	NA	0.94	0.54	NA	NA	0.98
1890	NA	0.93	1.39	NA	1.03	2.22	0.88	1.64	NA	NA	NA	1.15	1.45	NA	1.37	1.34	1	0.78	NA	1.09	0.67	NA	NA	0.95
1891	NA	0.85	1.38	NA	1.04	2.12	0.88	1.4	NA	NA	1.67	1.02	1.4	NA	1.35	1.18	0.64	0.57	NA	0.87	0.59	NA	NA	0.95
1892	NA	0.74	1.12	NA	0.87	1.38	0.79	1.68	NA	NA	2.04	0.89	1.7	NA	0.89	1.41	0.32	0.49	NA	0.83	0.62	0.33	NA	0.87
1893	NA	0.74	1.23	NA	0.81	1.32	0.73	1.64	NA	NA	2.13	1.05	1.61	NA	0.89	1.6	0.25	0.4	NA	0.51	0.71	0.37	NA	0.92
1894	NA	0.69	1.3	0.18	0.86	1.3	0.58	1.28	1.63	NA	1.73	0.76	1.3	NA	1	1.75	0.25	0.44	NA	0.47	0.64	0.39	NA	0.64
