# Boyd - Interior Alaska Aspen Site SA1032 - PPTR - ITRDB AK179
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32074
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32074.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak179-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak179-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak179.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak179.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2020-12-16
#--------------------
# Title
#   Study_Name: Boyd - Interior Alaska Aspen Site SA1032 - PPTR - ITRDB AK179
#--------------------
# Investigators
#   Investigators: Boyd, M.; Berner, L.T.; Foster, A.; Goetz, S.; Rogers, B.; Walker, X.; Mack, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: This data file contains raw ring-width chronologies of individual trees that died (dying) and survived (living) an insect oubreak of Phyllocnistis populiella (outbreak period: 1997-2013) in Interior Alaska.  Living trees have ring-width measurements up to 2015 and the tree names are preceded by TA whereas dying tree ring-width measurements end in 1997-2013 and the tree names are preceded by TM. NOAA Template Raw Measurements file added 2021-02-22
#--------------------
# Publication
#   Authors: Melissa A. Boyd, Logan T. Berner, Adrianna C. Foster, Scott J. Goetz, Brendan M. Rogers, Xanthe J. Walker, Michelle C. Mack
#   Journal_Name: Ecosphere
#   Published_Title: Historic declines in growth portend trembling aspen death during a contemporary leaf miner outbreak in Alaska
#   Published_Date_or_Year: 2021
#   Volume: 12
#   Pages: 
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1002/ecs2.3569
#   Full_Citation: None
#   Abstract: Climate change-driven droughts and insect outbreaks are becoming more frequent and widespread, increasing forest vulnerability to mortality. By addressing the impacts of climate and insects on tree growth preceding death, we can better understand tree mortality risk under a changing climate. Here, we used tree stature and interannual growth (basal area increment; BAI) to assess processes leading to trembling aspen (Populus tremuloides) survival or mortality during an unprecedented leaf miner (Phyllocnistis populiella) outbreak in boreal North America. We identified eight sites (22 plots) in the longest running forest monitoring network in Alaska, spanning ~350 km of latitude, that experienced >=0.25 Mg ha-1 yr-1 aspen mortality during the outbreak. We compared the size and canopy position, growth patterns, and sensitivity to climate and leaf mining of aspen that survived (living; n = 84) vs. died (dying; n = 76) and linked the normalized difference vegetation index (NDVI) to plot-level aspen growth and stand biomass recruitment, growth, and mortality. Dying aspen were in the subcanopy, smaller in diameter, and after a drought in 1957 had lower growth than living aspen until death. Before the outbreak, growth of all trees was positively influenced by moisture and negatively by temperature, but only living trees maintained this climate response during the outbreak. Leaf mining reduced growth of both groups, exerting at least a twofold greater impact than climate. The NDVI captured plot-level tree growth and stand biomass growth and mortality, yet it was nearly two times more strongly associated with living than dying tree growth and 12 times more strongly associated with biomass growth than mortality. These differences suggest that NDVI may inadequately detect insect-driven dieback and dispersed mortality of aspen across the boreal biome. Our findings reveal that a historic drought triggered a multi-decadal growth decline that predisposed aspen to mortality during the leaf miner outbreak and that while aspen growth is influenced by moisture and temperature, it is more strongly affected by P. populiella. We conclude that as the climate warms and insect outbreaks increase in frequency and magnitude at high latitudes, we should expect to see persistent and greater declines in aspen growth and increases in mortality.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: DEB-1636476
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture Forest Service
#   Grant: RJVA-PNW-01-JV-11261952-231
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US NASA
#   Grant: NNX17AE44G
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Strategic Environmental Research and Development Program
#   Grant: RC18-C2-1183
#--------------------
# Site_Information
#   Site_Name: Interior Alaska Aspen Site SA1032
#   Location: Alaska
#   Northernmost_Latitude: 62.047
#   Southernmost_Latitude: 62.047
#   Easternmost_Longitude: -145.4129
#   Westernmost_Longitude: -145.4129
#   Elevation_m: 116
#--------------------
# Data_Collection
#   Collection_Name: AK179
#   First_Year: 1911
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus tremuloides Michx.
#   Common_Name: quaking aspen
#   Tree_Species_Code: PPTR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TA694_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA694; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA494_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA494; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA594_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA594; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA294_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA294; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA1194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA1194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA1294_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA1294; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA394_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA394; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA894_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA894; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TA794_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TA794; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM494_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM494; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM594_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM594; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM994_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM994; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM694_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM694; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM1094_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM1094; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM794_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM794; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TM294_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TM294; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TA694_raw	TA194_raw	TA494_raw	TA594_raw	TA294_raw	TA1194_raw	TA1294_raw	TA394_raw	TA894_raw	TA794_raw	TM494_raw	TM594_raw	TM1194_raw	TM994_raw	TM694_raw	TM1094_raw	TM194_raw	TM794_raw	TM294_raw
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.702	NA	NA	0.984	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.504	NA	NA	1	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	0.642	NA	NA	NA	NA	2.202	NA	NA	1.679	NA	NA	NA
1914	2.44	NA	NA	NA	NA	0.908	2.415	0.633	NA	NA	NA	NA	1.567	NA	NA	1.601	NA	NA	NA
1915	1.478	NA	NA	NA	NA	0.988	1.824	0.889	NA	NA	NA	NA	1.35	NA	NA	1.512	NA	NA	NA
1916	1.194	NA	NA	NA	NA	0.348	0.684	0.107	NA	NA	NA	NA	0.488	NA	NA	0.85	NA	NA	NA
1917	1.226	NA	NA	NA	NA	1.082	1.467	0.786	NA	NA	NA	NA	1.432	NA	NA	1.598	NA	NA	NA
1918	1.105	NA	NA	NA	NA	0.558	1.151	0.998	NA	NA	1.716	NA	1.038	NA	NA	1.639	NA	NA	NA
1919	1.097	NA	NA	NA	NA	1.163	1.754	1.41	NA	NA	1.748	NA	1.272	NA	NA	2.207	NA	NA	NA
1920	0.882	NA	NA	NA	NA	0.676	1.196	0.95	NA	NA	1.547	NA	0.948	NA	NA	1.631	NA	NA	NA
1921	0.882	NA	NA	NA	NA	0.416	1.055	0.766	NA	NA	0.966	NA	0.556	NA	NA	1.538	NA	NA	NA
1922	1.178	NA	NA	NA	NA	1.273	1.168	0.813	NA	NA	1.219	NA	1.198	NA	NA	2.688	NA	NA	NA
1923	0.785	NA	NA	NA	NA	0.975	0.779	1.218	NA	NA	1.385	NA	0.845	1.741	NA	1.957	NA	NA	NA
1924	0.335	NA	NA	NA	NA	0.432	0.351	0.648	NA	NA	0.154	NA	0.22	0.682	NA	1.137	NA	NA	NA
1925	0.106	NA	NA	NA	NA	0.795	0.592	0.863	NA	NA	0.032	NA	0.305	0.268	NA	1.207	NA	NA	NA
1926	0.89	NA	NA	NA	NA	1.624	0.934	1.236	NA	NA	0.802	NA	0.714	1.051	NA	2.257	NA	NA	NA
1927	1.246	NA	NA	NA	1.166	1.086	0.712	0.932	NA	NA	0.666	NA	0.575	0.784	NA	1.327	NA	NA	NA
1928	0.261	NA	NA	NA	0.693	0.23	0.456	0.097	NA	NA	0.016	NA	0.308	0.172	3.232	1.279	NA	0.794	NA
1929	0.962	NA	NA	NA	2.083	1.17	0.952	1.204	NA	NA	0.316	NA	0.734	0.724	2.574	1.441	0.737	0.496	NA
1930	1.582	NA	NA	NA	2.646	2.121	1.358	1.804	NA	NA	0.782	0.994	1.552	1.09	2.123	2.047	1.512	2.381	NA
1931	1.162	NA	NA	NA	2.205	1.386	1.016	1.556	NA	3.135	0.798	1.696	1.434	0.977	1.689	1.712	2.512	2.112	NA
1932	1.188	NA	NA	NA	2.226	1.768	0.964	1.462	2.055	1.937	0.798	1.75	1.362	1.144	1.646	1.965	3.054	1.935	NA
1933	1.748	2.492	NA	NA	1.988	2.086	1.662	2.277	2.248	2.33	1.383	1.867	1.152	2.403	1.929	2.712	2.474	1.415	0.9
1934	0.505	1.44	NA	NA	0.568	1.696	0.832	1.514	2.265	1.301	1.221	1.427	0.537	1.805	0.514	1.655	1.271	0.658	1.146
1935	0.762	1.289	NA	NA	1.41	1.519	1.62	1.564	2.968	1.299	1.048	1.384	0.61	1.564	1.193	2.043	1.688	1.206	1.046
1936	0.745	1.386	NA	1.712	1.37	1.816	1.597	1.763	2.571	1.257	1.576	1.659	0.873	1.786	1.52	1.736	1.878	0.987	0.88
1937	0.723	1.178	NA	1.765	0.96	1.3	1.254	1.636	2.293	1.351	1.164	1.382	0.413	1.192	1.251	1.488	1.008	0.798	1.113
1938	0.484	1.324	NA	1.484	1.551	2.16	1.336	1.534	2.09	1.29	0.898	1.431	0.43	0.956	1.385	1.202	1.345	0.898	1.066
1939	0.814	1.825	NA	1.754	1.922	2.142	1.368	1.439	2.025	1.974	1.149	1.529	0.593	1.316	1.498	1.559	1.617	1.072	1.164
1940	0.796	1.868	NA	1.645	1.899	2.316	1.56	1.992	1.958	2.165	1.457	1.706	0.744	1.512	1.918	1.721	1.255	1.111	0.969
1941	0.47	1.125	NA	1.286	1.09	1.532	0.949	1.01	1.524	1.433	0.967	0.762	0.472	0.974	1.2	1.083	0.711	0.492	0.452
1942	0.64	1.003	NA	0.895	1.245	1.354	1.008	0.887	1.586	1.097	0.951	1.058	0.538	1.07	1.064	1.338	0.712	1.018	0.78
1943	0.941	1.144	NA	0.921	1.124	1.206	0.928	0.797	1.39	1.241	0.918	0.95	0.543	1.044	1.172	1.186	0.589	0.665	0.569
1944	1.08	2.006	NA	2.049	1.718	1.972	1.394	1.068	2.017	1.714	1.08	1.208	0.61	1.42	1.63	1.604	1.462	0.77	1.152
1945	0.708	2.256	NA	1.35	1.768	2.126	1.858	1.226	2.215	1.65	1.243	1.215	0.586	1.294	1.626	1.431	1.325	0.627	0.92
1946	0.678	1.975	NA	1.331	1.786	2.118	1.442	1.203	1.87	1.308	1.458	1.031	0.344	1.186	1.338	1.322	1.417	0.906	1.051
1947	0.23	0.616	NA	0.724	0.662	1.134	0.692	0.716	0.654	0.906	0.854	0.538	0.142	0.58	0.654	0.712	0.564	0.601	0.622
1948	0.42	0.838	1.703	1.156	0.574	1.101	0.707	0.886	1.248	1.456	0.98	0.934	0.13	1.002	0.692	1.058	0.505	1.025	0.523
1949	0.14	0.838	1.439	1.02	0.367	0.922	0.458	0.55	0.628	1.104	0.444	0.695	0.076	0.717	0.525	0.442	0.196	0.169	0.62
1950	0.602	0.906	1.303	0.932	0.662	1.03	0.768	0.642	1.422	1.651	0.811	0.805	0.234	0.816	0.937	1.058	0.477	0.466	0.514
1951	0.548	0.588	0.859	0.76	0.464	0.652	0.644	0.518	0.752	1.092	0.619	0.646	0.174	0.572	0.661	0.679	0.533	0.188	0.428
1952	0.404	1.106	1.275	1.072	0.589	0.656	0.893	0.846	0.924	1.068	0.584	0.75	0.206	0.709	0.837	0.855	0.554	0.392	0.739
1953	0.478	0.753	1.195	0.693	0.55	0.692	0.734	0.542	1.004	1.007	0.58	0.578	0.15	0.618	0.717	0.825	0.513	0.442	0.57
1954	0.452	0.401	0.528	0.603	0.358	0.582	0.596	0.427	0.632	0.748	0.43	0.442	0.133	0.36	0.558	0.606	0.306	0.436	0.366
1955	0.2	0.551	0.463	0.733	0.282	0.362	0.486	0.332	0.548	0.542	0.133	0.329	0.101	0.22	0.282	0.525	0.147	0.17	0.316
1956	0.201	0.956	0.674	0.789	0.543	0.452	0.56	0.387	0.87	0.814	0.364	0.298	0.196	0.237	0.413	0.33	0.135	0.312	0.525
1957	0.776	1.645	1.011	0.949	0.94	1.126	1.252	0.66	1.466	1.154	0.865	0.689	0.348	0.511	0.987	0.877	0.548	0.367	0.784
1958	0.49	1.064	1.534	0.783	0.826	1.246	1.07	1.043	1.128	1.203	0.998	0.712	0.282	0.438	0.966	0.772	0.379	0.416	0.7
1959	0.48	1.189	1.124	0.542	0.617	0.825	0.708	0.67	0.771	0.806	0.802	0.613	0.168	0.47	0.632	0.739	0.341	0.622	0.84
1960	0.826	1.189	1.52	0.823	0.79	1.264	1.227	1.094	1.478	0.794	0.78	0.9	0.301	0.809	1.072	0.876	0.438	0.82	0.648
1961	0.644	1.328	1.525	0.83	0.784	1.422	1.156	0.987	1.5	0.882	0.774	0.925	0.198	0.696	1.1	0.814	0.525	0.375	0.509
1962	0.532	1.401	1.276	0.766	0.955	1.257	0.898	1.055	1.576	0.625	0.618	1.018	0.292	0.55	1.046	0.778	0.709	0.334	0.76
1963	0.236	0.825	1.167	0.538	0.926	1.2	0.698	0.778	0.82	0.656	0.598	0.598	0.156	0.345	0.66	0.678	0.375	0.248	0.467
1964	0.358	0.696	0.934	0.841	0.755	0.734	0.685	0.604	0.592	0.58	0.522	0.434	0.225	0.208	0.776	0.629	0.573	0.437	0.54
1965	0.078	0.485	0.676	0.438	0.406	0.634	0.538	0.34	0.407	0.466	0.296	0.35	0.147	0.132	0.414	0.279	0.224	0.064	0.254
1966	0.069	0.746	0.806	0.493	0.604	0.622	0.594	0.628	0.55	0.93	0.462	0.392	0.223	0.19	0.57	0.363	0.263	0.06	0.276
1967	0.074	0.216	0.366	0.274	0.19	0.484	0.599	0.267	0.298	0.486	0.354	0.196	0.132	0.314	0.26	0.309	0.216	0.208	0.198
1968	0.032	0.049	0.118	0.03	0.144	0.124	0.228	0.04	0.09	0.051	0.026	0.024	0.052	0.056	0.07	0.054	0	0.049	0.014
1969	0.094	0.14	0.045	0.234	0.152	0.327	0.411	0.186	0.312	0.483	0.412	0.165	0.08	0.208	0.34	0.156	0.26	0.143	0.2
1970	0.135	0.122	0.11	0.215	0.189	0.25	0.384	0.19	0.198	0.178	0.102	0.098	0.16	0.092	0.249	0.153	0.211	0.288	0.201
1971	0.18	0.18	0.182	0.21	0.214	0.38	0.82	0.173	0.479	0.352	0.264	0.156	0.23	0.317	0.321	0.428	0.253	0.289	0.309
1972	0.21	0.465	0.15	0.248	0.314	0.645	1.256	0.387	0.722	0.844	0.555	0.218	0.286	0.392	0.329	0.398	0.316	0.611	0.574
