# Pederson - Dark Hollow Trail update - QUAL - ITRDB NY038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13978
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13978.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny038-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny038-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny038.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-28
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-28
#--------------------
# Title
#   Study_Name: Pederson - Dark Hollow Trail update - QUAL - ITRDB NY038
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dark Hollow Trail
#   Location: New York
#   Northernmost_Latitude: 41.42
#   Southernmost_Latitude: 41.42
#   Easternmost_Longitude: -74.08
#   Westernmost_Longitude: -74.08
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: NY038
#   First_Year: 1704
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DHTU01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU03c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU03c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU09c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU09c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHTU17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHTU17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DHTU01a_raw	DHTU02a_raw	DHTU03a_raw	DHTU03b_raw	DHTU03c_raw	DHTU04b_raw	DHTU05b_raw	DHTU06a_raw	DHTU06b_raw	DHTU07a_raw	DHTU07b_raw	DHTU08b_raw	DHTU09a_raw	DHTU09c_raw	DHTU10a_raw	DHTU11a_raw	DHTU12a_raw	DHTU12b_raw	DHTU14a_raw	DHTU14b_raw	DHTU15a_raw	DHTU16a_raw	DHTU16b_raw	DHTU17a_raw
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	NA	NA	0.432	NA	0.43	NA	NA	NA	NA	NA	NA	NA	1.331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	NA	NA	0.217	NA	0.245	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	NA	NA	0.366	NA	0.381	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	NA	NA	0.424	NA	0.402	NA	NA	NA	NA	NA	NA	0.307	1.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	NA	NA	0.429	NA	0.367	NA	NA	NA	NA	NA	NA	0.426	0.961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	0.577	NA	0.596	NA	NA	NA	NA	NA	NA	0.515	1.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	0.564	NA	0.552	NA	NA	NA	NA	NA	NA	0.444	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	0.179	NA	0.269	NA	NA	NA	NA	NA	NA	0.721	1.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	0.284	NA	0.507	NA	NA	NA	NA	NA	NA	0.906	1.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	0.279	NA	0.43	NA	NA	NA	NA	NA	NA	0.703	1.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	0.291	NA	0.349	NA	NA	NA	NA	NA	NA	0.802	0.921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	0.24	NA	0.36	NA	NA	NA	NA	NA	NA	0.742	1.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	0.388	NA	0.355	NA	NA	NA	NA	NA	NA	0.657	1.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	0.351	NA	0.302	NA	NA	NA	NA	NA	NA	0.693	1.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	0.268	NA	0.369	NA	NA	NA	NA	NA	NA	0.642	0.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	0.42	NA	0.401	NA	NA	NA	NA	NA	NA	0.828	0.701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	0.48	NA	0.522	NA	NA	NA	NA	NA	NA	0.657	0.808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	0.579	NA	0.641	NA	NA	1.962	NA	NA	NA	1.184	1.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	0.579	NA	0.612	NA	NA	1.892	NA	NA	NA	0.986	0.997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	0.656	NA	0.753	NA	NA	1.901	NA	NA	NA	1.223	0.691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	0.501	NA	0.579	NA	NA	1.828	NA	NA	NA	1.51	0.7	NA	NA	NA	NA	NA	NA	NA	1.889	NA	NA	NA
1729	NA	NA	0.595	NA	0.51	NA	NA	1.641	NA	NA	NA	1.079	1.27	NA	NA	NA	NA	NA	NA	NA	1.525	NA	NA	NA
1730	NA	NA	0.6	NA	0.46	NA	NA	1.878	NA	NA	NA	1.142	0.935	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA
1731	NA	NA	0.588	0.418	0.42	NA	NA	1.475	NA	NA	NA	1.201	0.906	NA	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA
1732	NA	NA	0.541	0.321	0.509	NA	NA	1.336	NA	NA	NA	1.177	0.956	NA	NA	NA	NA	NA	NA	NA	1.484	NA	NA	NA
1733	NA	NA	0.609	0.348	0.404	NA	NA	1.175	NA	NA	NA	1.076	0.629	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA
1734	NA	NA	0.48	0.521	0.55	NA	NA	1.14	NA	NA	NA	1.257	0.618	NA	NA	NA	NA	NA	NA	NA	1.115	NA	NA	NA
1735	NA	NA	0.46	0.557	0.307	NA	NA	0.92	NA	NA	NA	1.502	0.431	NA	NA	NA	NA	NA	NA	NA	1.458	NA	NA	NA
1736	NA	NA	0.453	0.338	0.376	NA	NA	0.879	NA	NA	NA	1.395	0.631	NA	NA	NA	NA	NA	NA	NA	1.052	NA	NA	NA
1737	NA	NA	0.366	0.47	0.184	NA	NA	0.895	NA	NA	NA	1.475	0.376	NA	NA	NA	NA	NA	NA	NA	0.992	NA	NA	NA
1738	NA	NA	0.355	0.447	0.368	NA	NA	0.612	NA	NA	NA	1.822	0.336	NA	NA	NA	NA	NA	NA	NA	0.751	NA	NA	NA
1739	NA	NA	0.642	0.41	0.616	NA	NA	0.849	NA	NA	NA	1.761	0.539	NA	NA	NA	NA	NA	NA	NA	1.355	NA	NA	NA
1740	NA	NA	0.567	0.69	0.531	NA	NA	1.076	NA	NA	NA	1.272	0.35	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA
1741	NA	NA	0.451	0.383	0.237	NA	NA	0.804	NA	NA	NA	1.047	0.315	NA	NA	NA	NA	NA	NA	NA	1.291	NA	NA	NA
1742	NA	NA	0.47	0.67	0.272	NA	NA	0.927	NA	NA	NA	1.454	0.277	NA	NA	NA	NA	NA	NA	NA	1.285	NA	NA	NA
1743	NA	NA	0.447	0.585	0.451	NA	NA	0.836	NA	NA	NA	0.963	0.284	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA
1744	NA	NA	0.486	0.349	0.428	NA	NA	1.081	NA	NA	NA	1.314	0.277	NA	NA	NA	NA	NA	NA	NA	1.409	NA	NA	NA
1745	NA	NA	0.785	0.639	0.455	NA	NA	0.872	NA	NA	NA	1.481	0.328	NA	NA	NA	NA	NA	NA	NA	1.684	NA	NA	NA
1746	NA	NA	0.534	0.328	0.394	NA	NA	0.745	NA	NA	NA	1.344	0.375	NA	NA	NA	NA	NA	NA	NA	1.805	NA	NA	NA
1747	NA	NA	0.649	0.513	0.246	NA	NA	0.728	0.907	NA	NA	1.483	0.714	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA
1748	NA	NA	0.362	0.518	0.403	NA	NA	0.486	0.74	NA	NA	1.648	0.387	NA	NA	NA	NA	NA	NA	NA	1.086	NA	NA	NA
1749	NA	NA	0.553	0.536	0.275	NA	NA	0.379	0.529	NA	NA	1.575	0.414	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA
1750	NA	NA	0.71	0.786	0.596	NA	NA	0.392	0.98	NA	NA	1.706	0.678	NA	NA	NA	NA	NA	NA	NA	2.371	NA	NA	NA
1751	NA	NA	0.538	0.797	0.428	NA	NA	0.328	0.68	NA	NA	1.687	0.545	NA	NA	NA	NA	NA	NA	NA	2.006	NA	NA	NA
1752	NA	NA	0.745	0.904	0.511	NA	NA	0.515	0.858	NA	NA	1.38	1.09	NA	NA	NA	NA	NA	NA	NA	1.534	NA	NA	NA
1753	NA	NA	0.79	1.123	0.81	NA	NA	0.598	1.038	NA	NA	1.877	0.912	NA	NA	NA	NA	NA	NA	NA	1.733	NA	NA	NA
1754	NA	NA	0.983	1.274	1.029	NA	NA	0.531	1.471	NA	NA	2.034	1.215	NA	NA	NA	NA	NA	NA	NA	1.808	NA	NA	NA
1755	NA	NA	1.03	1.529	1.11	NA	NA	0.581	1.296	NA	NA	2.248	0.765	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	1.891
1756	NA	NA	1.288	1.232	0.813	NA	NA	0.444	1.364	NA	NA	1.95	0.987	NA	NA	NA	NA	NA	NA	NA	1.549	NA	NA	2.194
1757	NA	NA	0.829	0.704	0.743	NA	NA	0.573	1.144	NA	NA	1.795	0.521	NA	NA	NA	NA	NA	NA	NA	1.366	NA	NA	2.296
1758	NA	NA	0.312	0.355	0.602	NA	NA	0.416	0.748	NA	NA	1	0.416	NA	NA	NA	NA	NA	NA	NA	0.591	NA	NA	1.781
1759	NA	NA	0.341	0.406	0.781	NA	NA	0.437	0.721	NA	NA	0.974	0.512	NA	NA	NA	NA	NA	NA	NA	0.911	NA	NA	1.448
1760	NA	NA	0.452	0.322	0.628	NA	0.458	0.476	0.58	NA	NA	0.989	0.361	NA	NA	NA	NA	NA	NA	NA	1.256	NA	NA	1.063
1761	NA	NA	0.425	0.403	0.581	NA	0.589	0.354	0.665	NA	NA	0.906	0.338	NA	NA	NA	NA	NA	NA	NA	0.866	NA	NA	0.953
