# Woodhouse - Ridge Road - PIPO - ITRDB CO565
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5330
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5330.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co565-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co565-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co565.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co565.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Woodhouse - Ridge Road - PIPO - ITRDB CO565
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Brown, P.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ridge Road
#   Location: Colorado
#   Northernmost_Latitude: 39.38
#   Southernmost_Latitude: 39.38
#   Easternmost_Longitude: -104.2
#   Westernmost_Longitude: -104.2
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: CO565
#   First_Year: 1779
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rir062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rir131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rir131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rix032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rix032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rix021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rix021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rix031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rix031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rir062_raw	rir061_raw	rir111_raw	rir141_raw	rir031_raw	rir121_raw	rir042_raw	rir081_raw	rir041_raw	rir052_raw	rir032_raw	rir071_raw	rir131_raw	rix032_raw	rix021_raw	rix031_raw
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.213	NA	1.074
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	1.169
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.555	NA	1.576
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.763	NA	0.562
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.591	NA	0.697
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486	NA	0.865
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	0.595
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486	NA	0.671
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	NA	1.455
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.137	NA	1.265
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.784	NA	0.46
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	NA	0.437
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.607	NA	0.387
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.725	NA	0.529
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	NA	0.403
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	0.282
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726	NA	0.253
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.637	NA	0.222
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.639	NA	0.811
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.916	2.825	1.068
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.415	4.463	0.8
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.354	4.609	0.713
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.548	3.678	0.841
1802	NA	NA	1.761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.048	2.963	0.183
1803	NA	NA	3.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981	4.802	0.377
1804	NA	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	3.664	0.491
1805	NA	NA	1.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.055	4.235	0.626
1806	NA	NA	3.098	NA	NA	NA	NA	NA	1.963	NA	NA	NA	NA	1.088	6.386	0.296
1807	NA	NA	2.395	NA	NA	NA	NA	NA	0.358	NA	NA	NA	NA	1.042	3.651	0.301
1808	NA	NA	1.859	NA	NA	NA	NA	NA	0.214	NA	NA	NA	NA	1.764	4.144	1.243
1809	NA	NA	1.495	NA	NA	NA	NA	NA	0.133	NA	NA	NA	NA	0.995	1.642	0.659
1810	NA	NA	2.006	NA	NA	NA	NA	NA	0.464	NA	NA	NA	NA	0.95	2.591	0.979
1811	NA	NA	1.556	NA	NA	NA	NA	NA	0.687	NA	NA	NA	NA	1.038	3.272	0.786
1812	NA	NA	1.823	NA	NA	1.291	NA	NA	0.856	NA	NA	NA	NA	1.413	4.181	0.406
1813	NA	NA	1.956	NA	NA	1.412	NA	NA	1.138	NA	1.345	NA	NA	0.847	3.48	0.679
1814	NA	NA	2.07	NA	NA	2.164	NA	NA	1.051	NA	0.904	NA	NA	0.34	2.098	0.206
1815	NA	NA	2.819	NA	NA	2.408	NA	NA	2.096	NA	1.933	NA	NA	0.521	2.653	0.436
1816	NA	NA	2.315	NA	NA	1.907	NA	NA	2.322	NA	1.351	NA	NA	1.102	2.228	0.626
1817	NA	NA	2.17	NA	NA	1.68	NA	NA	2.055	NA	1.493	NA	NA	1.103	1.455	2.038
1818	NA	NA	1.625	NA	NA	1.605	NA	NA	1.357	NA	0.966	NA	NA	1.376	1.509	2.211
1819	NA	NA	1.097	NA	NA	1.411	NA	NA	1.948	NA	1.425	NA	NA	0.998	2.124	0.877
1820	NA	NA	2.181	NA	NA	1.784	0.441	NA	2.439	NA	1.863	NA	NA	0.846	2.819	1.033
1821	NA	NA	1.651	NA	NA	1.841	0.794	NA	2.605	NA	2.046	NA	NA	0.821	2.489	0.565
1822	NA	NA	3.01	1.774	NA	1.555	0.962	NA	4.652	NA	2.949	NA	NA	0.637	2.925	0.601
1823	NA	NA	2.179	1.606	NA	1.152	0.518	NA	4.212	NA	1.947	NA	NA	0.657	3.02	0.388
1824	NA	NA	0.586	0.886	NA	0.937	0.696	NA	3.059	NA	1.416	NA	NA	0.849	2.72	0.496
1825	NA	NA	0.778	1.732	NA	1.597	1.328	NA	6.916	NA	2.666	NA	NA	1.143	2.451	0.983
1826	NA	NA	0.432	1.552	NA	1.446	0.69	NA	2.355	NA	1.611	NA	NA	0.921	1.997	0.958
1827	NA	NA	0.621	1.949	NA	1.473	0.839	NA	4.974	NA	0.753	NA	NA	1.566	1.573	1.715
1828	NA	NA	0.555	2.253	NA	2.017	1.265	NA	5.696	NA	0.517	NA	NA	1.487	1.547	1.824
1829	NA	NA	0.642	2.706	NA	2.156	0.946	NA	3.027	NA	0.805	NA	NA	1.363	2.639	1.254
1830	NA	NA	0.964	2.574	NA	1.404	1.006	NA	1.458	NA	0.286	NA	2.293	2.031	2.532	0.833
1831	NA	NA	1.074	2.065	NA	0.809	0.915	NA	1.062	NA	0.496	NA	1.852	0.617	1.967	0.365
1832	NA	NA	1.246	2.452	NA	1.438	1.277	NA	1.765	NA	0.719	NA	2.925	0.921	2.194	0.719
1833	NA	NA	1.055	2.693	NA	1.563	1.126	NA	2.129	NA	1.319	NA	2.707	0.76	3.177	0.486
1834	NA	NA	1.111	2.77	NA	1.403	0.984	NA	1.607	NA	1.319	NA	2.405	0.752	2.351	0.656
