# Stahle - Grassy Lake - TADI - ITRDB AR039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4860
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4860.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar039-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ar039-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar039.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ar039.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Stahle - Grassy Lake - TADI - ITRDB AR039
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Hawks, G.G.; Langston, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Grassy Lake
#   Location: Arkansas
#   Northernmost_Latitude: 33.68
#   Southernmost_Latitude: 33.68
#   Easternmost_Longitude: -93.87
#   Westernmost_Longitude: -93.87
#   Elevation_m: 75
#--------------------
# Data_Collection
#   Collection_Name: AR039
#   First_Year: 1766
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Taxodium distichum (L.) Rich.
#   Common_Name: baldcypress
#   Tree_Species_Code: TADI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GLA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA33A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA33A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA35A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA38A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA38A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA33B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLA33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GLA01A_raw	GLA01B_raw	GLA11A_raw	GLA11B_raw	GLA17A_raw	GLA17B_raw	GLA18A_raw	GLA18B_raw	GLA25A_raw	GLA25B_raw	GLA03A_raw	GLA09A_raw	GLA16A_raw	GLA21A_raw	GLA23A_raw	GLA24A_raw	GLA28A_raw	GLA30A_raw	GLA32A_raw	GLA33A_raw	GLA35A_raw	GLA38A_raw	GLA06A_raw	GLA06B_raw	GLA19A_raw	GLA27A_raw	GLA31A_raw	GLA33B_raw
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.2	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.63	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.21	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.55	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.23	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.48	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.39	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.94	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.09	NA	NA	5.8	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.82	NA	NA	6.57	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.47	NA	NA	1.18	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.36	NA	NA	3.73	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.66	NA	NA	3.15	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.45	NA	NA	5.48	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.22	NA	NA	5.36	6.31	NA	5.56	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.09	NA	NA	7.35	8.76	NA	4.47	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.75	NA	NA	1.95	2.94	NA	3.11	NA	5.88
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	1.8	1.21	NA	0.94	NA	1.31
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9	NA	NA	2.69	2.79	NA	2.33	NA	5.03
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.46	NA	NA	2.09	2.13	NA	2.74	NA	4.4
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.78	NA	NA	2.56	2.3	NA	3.08	NA	5.08
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	NA	0.73	0.53	NA	2.4	NA	2.14
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.68	NA	NA	3.93	3.45	NA	3.74	NA	6.6
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.58	NA	NA	NA	NA	3.95	NA	NA	0.94	0.69	NA	1.32	NA	3.31
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.99	NA	NA	NA	NA	3.94	NA	NA	2.56	2.01	NA	2.23	NA	3.5
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.58	NA	NA	NA	NA	5.84	NA	NA	4.32	3.64	NA	4.02	NA	4.92
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.44	NA	NA	NA	NA	3.95	NA	3.56	1.34	1.93	NA	1.66	NA	4.4
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.26	NA	NA	NA	NA	6.48	NA	5.97	2.91	2.77	NA	3.4	NA	4.82
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.61	NA	NA	NA	NA	7.79	NA	4.52	3.57	4.24	NA	3.07	NA	4.72
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.26	NA	NA	NA	NA	9.14	NA	6.09	3.08	3.96	NA	4.73	NA	4.98
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	6.25	NA	3.88	1.19	2.15	NA	0.95	NA	2.58
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.51	NA	NA	NA	NA	6.34	NA	6.17	2.39	4.96	NA	1.48	NA	3.59
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	NA	NA	NA	NA	5.5	NA	2.9	1.8	3.23	NA	0.84	NA	3.06
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA	NA	3.46	NA	4	2.51	2.38	NA	3.19	NA	2.96
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38	NA	NA	NA	NA	4.67	NA	5.43	3.81	3.89	NA	8.14	NA	3.05
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.11	NA	NA	NA	NA	5.8	NA	5.57	3.96	3.6	NA	5.96	NA	4.21
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.43	NA	NA	NA	NA	5.33	NA	9.67	5.46	6.58	NA	6.26	NA	6.46
1805	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46	NA	NA	NA	2.54	NA	NA	NA	NA	3.12	NA	4.43	3.44	2.92	NA	0.65	NA	4.23
1806	6.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.89	NA	NA	NA	6.89	NA	NA	NA	NA	3.38	NA	5.33	5.76	4.6	NA	2.96	NA	4.47
1807	2.35	NA	NA	NA	NA	NA	NA	NA	NA	2.43	3.46	NA	NA	NA	1.69	NA	NA	NA	NA	1.51	NA	4.54	3.07	3.83	NA	2.66	2.53	1.15
1808	4.2	NA	7.8	NA	NA	NA	NA	NA	NA	1.64	6.41	NA	NA	NA	5.85	NA	NA	NA	NA	3.57	NA	4.86	5.54	5.71	NA	4.33	5.04	2.7
1809	0.75	NA	4.97	NA	NA	NA	NA	NA	NA	1.85	5.2	NA	NA	NA	2.48	NA	NA	NA	NA	3.27	NA	2.6	1.83	3.3	NA	0.87	5.35	2.55
1810	2.8	NA	6.38	NA	NA	NA	NA	NA	NA	1.99	3.54	NA	NA	NA	5.75	NA	NA	NA	NA	4	NA	4.03	3.88	5.29	NA	3.47	6.83	3.94
1811	3.12	NA	8.01	NA	NA	NA	NA	NA	NA	0.68	3.47	NA	NA	NA	6.69	NA	NA	NA	NA	3.52	NA	6.66	5.72	5.65	NA	4.92	5.84	3.13
1812	0.63	NA	3.29	NA	NA	NA	NA	NA	NA	2.68	2.89	NA	NA	NA	1.03	NA	NA	NA	NA	2.29	NA	1.43	1.62	2.77	NA	3.28	4.22	1.72
