# Voelker - Lame Johnny Creek - QUMA - ITRDB SD022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15354
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15354.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-21
#--------------------
# Title
#   Study_Name: Voelker - Lame Johnny Creek - QUMA - ITRDB SD022
#--------------------
# Investigators
#   Investigators: Voelker, S.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores Stored at:
# # Oregon State University 
# # These cores were taken to measure growth rates, wood anatomy and stable 
# # isotope measurements from dominant and co-dominant trees across tree 
# # ages. Two cores were taken for each tree but in most cases only one 
# # was measured for ring-widths. The other was destructively sampled for 
# # stable isotope measurements. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Ecological Monographs
#   Published_Title: Spring temperature responses of oaks are synchronous with  North Atlantic conditions during the last deglaciation
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1890/11-0848.1
#   Full_Citation: Voelker, Steven L., Paul-Emile Noirot-Cosson, Michael C. Stambaugh, Erin R. McMurry, 
Frederick C. Meinzer, Barbara Lachenbruch, and Richard P. Guyette. 2012. 
Spring temperature responses of oaks are synchronous with 
North Atlantic conditions during the last deglaciation. 
Ecological Monographs, Vol. 82, Issue 2, pp.169-187.
DOI:10.1890/11-0848.1
#   Abstract: Paleoclimate proxies based on the measurement of xylem cell anatomy have rarely been developed across the temperature range of a species or applied to wood predating the most recent millennium. Here we describe wood anatomy-based proxies for spring temperatures in central North America from modern bur oaks (Quercus macrocarpa Michx.). The strong coherence of temperature signals across the species range supports the use of these proxies across thousands of years of climatic change. We also used 79 subfossil oak log cross sections from northern Missouri, 14C-dated to 9.9 - 3.63 ka (ka is 1000 cal yr BP), to assess the frequency of oak deposition into alluvial sediments and a subset of these oaks for a wood anatomy-based reconstruction of spring paleotemperatures. Temperatures during the Younger Dryas cold period (YD) were up to 3.5°C lower than modern temperatures for that region, equivalent to or lower than those experienced at the northern edge of the modern species range. Compared to extant oaks growing at much higher [CO2], subfossil oaks had greater vessel frequencies. Besides very low theoretical (or estimated) xylem conductivity near the beginning of the oak record near 13.6 ka, vessel frequencies greater than modern trees compensated for reduced vessel dimensions so that theoretical xylem conductivity was consistently above that of modern trees at the cold northern sites. Significant correlations were found between the frequency of 14C-dated oaks and either d18O from the NGRIP (North Greenland Ice Core Project) ice core or from the Cariaco grayscale marine-sediment record from the southern Caribbean sea. Oak deposition into alluvial sediments during the YD was significantly lower than expected given the average sample depth of oaks from 9.9 to 13.6 ka. Reduced oak deposition during the YD suggests that an abrupt shift in climate reduced oak populations across the region and/or changed the rates of channel movement across drainages.# 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lame Johnny Creek
#   Location: South Dakota
#   Northernmost_Latitude: 43.645
#   Southernmost_Latitude: 43.645
#   Easternmost_Longitude: -103.39
#   Westernmost_Longitude: -103.39
#   Elevation_m: 1210
#--------------------
# Data_Collection
#   Collection_Name: SD022
#   First_Year: 1883
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LJC011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJC071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJC071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LJC011_raw	LJC020_raw	LJC031_raw	LJC041_raw	LJC050_raw	LJC051_raw	LJC060_raw	LJC071_raw
1883	NA	NA	2.885	NA	NA	NA	NA	NA
1884	NA	NA	2.303	NA	NA	NA	NA	NA
1885	NA	1.254	1.514	NA	NA	NA	NA	NA
1886	NA	1.648	2.464	NA	NA	NA	NA	NA
1887	NA	1.351	2.129	NA	NA	NA	NA	NA
1888	NA	1.529	2.516	NA	NA	NA	NA	NA
1889	NA	1.419	2.061	NA	NA	NA	NA	NA
1890	NA	1.25	2.029	NA	NA	NA	NA	NA
1891	NA	1.237	2.753	NA	NA	NA	NA	NA
1892	NA	1.539	2.676	NA	NA	NA	NA	NA
1893	NA	1.393	2.2	NA	NA	NA	NA	NA
1894	NA	1.484	2.513	NA	NA	NA	NA	NA
1895	NA	1.747	2.171	NA	NA	NA	NA	NA
1896	NA	1.303	1.512	NA	NA	NA	NA	NA
1897	NA	1.766	2.198	NA	NA	NA	NA	NA
1898	NA	2.128	3.276	NA	NA	NA	NA	NA
1899	NA	2.463	3.41	NA	NA	NA	NA	NA
1900	NA	2.468	2.215	NA	NA	NA	NA	NA
1901	NA	4.468	2.769	NA	NA	NA	NA	NA
1902	NA	4.645	3.596	NA	NA	NA	NA	NA
1903	NA	3.901	2.949	NA	NA	NA	NA	NA
1904	NA	4.062	3.573	NA	NA	NA	NA	NA
1905	NA	3.955	2.992	NA	NA	NA	NA	NA
1906	NA	3.353	2.471	NA	NA	NA	NA	NA
1907	NA	3.551	2.193	NA	NA	NA	NA	NA
1908	NA	2.683	2.093	NA	NA	NA	NA	NA
1909	5.156	2.731	2.231	0.9	NA	NA	NA	NA
1910	2.62	1.047	1.013	0.741	NA	NA	NA	NA
1911	3.071	1.498	1.554	0.432	NA	NA	NA	NA
1912	4.987	3.01	1.942	0.382	NA	NA	NA	NA
1913	3.575	1.847	1.681	0.836	NA	NA	NA	NA
1914	3.546	1.629	1.908	0.529	NA	NA	NA	NA
1915	3.301	0.902	0.668	0.508	NA	NA	NA	NA
1916	4.104	2.137	1.697	0.508	NA	NA	NA	NA
1917	4.527	1.417	1.407	0.596	NA	NA	NA	NA
1918	5.538	2.04	1.424	0.337	NA	NA	NA	NA
1919	3.818	1.32	1.685	0.458	NA	NA	NA	NA
1920	2.534	1.519	1.169	0.573	NA	NA	NA	NA
1921	3.879	3.112	2.15	0.499	NA	NA	NA	NA
1922	4.078	3.646	1.943	0.888	NA	NA	NA	NA
1923	4.02	3.393	1.534	0.921	NA	NA	NA	NA
1924	4.131	3.276	1.456	0.454	NA	NA	NA	NA
1925	5.095	3.548	1.899	0.871	NA	NA	NA	NA
1926	5.89	3.502	2.344	0.739	NA	NA	NA	NA
1927	4.774	2.58	1.597	0.313	NA	NA	NA	NA
1928	4.113	2.607	1.889	0.356	NA	NA	NA	NA
1929	4.784	2.705	1.583	0.672	NA	NA	NA	NA
1930	3.618	1.935	1.031	1.105	NA	NA	NA	NA
1931	3.661	1.114	0.769	0.585	NA	NA	NA	NA
1932	4.312	1.783	1.053	0.731	NA	NA	NA	NA
1933	4.136	1.634	0.891	1.219	NA	NA	NA	NA
1934	5.389	2.343	1.284	1.241	NA	NA	NA	NA
1935	5.676	1.593	0.797	1.593	NA	NA	NA	NA
1936	4.329	1.483	0.849	1.115	NA	NA	NA	NA
1937	2.536	1.121	0.518	0.455	NA	NA	NA	NA
1938	3.185	1.309	0.661	0.358	NA	NA	NA	NA
1939	3.961	1.289	0.846	0.742	NA	NA	NA	NA
1940	3.201	0.815	0.447	0.425	NA	NA	NA	NA
1941	4.659	1.344	0.602	1.653	NA	NA	NA	NA
1942	6.505	2.335	1.677	3.203	NA	NA	NA	NA
1943	2.899	1.218	1.081	1.796	NA	NA	NA	NA
1944	4.014	1.135	1.052	1.23	NA	NA	NA	NA
1945	3.816	1.377	1.329	1.014	NA	NA	NA	NA
1946	2.984	0.967	1.09	1.237	NA	NA	NA	NA
1947	3.936	2.042	1.529	2.614	NA	NA	NA	NA
1948	5.033	1.64	1.827	1.862	NA	NA	NA	NA
1949	4.448	1.773	1.17	1.721	NA	NA	NA	NA
1950	4.657	1.727	1.041	1.883	NA	NA	NA	NA
1951	2.914	0.929	0.903	1.739	NA	NA	NA	NA
1952	5.212	1.492	0.735	2.445	NA	NA	NA	NA
1953	5.546	1.399	1.216	2.276	NA	NA	NA	NA
1954	4.024	0.935	0.899	1.204	NA	NA	NA	NA
1955	5.466	1.141	0.924	2.164	NA	NA	NA	NA
1956	5.516	0.978	0.824	2.421	NA	NA	NA	NA
1957	3.54	0.804	0.988	2.844	NA	NA	NA	NA
1958	5.875	1.771	1.856	3.613	NA	NA	NA	NA
1959	4.444	0.834	1.358	2.681	NA	NA	NA	NA
1960	3.472	0.708	1.279	1.42	NA	NA	NA	NA
1961	2.843	0.639	0.73	1.151	NA	NA	NA	NA
1962	4.155	0.899	0.763	2.486	NA	NA	NA	NA
1963	4.661	1.574	1.562	3.371	NA	NA	NA	NA
1964	4.748	2.237	1.393	2.347	NA	NA	NA	NA
1965	4.403	2.55	1.569	2.361	NA	NA	NA	NA
1966	1.959	0.693	1.665	1.896	NA	NA	NA	NA
1967	1.77	0.772	1.073	2.284	NA	NA	NA	NA
1968	1.545	0.66	0.755	1.215	NA	NA	NA	NA
1969	2.824	0.953	0.998	2.664	NA	NA	NA	NA
1970	3.023	1.451	0.917	1.764	NA	NA	NA	NA
1971	2.877	1.241	0.655	1.84	NA	NA	NA	NA
1972	3.45	1.474	0.744	2.479	NA	NA	NA	NA
1973	3.699	1.059	0.828	1.994	NA	NA	NA	NA
1974	2.846	1.159	0.569	1.141	NA	NA	NA	NA
1975	2.89	1.007	0.587	1.748	NA	NA	NA	NA
1976	3.28	1.182	0.773	1.779	NA	NA	NA	NA
1977	2.869	1.116	0.682	1.138	NA	NA	NA	NA
1978	4.046	1.105	0.748	1.688	NA	NA	NA	NA
1979	3.169	1.22	0.69	1.511	NA	NA	NA	NA
1980	2.649	1.244	0.823	1.342	NA	NA	NA	NA
1981	3.512	1.104	0.772	1.117	NA	NA	2.02	NA
1982	3.157	1.241	0.691	1.414	NA	NA	1.652	NA
1983	2.474	0.731	0.718	1.467	NA	NA	1.536	NA
1984	2.976	1.078	0.98	1.334	NA	NA	0.628	1.67
1985	2.353	0.813	0.629	1.065	NA	NA	0.513	0.755
1986	3.446	1.237	0.927	1.366	NA	NA	0.895	1.446
1987	3.097	1.112	1.088	1.812	NA	NA	1.687	1.582
1988	2.484	0.915	0.72	1.062	NA	NA	0.962	1.477
1989	1.268	0.673	0.596	0.513	1.139	1.16	0.986	0.771
1990	1.44	0.662	0.647	0.587	2.275	2.112	1.48	1.25
1991	2.608	0.968	0.752	0.641	2.413	2.743	2.029	1.979
1992	2.227	0.944	0.506	1.207	2.35	1.852	2.6	2.477
1993	3.12	1.389	1.164	1.942	2.399	2.757	2.813	2.644
