# Baisan - West Dummerston Covered Bridge historical - TSCA - ITRDB VT011
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13993
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13993.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt011-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; vt011-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt011.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/vt011.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-01-05
#--------------------
# File_Last_Modified_Date
#   Date: 2013-01-05
#--------------------
# Title
#   Study_Name: Baisan - West Dummerston Covered Bridge historical - TSCA - ITRDB VT011
#--------------------
# Investigators
#   Investigators: Baisan, C.H.(https://orcid.org/0000-0002-7362-1591)
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of Tsuga canadensis raw ring widths was made 
# # from the West Dummerston Covered Bridge in Dummerston, VT 
# # by C. Baisan. Construction was in 1870 [following the flood 
# # of 1869]. The timber are possibly from Mt. Ascutny near Windsor. 
# # 
# # While we cannot say much about the original forest from which 
# # these timbers originated, it is not a stretch to consider 
# # detrending these raw data with closed-canopy or forest interior 
# # conditions in mind given eastern hemlock?s basic life-history 
# # traits and typical growth patterns.
# # 
# # For the Pederson et al. (2012) paper, these data were combined 
# # with the Pack Forest (Tsuga canadensis) data that are accessible 
# # in the ITRDB. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: West Dummerston Covered Bridge
#   Location: Vermont
#   Northernmost_Latitude: 42.9366
#   Southernmost_Latitude: 42.9366
#   Easternmost_Longitude: -72.6129
#   Westernmost_Longitude: -72.6129
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: VT011
#   First_Year: 1557
#   Last_Year: 1847
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DBC13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBC13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBC17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBC17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DCB20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DCB20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBC24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBC24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DBC13_raw	DBC17A_raw	DCB20A_raw	DBC24A_raw
1557	NA	NA	0.73	NA
1558	NA	NA	1.14	NA
1559	NA	NA	1.02	NA
1560	NA	NA	1.19	NA
1561	NA	NA	1.36	NA
1562	NA	NA	1.33	NA
1563	NA	NA	0.98	NA
1564	NA	NA	0.8	NA
1565	NA	NA	0.79	NA
1566	NA	NA	0.65	NA
1567	NA	NA	0.21	NA
1568	NA	NA	0.32	NA
1569	NA	NA	0.29	NA
1570	NA	NA	0.36	NA
1571	NA	NA	0.22	NA
1572	NA	NA	0.09	NA
1573	NA	NA	0.12	NA
1574	NA	NA	0.12	NA
1575	NA	NA	0.1	NA
1576	NA	NA	0.1	NA
1577	NA	NA	0.04	NA
1578	NA	NA	0.1	NA
1579	NA	NA	0.09	NA
1580	NA	NA	0.09	NA
1581	NA	NA	0.24	3.05
1582	NA	NA	0.1	2.59
1583	NA	NA	0.04	1.99
1584	NA	NA	0.09	1.94
1585	NA	NA	0.16	2.02
1586	NA	NA	0.15	1.76
1587	NA	NA	0.07	1.39
1588	NA	NA	0.07	1.38
1589	NA	NA	0.08	1.25
1590	NA	NA	0.08	1.23
1591	NA	NA	0.09	1.3
1592	NA	NA	0.07	1.34
1593	NA	NA	0.09	1.62
1594	NA	NA	0.11	1.58
1595	NA	NA	0.11	1.56
1596	NA	NA	0.1	1.34
1597	NA	NA	0.1	1.65
1598	NA	NA	0.04	1.56
1599	NA	NA	0.08	1.37
1600	NA	NA	0.08	1.54
1601	NA	NA	0.09	1.79
1602	NA	NA	0.09	1.66
1603	NA	1.4	0.12	0.9
1604	NA	2.16	0.09	0.84
1605	NA	1.73	0.05	0.93
1606	NA	1.48	0.04	0.85
1607	NA	1.79	0.06	1
1608	NA	1.64	0.07	0.85
1609	NA	1.7	0.09	0.98
1610	NA	1.38	0.09	1.05
1611	NA	1.89	0.13	1.04
1612	NA	2.53	0.15	0.82
1613	NA	1.99	0.11	0.81
1614	NA	1.48	0.07	0.42
1615	NA	1.68	0.05	0.49
1616	NA	1.95	0.06	0.66
1617	NA	2	0.05	0.59
1618	NA	2.13	0.06	0.42
1619	NA	1.7	0.08	0.38
1620	NA	1.44	0.11	0.23
1621	NA	1.85	0.24	0.35
1622	NA	2.53	0.55	0.39
1623	NA	2.05	0.41	0.37
1624	NA	1.61	0.38	0.44
1625	NA	1.53	0.23	0.35
1626	NA	1.43	0.22	0.28
1627	NA	1.5	0.21	0.29
1628	NA	1.27	0.27	0.43
1629	NA	0.95	0.26	0.29
1630	NA	1.3	0.26	0.45
1631	NA	0.83	0.31	0.38
1632	NA	0.85	0.28	0.19
1633	NA	0.88	0.35	0.33
1634	NA	1.15	0.49	0.54
1635	NA	0.49	0.26	0.26
1636	NA	0.62	0.33	0.39
1637	NA	0.81	0.43	0.4
1638	NA	1.39	0.7	0.47
1639	NA	0.93	0.79	0.47
1640	NA	0.7	0.55	0.41
1641	NA	0.57	0.49	0.22
1642	NA	0.75	0.59	0.47
1643	NA	0.87	0.62	0.53
1644	NA	0.68	0.59	0.5
1645	NA	0.46	0.38	0.28
1646	NA	0.62	0.42	0.34
1647	NA	0.86	0.75	0.52
1648	NA	0.47	0.72	0.48
1649	NA	0.16	0.3	0.16
1650	NA	0.18	0.25	0.22
1651	NA	0.37	0.51	0.38
1652	NA	0.41	0.61	0.52
1653	NA	0.39	0.6	0.41
1654	NA	0.31	0.7	0.51
1655	NA	0.23	0.57	0.36
1656	NA	0.28	0.65	0.5
1657	NA	0.22	0.69	0.36
1658	NA	0.21	0.75	0.27
1659	NA	0.28	1.09	0.33
1660	NA	0.29	1.04	0.37
1661	NA	0.26	1.13	0.28
1662	NA	0.22	0.96	0.23
1663	NA	0.27	0.89	0.31
1664	NA	0.26	1.17	0.35
1665	NA	0.25	1.03	0.35
1666	NA	0.21	0.79	0.31
1667	NA	0.27	0.87	0.41
1668	NA	0.26	1.07	0.33
1669	NA	0.26	1.02	0.3
1670	NA	0.27	0.85	0.27
1671	NA	0.24	0.97	0.29
1672	NA	0.31	1.19	0.29
1673	NA	0.24	1.35	0.28
1674	NA	0.33	1.9	0.3
1675	NA	0.27	1.54	0.25
1676	NA	0.56	1.54	0.41
1677	NA	0.44	1.56	0.38
1678	NA	0.57	1.66	0.39
1679	NA	0.36	1.36	0.26
1680	NA	0.45	1.61	0.38
1681	NA	0.37	1.17	0.26
1682	NA	0.25	1.31	0.18
1683	NA	0.32	1.13	0.17
1684	NA	0.34	1.34	0.18
1685	NA	0.23	1	0.15
1686	NA	0.25	0.9	0.19
1687	NA	0.25	0.98	0.14
1688	NA	0.4	1.35	0.28
1689	NA	0.38	1.33	0.31
1690	NA	0.3	1.37	0.31
1691	NA	0.23	1.09	0.2
1692	NA	0.44	1.29	0.37
1693	NA	0.75	1.11	0.43
1694	0.22	0.47	1.09	0.44
1695	0.23	0.54	1.27	0.7
1696	0.21	0.43	1.41	0.64
1697	0.26	0.54	1.35	0.64
1698	0.23	0.41	1.06	0.49
1699	0.24	0.47	1.3	0.47
1700	0.16	0.41	1.25	0.65
1701	0.24	0.43	1.49	0.63
1702	0.31	0.5	1.73	0.77
1703	0.45	0.61	1.48	0.83
1704	0.36	0.52	1.29	0.52
1705	0.29	0.36	1.14	0.32
1706	0.29	0.51	1.39	0.56
1707	0.42	0.43	1.27	0.69
1708	0.51	0.39	1.2	0.66
1709	0.44	0.37	0.94	0.78
1710	0.4	0.29	0.64	0.49
1711	0.43	0.3	1	0.54
1712	0.29	0.39	1.21	0.63
1713	0.16	0.3	1.09	0.53
1714	0.21	0.28	1.37	0.64
1715	0.23	0.34	1.2	0.51
1716	0.2	0.38	1.04	0.54
1717	0.29	0.35	1.06	0.7
1718	0.38	0.36	0.97	0.69
1719	0.29	0.46	1.2	0.64
1720	0.32	0.3	1.18	0.41
1721	0.45	0.42	1.55	0.6
1722	0.51	0.35	1.13	0.6
1723	0.31	0.24	0.99	0.41
1724	0.45	0.27	0.82	0.47
1725	0.53	0.45	1.13	0.68
1726	0.67	0.42	1.04	0.74
1727	0.47	0.3	1.09	0.77
1728	0.44	0.28	1	0.6
