# Maxwell - Hueston Woods - LITU - ITRDB OH014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34670
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34670.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh014-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; oh014-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh014.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/oh014.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Hueston Woods - LITU - ITRDB OH014
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Climate response of tulip poplar NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: David LeBlanc, Justin Maxwell, Neil Pederson, Adam Berland, Tessa Mandra
#   Journal_Name: Ecosphere
#   Published_Title: Radial growth responses of tulip poplar (Liriodendron tulipifera) to climate in the eastern United States
#   Published_Date_or_Year: 2020
#   Volume: 11
#   Pages: 
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1002/ecs2.3203
#   Full_Citation: None
#   Abstract: Tulip poplar is an important component of the eastern deciduous forest and one of the few diffuse-porous tree species with indeterminate apical growth in North America for which there are substantial dendroecological data. This dendroecological study evaluated correlations between radial growth of tulip poplar and monthly, seasonal, and annual climate variables and how these correlations varied across time and spatial climate gradients. The strongest and most spatially consistent correlations were with climate variables related to site water balance, especially precipitation. Growth was positively correlated with climate variables related to site water balance during the months of May through July of the year the annual ring forms and during the previous year growing season and autumn. Growth was negatively correlated with prior year growing season maximum temperature, but positively correlated with prior winter minimum temperature. There was some evidence of temporal variation in growth-climate associations between 1900 and 2016, but the climate variables with the strongest associations were consistent across different time periods. Correlations with climate variables related to water stress increased from east to west as precipitation decreased, but there was no spatial trend in correlations with growing season temperature from north to south as temperature increases. Strength of positive correlations with winter temperature increased from north to south. Growth of tulip poplar will likely be adversely affected if drought frequency or severity increases during the twenty-first century. Increased winter temperature would likely have a positive influence on growth during the subsequent growing season in some parts of the species range. Radial growth of tulip poplar is most affected by climate conditions during a narrow time period early in the growing season, similar to results obtained for multiple oak species and a few other diffuse-porous species in eastern North America. Simulation modelers might consider the phenology of these correlations to formulate more biologically realistic tree climate response functions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Hueston Woods
#   Location: Ohio
#   Northernmost_Latitude: 39.578252
#   Southernmost_Latitude: 39.578252
#   Easternmost_Longitude: -84.738961
#   Westernmost_Longitude: -84.738961
#   Elevation_m: 299
#--------------------
# Data_Collection
#   Collection_Name: OH014
#   First_Year: 1891
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HUT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HUT01A_raw	HUT01B_raw	HUT02A_raw	HUT02B_raw	HUT04A_raw	HUT04B_raw	HUT05A_raw	HUT05B_raw	HUT06A_raw	HUT06B_raw	HUT07A_raw	HUT07B_raw	HUT08A_raw	HUT08B_raw	HUT09A_raw	HUT09B_raw	HUT10A_raw	HUT10B_raw
1891	NA	NA	NA	NA	NA	NA	NA	4.491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	6.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	5.643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	3.499	NA	NA	NA	NA	NA	NA	7.478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	3.937	NA	NA	NA	NA	NA	NA	5.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	3.458	NA	NA	NA	3.281	NA	NA	4.985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	3.978	NA	NA	NA	4.13	NA	NA	3.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	3.571	NA	NA	NA	3.807	NA	NA	3.139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	3.795	NA	NA	NA	5.583	NA	NA	3.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	5.942	NA	NA	NA	5.749	NA	NA	4.089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	3.711	NA	NA	NA	2.527	NA	NA	2	NA	NA	NA	NA	NA	NA	3.29	NA	NA	NA
1902	5.071	NA	NA	NA	4.109	NA	3.903	3.714	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA
1903	4.859	NA	NA	NA	4.602	NA	5.614	2.883	5.858	NA	NA	NA	NA	NA	4.522	NA	NA	NA
1904	3.865	NA	NA	NA	3.397	NA	4.654	2.332	5.92	NA	NA	NA	NA	NA	4.054	NA	NA	NA
1905	5.327	NA	NA	NA	4.393	NA	3.646	1.657	4.812	NA	NA	NA	NA	NA	4.961	NA	NA	NA
1906	7.077	NA	NA	NA	4.501	NA	2.564	1.88	4.238	NA	NA	NA	NA	NA	8.979	NA	5.605	NA
1907	5.614	NA	NA	NA	3.41	NA	3.129	2.721	3.729	NA	NA	NA	NA	4.337	4.938	NA	4.333	NA
1908	4.067	NA	NA	NA	3.129	NA	4.198	2.995	4.57	NA	NA	NA	NA	3.434	3.408	NA	3.755	NA
1909	3.559	NA	NA	NA	3.483	5.389	3.439	1.328	2.462	NA	NA	NA	NA	3.385	2.918	NA	2.468	NA
1910	1.661	NA	NA	NA	1.598	1.916	1.314	0.405	2.054	NA	NA	NA	NA	3.118	1.947	3.326	2.21	NA
1911	1.56	NA	NA	NA	0.905	2.671	1.061	0.921	1.12	NA	NA	NA	NA	3.428	1.684	4.309	2.213	NA
1912	3.854	NA	NA	NA	1.899	4.685	1.652	1.293	2.588	NA	NA	NA	NA	5.855	3.591	7.874	4.512	NA
1913	3.319	NA	NA	NA	1.469	3.021	2.62	0.959	2.594	NA	NA	NA	NA	4.138	3.495	5.743	3.544	NA
1914	1.747	NA	NA	NA	0.913	2.298	1.496	0.758	0.859	NA	NA	NA	NA	1.521	1.675	3.044	2.14	2.395
1915	3.572	NA	NA	NA	1.242	4.706	2.831	0.955	1.642	NA	NA	NA	NA	4.049	4.219	7.359	4.691	4.702
1916	5.154	NA	NA	NA	1.316	2.599	2.657	1.121	1.939	NA	NA	NA	NA	4.263	3.053	4.947	4.72	4.164
1917	5.97	NA	NA	NA	0.994	2.761	1.682	0.871	1.417	NA	NA	NA	NA	3.82	4.007	5.397	3.855	3.156
1918	3.828	NA	NA	NA	0.479	0.631	1.051	0.476	0.807	NA	NA	NA	NA	4.057	4.697	5.434	3.026	3.264
1919	4.346	NA	NA	NA	1.338	1.524	2.3	0.932	0.89	NA	NA	NA	NA	5.805	5.33	6.505	4.086	4.3
1920	2.465	NA	3.327	NA	1.016	1.327	1.303	0.961	0.683	NA	NA	NA	NA	3.108	3.37	4.238	2.885	2.369
1921	3.927	NA	4.692	NA	0.797	1.136	0.587	0.884	0.676	NA	NA	NA	NA	2.719	2.74	0.918	2.05	2.338
1922	3.115	0.117	5.316	NA	1.065	1.143	1.073	1.018	0.702	NA	NA	NA	NA	3.266	3.134	3.502	3.253	3.298
1923	0.727	4.282	5.691	NA	1.568	1.91	1.929	1.385	1.004	NA	NA	NA	NA	3.569	4.61	3.569	3.733	4.269
1924	4.379	5.059	7.146	NA	3.388	5.116	4.93	2.928	2.318	NA	NA	NA	NA	5.522	5.712	4.496	4.888	4.216
1925	2.987	4.044	3.489	NA	2.425	3.698	4.115	1.866	1.515	NA	NA	NA	NA	5.044	4.857	6.515	4.036	3.45
1926	4.729	6.232	5.274	NA	3.705	5.529	4.566	1.716	1.797	NA	NA	NA	NA	5.586	4.173	5.945	4.421	2.489
1927	3.762	6.257	3.001	NA	4.022	5.795	4.256	2.709	3.776	NA	NA	NA	NA	5.276	3.066	5.965	3.456	3.873
1928	3.011	6.208	1.005	NA	2.35	2.638	3.72	1.545	2.985	NA	NA	NA	NA	3.608	2.172	4.809	2.794	2.093
1929	1.6	4.869	1.78	NA	1.598	2.479	2.823	1.909	2.88	NA	NA	NA	NA	3.266	2.073	3.588	1.205	1.521
1930	0.901	3.954	1.129	6.113	1.359	1.602	2.382	1.092	1.249	NA	NA	NA	NA	3.033	1.103	3.082	1.095	1.471
1931	0.572	3.39	1.294	2.153	0.637	1.524	1.776	1.04	0.721	NA	NA	NA	NA	3.531	0.8	2.986	1.203	1.407
1932	1.376	3.34	2.344	3.319	1.039	1.624	1.461	1.101	1.007	NA	NA	NA	NA	2.61	1.329	2.27	2.322	2.38
1933	1.322	2.508	2.532	3.587	0.783	1.543	1.84	1.057	1.018	NA	NA	NA	NA	1.311	1.219	2.61	1.75	2.587
1934	0.477	2.347	2.199	2.728	1.334	0.894	1.291	0.706	0.397	NA	NA	NA	NA	1.927	1.045	1.734	1.757	2.192
1935	0.71	1.738	4.474	0.99	1.56	1.619	2.046	1.062	1.728	NA	NA	NA	NA	1.01	1.981	3.641	2.804	3.992
1936	0.401	3.68	0.847	2.227	1.429	0.951	0.78	0.351	0.65	NA	NA	NA	NA	0.664	0.598	0.839	0.954	0.983
1937	0.686	1.8	2.211	2.439	1.9	1.975	2.526	0.751	0.867	NA	NA	NA	NA	1.424	1.474	1.31	1.674	1.397
1938	3.57	4.863	4.503	6.662	3.721	6.065	4.794	1.21	3.803	NA	NA	NA	NA	5.473	4.804	4.687	3.313	2.389
1939	3.832	5.723	2.747	7.079	2.55	5.296	4.435	1.794	5.089	NA	4.38	NA	NA	3.087	4.494	5.749	3.994	3.162
1940	3.196	2.334	2.054	2.71	1.036	2.033	2.193	1.342	1.794	4.559	3.862	NA	NA	1.957	1.528	2.239	2.419	2.167
1941	1.451	3.091	5.534	2.936	1	1.478	1.548	1.659	2.198	1.641	2.857	NA	NA	3.06	1.084	2.538	2.914	2.899
1942	1.292	3.581	11.215	5.981	3.392	3.278	2.467	1.645	3.329	2.039	3.814	NA	NA	3.663	1.486	2.755	4.263	3.367
1943	0.868	3.438	5.939	4.093	3.119	2.198	3.777	1.308	4.108	2.295	6.098	NA	NA	3.016	0.996	2.849	4.174	2.824
1944	0.699	1.359	2.464	2.474	1.98	1.208	2.072	0.589	1.424	2.758	4.87	NA	NA	4.117	0.816	1.131	1.682	1.905
1945	0.669	1.847	3.035	4.102	2.607	1.688	2.833	1.325	2.341	2.853	1.259	5.443	NA	2.376	0.84	1.331	1.944	2.105
1946	1.752	3.553	2.263	5.419	3.384	3.771	4.289	2.909	3.925	4.39	2.796	6.621	NA	3.125	2.311	3.016	2.928	3.877
1947	1.631	2.393	3.08	4.974	3.511	4.915	5.797	2.233	4.004	6.087	3.215	5.213	NA	3.569	3.011	1.536	3.896	4.446
1948	1.789	2.343	3.882	4.277	1.926	4.144	4.768	1.964	1.966	5.11	3.151	3.312	NA	1.723	3.288	1.538	2.368	3.251
1949	1.296	1.618	3.433	2.838	3.607	2.508	3.941	2.292	2.337	3.97	4.559	3.306	NA	2.551	2.767	1.349	2.723	3.584
1950	2.458	3.036	4.311	3.369	4.031	3.306	3.534	3.268	3.721	5.753	3.103	4.792	NA	4.544	3.543	2.74	3.374	4.246
1951	3.051	3.392	3.362	2.919	3.145	4.067	3.946	2.953	3.866	5.202	5.49	4.141	NA	3.563	3.086	3.854	2.997	4.345
