# Maxwell - Lilly-Dickey Woods - LITU - ITRDB IN018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30563
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30563.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in018-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in018-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in018.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in018.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Lilly-Dickey Woods - LITU - ITRDB IN018
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Van Aken, K.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Eastern Deciduous Forest, Climate response, Palmer Drought Severity Index NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Maxwell, J. T. and Harley, G.L.
#   Journal_Name: Climate Dynamics
#   Published_Title: Increased tree-ring network density reveals more precise estimations of sub-regional hydroclimate variability and climate dynamics in the Midwest, USA
#   Published_Date_or_Year: 2017
#   Volume: 49
#   Pages: 1479-1493
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1007/s00382-016-3396-9
#   Full_Citation: None
#   Abstract: Understanding the historic variability in the hydroclimate provides important information on possible extreme dry or wet periods that in turn inform water management plans. Tree rings have long provided historical context of hydroclimate variability of the U.S. However, the tree-ring network used to create these countrywide gridded reconstructions is sparse in certain locations, such as the Midwest. Here, we increase (n = 20) the spatial resolution of the tree-ring network in southern Indiana and compare a summer (June-August) Palmer Drought Severity Index (PDSI) reconstruction to existing gridded reconstructions of PDSI for this region. We find both droughts and pluvials that were previously unknown that rival the most intense PDSI values during the instrumental period. Additionally, historical drought occurred in Indiana that eclipsed instrumental conditions with regard to severity and duration. During the period 1962-2004 CE, we find that teleconnections of drought conditions through the Atlantic Meridional Overturning Circulation have a strong influence (r = -0.60, p < 0.01) on secondary tree growth in this region for the late spring-early summer season. These findings highlight the importance of continuing to increase the spatial resolution of the tree-ring network used to infer past climate dynamics to capture the sub-regional spatial variability. Increasing the spatial resolution of the tree-ring network for a given region can better identify sub-regional variability, improve the accuracy of regional tree-ring PDSI reconstructions, and provide better information for climatic teleconnections.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lilly-Dickey Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.2361
#   Southernmost_Latitude: 39.2361
#   Easternmost_Longitude: -86.2204
#   Westernmost_Longitude: -86.2204
#   Elevation_m: 215
#--------------------
# Data_Collection
#   Collection_Name: IN018
#   First_Year: 1869
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDT01A_raw	LDT02A_raw	LDT02B_raw	LDT03A_raw	LDT03B_raw	LDT04A_raw	LDT04B_raw	LDT05A_raw	LDT05B_raw	LDT06A_raw	LDT06B_raw	LDT07A_raw	LDT07B_raw	LDT08A_raw	LDT08B_raw	LDT09A_raw	LDT09b_raw	LDT10A_raw	LDT10B_raw
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.154	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.979	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.421	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.912	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.427	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.224	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.793	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.899	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.984	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.431	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.929	4.701	NA	NA
1883	2.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.554	5.938	NA	NA
1884	3.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.527	4.378	NA	NA
1885	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	1.394	NA	NA
1886	1.873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.872	1.387	NA	NA
1887	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.006	0.701	NA	NA
1888	1.982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.803	0.711	NA	NA
1889	1.502	1.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628	0.927	NA	NA
1890	2.915	1.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.071	0.79	NA	NA
1891	3.704	2.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.569	1.321	NA	NA
1892	4.219	2.741	NA	NA	NA	NA	0.418	NA	1.461	NA	NA	NA	NA	NA	NA	2.585	1.245	NA	NA
1893	2.683	2.014	NA	NA	NA	NA	0.439	NA	1.677	NA	NA	NA	NA	NA	NA	1.834	1.407	0.225	NA
1894	2.41	1.511	NA	NA	NA	NA	0.306	NA	0.873	NA	NA	NA	NA	NA	NA	1.428	0.971	2.594	NA
1895	1.985	1.356	NA	NA	NA	NA	0.551	NA	1.256	NA	NA	NA	NA	NA	NA	0.997	1.313	1.946	NA
1896	2.749	2.081	NA	NA	NA	NA	1.566	NA	2.576	NA	NA	NA	NA	NA	NA	1.073	2.925	2.425	NA
1897	3.823	2.724	NA	NA	NA	NA	2.721	NA	2.242	NA	NA	NA	NA	NA	NA	2.969	1.626	2.532	NA
1898	1.845	2.819	NA	NA	NA	NA	1.126	NA	3.314	NA	NA	NA	NA	NA	NA	1.756	2.004	2.028	NA
1899	2.834	3.013	NA	NA	NA	5.474	7.456	NA	4.29	NA	NA	NA	NA	NA	NA	2.552	2.763	2.235	NA
1900	2.894	3.339	NA	NA	NA	5.284	5.542	NA	2.44	NA	NA	NA	NA	NA	NA	2.798	2.129	2.101	NA
1901	2.163	3.03	NA	NA	NA	5.177	6.67	NA	3.084	NA	NA	NA	NA	NA	NA	2.284	2.451	3.028	NA
1902	1.759	2.828	NA	5.213	NA	4.74	4.576	3.257	3.187	NA	NA	NA	NA	NA	NA	2.455	2.379	2.083	NA
1903	1.929	3.068	NA	3.243	NA	3.358	3.608	3.395	3.304	NA	NA	NA	NA	NA	NA	2.433	3.469	1.376	NA
1904	1.632	2.806	NA	4.134	NA	2.868	3.385	3.326	3.484	NA	NA	NA	NA	NA	NA	3.162	3.209	2.43	NA
1905	1.763	2.938	NA	3.777	NA	2.587	1.99	3.438	3.784	NA	NA	NA	NA	NA	NA	2.506	2.892	2.858	NA
1906	2.499	3.82	NA	3.48	NA	2.662	3.137	3.608	5.071	NA	NA	NA	NA	NA	NA	2.577	2.863	2.317	NA
1907	2.875	3.599	NA	2.883	NA	1.732	2.066	2.118	2.889	NA	NA	NA	NA	NA	NA	2.939	2.424	2.028	NA
1908	2.164	3.274	NA	2.549	NA	1.923	4.019	2.251	2.605	NA	NA	NA	NA	NA	NA	3.131	1.921	1.968	NA
1909	2.554	3.423	NA	2.68	NA	3.771	4.285	2.652	2.831	NA	NA	NA	NA	NA	NA	2.227	3.101	2.156	NA
1910	1.279	1.74	NA	2.536	NA	6.066	3.386	1.655	1.897	NA	NA	NA	NA	NA	NA	2.516	2.687	1.573	NA
1911	1.692	2.279	NA	2.086	NA	3.118	5.74	2.668	3.173	NA	NA	NA	NA	NA	NA	1.663	3.545	1.503	NA
1912	3.32	4.365	NA	3.715	NA	1.497	3.968	2.62	2.097	NA	NA	NA	NA	NA	NA	1.882	2.541	1.665	NA
1913	2.325	2.728	NA	1.775	NA	3.96	1.927	2.198	1.493	NA	NA	NA	NA	NA	NA	1.372	1.323	2.254	NA
1914	1.337	2.161	NA	1.624	NA	3.749	3.091	2.143	2.4	NA	NA	NA	NA	NA	NA	0.813	2.808	1.64	NA
1915	1.772	4.666	NA	2.781	NA	2.68	4.228	2.09	3.004	NA	NA	NA	NA	NA	NA	1.58	3.065	0.877	NA
1916	2.15	4.721	NA	3.087	NA	1.917	2.758	1.015	3.046	NA	NA	NA	NA	NA	NA	2.7	2.996	1.848	NA
1917	1.97	2.98	NA	3.924	NA	1.378	2.544	1.42	2.326	NA	NA	NA	NA	NA	NA	4.123	1.512	2.402	NA
1918	1.099	2.209	4.179	3.357	4.133	1.833	2.188	1.173	2.412	NA	NA	NA	NA	NA	NA	2.624	1.497	2.349	NA
1919	0.962	1.683	4.158	2.208	3.01	1.9	2.227	1.09	1.952	NA	NA	NA	NA	NA	NA	1.488	1.092	1.812	1.309
1920	1.029	3.153	4.231	2.313	3.504	2.194	2.431	0.854	1.93	NA	NA	NA	NA	NA	NA	0.867	1.405	1.889	1.307
1921	1.894	3.476	4.034	2.367	3.512	4.302	3.083	3.77	1.737	NA	NA	NA	NA	NA	NA	1.015	1.107	1.686	3.08
1922	1.725	3.962	3.876	2.8	2.924	6.456	4.963	8.098	5.437	NA	NA	NA	NA	NA	NA	1.102	0.802	1.883	1.693
1923	1.696	2.793	6.041	3.039	3.15	6.626	7.943	4.593	9.522	NA	NA	NA	NA	NA	NA	1.321	0.971	3.238	2.517
1924	4.106	3.013	4.629	5.874	6.222	3.866	6.824	2.868	6.581	NA	NA	NA	NA	NA	NA	2.172	2.963	3.267	5.371
1925	2.646	1.772	8.26	3.726	3.338	0.802	4.653	1.817	3.684	NA	NA	NA	NA	NA	NA	1.93	1.989	1.884	3.155
1926	1.906	2.734	9.08	2.075	2.295	6.094	0.871	5.465	2.812	NA	NA	NA	NA	NA	NA	1.377	1.448	1.936	3.704
1927	3.856	4.692	7.668	3.454	5.591	6.359	6.052	5.686	5.406	NA	NA	NA	NA	NA	NA	2.498	2.571	3.192	4.507
1928	2.963	8.914	9.226	3.833	5.908	4.62	5.862	4.577	4.711	NA	NA	NA	NA	NA	NA	2.087	2.754	3.432	2.5
1929	2.891	5.595	4.609	3.396	3.852	2.227	4.606	2.308	4.5	NA	NA	NA	NA	NA	NA	1.749	2.961	4.729	4.053
1930	1.375	3.828	4.473	2.836	3.3	2.17	3.279	1.931	2.741	NA	NA	NA	NA	NA	NA	0.991	1.779	2.916	2.226
