# Kaiser - Berner's Bay Near Juneau - PCSI - ITRDB AK23
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3645
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3645.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak23-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak23-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak23.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak23.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Berner's Bay Near Juneau - PCSI - ITRDB AK23
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Berner's Bay  Near Juneau
#   Location: Alaska
#   Northernmost_Latitude: 58.67
#   Southernmost_Latitude: 58.67
#   Easternmost_Longitude: -134.9
#   Westernmost_Longitude: -134.9
#   Elevation_m: 25
#--------------------
# Data_Collection
#   Collection_Name: AK23
#   First_Year: 1824
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BERN0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERN0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERN0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BERNCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BERNCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BERN0010_raw	BERN0030_raw	BERN0050_raw	BERN0060_raw	BERN0070_raw	BERN0080_raw	BERN0090_raw	BERN0100_raw	BERN0110_raw	BERN0120_raw	BERN0130_raw	BERN0150_raw	BERN0160_raw	BERNCH00_raw
1824	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18
1825	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81
1826	NA	NA	2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78
1827	NA	NA	4.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08
1828	NA	3.87	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9
1829	NA	3.4	4.84	1.77	4.05	NA	NA	NA	NA	NA	NA	NA	NA	3.31
1830	3.55	1.55	4.67	1.8	3.98	NA	NA	NA	NA	NA	NA	NA	NA	3.24
1831	3.96	1.4	4.46	1.97	3.59	NA	NA	NA	NA	NA	NA	NA	NA	3.22
1832	3.38	1.49	3.36	1.58	3.32	NA	NA	0.55	NA	NA	NA	NA	NA	1.83
1833	3.75	1.54	2.85	1.03	4.02	NA	NA	1.99	NA	0.63	NA	NA	NA	1.96
1834	3.36	1.47	2.93	0.89	4.03	NA	1.34	1.83	NA	1.57	NA	3.29	NA	1.88
1835	2.65	1.69	2.4	1.09	5.2	NA	1.48	1.69	NA	1.64	NA	4.4	NA	1.73
1836	2.26	1.46	2.07	0.98	4.43	NA	1.52	1.4	NA	1.37	NA	4.4	NA	1.48
1837	2.72	1.64	3.01	1.54	4.75	NA	1.56	2.1	NA	1.89	NA	3.89	NA	2.22
1838	1.9	1.31	3.07	1.25	4.73	NA	1.43	1.95	NA	2.07	NA	2.37	NA	2.09
1839	2.27	1.34	3.66	1	5.46	NA	1.33	2.03	NA	2.52	NA	2.68	NA	2.23
1840	1.56	1.5	3.64	1.19	5.04	3.47	1.21	2.05	NA	2.66	NA	2.17	NA	2.59
1841	2.1	1.66	3.7	1.78	5.25	4.42	1.88	2.32	NA	2.94	NA	2.48	NA	3.06
1842	1.95	1.83	4.13	1.95	5.51	5.52	1.69	2.45	NA	3.04	NA	2.18	NA	3.51
1843	1.58	1.76	4.82	1.93	5.91	4.9	1.01	2.17	NA	2.3	NA	3.11	1.56	3.08
1844	1.28	1.9	4.19	1.64	5.75	4.78	1.36	2.12	NA	2.13	NA	2.52	1.85	2.92
1845	1.88	2.13	3.99	1.69	5.38	5.44	1.57	2.5	NA	2.46	NA	2.5	2.03	3.13
1846	1.88	2.36	4.9	2.34	5.72	5.9	1.99	2.18	NA	2.16	3.95	2.56	2.14	3.57
1847	1.78	2.59	4.25	1.82	5.31	5.6	2.17	1.93	NA	2.27	2.87	2.4	2.53	3.17
1848	1.9	2.55	3.63	1.9	5.07	4.47	2.3	2.24	NA	2.33	2.46	2.36	2.13	2.81
1849	1.76	2.43	3.56	2.04	5.09	4.76	1.77	2.78	NA	2.6	2.52	2.21	1.84	2.92
1850	1.58	2.55	3.47	2.09	5.23	4	1.65	3.5	NA	2.72	2.87	2.48	1.89	2.97
1851	1.78	2.85	3.47	2.45	4.95	3.72	1.98	4.39	NA	3.23	3.28	2.27	1.74	3.18
1852	1.55	2.35	3.81	2.55	4.9	3.38	1.94	3.57	NA	2.82	3.85	2.28	1.7	3.14
1853	1.49	2.13	3.3	2.6	4.1	2.76	1.81	2.96	NA	2.54	3.33	2.18	1.77	2.79
1854	1.04	1.98	2.62	1.55	3.41	1.57	1.81	2.47	NA	2.32	2.91	2.2	1.44	2.09
1855	0.87	1.83	2.23	1.49	4.1	1.42	1.16	2.56	NA	2.45	2.84	1.85	1.07	1.94
1856	1.34	1.96	2.23	1.84	3.35	1.46	1.35	2.31	NA	2.81	3.16	1.73	1.22	2.04
1857	1.72	2.08	2.9	1.89	3.51	2.08	1.52	2.98	2.02	2.82	3.81	1.44	1.13	2.4
1858	2.07	2.3	3.26	1.86	3.59	1.77	2	2.92	2.07	2.77	3.9	1.68	1.44	2.46
1859	1.89	2.33	2.92	1.93	3.29	1.38	1.54	2.34	4.19	2.2	3.32	1.61	1.55	2.52
1860	1.56	2.36	2.76	1.85	3.24	1.19	2.26	2.16	3.95	1.8	3.48	1.83	1.32	2.39
1861	0.94	2.18	2.68	1.94	3.19	1.11	1.65	2.43	3.58	1.76	3.35	1.69	1.29	2.34
1862	0.79	1.53	2.28	1.87	2.89	1.22	1.51	2.22	2.53	1.75	2.8	1.58	1.05	2
1863	1.01	1.48	2.05	2.13	3.11	1.39	1.35	2.28	2.3	1.86	3.11	1.43	1.27	2.08
1864	1.15	1.43	2.28	2.06	2.86	1.77	1.58	2.26	2.3	1.57	3.15	1.67	1.36	2.17
1865	1.29	1.36	2.1	2.07	2.71	2.27	1.6	2.41	2.18	1.46	3.22	1.92	1.35	2.23
1866	1.31	1.54	2.47	2.13	2.72	1.95	1.61	2.22	2.36	1.32	3.31	1.75	1.73	2.31
1867	1.43	1.41	1.84	2.09	2.71	1.86	1.31	1.85	2.66	1.17	2.76	1.57	1.54	2.09
1868	1.33	1.24	2.07	2.1	2.7	1.88	1.28	2.05	2.94	1.17	2.94	1.35	1.46	2.21
1869	1.39	1.57	2.45	2.76	3.42	2.27	1.42	2.31	3.14	1.35	3.15	1.43	1.32	2.49
1870	1.06	1.37	2.38	3.08	3.1	2.31	1.19	2.2	2.93	1.4	3.18	1.26	1.01	2.44
1871	1.24	1.04	2.2	2.38	2.73	2.36	1.11	2.14	2.53	1.31	2.56	1.42	1.05	2.17
1872	1.31	1.39	2.42	2.95	2.7	2.7	1.71	2.38	2.85	1.63	3.04	1.69	1.5	2.55
1873	1.2	1.26	2.22	2.58	2.13	2.08	1.49	2.19	2.58	1.49	2.57	1.53	1.47	2.24
1874	0.95	1.19	2.35	2.61	2.42	2.31	1.41	2.23	2.71	1.4	2.99	1.25	1.16	2.34
1875	0.89	1.06	2.26	2.34	1.94	2.05	1.21	2.21	2.62	1.24	2.76	1.38	1.05	2.18
1876	0.32	0.11	1.71	1.7	1.62	1.53	0.27	1.72	1.58	1.26	1.98	0.33	0.67	1.56
1877	0.5	0.27	1.8	2.03	1.82	1.81	0.35	2.4	1.98	1.48	2.32	0.12	0.59	1.85
