# Wertz - Bois de Sioux Golf Course - QUMA - ITRDB MN029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16765
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16765.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mn029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Bois de Sioux Golf Course - QUMA - ITRDB MN029
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bois de Sioux Golf Course
#   Location: Minnesota
#   Northernmost_Latitude: 46.282
#   Southernmost_Latitude: 46.282
#   Easternmost_Longitude: -96.5957
#   Westernmost_Longitude: -96.5957
#   Elevation_m: 293
#--------------------
# Data_Collection
#   Collection_Name: MN029
#   First_Year: 1877
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## W-RJH01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-RJH20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-RJH20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	W-RJH01_raw	W-RJH02_raw	W-RJH03_raw	W-RJH04_raw	W-RJH05_raw	W-RJH06_raw	W-RJH07_raw	W-RJH09_raw	W-RJH10_raw	W-RJH11_raw	W-RJH12_raw	W-RJH13_raw	W-RJH14_raw	W-RJH15_raw	W-RJH16_raw	W-RJH17_raw	W-RJH18_raw	W-RJH19_raw	W-RJH20_raw
1877	NA	NA	NA	NA	NA	NA	NA	NA	1.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	2.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	2.147	NA	NA	NA	NA	NA	2.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	3.447	NA	NA	NA	NA	NA	2.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	2.676	NA	NA	NA	NA	NA	3.371	NA	NA	NA	NA	NA	1.179	NA	NA	NA	NA
1882	NA	NA	3.387	NA	NA	NA	NA	NA	2.677	NA	NA	NA	NA	NA	1.137	NA	NA	NA	NA
1883	NA	NA	1.849	NA	NA	NA	NA	NA	1.919	NA	NA	NA	NA	NA	1.297	NA	NA	NA	NA
1884	NA	NA	3.132	NA	NA	NA	NA	NA	1.647	NA	NA	NA	NA	NA	0.957	NA	NA	NA	NA
1885	NA	NA	3.521	NA	NA	1.228	NA	NA	2.768	NA	NA	NA	NA	NA	1.901	NA	NA	NA	NA
1886	NA	NA	2.442	NA	NA	1.41	NA	NA	3.103	NA	2.019	NA	NA	NA	2.074	NA	NA	NA	NA
1887	NA	NA	1.483	NA	NA	1.234	NA	NA	1.991	NA	2.801	NA	NA	2.148	0.865	NA	NA	NA	NA
1888	NA	NA	2.578	NA	NA	1.511	NA	NA	2.973	NA	2.799	NA	NA	2.728	1.35	NA	NA	NA	NA
1889	NA	NA	2.091	NA	NA	1.427	NA	NA	2.989	NA	2.598	NA	NA	2.317	1.233	NA	NA	NA	NA
1890	NA	NA	1.333	NA	NA	1.12	NA	NA	2.069	NA	1.48	NA	NA	2.411	1.081	NA	NA	NA	NA
1891	NA	NA	0.785	NA	NA	1.022	NA	NA	2.322	NA	2.189	NA	NA	2.477	1.462	NA	NA	NA	NA
1892	NA	NA	2.415	NA	NA	2.254	NA	NA	4.253	NA	3.285	NA	NA	2.843	2.297	NA	NA	NA	NA
1893	NA	NA	1.657	NA	NA	2.098	NA	NA	2.954	NA	3.403	NA	NA	2.064	2.047	NA	NA	NA	NA
1894	NA	NA	1.921	NA	NA	0.52	NA	NA	2.99	NA	2.962	NA	NA	1.994	1.979	NA	NA	NA	NA
1895	NA	NA	1.046	NA	NA	0.61	NA	NA	1.81	NA	1.465	NA	NA	1.025	0.856	NA	NA	NA	NA
1896	NA	NA	2.201	NA	NA	1.26	NA	NA	4.219	NA	4.07	NA	NA	2.344	1.573	2.874	NA	NA	NA
1897	NA	NA	0.858	NA	NA	0.715	NA	NA	1.8	NA	1.275	NA	NA	0.938	0.752	0.887	NA	NA	NA
1898	NA	NA	0.779	NA	NA	0.429	NA	NA	2.936	NA	2.337	NA	NA	1.579	0.986	2.734	NA	NA	NA
1899	NA	NA	0.818	NA	NA	0.32	NA	NA	3.768	NA	3.704	NA	NA	2.192	1.218	2.517	NA	NA	1.28
1900	NA	NA	0.661	NA	NA	0.21	3.832	NA	2.47	NA	2.105	NA	NA	1.575	1.176	2.42	NA	NA	0.942
1901	NA	NA	0.476	NA	NA	0.86	6.153	NA	4.224	NA	5.328	NA	NA	2.986	2.209	3.328	NA	NA	2.181
1902	NA	NA	0.909	NA	NA	1.013	5.57	NA	3.395	NA	4.738	NA	NA	3.55	2.629	3.513	NA	NA	1.997
1903	NA	NA	0.864	NA	NA	0.872	3.707	NA	2.679	NA	4.363	NA	NA	2.436	1.738	3.346	NA	NA	1.097
1904	NA	NA	0.595	NA	NA	0.884	3.716	NA	3.68	NA	5.018	NA	NA	2.872	1.805	2.853	NA	NA	1.82
1905	NA	NA	0.408	NA	NA	1.018	3.537	NA	3.73	NA	5.693	NA	NA	2.708	2.067	2.447	NA	NA	2.096
1906	NA	NA	0.287	NA	NA	1.516	1.645	NA	3.508	NA	4.054	NA	NA	2.166	0.768	1.94	NA	NA	2.156
1907	NA	NA	0.206	NA	NA	1.071	1.233	NA	2.731	NA	3.669	NA	NA	2.29	0.79	1.182	NA	NA	2.113
1908	NA	NA	0.248	NA	NA	0.477	1.074	NA	2.526	NA	3.457	NA	NA	2.019	0.571	1.159	NA	3.49	1.775
1909	NA	NA	0.241	NA	NA	0.738	1.186	NA	2.92	NA	3.873	NA	NA	2.38	0.64	1.116	NA	4.084	2.63
1910	NA	NA	0.084	NA	NA	1.068	1.61	NA	1.833	NA	1.91	NA	NA	1.737	0.42	1.133	NA	3.006	1.879
1911	NA	NA	0.181	NA	NA	0.877	0.935	NA	1.488	NA	1.156	NA	NA	1.54	0.495	1.017	NA	1.888	1.064
1912	NA	1.331	0.214	NA	NA	2.091	1.965	NA	2.911	NA	2.314	NA	NA	2.767	0.757	1.835	0.958	2.72	2.762
1913	NA	2.034	0.17	NA	NA	1.915	1.94	NA	2.695	NA	2.719	NA	NA	2.789	0.68	1.681	1.858	2.303	2.053
1914	NA	1.855	0.113	NA	NA	2.792	3.551	NA	3.449	NA	3.676	NA	NA	3.069	0.483	1.457	2.194	2.885	2.403
1915	NA	0.867	0.274	NA	NA	2.096	2.834	NA	3.008	NA	3.358	NA	NA	2.126	0.751	1.448	2.607	2.881	2.049
1916	NA	2.277	0.349	NA	NA	2.28	2.384	NA	2.928	NA	3.335	NA	NA	1.349	0.454	0.759	2.333	1.961	1.032
1917	NA	2.261	0.561	NA	NA	2.628	2.215	NA	1.593	NA	2.274	NA	NA	1.216	0.568	1.061	0.801	1.404	1.099
1918	NA	1.662	0.466	NA	NA	1.91	2.319	NA	1.273	NA	1.739	NA	NA	1.469	0.503	1.646	0.947	1.363	1.332
1919	NA	4.218	1.057	NA	NA	2.785	3.494	NA	2.71	NA	2.921	NA	NA	2.181	0.932	1.52	1.008	2.584	2.102
1920	NA	3.728	1.563	NA	NA	2.762	5.129	NA	2.397	NA	2.875	NA	NA	2.269	1.532	1.99	1.251	3.556	2.763
1921	NA	2.718	0.726	NA	NA	1.304	3.078	NA	1.293	NA	2.119	NA	NA	1.617	0.59	1.603	1.399	1.924	1.425
1922	NA	3.411	1.281	NA	NA	2.511	4.619	NA	2.178	NA	2.625	NA	NA	2.067	1.161	2.403	0.608	2.595	2.344
1923	NA	3.172	0.994	NA	NA	1.766	3.794	NA	1.864	NA	2.459	NA	NA	1.826	1.263	1.512	0.966	2.083	1.763
1924	NA	1.866	1.003	NA	NA	1.355	2.85	NA	1.324	NA	1.421	NA	NA	1.245	0.86	1.44	0.935	1.322	1.385
1925	NA	1.788	0.995	NA	NA	1.44	2.978	1.828	1.07	NA	1.735	NA	NA	1.036	0.793	0.919	0.63	1.213	1.248
1926	NA	2.516	1.057	NA	NA	1.625	3.131	2.168	1.114	NA	1.895	NA	NA	0.524	0.846	1.181	0.576	0.951	1.079
1927	NA	3.14	1.534	NA	NA	1.641	3.57	3.004	1.578	NA	2.018	NA	NA	1.548	1.062	1.059	0.27	1.572	1.133
1928	NA	4.707	2.328	NA	NA	2.281	4.456	4.007	1.524	NA	2.431	NA	NA	1.758	2.347	1.383	0.645	2.463	2.109
1929	NA	5.012	2.326	NA	NA	3.221	3.91	3.795	1.202	NA	2.201	NA	NA	1.267	1.991	1.13	0.7	1.72	1.486
1930	NA	4.48	1.645	NA	NA	2.401	3.354	3.882	1.145	NA	1.922	NA	NA	0.973	1.696	0.911	0.527	1.126	1.012
1931	NA	4.643	1.525	NA	NA	2.497	2.606	3.036	0.98	NA	1.96	NA	NA	0.848	1.195	0.757	0.467	0.869	0.84
1932	NA	4.615	1.51	NA	NA	2.242	2.964	3.242	1.083	NA	1.614	NA	NA	0.827	1.472	0.653	0.543	0.662	0.851
1933	3.485	4.1	1.954	NA	NA	2.197	3.795	3.078	1.274	NA	1.607	NA	NA	0.793	2.028	0.804	0.457	0.779	1.049
1934	4.578	3.592	1.64	NA	NA	2.043	3.708	2.818	1.164	NA	1.311	NA	NA	0.691	0.862	0.552	0.314	0.562	0.857
1935	2.938	4.674	2.706	NA	NA	3.508	4.587	4.334	2.099	NA	2.328	NA	NA	1.122	2.557	1.806	0.494	1.431	1.443
