# Sullivan - Agashashok Treeline - PCGL - ITRDB AK148
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18195
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18195.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak148-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak148-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak148.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak148.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2015-02-05
#--------------------
# Title
#   Study_Name: Sullivan - Agashashok Treeline - PCGL - ITRDB AK148
#--------------------
# Investigators
#   Investigators: Sullivan, P.F.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Patrick F. Sullivan, Sarah B. Z. Ellison, Robert W. McNown, Annalis H. Brownlee, and Bjartmar Sveinbjörnsson
#   Journal_Name: Ecology
#   Published_Title: Evidence of soil nutrient availability as the proximate constraint on growth of treeline trees in northwest Alaska
#   Published_Date_or_Year: 2015
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1890/14-0626.1
#   Full_Citation: None
#   Abstract: The position of the Arctic treeline, which is a key regulator of surface energy exchange and carbon cycling, is widely thought to be controlled by temperature. Here, we present evidence that soil nutrient availability, rather than temperature, may be the proximate control on growth of treeline trees at our study site in northwest Alaska. We examined constraints on growth and allocation of white spruce in three contrasting habitats. The habitats had similar aboveground climates, but soil temperature declined from the riverside terrace to the forest to the treeline. We identified six lines of evidence that conflict with the hypothesis of direct temperature control and/or point to the importance of soil nutrient availability. First, the magnitude of aboveground growth declined from the terrace to the forest to the treeline, along gradients of diminishing soil nitrogen (N) availability and needle N concentration. Second, peak rates of branch extension, main stem radial and fine root growth were generally not coincident with seasonal air and soil temperature maxima. At the treeline, in particular, rates of aboveground and fine root growth declined well before air and soil temperatures reached their seasonal peaks. Third, in contrast with the hypothesis of temperature-limited growth, growing season average net photosynthesis was positively related to the sum of normalized branch extension, main stem radial and fine root growth across trees and sites. Fourth, needle nonstructural carbohydrate concentration was significantly higher on the terrace, where growth was greatest. Fifth, annual branch extension growth was positively related to snow depth, consistent with the hypothesis that deeper snow promotes microbial activity and greater soil nutrient availability. Finally, the tree ring record revealed a large growth increase during late 20th century climate warming on the terrace, where soil N availability is relatively high. Meanwhile, trees in the forest and at the treeline showed progressively smaller growth increases. Our results suggest temperature effects on tree growth at our study sites may be mediated by soil nutrient availability, making responses to climate change more complex and our ability to interpret the tree ring record more challenging than previously thought.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Agashashok Treeline
#   Location: Alaska
#   Northernmost_Latitude: 67.4833
#   Southernmost_Latitude: 67.4833
#   Easternmost_Longitude: -162.2167
#   Westernmost_Longitude: -162.2167
#   Elevation_m: 125
#--------------------
# Data_Collection
#   Collection_Name: AK148
#   First_Year: 1855
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AGGTRL1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGTRL25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGTRL25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AGGTRL1_raw	AGGTRL2_raw	AGGTRL3_raw	AGGTRL4_raw	AGGTRL6_raw	AGGTRL7_raw	AGGTRL8_raw	AGGTRL9_raw	AGGTRL10_raw	AGGTRL11_raw	AGGTRL12_raw	AGGTRL13_raw	AGGTRL14_raw	AGGTRL15_raw	AGGTRL16_raw	AGGTRL17_raw	AGGTRL5_raw	AGGTRL18_raw	AGGTRL19_raw	AGGTRL20_raw	AGGTRL21_raw	AGGTRL22_raw	AGGTRL23_raw	AGGTRL24_raw	AGGTRL25_raw
1855	NA	NA	NA	0.104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	0.095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	0.042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	0.13	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	0.092	NA	NA	NA	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	0.088	NA	NA	NA	0.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	0.125	NA	NA	NA	0.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	0.141	NA	NA	NA	0.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	0.074	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	0.217	0.113	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	0.262	0.143	NA	NA	NA	0.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	0.458	0.123	NA	NA	NA	0.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	0.233	0.154	0.308	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	0.231	0.163	0.381	NA	NA	0.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	0.265	0.169	0.127	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	0.263	0.223	0.204	NA	NA	0.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	0.593	0.107	0.206	NA	NA	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	0.333	0.256	0.399	NA	NA	0.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	0.343	0.201	0.382	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	0.215	0.123	0.571	NA	NA	0.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	0.235	0.156	0.594	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	0.399	0.154	0.949	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	0.39	0.355	0.749	NA	NA	0.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.836	NA	NA	NA	NA	NA	NA
1878	NA	NA	0.34	0.263	0.594	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682	NA	NA	NA	NA	NA	NA
1879	NA	NA	0.279	0.269	0.697	NA	NA	0.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	NA	NA	NA	NA
1880	NA	NA	0.43	0.289	0.698	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669	NA	NA	NA	NA	NA	NA
1881	NA	NA	0.333	0.471	0.903	NA	NA	0.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822	NA	NA	NA	NA	NA	NA
1882	NA	NA	0.194	0.446	0.941	NA	NA	0.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.975	NA	NA	NA	NA	NA	NA
1883	NA	NA	0.157	0.134	0.425	NA	NA	0.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.461	NA	NA	NA	NA	NA	NA
1884	NA	NA	0.206	0.131	0.31	NA	NA	0.146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	NA	NA	NA	NA
1885	NA	NA	0.316	0.364	0.658	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.601	NA	NA	NA	NA	NA	NA
1886	NA	NA	0.209	0.79	0.523	NA	NA	0.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.942	NA	NA	NA	NA	NA	NA
1887	NA	NA	0.167	0.669	0.436	NA	NA	0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.668	NA	NA	NA	NA	NA	NA
1888	NA	NA	0.198	0.465	0.559	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.511	NA	NA	NA	NA	NA	NA
1889	NA	NA	0.34	0.454	1.047	NA	NA	0.095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.608	NA	NA	NA	NA	NA	NA
1890	NA	NA	0.266	0.657	0.708	NA	NA	0.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537	NA	NA	NA	NA	NA	NA
1891	NA	NA	0.169	0.507	0.479	NA	NA	0.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.707	NA	NA	NA	NA	NA	NA
1892	NA	NA	0.25	0.22	0.641	NA	NA	0.118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504	NA	NA	NA	NA	NA	NA
1893	NA	NA	0.268	0.315	0.737	NA	NA	0.155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682	NA	NA	NA	NA	NA	NA
1894	NA	NA	0.302	0.371	0.627	NA	NA	0.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.464	NA	NA	NA	NA	NA	NA
1895	NA	NA	0.19	0.532	0.544	NA	NA	0.087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526	NA	NA	NA	NA	NA	NA
1896	NA	NA	0.256	0.446	0.457	NA	NA	0.088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA
1897	NA	NA	0.179	0.365	0.528	NA	NA	0.103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA
1898	NA	NA	0.202	0.251	0.374	NA	NA	0.072	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	0.282	NA	NA	NA	NA	NA	NA
1899	NA	NA	0.206	0.127	0.295	NA	NA	0.086	NA	NA	0.164	NA	NA	NA	NA	NA	NA	NA	0.176	NA	NA	NA	NA	NA	NA
1900	NA	NA	0.421	0.155	0.326	NA	NA	0.086	NA	NA	0.198	NA	NA	0.128	NA	NA	NA	NA	0.181	NA	NA	NA	NA	NA	NA
1901	NA	NA	0.297	0.156	0.233	NA	NA	0.106	NA	NA	0.144	NA	NA	0.135	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA
1902	NA	NA	0.224	0.208	0.219	NA	NA	0.133	NA	NA	0.167	NA	NA	0.136	NA	NA	NA	NA	0.159	NA	NA	NA	NA	NA	NA
1903	NA	NA	0.312	0.143	0.317	NA	NA	0.117	NA	NA	0.107	0.175	NA	0.192	NA	NA	NA	NA	0.143	NA	NA	NA	NA	NA	NA
1904	NA	NA	0.405	0.154	0.341	NA	NA	0.114	NA	NA	0.165	0.266	NA	0.288	NA	NA	NA	NA	0.201	NA	NA	NA	NA	NA	NA
1905	NA	NA	0.351	0.298	0.362	NA	NA	0.108	NA	NA	0.163	0.242	NA	0.344	NA	NA	NA	NA	0.205	NA	NA	NA	NA	NA	NA
1906	NA	NA	0.292	0.287	0.35	NA	NA	0.093	NA	NA	0.107	0.224	NA	0.339	NA	NA	NA	NA	0.231	NA	NA	NA	NA	NA	NA
1907	NA	NA	0.293	0.302	0.352	NA	NA	0.114	NA	NA	0.129	0.201	NA	0.551	NA	NA	NA	NA	0.153	NA	NA	NA	NA	NA	NA
1908	NA	NA	0.372	0.346	0.319	NA	NA	0.167	NA	NA	0.142	0.187	NA	0.383	NA	NA	NA	NA	0.164	NA	NA	NA	NA	NA	NA
1909	NA	NA	0.306	0.45	0.161	NA	NA	0.173	NA	NA	0.104	0.154	NA	0.243	NA	NA	NA	NA	0.078	NA	NA	0.196	NA	NA	NA
1910	NA	NA	0.209	0.286	0.167	NA	NA	0.095	NA	NA	0.063	0.174	NA	0.153	NA	NA	NA	NA	0.069	NA	NA	0.122	NA	NA	NA
1911	NA	NA	0.144	0.301	0.146	NA	NA	0.054	NA	NA	0.111	0.21	NA	0.474	NA	NA	NA	NA	0.065	NA	NA	0.271	0.42	NA	NA
1912	NA	NA	0.142	0.391	0.131	NA	NA	0.041	NA	NA	0.038	0.136	NA	0.346	NA	NA	NA	NA	0.058	NA	NA	0.202	0.337	0.652	NA
1913	NA	NA	0.254	0.222	0.252	NA	NA	0.067	NA	NA	0.071	0.59	NA	0.516	NA	NA	NA	NA	0.123	NA	NA	0.232	0.359	0.985	NA
1914	NA	NA	0.246	0.41	0.186	NA	NA	0.085	NA	NA	0.096	0.551	NA	0.429	NA	NA	NA	NA	0.079	NA	NA	0.274	0.352	0.898	NA
