# Graybill - Helen's Dome - PISF - ITRDB AZ525
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3364
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3364.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az525-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az525-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az525.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az525.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Helen's Dome - PISF - ITRDB AZ525
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Helen's Dome
#   Location: Arizona
#   Northernmost_Latitude: 32.22
#   Southernmost_Latitude: 32.22
#   Easternmost_Longitude: -110.55
#   Westernmost_Longitude: -110.55
#   Elevation_m: 2535
#--------------------
# Data_Collection
#   Collection_Name: AZ525
#   First_Year: 1720
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobiformis Engelm.
#   Common_Name: southwestern white pine
#   Tree_Species_Code: PISF
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDW011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDW132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDW132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDW011_raw	HDW012_raw	HDW013_raw	HDW021_raw	HDW022_raw	HDW031_raw	HDW032_raw	HDW041_raw	HDW042_raw	HDW051_raw	HDW052_raw	HDW061_raw	HDW062_raw	HDW071_raw	HDW072_raw	HDW081_raw	HDW082_raw	HDW091_raw	HDW092_raw	HDW101_raw	HDW102_raw	HDW111_raw	HDW112_raw	HDW121_raw	HDW122_raw	HDW131_raw	HDW132_raw
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	3.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	2.13	1.76	2.04	2.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	2.54	1.8	2.46	3.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	2.5	1.54	1.89	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	2.22	2.19	2.4	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	1.81	1.23	1.62	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	1.43	1.62	1.28	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	2.03	1.84	1.77	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	2.13	1.67	1.81	2.39	2.35	NA	NA	NA	NA	NA	NA	NA	NA	1.72	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	2.61	2.16	2.56	2.38	2.47	NA	NA	NA	NA	NA	NA	NA	NA	2.19	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	1.96	1.89	1.8	2.14	2.02	NA	NA	NA	NA	NA	NA	NA	NA	2.02	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	2.45	2.17	2.17	2.18	2.12	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	2.47	2.19	2.17	2.29	2.45	NA	NA	NA	NA	NA	NA	NA	NA	1.65	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	1.87	1.55	1.67	1.99	2.25	NA	NA	NA	NA	NA	NA	NA	NA	1.98	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	1.24	0.91	0.93	1.6	1.56	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	2.45	1.67	1.96	2.07	2.39	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	2.69	1.78	2.51	1.94	2.12	NA	NA	NA	NA	NA	NA	NA	NA	1.67	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	2.18	1.42	1.82	1.46	1.69	NA	NA	NA	NA	NA	NA	1.8	NA	1.36	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	0.99	0.71	1	0.79	0.75	NA	NA	NA	NA	NA	NA	1.17	NA	0.71	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	1.48	1.23	1.49	1.08	0.95	NA	NA	NA	NA	NA	NA	2.18	NA	0.65	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	1.76	1.28	1.89	1.32	1.16	NA	NA	NA	NA	NA	NA	3.62	NA	0.84	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	1.57	1.32	2.14	1.3	1.22	NA	NA	NA	NA	NA	NA	3.82	NA	1.11	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	1.93	1.31	2.16	1.63	1.6	NA	NA	NA	NA	NA	NA	3.08	NA	1.02	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	2.28	1.06	2.81	1.76	1.26	NA	NA	NA	NA	NA	NA	3.99	NA	0.96	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	1.92	0.89	2.19	1.5	1.16	NA	NA	NA	NA	NA	NA	4.19	NA	1.19	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	1.88	1.04	1.87	1.56	1.22	NA	NA	NA	NA	NA	NA	2.33	NA	0.84	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	1.54	0.85	1.42	1.32	1.1	NA	NA	NA	NA	NA	NA	0.92	NA	0.55	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	1.07	0.72	1.11	1.73	1.38	NA	NA	NA	NA	NA	NA	1.14	NA	0.48	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	1.34	1.03	1.47	1.46	1.54	NA	NA	NA	NA	NA	NA	2.04	NA	0.7	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	0.79	0.6	0.99	0.62	0.75	NA	NA	NA	NA	NA	NA	2.09	NA	0.36	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	1.16	0.85	1.81	1.21	1.22	NA	NA	NA	NA	NA	NA	3.23	NA	0.4	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
