# Stockton - Cass Lake - PIRE - ITRDB MN013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4966
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4966.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn013-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mn013-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Stockton - Cass Lake - PIRE - ITRDB MN013
#--------------------
# Investigators
#   Investigators: Stockton, C.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cass Lake
#   Location: Minnesota
#   Northernmost_Latitude: 47.35
#   Southernmost_Latitude: 47.35
#   Easternmost_Longitude: -94.52
#   Westernmost_Longitude: -94.52
#   Elevation_m: 420
#--------------------
# Data_Collection
#   Collection_Name: MN013
#   First_Year: 1700
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CAS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAS28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAS28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CAS01A_raw	CAS01B_raw	CAS03A_raw	CAS03B_raw	CAS04A_raw	CAS04B_raw	CAS08A_raw	CAS08B_raw	CAS13A_raw	CAS13B_raw	CAS22A_raw	CAS22B_raw	CAS27A_raw	CAS27B_raw	CAS28A_raw	CAS28B_raw
1687	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	0.82	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA
1689	NA	NA	0.59	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	0.58	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	0.86	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	1.01	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	0.73	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	0.94	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	1.43	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	1.24	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	1.15	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
1698	NA	NA	0.95	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
1699	NA	NA	1.28	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	1.31	NA	NA	NA	NA	NA	1.05	NA	NA	NA	1.11	NA	NA	NA
1701	NA	NA	1.59	NA	NA	NA	NA	NA	1.06	1.26	NA	NA	1.05	NA	NA	NA
1702	NA	NA	1.23	NA	NA	NA	NA	NA	0.89	1.35	NA	NA	1.11	NA	NA	NA
1703	NA	NA	0.96	NA	NA	NA	NA	NA	0.98	1.57	NA	NA	1.61	NA	NA	NA
1704	NA	NA	1.03	0.92	NA	NA	NA	NA	0.78	1.17	NA	NA	1.42	NA	NA	NA
1705	NA	NA	1.07	1.01	NA	NA	NA	NA	0.78	1.22	NA	NA	1.25	NA	NA	NA
1706	NA	NA	1.15	1.14	NA	NA	NA	NA	0.9	1.24	NA	NA	1.11	1.44	NA	NA
1707	NA	NA	1.38	1.21	NA	NA	NA	NA	0.79	1.05	NA	NA	1.24	1.54	NA	NA
1708	NA	NA	1.32	1.29	NA	NA	NA	NA	0.61	0.94	NA	NA	0.92	1.22	NA	NA
1709	NA	NA	1	0.82	NA	NA	NA	NA	0.74	1.03	NA	NA	2.31	0.56	NA	NA
1710	NA	NA	1.35	1.08	NA	NA	NA	NA	0.71	0.95	NA	NA	1.5	0.41	NA	NA
1711	NA	NA	1.04	0.99	NA	NA	NA	NA	0.69	1.32	NA	NA	1.53	0.48	NA	NA
1712	NA	NA	1.53	1.44	NA	NA	NA	NA	0.6	1.07	NA	NA	1.36	0.68	NA	NA
1713	NA	NA	1.19	1.31	NA	NA	NA	NA	0.79	1.18	NA	NA	1.79	1.11	NA	NA
1714	NA	NA	2.01	1.57	NA	NA	NA	NA	0.75	1.32	NA	NA	2.33	1.73	NA	NA
1715	NA	NA	2.46	1.74	2.42	NA	NA	NA	0.94	1.26	NA	NA	1.87	1.6	NA	NA
1716	NA	1.28	1.49	1.41	1.63	NA	NA	NA	1.21	1.26	2.03	NA	1.65	1.01	NA	NA
1717	NA	1.2	1.18	1.26	2.06	NA	NA	NA	1.12	1.15	2.19	NA	1.46	1.17	NA	NA
1718	NA	2.04	1.3	1.17	2.29	NA	NA	NA	1.22	1.11	1.65	NA	1.19	1.21	NA	NA
1719	NA	2.67	1.1	0.97	2.7	NA	NA	NA	1.08	1.09	2.4	NA	1.52	1.39	NA	NA
1720	NA	2.11	1.14	0.9	3.24	NA	NA	NA	0.9	1.32	2.67	NA	1.9	1.35	1.33	NA
1721	NA	1.46	1.39	1.06	3.46	NA	NA	NA	0.83	1.32	2.64	NA	1.8	1.78	0.87	NA
1722	1.35	1.28	1.21	0.96	3.47	NA	NA	NA	0.87	1.54	3.03	NA	1.6	1.61	1.02	NA
1723	2.74	2	1.79	1.03	3.57	3.5	NA	NA	1.19	1.68	2.5	NA	2.08	1.63	1.58	NA
1724	1.98	1.22	1.76	1.39	2.97	3.82	NA	NA	1.32	1.76	1.94	NA	1.76	1.45	1.42	1.18
1725	1.78	1.59	2.06	2.28	1.86	2.24	NA	NA	1.38	1.69	3.38	NA	1.58	1.37	1.66	1.06
1726	2.69	2.05	2.74	2.3	1.47	1.92	NA	NA	1.43	1.66	3.02	2.02	1.65	1.49	1.8	1.16
1727	3.16	2.15	2.56	2.16	2.55	2.54	NA	NA	1.97	2.12	2.74	2.18	1.98	1.62	1.77	1.43
1728	2.12	2.13	4.05	3.18	2.09	2.56	NA	NA	1.41	1.42	1.83	2.92	1.61	1.35	1.38	1.38
1729	2.39	2.3	2.22	2.78	3.01	2.88	NA	NA	1.82	1.76	2.27	2.17	1.57	1.17	1.77	1.46
1730	1.8	1.19	2.78	3.65	3.93	2.92	NA	NA	1.3	1.73	2.3	2.86	1.34	1.12	1.27	1.18
1731	1.02	1.17	2.97	2.85	4.12	3.08	NA	NA	1.13	1.58	2.85	2.51	1.13	1.05	1.25	1.04
1732	1.42	1.67	2.51	1.92	4.05	3.62	NA	NA	1.36	1.52	3.28	2.11	1.39	1.44	1.3	1.05
1733	1.83	1.54	3.11	2.07	3.45	3.59	NA	NA	1.09	1.5	2.45	1.48	1.35	1.44	1.45	1.03
1734	2.02	1.56	2.28	1.67	2.81	2.9	NA	NA	1.05	1.58	2.1	2.27	1.39	1.42	1.57	1.41
1735	2.19	1.84	1.54	2.31	1.91	1.78	NA	NA	1.02	1.44	2.24	2.1	1.12	1.45	1.31	1.14
1736	1.33	1.29	0.86	1.75	1.4	1.15	NA	NA	0.78	1.24	2.4	1.28	1.06	1.25	1.26	0.9
1737	2.02	1.77	0.71	1.46	1.44	1.61	NA	NA	1.16	1.76	1.5	0.76	1.48	1.49	0.98	0.75
1738	2.9	1.69	0.99	1.23	2.79	2.93	NA	NA	1.19	2.16	0.78	0.75	1.42	1.4	1.17	1.41
1739	1.71	1.17	2.02	1.31	3.02	3.25	NA	NA	1.39	1.64	1	0.75	1.48	1.41	1.45	1.14
1740	2.18	1.68	2.03	1.39	4.07	3.43	4.1	3.89	1.45	1.38	1.52	1.64	1.88	2.07	1.55	1.44
