# Kaiser - Boulder Creek Alaska Near Haines - PCSI - ITRDB AK22
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3646
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3646.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak22-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak22-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak22.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak22.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Boulder Creek Alaska Near Haines - PCSI - ITRDB AK22
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boulder Creek Alaska Near Haines
#   Location: Alaska
#   Northernmost_Latitude: 59.35
#   Southernmost_Latitude: 59.35
#   Easternmost_Longitude: -135.77
#   Westernmost_Longitude: -135.77
#   Elevation_m: 45
#--------------------
# Data_Collection
#   Collection_Name: AK22
#   First_Year: 1828
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BOUL0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOUL0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOUL0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BOULCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BOULCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BOUL0010_raw	BOUL0020_raw	BOUL0030_raw	BOUL0040_raw	BOUL0050_raw	BOUL0060_raw	BOUL0070_raw	BOUL0080_raw	BOUL0090_raw	BOUL0100_raw	BOUL0110_raw	BOUL0120_raw	BOUL0130_raw	BOUL0140_raw	BOUL0150_raw	BOUL0160_raw	BOULCH00_raw
1828	NA	5.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.25
1829	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5
1830	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07
1831	NA	3.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96
1832	NA	4.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.19
1833	NA	4.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.55
1834	NA	4.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43
1835	NA	4.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.58
1836	NA	3.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.72
1837	NA	4.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18
1838	NA	4.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.47
1839	NA	3.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.71
1840	NA	3.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.34
1841	NA	2.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83
1842	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53
1843	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42
1844	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53
1845	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09
1846	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.22
1847	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3
1848	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	NA	2.61
1849	NA	2.26	NA	NA	NA	NA	NA	NA	NA	NA	3.88	NA	NA	NA	2.6	NA	2.91
1850	NA	2.35	NA	NA	NA	NA	NA	NA	NA	3.66	3.51	NA	NA	NA	2.24	NA	2.94
1851	NA	2.2	NA	NA	NA	NA	NA	NA	NA	3.66	2.91	NA	NA	NA	2.4	NA	2.79
1852	NA	2.15	NA	NA	NA	NA	NA	NA	NA	5.35	3.44	NA	NA	NA	3.66	NA	3.65
1853	NA	2.23	NA	NA	NA	NA	NA	NA	NA	4.09	3.58	NA	NA	NA	2.73	NA	3.16
1854	NA	2.29	NA	NA	NA	NA	NA	3.49	NA	4.04	2.53	NA	NA	NA	2.26	NA	2.92
1855	NA	2.57	NA	NA	NA	NA	NA	3.6	NA	3.7	2.66	NA	NA	NA	2.24	NA	2.95
1856	NA	2.45	NA	NA	NA	NA	NA	3.17	NA	4.57	3.19	NA	NA	NA	3.41	NA	3.36
1857	NA	2.29	NA	NA	NA	NA	NA	3.8	NA	4.36	3.55	NA	NA	3.26	3.65	NA	3.49
1858	NA	2.47	NA	NA	NA	NA	4.51	3.07	NA	4.08	3.06	3.25	2.81	2.73	3.15	NA	3.24
1859	NA	2.22	NA	NA	NA	NA	6.82	3.49	NA	3.92	3.31	3.02	2.42	3.22	2.44	NA	3.43
1860	NA	2.59	NA	NA	NA	NA	3.99	3.11	NA	3.52	2.71	2.89	4.37	2.62	2.37	NA	3.13
1861	NA	2.22	NA	NA	NA	NA	4.56	3.51	NA	3.62	2.74	2.4	4.28	3.35	2.61	NA	3.25
1862	NA	1.83	NA	NA	NA	NA	3.97	3.69	NA	4.09	2.61	2.44	2.64	2.79	2.66	NA	2.97
1863	NA	1.61	NA	NA	NA	NA	5.63	3.75	NA	3.85	2.85	2.84	3.42	3.03	2.72	NA	3.3
1864	NA	1.62	NA	NA	2	NA	5.44	3.97	4.88	4.21	3.12	2.65	4.61	2.21	2.75	NA	3.41
1865	NA	1.47	NA	NA	3.09	NA	5.47	3.21	5.17	3.69	3.16	2.43	3.41	3.03	2.78	NA	3.36
1866	NA	1.4	NA	NA	3.2	NA	4.67	3.49	6.1	3.35	2.94	2.77	3.18	3.65	2.64	2.12	3.29
1867	NA	1.55	NA	NA	2.17	NA	4.21	3.88	5.35	3.76	2.28	2.09	1.81	3.2	2.32	1.96	2.91
1868	NA	1.58	2.16	NA	3.31	NA	4.54	3.88	4.98	3.58	2.58	2.41	1.97	4.17	2.53	2.89	3.14
1869	NA	2.18	3.71	NA	3.2	NA	4.39	4.09	5.7	3.49	2.75	2.46	2.13	4.34	2.35	2.58	3.24
1870	2.78	2.22	4.18	NA	3.01	NA	4.6	4.1	5.32	3.41	3.12	3.21	3.07	4.32	2.43	2.89	3.48
1871	2.84	1.86	4.87	NA	3.13	NA	4.23	3.99	4	3.11	2.64	2.9	2.45	4.61	2.35	2.43	3.24
1872	2.67	2.01	3.98	NA	3.31	NA	4.53	4.08	4.74	3.35	2.85	2.79	2.59	4.15	2.5	2.4	3.28
1873	2.61	1.92	4.53	NA	3.89	3.64	4.95	4.08	4.38	3.17	2.73	2.5	2.56	2.85	2.84	2.83	3.3
1874	4.15	2	4.69	2.31	4.24	4.31	4.57	4.21	4.26	3.34	2.77	3.1	2.47	3.43	2.74	2.71	3.46
1875	3.39	1.49	3.45	2.16	3.02	4.26	3.24	3.74	3.05	2.21	2.1	2.35	2.21	3.85	2.09	2.14	2.8
1876	3.28	1.15	2.3	1.99	1.92	3.02	2.81	2.88	2.41	1.81	1.93	2.02	2.17	2.25	1.75	1.6	2.21
1877	3.38	1.46	2.89	2.77	2.26	3.44	3.83	3.9	2.58	2.29	2.02	2.37	2.27	3.56	1.75	1.16	2.62
1878	3.32	1.78	3.13	1.87	3.51	3.26	3.33	4.09	2.75	2.53	2.02	2.66	2.16	3.65	1.4	1.43	2.68
1879	3.45	1.96	2.98	2.16	4.74	3.32	3.89	3.68	3.01	2.76	1.99	2.81	2.42	3.52	1.85	1.5	2.88
1880	3.07	1.85	3.25	1.74	3.98	4.03	3.33	3.46	3.21	2.64	2.11	2.24	2.16	2.86	1.68	1.75	2.71
1881	2.9	1.94	2.95	1.6	3.55	3.8	2.75	4.05	3.07	2.47	2.22	1.73	2.89	2.56	1.61	1.67	2.61
