# Graybill - Tucson Side - PISF - ITRDB AZ546
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3416
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3416.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az546-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az546-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az546.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az546.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Tucson Side - PISF - ITRDB AZ546
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tucson Side
#   Location: Arizona
#   Northernmost_Latitude: 32.2
#   Southernmost_Latitude: 32.2
#   Easternmost_Longitude: -110.55
#   Westernmost_Longitude: -110.55
#   Elevation_m: 2362
#--------------------
# Data_Collection
#   Collection_Name: AZ546
#   First_Year: 1670
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobiformis Engelm.
#   Common_Name: southwestern white pine
#   Tree_Species_Code: PISF
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TSW011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TSW081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TSW081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TSW011_raw	TSW012_raw	TSW021_raw	TSW022_raw	TSW031_raw	TSW032_raw	TSW041_raw	TSW042_raw	TSW051_raw	TSW052_raw	TSW061_raw	TSW062_raw	TSW063_raw	TSW071_raw	TSW072_raw	TSW081_raw
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.11
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.81
1664	0.74	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16
1665	1.03	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35
1666	0.62	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79
1667	0.76	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67
1668	0.38	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71
1669	0.37	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1670	0.14	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85
1671	0.58	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9
1672	0.42	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74
1673	0.51	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12
1674	0.62	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23
1675	0.46	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72
1676	0.32	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08
1677	0.64	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59
1678	0.82	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92
1679	0.6	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65
1680	0.84	0.53	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	2.25
1681	0.61	0.38	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	1.78
1682	0.81	0.53	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	2.24
1683	0.8	0.48	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	1.8
1684	1.4	0.71	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	1.7
1685	0.63	0.14	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	1.18
1686	1.3	0.72	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	2.12
1687	0.76	0.53	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	1.52
1688	1.29	0.82	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	1.88	NA	NA	2.1
1689	0.8	0.55	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	1.23	NA	NA	1.32
1690	0.8	0.66	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	1.94	NA	NA	1.95
1691	0.98	0.78	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	1.65	NA	NA	1.2
1692	1.04	0.77	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	2.01	NA	NA	1.76
1693	1.64	1.22	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA	2.14	NA	NA	2.16
1694	1.31	0.97	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA	1.9	NA	NA	1.79
1695	1.09	0.77	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA	1.85	NA	NA	1.56
1696	0.43	0.34	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	1.26	NA	NA	1.25
1697	1.04	0.74	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	1.48	NA	NA	1.78
1698	0.7	0.41	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	1.25	NA	NA	1.41
1699	1.43	0.86	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	1.62	NA	NA	2.01
1700	1.21	0.71	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	1.4	NA	NA	1.63
1701	0.89	0.62	NA	NA	NA	NA	NA	NA	NA	NA	2.28	NA	1.33	NA	NA	1.85
1702	0.99	0.69	NA	NA	NA	NA	NA	NA	NA	NA	1.66	1.66	1.31	NA	NA	1.39
1703	0.88	0.47	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.38	1.39	NA	NA	1.65
1704	0.5	0.35	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.04	1.01	NA	NA	0.9
1705	0.6	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.46	1.14	NA	NA	1.3
1706	0.54	0.44	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.15	0.7	NA	NA	1.13
1707	0.55	0.47	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1.11	0.89	NA	NA	1.09
1708	0.53	0.37	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.11	0.96	NA	NA	0.97
1709	0.73	0.52	NA	NA	NA	NA	NA	NA	NA	NA	1.45	1.48	1.18	NA	NA	1.52
1710	1.01	0.65	NA	NA	NA	NA	NA	NA	NA	NA	1.71	1.81	1.12	NA	NA	1.47
1711	0.77	0.4	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.38	0.98	NA	NA	1.09
1712	0.88	0.44	NA	NA	NA	NA	NA	NA	NA	NA	1.65	1.7	1.43	NA	NA	1.26
1713	0.74	0.45	NA	NA	NA	NA	NA	NA	NA	NA	1.54	1.62	1.29	NA	NA	1.16
1714	0.95	0.59	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.36	1.06	NA	NA	1.71
1715	0.73	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1.23	1.24	1.23	NA	NA	1.06
1716	0.64	0.43	NA	NA	NA	NA	NA	NA	NA	NA	1.53	1.45	1.72	NA	NA	1.47
1717	0.84	0.48	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.54	1.82	NA	NA	1.63
1718	1.16	0.7	NA	NA	NA	NA	NA	NA	NA	NA	1.83	2	2.18	NA	NA	1.74
