# Stevenson - Cold Springs - PIEC - ITRDB AR077
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17215
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17215.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar077-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ar077-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ar077.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ar077.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-08-18
#--------------------
# File_Last_Modified_Date
#   Date: 2014-08-18
#--------------------
# Title
#   Study_Name: Stevenson - Cold Springs - PIEC - ITRDB AR077
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Lynch, T.B.; Heineman, R.; Holeman, R.; Wilson, D.; Anderson, K.; Guldin, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Douglas J. Stevenson, Thomas B. Lynch, Pradip Saud, Robert Heineman, Randal Holeman, Dennis Wilson, Keith Anderson, Chris Cerny, James M. Guldin
#   Journal_Name: Dendrochronologia
#   Published_Title: Winter in the Ouchitas - A severe winter storm signature in Pinus echinata in the Ouachita Mountains of Oklahoma and Arkansas, USA
#   Published_Date_or_Year: 2016
#   Volume: 37
#   Pages: 107-115
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2016.01.001
#   Full_Citation: None
#   Abstract: Each year severe winter storms (~ice storms) damage trees throughout the southern USA. Arkansas and Oklahoma have a history of severe winter storms. To extend that history back beyond the reach of written records, a distinctive tree ring pattern or signature is needed. Storm-caused breakage, branch loss and bending stress provide that signature. We found a severe storm signature in shortleaf pine (Pinus echinata). We used three published site chronologies, a set of five new site chronologies from a growth-and-yield study conducted by Oklahoma State University and the unpublished Shortleaf Canyon chronology from a master's thesis at the University of Arkansas. Our method is based on two ring width values for the first and second growing seasons after the storm standardized to the ring widths of the seven growing seasons after the storm. Concordance between storm years predicted by tree ring patterns and actual storm years was tested using Cohen's Kappa. Concern about confounding of ice storm signals by droughts led us to test concordance between severe storms and drought in July, August and September; results were inconclusive but stand as a warning that these two phenomena cannot be distinguished with certainty in the tree ring record. Damaging severe storms occurred in about 2.8% of all years. Two out of three storms identified as "severe" produced glaze icing.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cold Springs
#   Location: Arkansas
#   Northernmost_Latitude: 35.05
#   Southernmost_Latitude: 35.05
#   Easternmost_Longitude: -93.8833
#   Westernmost_Longitude: -93.8833
#   Elevation_m: 154
#--------------------
# Data_Collection
#   Collection_Name: AR077
#   First_Year: 1941
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## p157t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p157t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p157t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p157t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p158t038_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p158t038; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p159t001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p159t001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p159t003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p159t003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p159t020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p159t020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p160t046_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p160t046; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	p157t001_raw	p157t002_raw	p158t003_raw	p158t006_raw	p158t010_raw	p158t013_raw	p158t015_raw	p158t016_raw	p158t017_raw	p158t019_raw	p158t022_raw	p158t030_raw	p158t038_raw	p159t001_raw	p159t003_raw	p159t020_raw	p160t002_raw	p160t008_raw	p160t011_raw	p160t014_raw	p160t022_raw	p160t024_raw	p160t046_raw
1941	NA	NA	NA	NA	NA	NA	2.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	1.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	NA	6.72	NA	1.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	NA	NA	NA	NA	6.949	3.927	2.487	8.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.72	NA
1945	NA	NA	5.324	NA	5.939	7.478	5.312	10.194	NA	NA	NA	3.547	NA	NA	NA	NA	NA	NA	4.905	NA	NA	5.428	NA
1946	NA	NA	7.937	5.445	3.856	4.871	5.111	7.991	NA	NA	NA	6.416	NA	NA	NA	NA	NA	4.87	6.793	NA	NA	3.736	NA
1947	NA	5.769	3.628	4.936	4.431	3.771	4.563	6.797	NA	6.063	NA	4.301	NA	NA	4.501	4.163	NA	4.16	2.387	NA	3.791	3.469	NA
1948	NA	10.097	6.221	6.576	3.87	4.224	4.5	7.602	4.293	7.888	NA	6.075	NA	NA	7.554	5.595	NA	4.559	3.171	NA	5.662	4.497	NA
1949	6.456	5.72	5.828	5.793	4.095	3.368	2.694	5.983	4.238	4.507	3.439	4.258	NA	NA	6.222	4.52	NA	4.001	1.967	9.535	3.733	3.414	NA
1950	6.857	6.701	5.899	7.086	4.144	3.889	3.182	3.538	4.773	5.181	4.644	3.764	6.862	NA	6.479	5.628	NA	4.449	2.542	9.829	4.897	3.824	NA
1951	6.423	5.243	4.742	5.203	3.38	3.668	2.501	3.523	3.243	3.78	2.924	2.694	6.902	NA	5.408	4.15	NA	3.271	1.472	5.442	3.84	3.994	5.371
1952	4.794	2.906	3.166	3.58	2.622	2.479	2.196	2.832	3.056	2.674	3.363	1.813	4.134	NA	2.965	3.813	1.436	2.243	1.252	4.991	2.656	2.83	3.88
1953	4.449	4.289	2.984	3.245	1.578	2.62	2.572	2.973	2.517	2.736	3.189	1.307	3.441	NA	2.8	3.069	3.52	2.616	1.652	4.263	2.963	2.887	3.577
1954	3.423	4.157	1.823	2.116	2.096	1.493	1.197	1.667	1.757	2.395	2.128	1.005	2.777	1.995	1.508	1.959	2.597	2.264	1.141	3.723	1.343	2.615	2.028
1955	3.829	4.671	2.189	2.084	2.576	1.488	2.153	1.846	1.891	2.423	2.37	1.401	2.934	1.971	2.492	2.155	2.754	3.048	1.484	3.474	1.719	3.85	3.575
1956	3.15	3.264	1.17	1.014	1.445	1.068	0.872	0.964	1.167	1.176	1.073	0.688	2.421	1.407	0.878	1.413	1.454	1.472	0.836	2.929	0.618	2.223	1.392
1957	4.66	5.996	2.703	2.525	2.828	2.649	2.373	2.493	1.516	2.936	3.534	1.953	3.879	3.057	2.289	2.989	2.47	3.681	2.017	3.644	2.109	4.798	2.791
1958	3.898	3.73	2.566	1.927	3.497	2.278	2.006	2.192	0.698	1.943	2.327	1.671	3.303	2.749	1.93	2.39	2.171	2.859	1.825	4.122	2.264	3.664	2.523
1959	4.802	4.622	2.278	1.746	2.994	1.626	1.379	1.681	1.498	1.861	1.68	1.607	2.716	2.874	1.332	2.344	2.273	2.266	1.022	3.555	1.783	3.317	2.523
1960	3.94	3.007	1.705	1.549	1.549	1.329	1.167	0.936	1.439	1.476	1.22	1.141	2.269	2.133	1.461	2.053	1.922	2.316	0.967	3.023	1.839	2.567	2.032
1961	5.245	3.713	2.051	1.596	2.363	2.082	1.617	1.764	1.132	1.781	1.699	1.896	3.238	2.563	1.613	2.944	1.879	2.694	1.392	3.54	2.617	4.308	2.505
1962	4.915	3.823	1.933	1.716	2.524	2.528	1.665	1.431	0.813	1.978	1.277	1.591	2.839	2.499	1.244	2.536	1.836	2.639	1.434	3.447	2.332	3.423	2.209
1963	3.236	1.423	0.892	0	1.474	1.006	0.859	0.919	1.369	0.831	0.759	0.844	1.146	1.251	0.729	1.451	1.898	1.421	0.734	1.886	1.573	1.932	1.155
1964	2.934	1.055	0.879	0.755	0.857	0.884	0.765	0.59	1.597	1.02	0.638	0.618	1.431	1.212	1.034	1.133	1.465	1.356	0.859	1.22	1.534	2.083	1.621
1965	2.689	1.582	0.99	0.583	1.059	1.441	1.172	0.663	0.534	0.826	0.813	0.612	2.336	1.096	1.522	1.1	1.381	1.391	1.14	1.342	1.224	2.747	1.379
1966	4.274	2.932	0.93	1.231	1.982	1.681	1.258	1.821	0.168	1.105	1.063	0.856	2.944	1.586	1.206	2.027	1.584	1.823	1.182	2.225	1.436	2.866	1.703
1967	4.724	1.683	1.326	1.158	2.072	1.888	1.739	1.081	0.231	0.992	1.297	1.056	2.776	1.592	1.22	2.229	1.834	1.759	1.118	2.857	1.745	3.054	2.296
1968	4.367	1.905	1.357	1.047	2.13	1.511	1.744	1.701	0.679	1.426	1.453	1.223	3.168	1.914	1.255	1.918	1.812	1.935	1.105	3.205	1.727	3.362	1.724
1969	4.004	2.154	1.183	1.218	2.887	1.749	1.418	1.679	0.818	1.428	1.611	1.116	2.71	2.013	1.317	1.825	1.649	2.137	1.112	2.243	1.463	2.8	1.504
1970	3.246	1.379	0.863	0.989	2.057	1.483	0.798	1.174	0.733	1.382	1.411	1.219	2.043	1.508	1	1.656	1.287	1.541	1.041	2.741	1.33	2.32	1.316
1971	3.564	0.719	0.941	1.347	1.545	2.133	1.154	1.385	0.944	1.597	1.418	1.167	2.25	1.312	1.052	2.014	1.323	1.35	0.885	2.561	1.523	2.131	1.455
1972	2.66	0.462	1.044	0.67	1.157	1.303	0.981	0.663	0.68	0.861	0.707	0.821	2.397	0.87	0.454	1.674	0.996	0.482	0.829	2.07	0.903	2.112	0.861
1973	3.913	0.302	1.868	1.118	2.773	2.578	3.107	1.908	0.596	1.829	1.687	1.28	3.691	2.139	1.537	2.235	1.698	1.352	1.053	4.387	1.623	4.695	1.934
1974	3.383	2.085	1.072	0.818	2.872	3.044	2.356	2.534	0.142	2.034	1.347	1.082	2.411	0.967	1.408	1.808	1.735	1.513	0.779	2.724	1.272	2.363	1.565
1975	2.772	1.579	1.228	0.831	2.542	2.696	2.142	2.451	0.595	1.934	1.126	1.045	2.379	1.231	0.277	2.114	1.357	1.382	0.908	3.43	1.856	2.391	1.791
1976	1.472	1.245	0.204	0.311	0.945	0.92	0.698	0.801	0.553	0.79	0.571	0.594	0.783	0.5	0.284	0.909	0.589	0.63	0.377	0.899	0.848	1.075	0.811
1977	1.751	0.239	0.185	0.325	1.039	0.945	0.853	0.719	0.966	0.585	0.982	0.615	1.227	0.564	0.216	1.101	0.638	0.472	0.483	1.074	0.982	1.074	1.121
1978	1.138	0.314	0.104	0.529	0.808	0.717	0.573	0.748	0.532	0.629	0.802	0.179	1.688	0.461	0.086	1.029	0.611	0.754	0.34	0.693	0.48	1.077	0.695
1979	2.176	1.927	0.568	0.499	1.948	1.507	1.658	1.77	0.217	1.181	1.434	0.786	3.352	1.324	1.009	1.842	1.043	0.331	1.088	1.872	0.985	1.647	1.384
1980	1.1	0.43	0.212	0.45	0.755	0.586	0.47	0.766	0.278	0.387	0.985	0.603	1.098	0.598	0.503	0.661	0.333	0.456	0.542	0.73	0.385	0.81	0.571
1981	3.119	1.984	0.57	0.506	1.271	0.658	0.843	1.42	0.338	1.145	1.878	1.146	2.552	1.225	1.589	1.464	0.723	0.57	0.837	1.751	1.294	2.095	1.026
1982	1.861	1.026	0.256	0.445	1.203	0.821	0.886	1.854	0.284	1.698	1.663	0.952	2.246	1.445	1.357	1.541	0.54	0.998	1.432	1.903	0.831	1.912	0.877
1983	2.947	1.105	0.37	0.46	1.4	1.75	1.674	1.604	0.713	2.087	2.282	1.386	2.763	1.686	2.018	2.344	0.874	0.98	0.626	2.017	1.497	1.685	1.517
1984	2.528	1.638	0.264	0.491	1.284	1.361	1.618	1.483	0.564	1.462	1.744	0.788	2.145	1.312	1.448	1.664	0.525	0.444	0.396	1.902	1.169	1.597	0.958
1985	1.758	1.905	0.246	0.485	1.445	1.229	1	2.01	0.603	1.68	2.238	0.933	2.075	1.677	1.575	1.838	0.609	0.859	0.393	1.648	1.224	2.089	1.064
1986	2.669	1.494	0.271	0.221	0.909	1.331	1.344	1.606	0.653	1.777	2.536	1.245	2.866	2.057	1.654	2.016	0.696	1.109	0.533	1.408	1.145	2.14	1.225
1987	4.201	3.032	0.685	0.215	1.847	1.827	1.844	1.867	0.829	2.147	2.141	1.279	2.864	2.941	1.916	2.362	0.728	0.596	0.353	1.313	1.184	1.836	1.555
1988	3.106	2.755	0.591	0.18	1.569	1.227	1.848	1.635	0.854	1.501	2.574	1.243	2.633	2.922	1.517	2.092	0.695	0.854	0.42	1.364	1.07	1.72	1.508
