# Graybill - Walnut Canyon - PSME - ITRDB AZ548
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3420
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3420.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az548-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az548-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az548.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az548.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Walnut Canyon - PSME - ITRDB AZ548
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Walnut Canyon
#   Location: Arizona
#   Northernmost_Latitude: 35.17
#   Southernmost_Latitude: 35.17
#   Easternmost_Longitude: -111.52
#   Westernmost_Longitude: -111.52
#   Elevation_m: 2057
#--------------------
# Data_Collection
#   Collection_Name: AZ548
#   First_Year: 1680
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WDF011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WDF011_raw	WDF012_raw	WDF021_raw	WDF031_raw	WDF041_raw	WDF051_raw	WDF052_raw	WDF062_raw	WDF071_raw	WDF072_raw	WDF081_raw	WDF091_raw	WDF092_raw	WDF101_raw	WDF102_raw	WDF121_raw	WDF122_raw	WDF131_raw	WDF132_raw	WDF141_raw	WDF142_raw
1669	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	NA	2.03	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	NA	2.64	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	NA	1.97	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	NA	2.48	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA
1677	NA	2.63	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	NA
1678	NA	2.17	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA
1679	NA	2.77	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA
1680	NA	2.44	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA
1681	NA	2.15	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	1.98	NA	NA	NA	NA	NA
1682	NA	2.42	1.27	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.13	NA	NA	1.21	NA	NA	NA	NA	NA
1683	NA	2.14	1.18	NA	NA	NA	NA	NA	NA	NA	NA	2.03	1.61	NA	NA	1.67	NA	NA	NA	NA	NA
1684	NA	1.59	0.31	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.38	NA	NA	0.69	NA	NA	NA	NA	NA
1685	NA	1.37	0.49	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.29	NA	NA	0.71	NA	NA	NA	NA	NA
1686	1.3	1.01	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.14	NA	NA	0.93	NA	NA	NA	NA	NA
1687	1.8	1.62	0.95	NA	NA	NA	NA	NA	NA	NA	NA	1.83	2.26	NA	NA	1.84	NA	NA	NA	NA	NA
1688	1.61	1.86	1.02	NA	NA	NA	NA	NA	NA	NA	NA	1.64	2.11	NA	NA	1.97	NA	NA	NA	NA	NA
1689	2.69	3.15	2.05	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2.85	NA	NA	2.41	NA	NA	NA	NA	NA
1690	2.64	2.58	1.6	NA	NA	NA	NA	NA	NA	NA	NA	1.93	2.18	NA	NA	1.65	NA	NA	NA	NA	NA
1691	2.56	2.14	1.66	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.78	NA	NA	1.59	NA	NA	NA	NA	NA
1692	2.38	2.56	1.49	NA	NA	NA	NA	NA	NA	NA	NA	2.01	2.81	NA	NA	1.49	NA	NA	NA	NA	NA
1693	2.12	2.25	1.61	NA	NA	NA	NA	NA	NA	NA	NA	2	2.14	NA	NA	1.62	NA	NA	NA	NA	NA
1694	1.73	2.32	1.19	NA	NA	NA	NA	NA	NA	NA	NA	1.49	2.03	NA	NA	1.7	NA	NA	NA	NA	NA
1695	1.86	1.82	0.93	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.95	NA	NA	1.56	NA	NA	NA	NA	NA
1696	1.74	1.7	0.89	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.33	NA	NA	1.74	1.65	NA	NA	NA	NA
1697	2.2	1.97	1.05	NA	NA	NA	NA	NA	NA	NA	NA	1.67	1.69	NA	NA	2.4	1.67	NA	NA	NA	NA
1698	2.75	2.92	1.47	NA	NA	NA	NA	NA	NA	NA	NA	1.73	1.98	NA	NA	1.77	1.52	NA	NA	NA	NA
1699	2.4	3.13	1.46	NA	1.22	NA	NA	NA	NA	NA	NA	2.01	1.71	NA	NA	1.94	1.41	NA	NA	NA	NA
1700	1.14	1.78	0.57	NA	0.25	NA	NA	NA	NA	NA	NA	0.83	1.32	NA	NA	0.84	1.04	NA	NA	NA	NA
1701	1.71	1.77	1.42	1.18	0.72	NA	NA	NA	NA	NA	NA	1.3	1.59	NA	NA	1.39	1.24	NA	NA	NA	NA
1702	1.57	1.58	1.19	0.7	0.8	NA	NA	NA	NA	NA	NA	0.78	1.08	NA	NA	1.49	1.03	NA	NA	NA	NA
1703	1.13	1.05	0.81	0.31	0.37	NA	NA	0.76	NA	NA	NA	0.7	0.91	NA	NA	0.77	0.77	NA	NA	NA	NA
1704	1.57	1.54	1.24	0.64	0.5	NA	NA	1.02	NA	NA	NA	1.12	1.07	NA	NA	0.83	0.88	NA	NA	NA	NA
1705	1.8	1.8	1.38	0.72	0.87	NA	NA	1.27	NA	NA	NA	1	0.86	NA	NA	1.57	1.85	NA	NA	NA	NA
1706	2.25	2.21	1.61	0.61	1.15	NA	NA	1.67	NA	NA	NA	1.09	1.23	NA	NA	1.88	2.32	NA	NA	NA	NA
1707	1.68	1.74	1.14	0.68	0.88	NA	NA	1.34	1.34	NA	NA	0.97	1.07	NA	NA	1.22	1.76	NA	NA	NA	NA
1708	1.59	1.38	0.78	0.51	0.49	NA	NA	0.93	0.68	NA	NA	0.97	1.34	NA	NA	0.94	1.24	NA	NA	NA	NA
1709	1.1	1.15	0.86	0.46	0.28	NA	NA	1.06	0.6	NA	NA	0.98	1.36	NA	NA	0.8	1.36	NA	NA	NA	NA
1710	2.32	2.84	1.31	0.65	0.7	NA	NA	1.86	0.96	NA	NA	1.88	2.21	NA	NA	1.86	2.59	NA	NA	NA	NA
1711	2.17	2.03	1.28	0.73	0.66	NA	NA	1.88	1.89	NA	NA	1.16	1.9	NA	NA	1.75	2.57	NA	NA	NA	NA
1712	1.62	1.62	1.34	0.75	0.66	NA	NA	1.63	1.59	NA	NA	0.93	1.09	NA	NA	0.99	1.5	NA	NA	NA	NA
1713	1.54	1.75	1.15	0.59	0.6	NA	NA	1.37	1.05	NA	NA	0.96	1.42	NA	NA	0.9	1.23	NA	NA	NA	NA
1714	1.22	1.59	0.9	0.21	0.52	NA	NA	0.98	0.61	NA	NA	0.82	0.75	NA	NA	0.8	1.23	NA	NA	NA	NA
1715	0.9	1.05	0.46	0.21	0.28	NA	NA	0.93	0.08	NA	NA	0.76	0.72	NA	NA	0.48	0.82	NA	NA	NA	NA
1716	0.91	1	0.46	0.23	0.29	NA	NA	0.94	0.11	NA	NA	0.71	0.68	NA	NA	0.51	0.86	NA	NA	NA	NA
1717	1.07	0.95	0.62	0.6	0.32	NA	NA	1.01	0.43	NA	NA	0.89	0.9	NA	NA	0.45	0.82	NA	NA	NA	NA
1718	1.37	1.45	0.65	0.68	0.63	NA	NA	1.62	1.06	NA	NA	1.42	1.15	NA	NA	0.9	1.16	NA	NA	NA	NA
