# Maxwell - Morgan Monroe Flux Tower Site - QUAL - ITRDB IN026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30571
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30571.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Morgan Monroe Flux Tower Site - QUAL - ITRDB IN026
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Yi, K.; Kannenberg, S.A.; Mandra, T.E.; Novick, K.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Tessa E. Mandra, Koong Yi, Steven A. Kannenberg, Tsun Fung Au, Scott M. Robeson, Neil Pederson, Peter E. Sauer, Kimberly A. Novick
#   Journal_Name: Journal of Geophysical Research: Biogeosciences
#   Published_Title: Higher CO2 Concentrations and Lower Acidic Deposition Have Not Changed Drought Response in Tree Growth But Do Influence iWUE in Hardwood Trees in the Midwestern United States
#   Published_Date_or_Year: 2019
#   Volume: 124
#   Pages: 3798-3813
#   Issue: 12
#   Report_Number: 
#   DOI: 10.1029/2019JG005298
#   Full_Citation: None
#   Abstract: Several important environmental influences of tree growth and carbon sequestration have changed over the past several decades in eastern North America, specifically, more frequent pluvial conditions, increased carbon dioxide (CO2) concentrations, and decreased acidic deposition. These factors could lead to changes in the relationship between tree growth and water availability, and perhaps even decouple the two, having large implications on how future climate change will impact forest productivity and carbon sequestration. Here, we examine the concurrent influence of the climatic water balance (precipitation minus potential evapotranspiration), CO2 concentrations, and sulfate and nitrogen deposition on radial tree growth, carbon isotopes, and intrinsic water-use efficiency (iWUE) for several hardwood tree species in the Midwestern United States. We found that when considering the simultaneous influence of these factors, the climatic water balance is the dominant influence on annual growth. Therefore, the recent pluvial period is the primary cause of the weakening relationship between radial growth and water availability. Even during pluvial periods, water availability is the primary control on growth, with increasing CO2 concentrations and decreased SO4 deposition being secondary factors. Importantly, the weakening in the climate-growth relationship is species specific, with Acer species having stable relationships with the climatic water balance, Liriodendron tulipifera showing a strengthening relationship, and Quercus species and Populus grandidentata exhibiting weakening. Thus, interannual variations in soil moisture unevenly impact tree growth and carbon sequestration. Our findings suggest that, despite recent pluvial conditions, increasing CO2 concentrations and decreasing acidic deposition have not buffered the impact of water availability on tree growth and carbon sequestration.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Morgan Monroe Flux Tower Site
#   Location: Indiana
#   Northernmost_Latitude: 39.3232
#   Southernmost_Latitude: 39.3232
#   Easternmost_Longitude: -86.4131
#   Westernmost_Longitude: -86.4131
#   Elevation_m: 287
#--------------------
# Data_Collection
#   Collection_Name: IN026
#   First_Year: 1907
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MMQUAL1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMQUAL5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMQUAL5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMO02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMO02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QUAL37A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QUAL37A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMO01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMO01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MMO01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MMO01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL2008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL2008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL2008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL2008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL2006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL2006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL2006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL2006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL41B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL41B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL37B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL37B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QAL41A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QAL41A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MMQUAL1A_raw	MMQUAL1B_raw	MMQUAL2A_raw	MMQUAL2B_raw	MMQUAL3A_raw	MMQUAL3B_raw	MMQUAL4A_raw	MMQUAL4B_raw	MMQUAL5A_raw	MMQUAL5B_raw	MMO02A_raw	QUAL37A_raw	MMO01B_raw	MMO01A_raw	QAL2008B_raw	QAL2008A_raw	QAL2006B_raw	QAL2006A_raw	QAL41B_raw	QAL37B_raw	QAL41A_raw
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.468	NA	2.941	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.501	NA	1.756	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.614	NA	3.128	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.209	NA	1.454	1.791	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.359	NA	2.369	3.159	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	NA	2.065	2.35	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.825	NA	1.162	1.602	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.911	NA	2.709	2.64	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.906	NA	3.149	2.975	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.358	NA	2.457	2.371	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.282	NA	1.953	2.069	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	1.477	1.473	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.419	NA	1.686	2.164	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.154	NA	1.291	1.73	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.584	NA	1.422	2.114	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.028	NA	2.21	1.634	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.626	NA	1.642	1.588	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.324	NA	2.088	1.712	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.867	NA	2.145	1.878	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.611	NA	2.148	1.561	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.573	NA	2.091	1.681	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.974	NA	1.96	1.885	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.781	NA	1.675	1.261	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.189	NA	1.784	1.292	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.502	NA	1.545	1.494	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	1.01	0.872	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.296	NA	1.191	0.874	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.867	NA	1.466	1.07	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.711	NA	0.72	0.757	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.433	NA	1.562	1.08	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.671	NA	2.281	1.565	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	1.128	1.058	NA	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.867	NA	0.989	0.752	NA	NA	NA	NA	NA	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.843	NA	0.942	0.707	NA	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.023	NA	1.336	1.105	NA	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.917	0.876	NA	NA	NA	NA	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745	NA	0.652	0.483	NA	NA	NA	NA	NA	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	1.172	0.746	NA	NA	NA	NA	NA	NA	NA
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	1.384	0.825	NA	NA	NA	NA	NA	NA	1.35
1947	NA	NA	NA	NA	NA	NA	0.761	NA	NA	NA	0.535	NA	1.116	0.695	NA	NA	0.996	0.641	NA	1.411	1.509
1948	NA	NA	2.643	NA	NA	NA	0.612	NA	NA	NA	0.889	NA	1.08	0.896	NA	NA	1.58	0.717	NA	1.304	1.291
1949	NA	2.094	1	0.838	NA	NA	0.609	NA	1.085	NA	1.09	NA	0.881	0.794	NA	NA	1.394	0.633	NA	1.688	1.012
1950	NA	1.896	1.361	1.001	NA	NA	0.754	NA	1.321	NA	1.111	NA	0.951	0.702	NA	NA	1.355	0.665	NA	1.506	1.094
1951	NA	1.269	1.19	0.916	NA	NA	1.29	NA	0.948	NA	1.26	NA	1.098	0.676	2.372	NA	2.087	1.087	NA	1.385	1.485
1952	NA	0.809	1.345	0.652	NA	NA	1.232	NA	1.332	NA	0.978	NA	0.615	0.506	2.52	NA	3.091	2.101	NA	0.698	1.88
1953	NA	0.608	2.045	0.931	NA	NA	1.152	NA	1.657	NA	0.81	NA	0.394	0.463	2.094	2.332	1.981	1.429	NA	0.839	1.426
1954	NA	0.515	1.632	1.376	0.921	NA	1.244	NA	0.89	0.664	1.126	NA	0.708	0.519	1.095	0.972	1.399	0.731	0.916	0.837	0.597
1955	NA	0.487	2.086	1.372	0.962	NA	1.173	NA	1.14	1.1	1.405	NA	0.423	0.714	1.39	1.626	1.228	0.976	1.353	0.978	1.099
1956	0.427	0.984	1.881	0.813	0.675	NA	1.04	NA	0.757	1.196	1.18	NA	0.523	0.55	1.108	1.274	1.032	0.905	0.995	0.95	0.751
1957	0.694	1.02	1.56	1.465	0.579	NA	1.074	NA	0.962	0.82	1.494	NA	0.614	0.806	1.639	1.659	1.224	1.296	1.12	1.015	0.901
1958	0.381	0.911	2.265	0.985	0.422	NA	0.998	NA	1.262	1.295	1.479	NA	0.627	0.806	1.59	1.567	1.401	1.226	1.01	1.844	0.743
1959	0.541	0.797	1.937	1.246	0.688	NA	0.926	NA	1.789	1.882	1.413	NA	0.661	0.508	1.499	1.06	1.383	0.993	0.603	1.463	0.731
1960	1.507	1.533	2.804	2.66	1.618	NA	2.426	NA	2.728	2.719	1.45	2.402	0.891	0.671	4.563	3.573	3.027	2.304	1.944	2.476	2.012
1961	2.174	1.549	3.115	2.94	1.654	NA	3.489	5.172	2.859	3.277	1.49	2.869	0.775	0.549	5.226	5.202	4.37	3.696	2.961	3.673	2.912
1962	2.417	2.477	4.553	4.052	2.768	2.869	3.83	4.59	2.588	3.748	1.166	3.489	1.042	0.706	5.952	6.661	5.356	4.68	3.902	4.116	3.285
1963	3.764	2.717	4.442	3.453	3.137	3.769	4.106	4.736	1.649	2.234	0.955	2.871	0.706	0.594	4.756	5.102	4.974	4.088	3.372	4.013	2.886
1964	2.752	2.072	3.626	2.714	2.709	2.9	3.965	4.674	1.476	1.121	0.963	2.147	0.778	0.63	4.516	5.349	5.06	4.324	2.274	2.953	2.541
1965	3.827	2.906	3.919	2.114	2.525	4.025	5.265	5.854	1.984	1.214	1.476	2.582	0.82	0.438	5.615	6.027	5.16	5.116	2.466	3.499	2.736
1966	2.974	2.663	3.14	1.895	2.194	3.333	3.526	4.468	1.731	0.942	1.617	2.007	1.006	0.791	4.834	5.451	4.977	4.836	1.979	2.187	1.596
1967	2.88	2.028	2.549	1.763	2.039	2.353	3.839	3.846	1.194	0.59	1.308	2.054	0.688	1.137	4.266	3.215	4.077	4.499	1.863	2.519	1.224
1968	1.986	1.799	1.952	1.552	2.151	2.452	4.064	2.972	1.12	0.623	1.455	1.98	1.743	1.599	2.923	4.958	4.417	4.218	1.888	1.968	1.45
