# Brown - Hoback Ridge - PSME - ITRDB WY055
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19970
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19970.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy055-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy055-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy055.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy055.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-01-19
#--------------------
# File_Last_Modified_Date
#   Date: 2016-01-19
#--------------------
# Title
#   Study_Name: Brown - Hoback Ridge - PSME - ITRDB WY055
#--------------------
# Investigators
#   Investigators: Brown, P.; Wise, E.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collected by staff from the Teton Science School.  Dated and measured by Paul Brown.  Submitted by Erika Wise, with permission from Teton Science School.  Funded by: Teton Science School.  Utilized in Upper Snake River Flow reconstruction archived at NOAA/WDC Paleoclimatology: # https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/northamerica/usa/idaho/snake-flow2010.txt # https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/northamerica/usa/idaho/snake-flow2010.xls  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Water Resources Research
#   Published_Title: Tree ring record of streamflow and drought in the upper Snake River
#   Published_Date_or_Year: 2010
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1029/2010WR009282 
#   Full_Citation: Wise, E.K. 2010. 
Tree ring record of streamflow and drought in the upper Snake River. 
Water Resources Research, Vol. 46 (W11529). 
doi:10.1029/2010WR009282. 

#   Abstract: Tree ring samples collected near the Snake River headwaters 
# were augmented with preexisting tree ring chronologies to create 
# a 415 year reconstruction of upper Snake River streamflow, 
# extending the short instrumental record and providing the first 
# description of multicentury water supply variability in this river. 
# Results indicate that the region's early 21st century drought 
# is severe even in the context of long-term climatic variability 
# and that the instrumental record is representative of low-flow 
# individual years. In terms of overall magnitude, droughts of the 
# recent past are eclipsed by a sustained low-flow period lasting 
# for over 30 years in the early to mid-1600s. A comparison of 
# reconstructed Snake River flow with streamflow reconstructions 
# of the Colorado, Sacramento, and Verde rivers suggests that 
# changes in the predominance of zonal versus meridional atmospheric 
# flow may have influenced drought patterns in the western 
# United States through time. 
# 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hoback Ridge
#   Location: Wyoming
#   Northernmost_Latitude: 43.3042
#   Southernmost_Latitude: 43.3042
#   Easternmost_Longitude: -110.6711
#   Westernmost_Longitude: -110.6711
#   Elevation_m: 1997
#--------------------
# Data_Collection
#   Collection_Name: WY055
#   First_Year: 1584
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HRI23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI34A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI34A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI34b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI34b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI35b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI35b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI36a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI36a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI59a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI59a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI59b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI59b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI66b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI66b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI67A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI67A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI67B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI67B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI69B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI69B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HRI69a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HRI69a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HRI23a_raw	HRI24a_raw	HRI34A_raw	HRI34b_raw	HRI35b_raw	HRI36a_raw	HRI59a_raw	HRI59b_raw	HRI66b_raw	HRI67A_raw	HRI67B_raw	HRI69B_raw	HRI69a_raw
1584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48
1585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.011
1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.927
1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.486
1589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.708
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.782
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.244
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.161
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.275
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.926
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.365
1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.199
1599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.791
1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.051
1601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.662
1602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.262
1603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.229
1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.396
1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.357
1606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.903
1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.018
1608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.284
1609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83
1610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.017
1611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.595
1612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94
1613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.347
1614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.753
1615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.628
1616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.812
1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.716
1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.113
1619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.282
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.239
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.007
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.462
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.936
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.443
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.296
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.268
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.567	NA	NA	1.336
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.643	NA	NA	1.256
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.493	NA	NA	0.994
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.511	NA	NA	1.117
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199	NA	NA	1.247
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571	NA	NA	2.003
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402	NA	NA	1.168
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.139	NA	0.263	0.247
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.238	NA	0.341	0.433
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.194	NA	0.363	0.434
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.134	NA	0.322	0.413
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	0.048	0.08
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	0.403	0.586
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246	NA	0.397	0.598
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.335	NA	0.36	0.865
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599	NA	0.502	0.875
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.472	0.833
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384	NA	0.389	0.859
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431	NA	0.256	0.369
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.895	NA	0.331	0.535
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961	NA	0.299	0.368
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549	NA	0.336	0.474
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	0.406	0.697
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553	NA	0.356	0.524
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.155	NA	0.195	0.254
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	NA	0.393	0.602
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.566	NA	0.456	0.842
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664	NA	0.62	0.848
1656	NA	NA	0.789	NA	NA	NA	NA	NA	NA	0.409	NA	0.431	0.8
1657	NA	NA	0.294	NA	NA	NA	NA	NA	NA	0.055	NA	0.383	0.563
1658	NA	NA	0.587	NA	NA	NA	NA	NA	NA	0.385	NA	0.495	0.766
1659	NA	NA	0.47	NA	NA	NA	NA	NA	NA	0.341	NA	0.5	0.802
1660	NA	NA	0.94	NA	NA	NA	NA	NA	NA	0.132	NA	0.6	0.983
1661	NA	NA	0.718	NA	NA	NA	NA	NA	NA	0.141	NA	0.681	1.138
1662	NA	NA	0.764	NA	NA	NA	NA	NA	NA	0.131	NA	0.706	0.942
1663	NA	NA	1.295	2.02	NA	NA	NA	NA	NA	0.167	NA	0.672	1.001
1664	NA	NA	1.17	1.881	NA	NA	NA	NA	NA	0.348	NA	0.533	0.687
