# Harley - Tampa Flatwoods - PIPA - ITRDB FL012
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36055
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36055.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl012-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fl012-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl012.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fl012.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Harley - Tampa Flatwoods - PIPA - ITRDB FL012
#--------------------
# Investigators
#   Investigators: Harley, G.L.(https://orcid.org/0000-0003-1557-8465)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tampa Flatwoods
#   Location: Florida
#   Northernmost_Latitude: 28.075763
#   Southernmost_Latitude: 28.075763
#   Easternmost_Longitude: -82.388711
#   Westernmost_Longitude: -82.388711
#   Elevation_m: 14
#--------------------
# Data_Collection
#   Collection_Name: FL012
#   First_Year: 1934
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus palustris Mill.
#   Common_Name: longleaf pine
#   Tree_Species_Code: PIPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ppipa1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ppipa9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ppipa9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: C18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ppipa1_raw	ppipa2_raw	ppipa3_raw	ppipa4_raw	ppipa6_raw	ppipa7_raw	ppipa8_raw	ppipa9_raw	C1_raw	C3_raw	C5_raw	C6_raw	C8_raw	C9_raw	C10_raw	C11_raw	C14_raw	C15_raw	C16_raw	C17_raw	C18_raw
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.015	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.678	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.192	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.579	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.986	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375	NA	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.226	NA	NA	NA	NA	NA	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.338	1.161	NA	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.973	0.868	NA	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.277	0.945	NA	NA	NA	NA	NA	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916	1.33	NA	2.073	NA	NA	NA	NA	NA
1945	NA	NA	3.333	NA	NA	NA	NA	NA	NA	2.75	NA	NA	3.903	2.285	NA	1.307	NA	NA	NA	NA	NA
1946	NA	NA	4.108	NA	NA	NA	NA	NA	NA	3.875	NA	NA	3.296	2.054	NA	2.652	NA	NA	NA	NA	NA
1947	NA	NA	3.52	NA	NA	3.347	NA	NA	NA	3.328	NA	NA	4.371	3.337	NA	3.325	NA	NA	NA	NA	NA
1948	NA	NA	2.421	NA	NA	2.811	NA	NA	NA	2.718	NA	NA	2.454	2.42	4.378	2.502	NA	NA	NA	NA	NA
1949	NA	NA	1.309	NA	NA	3.956	NA	NA	NA	2.073	NA	NA	1.879	1.795	3.563	4.663	1.372	NA	NA	NA	1.594
1950	NA	NA	2.564	NA	NA	2.763	NA	NA	NA	2.966	NA	NA	1.948	1.407	4.639	4.267	1.601	NA	NA	NA	2.393
1951	NA	NA	0.613	NA	NA	3.626	1.151	NA	NA	2.632	NA	NA	2.173	2.29	3.666	4.452	1.337	NA	1.181	NA	1.996
1952	NA	NA	1.676	NA	NA	4.879	4.854	NA	NA	3.363	NA	NA	2.258	2.632	3.076	2.956	1.63	NA	1.391	NA	2.639
1953	NA	NA	2.933	NA	NA	7.346	3.614	NA	3.337	3.882	NA	NA	2.907	2.851	3.679	4.472	1.928	NA	2.86	NA	3.935
1954	NA	NA	2.069	NA	NA	5.837	3.747	NA	3.854	6.132	NA	3	3.868	3.648	4.416	4.257	2.248	NA	4.477	NA	3.464
1955	NA	NA	2.949	NA	NA	6.026	3.904	NA	2.837	6.019	NA	3.096	3.863	2.613	5.884	3.596	2.591	NA	4.027	NA	4.436
1956	NA	NA	3.138	NA	NA	5.645	2.545	NA	2.777	5.112	NA	3.133	2.451	2.236	4.993	2.571	3.155	NA	2.82	NA	4.511
1957	NA	NA	4.052	NA	NA	4.986	3.959	NA	4.057	6.961	7.627	4.622	0.944	2.93	5.868	4.134	4.488	NA	2.574	NA	5.966
1958	NA	NA	4.101	NA	NA	5.004	5.311	NA	4.061	3.869	5.926	3.75	4.13	2.77	6.075	3.743	3.469	NA	4.691	NA	6.031
1959	NA	NA	4.226	NA	NA	5.421	3.9	NA	5.824	7.226	5.635	4.375	2.531	3.503	4.512	3.526	3.252	NA	3.402	NA	7.118
1960	NA	NA	4.035	NA	NA	6.176	4.694	NA	6.837	6.869	4.982	5.246	3.615	3.7	5.419	5.406	3.705	4.73	4.47	NA	6.652
1961	NA	NA	2.074	NA	NA	6.804	4.987	NA	5.202	4.338	2.76	3.281	2.628	3.041	5.976	4.373	3.504	2.793	3.271	3.889	3.133
1962	3.845	NA	4.017	NA	NA	7.416	5.602	NA	7.591	5.367	5.897	3.926	3.135	2.416	5.341	4.882	3.68	5.846	2.198	2.367	5.79
1963	1.596	NA	2.846	NA	NA	9.427	3.513	7.815	7.424	3.782	2.406	0.998	1.44	2.582	5.148	2.508	3.731	2.607	3.677	2.988	2.744
1964	3.181	NA	3.585	NA	NA	7.346	5.003	7.5	5.891	5.205	2.673	4.351	3.141	2.405	2.765	3.531	3.805	4.658	3.052	2.073	5.869
1965	3.484	7.534	4.894	NA	4.933	4.36	2.902	5.34	3.454	2.99	3.672	1.01	1.29	2.044	6.085	3.115	2.65	4.1	4.029	3.198	4.006
1966	2.147	5.661	4.916	NA	5.572	4.683	9.281	7.122	4.781	5.769	4.767	3.085	5.554	1.464	5.304	5.452	4.347	5.317	3.29	1.175	5.47
1967	0.908	4.78	2.591	NA	4.064	3.605	4.772	4.669	3.468	3.164	2.847	3.43	3.388	2.653	2.763	3.041	4.155	5.214	4.188	2.3	4.599
1968	4.299	3.753	2.97	NA	4.409	4.178	2.501	1.461	4.681	3.727	3.607	3.192	3.256	2.039	2.388	4.425	1.69	3.133	5.169	3.135	1.715
1969	6.168	6.089	4.222	NA	4.833	4.074	6.773	5.312	6.098	6.062	6.102	4.867	4.152	2.502	3.504	6.978	4.308	8.126	4.316	2.605	5.768
1970	6.743	8.222	3.18	5.597	6.006	3.069	6.482	4.627	4.429	4.987	3.096	3.516	2.529	2.321	3.068	3.61	3.763	7.325	3.849	2.53	5.88
1971	7.003	6.431	2.321	4.371	6.129	2.701	3.133	4.573	3.844	6.922	3.195	4.257	3.347	2.19	3.895	3.759	4.179	9.059	4.246	2.439	4.936
1972	5.868	5.344	2.405	4.886	7.914	2.104	2.24	4.55	3.173	2.547	1.616	2.719	1.428	1.222	2.231	2.512	3.822	5.538	4.283	1.684	3.888
1973	5.426	4.782	1.776	2.917	8.477	2.236	2.329	3.316	1.625	1.777	1.451	2.848	1.671	1.329	2.167	2.363	2.619	5.597	3.748	2.183	3.081
1974	5.579	6.271	2.326	5.274	8.1	2.107	3.262	4.669	4.118	2.38	1.933	2.953	1.822	1.874	2.74	2.656	2.527	5.096	5.72	1.905	2.77
1975	7.128	6.666	3.186	5.77	7.657	1.745	2.812	4.871	4.394	4.076	3.902	4.349	3.776	1.823	4.177	3.87	3.888	6.769	5.305	2.57	3.502
1976	5.105	4.793	0.817	2.335	5.44	1.224	0.823	3.737	1.555	2.22	2.338	2.538	1.909	1.017	1.858	1.369	2.245	4.906	2.945	2.021	2.527
1977	4.201	5.202	1.346	3.072	5.373	1.035	0.702	3.6	0.967	2.012	3.333	3.215	2.713	1.26	1.622	1.277	2.574	6.301	2.68	1.931	1.243
1978	4.426	4.447	1.236	4	6.048	1.43	1.12	3.475	1.09	1.567	2.818	3.023	2.564	1.878	1.719	1.362	2.413	5.535	2.523	1.567	1.708
1979	5.869	6.473	3.142	4.798	5.967	1.714	1.921	4.142	1.889	1.928	3.597	1.674	1.825	0.843	0.926	2.035	1.266	3.784	1.818	1.786	1.883
1980	4.757	3.978	1.455	3.104	4.715	1.547	1.526	3.583	2.538	2.587	2.157	2.266	2.041	1.044	1.751	1.784	1.868	3.681	4.029	2.662	2.822
1981	3.226	2.72	0.697	2.992	2.994	0.565	1.075	2.495	1.299	2.357	1.21	2.611	1.838	1.017	0.76	0.731	1.35	3.114	3.694	1.821	2.403
1982	6.548	4.551	1.566	6.349	4.275	1.088	2.236	4.35	2.412	3.318	1.955	3.208	4.565	2.057	2.813	1.646	3.558	5.945	4.992	3.266	2.8
1983	4.509	3.716	1.623	3.041	2.644	0.791	2.536	4.735	2.157	2.982	1.546	1.303	1.693	0.534	3.065	1.434	1.759	2.961	1.706	1.837	1.694
1984	3.762	2.902	1.59	3.254	1.163	1.05	2.265	4.398	2.17	2.798	1.315	1.22	1.464	1.105	3.677	1.109	2.158	5.294	2.081	1.526	1.613
1985	2.467	1.207	0.609	2.939	1.56	0.795	0.858	2.388	0.706	1.285	0.833	0.934	0.926	0.592	2.394	0.616	1	1.974	2.14	1.087	2.024
1986	3.114	1.78	1.284	3.371	2.121	0.994	1.065	3.555	0.657	1.692	1.03	1.447	1.109	0.991	1.621	0.432	1.364	3.791	2.923	1.26	1.731
1987	2.46	2.535	0.618	3.027	1.571	1.001	1.533	3.179	1.3	1.151	0.937	1.653	1.346	0.921	1.63	0.611	1.221	3.281	2.194	0.987	1.171
1988	2.267	3.748	1.165	3.319	2.548	1.394	2.009	2.184	1.714	1.803	1.251	2.331	2.157	1.194	2.033	0.939	1.682	3.326	3.755	1.501	1.666
1989	2.129	2.892	1.242	3.2	2.944	1.272	2.27	1.984	1.561	1.694	2.092	1.626	1.621	0.627	1.592	1.296	1.692	1.664	3.338	1.303	2.059
1990	3.126	2.889	1.315	2.923	2.676	0.971	1.595	1.411	1.688	1.63	1.576	2.288	2.002	0.892	1.737	1.443	2.337	2.523	2.685	1.588	1.814
1991	3.881	2.272	0.625	2.1	3.437	0.944	1.646	1.068	1.561	1.546	1.294	2.035	1.245	0.805	2.048	1.338	1.81	1.668	1.975	1.361	1.303
1992	2.79	1.817	0.812	1.321	3.42	1.155	1.441	1.53	2.334	1.665	1.753	2.96	0.79	2.04	2.575	1.043	2.343	2.446	2.588	1.813	1.643
1993	2.006	2.188	0.883	1.687	2.789	0.93	1.647	1.123	2.889	1.517	1.654	1.777	3.349	1.361	2.864	1.223	2.22	1.958	2.459	0.95	1.452
1994	2.049	1.883	0.94	2.756	1.969	0.707	1.136	1.558	1.432	1.258	1.394	0.559	1.684	1.182	1.361	0.56	1.471	1.365	2.017	1.761	1.511
