# Jacoby - Turnagain Pass - TSME - ITRDB AK027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3614
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3614.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Turnagain Pass - TSME - ITRDB AK027
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Buckley, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Turnagain Pass
#   Location: Alaska
#   Northernmost_Latitude: 60.82
#   Southernmost_Latitude: 60.82
#   Easternmost_Longitude: -149.17
#   Westernmost_Longitude: -149.17
#   Elevation_m: 400
#--------------------
# Data_Collection
#   Collection_Name: AK027
#   First_Year: 1709
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TP2E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP2E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP4NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP4NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP4N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP4N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP32W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP32W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP35SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP35SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP35NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP35NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP36SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP36SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP37N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP37N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP51N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP51N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP53N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP53N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP55S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP55S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP56W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP56W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP61N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP61N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP61W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP61W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP62E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP62E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP64N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP64N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP65SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP65SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP65E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP65E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP65W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP65W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP66NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP66NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP67S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP67S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TP71S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TP71S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPNO1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPNO1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TPSS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TPSS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TP2E_raw	TP4NE_raw	TP4N_raw	TP32W_raw	TP35SE_raw	TP35NW_raw	TP36SW_raw	TP37N_raw	TP51N_raw	TP53N_raw	TP55S_raw	TP56W_raw	TP61N_raw	TP61W_raw	TP62E_raw	TP64N_raw	TP65SE_raw	TP65E_raw	TP65W_raw	TP66NW_raw	TP67S_raw	TP71S_raw	TPNO1_raw	TPSS_raw
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	1.12	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	0.43	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	0.54	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	0.8	NA	NA	0.6	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	0.95	NA	NA	0.61	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	0.56	NA	NA	0.52	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	0.57	NA	NA	0.69	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	0.73	NA	NA	0.75	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	0.51	NA	NA	0.37	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	1.3	NA	NA	0.39	NA	0.67	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	0.86	NA	NA	0.38	NA	0.65	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	0.52	NA	0.31	0.83	NA	0.67	NA	NA	NA
1725	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	0.54	0.6	0.31	0.5	NA	0.52	NA	NA	NA
1726	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	0.45	0.42	0.22	0.47	NA	0.29	NA	NA	NA
1727	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	0.33	0.45	0.26	0.65	NA	0.51	NA	NA	NA
1728	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0.42	0.93	0.3	0.41	NA	0.81	NA	NA	NA
1729	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	0.4	1.13	0.26	0.49	NA	0.84	NA	NA	NA
1730	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	0.41	0.94	0.23	0.62	NA	1.02	NA	NA	NA
1731	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	0.39	0.59	0.31	1.16	NA	1.23	NA	NA	NA
1732	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	0.29	0.68	0.25	0.73	NA	0.7	NA	NA	NA
1733	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	0.81	1.32	0.43	0.79	NA	0.68	NA	NA	NA
1734	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.39	NA	0.56	NA	0.58	0.58	0.28	0.75	NA	0.6	NA	NA	NA
1735	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	0.51	NA	0.76	0.46	1.02	0.65	0.26	0.97	NA	0.73	NA	NA	NA
1736	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.62	0.29	0.89	0.73	0.37	0.65	NA	0.74	NA	NA	NA
1737	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	0.27	NA	0.76	0.4	0.94	0.67	0.3	0.68	NA	0.72	NA	NA	NA
1738	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	0.4	0.33	NA	0.82	0.14	0.65	0.47	0.19	0.48	NA	0.55	NA	NA	NA
1739	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	0.21	0.33	NA	1.02	0.35	0.66	0.79	0.29	0.73	NA	0.44	NA	NA	NA
1740	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	0.4	0.23	NA	0.88	0.19	0.6	1.27	0.25	0.45	NA	0.43	NA	NA	NA
1741	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	0.19	0.17	NA	0.88	0.17	0.45	0.38	0.24	0.35	NA	0.67	NA	NA	NA
1742	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	0.12	0.16	0.98	0.84	0.21	0.49	0.64	0.25	0.62	NA	0.56	NA	NA	NA
1743	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	0.1	0.13	0.97	0.88	0.33	0.39	0.4	0.33	0.9	NA	0.46	NA	NA	NA
1744	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	0.22	0.15	0.6	0.62	0.07	0.36	0.49	0.28	0.24	NA	0.25	NA	NA	NA
1745	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	0.17	0.28	1.01	0.89	0.18	0.15	1.72	0.5	0.72	NA	0.57	NA	NA	NA
1746	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	0.62	0.34	0.91	0.78	0.31	0.41	0.93	0.33	0.66	NA	0.41	NA	NA	NA
1747	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	0.52	0.45	1.07	0.88	0.43	0.53	0.82	0.47	0.99	NA	0.59	NA	NA	NA
1748	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	0.46	0.87	1.24	0.91	0.39	0.46	1.04	0.46	0.77	NA	0.53	NA	NA	NA
1749	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	0.38	0.57	1.27	1.13	0.51	0.61	0.92	0.52	0.84	NA	0.75	NA	NA	NA
1750	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	0.43	0.53	1.3	1.03	0.55	0.83	0.74	0.7	0.94	NA	0.66	NA	NA	NA
1751	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	0.25	0.32	1.07	0.99	0.76	0.73	0.73	0.57	0.63	NA	0.66	NA	NA	NA
1752	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	0.14	0.12	0.67	0.6	0.39	0.51	0.49	0.32	0.3	NA	0.5	NA	NA	NA
1753	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	0.2	0.3	0.88	0.66	0.29	0.86	0.57	0.29	0.38	NA	0.56	NA	NA	NA
1754	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	0.18	0.26	0.65	0.49	0.17	0.65	0.25	0.18	0.19	NA	0.2	NA	NA	NA
1755	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	0.19	0.28	0.48	0.3	0.09	0.37	0.17	0.13	0.17	NA	0.41	NA	NA	NA
1756	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	0.22	0.3	0.39	0.35	0.12	0.48	0.14	0	0.11	NA	0.41	NA	NA	NA
