# Barclay - Nellie Juan - TSME - ITRDB AK120
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13713
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13713.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak120-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak120.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-07-18
#--------------------
# File_Last_Modified_Date
#   Date: 2012-07-18
#--------------------
# Title
#   Study_Name: Barclay - Nellie Juan - TSME - ITRDB AK120
#--------------------
# Investigators
#   Investigators: Barclay, D.; Milligan, J.M.; Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Annals of Glaciology
#   Published_Title: An 850 year record of climate and fluctuations of the iceberg-calving  Nellie Juan Glacier, south central Alaska, U.S.A.
#   Published_Date_or_Year: 2003
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Barclay, David J., Wiles, Gregory C. and Calkin, Parker E. 2003.   
An 850 year record of climate and fluctuations of the iceberg-calving  
Nellie Juan Glacier, south central Alaska, U.S.A. 
1517	0.944	1.014	0.435	0.965	0.427	0.934	0.409	0.221	0.615	1.021	0.52	0.761	0.236	0.207	0.816	0.607	0.334	0.258	0.672	0.625	0.778	0.865	0.655	0.44	0.913	NA	0.52	0.496	0.769	0.472	0.342	0.269	0.289	0.419	0.398	NA	0.415	0.385	0.847	0.678	0.27	0.268	0.696	0.604	0.275	0.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407	0.219	NA	NA	NA	NA
1518	0.74	0.578	0.334	0.565	0.228	0.388	0.364	0.192	0.577	0.582	0.397	0.462	0.123	0.112	0.482	0.326	0.316	0.254	0.366	0.332	0.412	0.432	0.519	0.396	0.726	NA	0.446	0.391	0.57	0.404	0.196	0.172	0.236	0.348	0.261	NA	0.483	0.438	0.952	0.611	0.156	0.15	0.688	0.628	0.16	0.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405	0.202	NA	NA	NA	NA
1519	0.757	0.58	0.433	0.857	0.424	0.622	0.343	0.241	0.793	0.745	0.52	0.683	0.178	0.134	0.551	0.421	0.386	0.295	0.325	0.328	0.457	0.416	0.633	0.506	0.722	NA	0.583	0.472	0.673	0.522	0.336	0.253	0.276	0.36	0.178	NA	0.625	0.64	1.04	0.67	0.176	0.169	0.879	0.825	0.21	0.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.464	0.22	NA	NA	NA	NA
1520	0.661	0.576	0.353	0.668	0.308	0.373	0.296	0.291	0.549	0.741	0.513	0.688	0.246	0.159	0.45	0.323	0.437	0.27	0.235	0.289	0.386	0.371	0.486	0.513	0.666	NA	0.634	0.503	0.583	0.451	0.315	0.216	0.203	0.307	0.135	NA	0.699	0.708	1.042	0.674	0.115	0.128	0.701	0.651	0.123	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.356	0.211	NA	NA	NA	NA
1521	0.549	0.358	0.321	0.539	0.154	0.271	0.268	0.165	0.43	0.534	0.342	0.5	0.208	0.186	0.331	0.241	0.318	0.241	0.208	0.26	0.321	0.328	0.371	0.434	0.666	NA	0.51	0.42	0.444	0.316	0.214	0.178	0.184	0.238	0.156	NA	0.347	0.317	0.971	0.65	0.047	0.056	0.525	0.527	0.123	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.269	0.18	NA	NA	NA	NA
1522	0.736	0.557	0.275	0.522	0.245	0.404	0.313	0.23	0.369	0.414	0.348	0.477	0.267	0.238	0.338	0.241	0.231	0.158	0.317	0.306	0.417	0.443	0.345	0.544	0.535	NA	0.351	0.326	0.519	0.481	0.332	0.241	0.231	0.264	0.195	NA	0.18	0.174	0.986	0.786	0.156	0.142	0.507	0.486	0.096	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.329	0.25	NA	NA	NA	NA
1523	0.917	1.2	0.408	0.791	0.403	0.889	0.245	0.176	0.194	0.289	0.335	0.599	0.361	0.298	0.463	0.347	0.218	0.195	0.585	0.477	0.552	0.65	0.399	0.363	0.643	NA	0.29	0.294	0.576	0.554	0.327	0.276	0.111	0.156	0.122	NA	0.199	0.164	1.304	0.943	0.248	0.223	0.8	0.748	0.134	0.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289	0.298	NA	NA	NA	NA
1524	1.063	0.948	0.381	0.668	0.525	0.473	0.243	0.202	0.316	0.488	0.421	0.645	0.316	0.278	0.484	0.303	0.214	0.222	0.487	0.376	0.567	0.615	0.462	0.373	0.768	NA	0.253	0.296	0.626	0.516	0.217	0.279	0.162	0.171	0.145	NA	0.212	0.26	1.194	1.047	0.222	0.25	0.559	0.533	0.212	0.242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.307	NA	NA	NA	NA
1525	1.271	0.767	0.327	0.472	0.408	0.494	0.313	0.238	0.338	0.589	0.47	0.58	0.311	0.243	0.484	0.296	0.307	0.25	0.42	0.328	0.559	0.822	0.452	0.344	0.707	NA	0.298	0.274	0.522	0.506	0.218	0.226	0.172	0.236	0.179	NA	0.236	0.271	0.848	1.007	0.204	0.164	0.492	0.459	0.211	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337	0.248	NA	NA	NA	NA
1526	0.834	0.551	0.36	0.678	0.408	0.373	0.473	0.27	0.345	0.545	0.608	0.762	0.27	0.264	0.532	0.388	0.413	0.387	0.346	0.302	0.499	0.74	0.538	0.241	0.895	NA	0.305	0.266	0.669	0.501	0.29	0.224	0.139	0.214	0.199	NA	0.222	0.272	1.201	1.261	0.287	0.19	0.714	0.652	0.271	0.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.329	0.199	NA	NA	NA	NA
1527	0.538	0.57	0.241	0.435	0.388	0.457	0.35	0.255	0.524	0.624	0.593	0.589	0.187	0.187	0.369	0.414	0.373	0.311	0.315	0.328	0.61	0.699	0.38	0.235	0.682	NA	0.361	0.459	0.464	0.378	0.188	0.17	0.226	0.348	0.227	NA	0.264	0.252	0.634	0.867	0.142	0.115	0.449	0.457	0.194	0.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.264	0.215	NA	NA	NA	NA
1528	0.477	0.645	0.197	0.281	0.298	0.417	0.315	0.203	0.307	0.637	0.819	0.626	0.168	0.192	0.486	0.347	0.289	0.233	0.414	0.324	0.483	0.473	0.32	0.216	0.651	NA	0.454	0.584	0.53	0.361	0.168	0.177	0.171	0.238	0.123	NA	0.123	0.139	0.614	0.777	0.091	0.06	0.434	0.421	0.14	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	0.185	NA	NA	NA	NA
1529	0.556	0.546	0.513	0.567	0.486	0.665	0.423	0.285	0.538	0.833	0.772	0.704	0.171	0.262	0.639	0.426	0.332	0.326	0.42	0.29	0.669	0.65	0.445	0.36	0.662	NA	0.621	0.606	0.569	0.413	0.185	0.166	0.152	0.177	0.143	NA	0.149	0.192	0.707	0.855	0.131	0.107	0.809	0.676	0.194	0.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.392	0.297	NA	NA	NA	NA
1530	0.819	0.706	0.511	0.755	0.351	0.593	0.412	0.328	0.558	0.893	0.839	0.7	0.242	0.357	0.682	0.43	0.421	0.358	0.556	0.312	0.618	0.562	0.606	0.52	0.738	NA	0.632	0.591	0.666	0.541	0.271	0.263	0.169	0.328	0.188	NA	0.155	0.171	0.599	0.851	0.142	0.145	0.833	0.777	0.21	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441	0.344	NA	NA	NA	NA
1531	0.541	0.554	0.274	0.586	0.487	0.363	0.26	0.222	0.612	0.909	1.125	0.881	0.215	0.174	0.803	0.485	0.335	0.282	0.486	0.318	0.55	0.572	0.527	0.579	0.778	NA	0.541	0.447	0.533	0.473	0.302	0.259	NA	0.296	0.285	NA	0.236	0.223	0.515	0.601	0.097	0.111	0.451	0.435	0.147	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.257	NA	NA	NA	NA
1532	0.42	0.54	0.223	0.43	0.334	0.31	0.194	0.152	0.373	0.529	0.802	0.691	0.166	0.106	0.469	0.263	0.292	0.222	0.322	0.155	0.291	0.473	0.259	0.292	0.639	NA	0.342	0.305	0.379	0.305	0.149	0.163	NA	0.182	0.142	NA	0.163	0.135	0.462	0.579	0.075	0.042	0.281	0.263	0.081	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346	0.256	NA	NA	NA	NA
1533	0.513	0.707	0.242	0.328	0.372	0.457	0.165	0.129	0.12	0.237	0.57	0.495	0.199	0.083	0.349	0.142	0	0.089	0.353	0.141	0.173	0.199	0.235	0.22	0.469	NA	0.243	0.231	0.397	0.306	0.094	0.097	NA	0.103	0.108	NA	0.11	0.111	0.349	0.586	0.069	0.076	0.294	0.266	0.076	0.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333	0.285	NA	NA	NA	NA
1534	1	1.264	0.2	0.254	0.504	0.555	0.161	0.12	0.245	0.42	0.724	0.812	0.312	0.181	0.506	0.217	0.214	0.13	0.505	0.197	0.304	0.472	0.305	0.337	0.341	NA	0.252	0.196	0.433	0.365	0.156	0.151	NA	0.123	0.098	NA	0.283	0.254	0.784	0.777	0.101	0.086	0.348	0.315	0.081	0.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.286	0.272	NA	NA	NA	NA
1535	1.313	1.485	0.376	0.652	0.591	0.742	0.245	0.193	0.296	0.528	0.919	0.846	0.35	0.255	0.634	0.309	0.197	0.188	0.566	0.292	0.365	0.679	0.371	0.472	0.547	NA	0.317	0.226	0.457	0.423	0.256	0.189	NA	0.208	0.169	NA	0.332	0.245	1.024	0.975	0.278	0.303	0.539	0.486	0.158	0.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462	0.379	NA	NA	NA	NA
1536	1.153	1.28	0.287	0.537	0.419	0.606	0.379	0.192	0.273	0.582	0.641	0.586	0.187	0.223	0.622	0.406	0.238	0.203	0.542	0.346	0.524	0.477	0.332	0.378	0.632	NA	0.289	0.263	0.427	0.381	0.199	0.141	NA	0.162	0.123	NA	0.414	0.304	0.98	0.927	0.235	0.268	0.641	0.572	0.223	0.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484	0.291	NA	NA	NA	NA
1537	1.456	1.678	0.311	0.599	0.531	0.606	0.509	0.263	0.477	0.807	0.757	0.686	0.148	0.192	0.744	0.486	0.283	0.25	0.541	0.371	0.853	0.864	0.466	0.466	0.716	NA	0.349	0.326	0.449	0.401	0.245	0.213	NA	0.227	0.164	NA	0.257	0.264	0.919	1.154	0.263	0.251	0.683	0.629	0.285	0.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529	0.379	NA	NA	NA	NA
1538	1.179	1.664	0.336	0.55	0.486	0.499	0.473	0.251	0.473	0.717	0.52	0.464	0.062	0.116	0.565	0.31	0.296	0.292	0.361	0.217	0.564	0.59	0.388	0.367	0.615	NA	0.368	0.324	0.421	0.332	0.126	0.108	NA	0.134	0.067	NA	0.328	0.272	0.773	0.768	0.193	0.184	0.613	0.526	0.215	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407	0.217	NA	NA	NA	NA
1539	1.152	1.417	0.251	0.496	0.421	0.404	NA	NA	0.422	0.576	0.524	0.585	0.077	0.091	0.565	0.288	0.323	0.304	0.348	0.225	0.515	0.466	0.451	0.397	0.488	NA	0.328	0.365	0.441	0.311	0.15	0.139	NA	0.156	0.078	NA	0.311	0.268	0.68	0.684	0.167	0.187	0.49	0.48	0.25	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362	0.242	NA	NA	NA	NA
1540	0.531	0.916	0.219	0.296	0.241	0.251	NA	NA	0.323	0.402	0.373	0.394	0.058	0.067	0.32	0.166	0.261	0.268	0.307	0.14	0.376	0.255	0.395	0.315	0.316	NA	0.25	0.277	0.399	0.225	0.09	0.084	NA	0.149	0.067	NA	0.337	0.273	0.583	0.458	0.141	0.121	0.488	0.501	0.182	0.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	0.178	NA	NA	NA	NA
1541	0.479	0.902	0.251	0.355	0.341	0.608	NA	NA	0.492	0.49	0.52	0.536	0.107	0.075	0.36	0.155	0.246	0.223	0.375	0.177	0.31	0.287	0.467	0.307	0.485	NA	0.248	0.321	0.378	0.25	0.139	0.125	NA	NA	0.113	NA	0.093	0.12	0.533	0.391	0.118	0.122	0.423	0.461	0.184	0.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.317	0.202	NA	NA	NA	NA
1542	0.041	0.272	0	0	0.189	0.263	NA	NA	0.091	0	0.13	0.171	0	0	0.074	0	0	0.07	0.087	0	0.125	0.121	0.113	0.106	0.263	NA	0.157	0.177	0.104	0.063	0	0	NA	NA	0.106	NA	0	0	0.369	0.276	0	0	0.196	0.197	0.112	0.147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.205	0.139	NA	NA	NA	NA
1543	0.106	0.237	0	0	0.056	0.163	NA	NA	0.061	0.226	0.162	0.192	0.173	0.118	0.158	0.102	0.107	0.074	0.218	0.128	0.212	0.136	0.19	0.156	0.343	NA	0.088	0.186	0.298	0.255	0.037	0.119	NA	NA	0.119	NA	0	0	0.736	0.549	0.078	0.035	0.21	0.205	0.094	0.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267	0.152	NA	NA	NA	NA
1544	0.104	0.54	0.263	0.306	0.258	0.608	NA	NA	0.161	0.235	0.32	0.286	0.272	0.169	0.238	0.184	0.185	0.178	0.283	0.218	0.298	0.279	0.345	0.304	0.468	NA	0.264	0.341	0.444	0.35	0.146	0.153	NA	NA	0.11	NA	0.026	0	0.951	0.78	0.088	0.093	0.373	0.384	0.167	0.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391	0.258	NA	NA	NA	NA
1545	0.298	0.623	0.262	0.325	0.684	0.77	NA	NA	0.142	0.442	0.376	0.371	0.366	0.306	0.347	0.227	0.227	0.228	0.399	0.31	0.361	0.3	0.57	0.422	0.578	NA	0.319	0.287	0.515	0.511	0.2	0.242	NA	NA	0.123	NA	0.099	0.122	0.923	0.883	0.103	0.133	0.565	0.593	0.223	0.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	0.242	NA	NA	NA	NA
1546	0.61	1.111	0.441	0.477	0.875	1.013	NA	NA	0.277	0.647	0.625	0.761	0.448	0.288	0.52	0.286	0.259	0.251	0.63	0.35	0.559	0.817	0.86	0.473	0.746	NA	0.369	0.346	0.544	0.554	0.236	0.237	NA	NA	0.137	NA	0.256	0.2	0.993	0.942	0.275	0.184	0.561	0.606	0.231	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342	0.233	NA	NA	NA	NA
1547	0.598	0.928	0.265	0.373	0.529	0.716	NA	NA	0.529	0.442	0.582	0.574	0.378	0.233	0.481	0.274	0.297	0.235	0.712	0.384	0.486	0.507	0.606	0.428	0.636	NA	0.386	0.399	0.401	0.37	0.148	0.105	NA	NA	0.219	NA	0.174	0.151	1.051	1.077	0.31	0.34	0.604	0.544	0.189	0.179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229	0.143	NA	NA	NA	NA
1548	0.953	1.054	0.346	0.573	0.593	0.774	NA	NA	0.459	0.591	0.625	0.763	0.435	0.22	0.63	0.404	0.29	0.202	0.574	0.298	0.505	0.856	0.608	0.457	0.831	NA	0.295	0.394	0.433	0.429	0.164	0.152	NA	NA	NA	NA	0.219	0.18	0.987	0.845	0.331	0.361	0.468	0.449	0.302	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.159	NA	NA	NA	NA
1549	0.981	1.518	0.199	0.306	0.427	0.421	NA	NA	0.375	0.511	0.383	0.563	0.334	0.131	0.438	0.328	0.18	0.158	0.272	0.24	0.402	0.507	0.55	0.335	0.761	NA	0.287	0.338	0.366	0.36	0.118	0.087	NA	NA	NA	NA	0.131	0.115	0.568	0.725	0.125	0.191	0.348	0.333	0.217	0.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.155	NA	NA	NA	NA
1550	1.2	1.527	0.12	0.212	0.225	0.347	NA	NA	0.282	0.44	0.36	0.579	0.423	0.183	0.369	0.317	0.253	0.21	0.259	0.192	0.315	0.229	0.513	0.363	0.751	NA	0.281	0.339	0.421	0.41	0.095	0.086	NA	NA	NA	NA	0.161	0.151	0.557	0.712	0.085	0.099	0.614	0.539	0.227	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.245	0.14	NA	NA	NA	NA
1551	1.365	0.964	0.291	0.512	0.486	0.632	NA	NA	0.444	0.798	0.434	0.78	0.43	0.143	0.401	0.299	0.341	0.291	0.292	0.157	0.369	0.35	0.643	0.385	0.707	NA	0.416	0.509	0.511	0.39	0.095	0.089	NA	NA	NA	NA	0.224	0.23	0.629	0.698	0.045	0.049	0.613	0.587	0.274	0.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.226	0.193	NA	NA	NA	NA
1552	0.585	0.587	0.077	0.09	0.197	0.214	NA	NA	0.249	0.328	0.298	0.596	0.236	0.123	0.236	0.175	0.197	0.166	0.208	0.129	0.272	0.22	0.45	0.192	0.409	NA	0.351	0.399	0.293	0.191	0.052	0.05	NA	NA	NA	NA	0.179	0.154	0.406	0.413	0.031	0.024	0.408	0.401	0.192	0.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.198	0.137	NA	NA	NA	NA
1553	0.651	0.823	0.146	0.183	0.257	NA	NA	NA	0.17	0.203	0.357	0.58	0.359	0.141	0.283	0.153	0.149	0.151	0.342	0.223	0.255	0.289	0.388	0.212	0.358	NA	0.268	0.365	0.286	0.292	0.06	0.058	NA	NA	NA	NA	0.11	0.087	0.472	0.569	0.069	0.033	0.384	0.367	0.246	0.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207	0.165	NA	NA	NA	NA
1554	0.43	0.496	0.083	0.088	0.236	NA	NA	NA	0.195	0.203	0.498	0.619	0.415	0.178	0.393	0.257	0.18	0.235	0.624	0.375	0.386	0.263	0.326	0.201	0.326	NA	0.265	0.351	0.333	0.384	0.069	0.074	NA	NA	NA	NA	0.084	0.087	0.666	0.75	0.097	0.104	0.569	0.595	0.2	0.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162	0.094	NA	NA	NA	NA
1555	0.657	0.882	0.271	0.502	0.659	NA	NA	NA	0.302	0.315	0.664	0.629	0.406	0.197	0.627	0.374	0.158	0.235	0.888	0.48	0.49	0.55	0.362	0.309	0.385	NA	0.243	0.319	0.455	0.462	0.135	0.141	NA	NA	NA	NA	0.185	0.164	0.75	0.964	0.134	0.106	0.723	0.824	0.274	0.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355	0.325	NA	NA	NA	NA
1556	0.849	1.235	0.121	0.329	0.634	NA	NA	NA	0.321	0.327	0.547	0.788	0.405	0.268	0.656	0.36	0.242	0.242	0.791	0.338	0.462	0.501	0.374	0.315	0.427	NA	0.183	0.213	0.367	0.345	0.142	0.134	NA	NA	NA	NA	0.144	0.152	0.675	0.859	0.171	0.177	0.585	0.561	0.334	0.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.201	NA	NA	NA	NA
1557	0.82	0.732	0.154	0.322	0.343	NA	NA	NA	0.246	0.27	0.333	0.459	0.201	0.125	0.377	0.26	0.201	0.188	0.381	0.171	0.276	0.309	0.305	0.251	0.281	NA	0.123	0.153	0.381	0.243	0.072	0.046	NA	NA	NA	NA	0.149	0.115	0.435	0.561	0.159	0.211	0.477	0.468	0.208	0.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178	0.154	NA	NA	NA	NA
1558	1.548	1.048	0.288	0.798	0.719	NA	NA	NA	0.43	0.626	0.753	1.021	0.328	0.202	0.672	0.503	0.398	0.336	0.785	0.348	0.697	1	0.574	0.584	0.521	NA	0.286	0.348	0.564	0.493	0.249	0.173	NA	NA	NA	NA	0.382	0.282	0.723	1.004	0.349	0.413	0.631	0.602	0.427	0.597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	0.225	NA	NA	NA	NA
1559	0.932	0.939	0.152	0.377	0.739	NA	NA	NA	0.581	0.608	0.569	0.821	0.255	0.173	0.529	0.367	0.325	0.304	0.722	0.301	0.66	0.522	0.473	0.385	0.419	NA	0.282	0.394	0.533	0.355	0.084	0.107	NA	NA	NA	NA	0.337	0.291	0.665	0.904	0.272	0.37	0.693	0.623	0.317	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.278	0.191	NA	NA	NA	NA
1560	NA	0.753	0.215	0.291	0.601	NA	NA	NA	0.608	0.526	0.476	0.738	0.183	0.117	0.476	0.39	0.244	0.23	0.457	0.337	0.586	0.913	0.409	0.32	0.413	NA	0.255	0.364	0.411	0.336	0.032	0.068	NA	NA	NA	NA	0.253	0.28	0.637	1.04	0.156	0.243	0.505	0.52	0.217	0.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208	0.194	NA	NA	NA	NA
1561	NA	NA	0.243	0.345	0.561	NA	NA	NA	0.473	0.591	0.504	0.835	0.205	0.166	0.505	0.484	0.251	0.192	0.59	0.339	0.762	1.123	0.424	0.381	0.442	NA	0.268	0.369	0.443	0.386	0.088	0.098	NA	NA	NA	NA	0.239	0.221	0.712	1.19	0.206	0.326	0.583	0.561	0.206	0.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.195	0.191	NA	NA	NA	NA
1562	NA	NA	0.236	0.347	0.655	NA	NA	NA	0.447	0.652	0.49	0.743	0.189	0.17	0.52	0.474	0.268	0.246	0.772	0.399	0.666	0.947	0.5	0.402	0.555	NA	0.309	0.412	0.537	0.444	0.109	0.132	NA	NA	NA	NA	0.23	0.231	0.717	0.963	0.15	0.323	0.547	0.6	0.244	0.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236	0.207	NA	NA	NA	NA
1563	NA	NA	0.199	0.256	0.578	NA	NA	NA	0.279	0.421	0.46	0.598	0.093	0.102	0.424	0.368	0.196	0.218	0.55	0.353	0.432	0.509	0.471	0.358	0.472	NA	0.294	0.315	0.525	0.347	0.051	0.067	NA	NA	NA	NA	0.137	0.145	0.67	0.763	0.128	0.253	0.503	0.576	0.161	0.267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163	0.162	NA	NA	NA	NA
1564	NA	NA	0.3	0.51	0.69	NA	NA	NA	0.336	0.455	0.535	0.613	0.192	0.166	0.5	0.264	0.245	0.226	0.619	0.407	0.378	0.671	0.317	0.167	0.524	NA	NA	0.451	0.423	0.222	0.106	0.072	NA	NA	NA	NA	0.164	0.153	0.473	0.516	0.125	0.303	0.542	0.501	0.167	0.201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236	0.201	NA	NA	NA	NA
